t,CH01,CH02,CH03,CH04,CH05,CH06,CH07
t_4308,0.085,0.003,0.003,0.003,0.001,0.002,0.001
t_4309,0.081,0.045,0.045,0.045,0.002,0.024,0.002
t_4310,0.091,0.084,0.084,0.084,0.002,0.043,0.002
t_4311,0.110,0.104,0.104,0.104,0.002,0.053,0.002
t_4312,0.125,0.041,0.041,0.041,0.003,0.022,0.003
t_4313,0.158,0.035,0.035,0.035,0.001,0.018,0.001
t_4314,0.183,0.027,0.027,0.027,0.000,0.014,0.000
t_4315,0.367,0.012,0.012,0.012,0.000,0.006,0.000
t_4316,0.332,0.015,0.015,0.015,0.001,0.008,0.001
t_4317,0.283,0.015,0.015,0.015,0.000,0.008,0.000
t_4318,0.197,0.013,0.013,0.013,0.000,0.007,0.000
t_4319,0.182,0.013,0.013,0.013,0.000,0.007,0.000
t_4320,0.067,0.015,0.015,0.015,0.000,0.008,0.000
t_4321,0.072,0.016,0.016,0.016,0.000,0.008,0.000
t_4322,0.086,0.014,0.014,0.014,0.000,0.007,0.000
t_4323,0.105,0.013,0.013,0.013,0.000,0.007,0.000
t_4324,0.109,0.009,0.009,0.009,0.000,0.005,0.000
t_4325,0.105,0.004,0.004,0.004,0.000,0.002,0.000
t_4326,0.063,0.000,0.000,0.000,0.000,0.000,0.000
t_4327,0.103,0.000,0.000,0.000,0.000,0.000,0.000
t_4328,0.168,0.000,0.000,0.000,0.000,0.000,0.000
t_4329,0.171,0.001,0.001,0.001,0.000,0.001,0.000
t_4330,0.165,0.000,0.000,0.000,0.000,0.000,0.000
t_4331,0.157,0.000,0.000,0.000,0.000,0.000,0.000
t_4332,0.152,0.001,0.001,0.001,0.000,0.001,0.000
t_4333,0.158,0.061,0.061,0.061,0.000,0.031,0.000
t_4334,0.172,0.118,0.118,0.118,0.000,0.059,0.000
t_4335,0.183,0.055,0.055,0.055,0.000,0.028,0.000
t_4336,0.203,0.048,0.048,0.048,0.000,0.024,0.000
t_4337,0.211,0.027,0.027,0.027,0.000,0.014,0.000
t_4338,0.192,0.010,0.010,0.010,0.000,0.005,0.000
t_4339,0.103,0.003,0.003,0.003,0.000,0.002,0.000
t_4340,0.083,0.002,0.002,0.002,0.000,0.001,0.000
t_4341,0.086,0.002,0.002,0.002,0.000,0.001,0.000
t_4342,0.099,0.001,0.001,0.001,0.000,0.001,0.000
t_4343,0.113,0.002,0.002,0.002,0.000,0.001,0.000
t_4344,0.123,0.006,0.006,0.006,0.000,0.003,0.000
t_4345,0.135,0.007,0.007,0.007,0.002,0.005,0.002
t_4346,0.148,0.007,0.007,0.007,0.002,0.005,0.002
t_4347,0.159,0.005,0.005,0.005,0.001,0.003,0.001
t_4348,0.147,0.001,0.001,0.001,0.000,0.001,0.000
t_4349,0.132,0.001,0.001,0.001,0.000,0.001,0.000
t_4350,0.082,0.000,0.000,0.000,0.000,0.000,0.000
t_4351,0.111,0.000,0.000,0.000,0.000,0.000,0.000
t_4352,0.164,0.000,0.000,0.000,0.000,0.000,0.000
t_4353,0.164,0.000,0.000,0.000,0.000,0.000,0.000
t_4354,0.131,0.000,0.000,0.000,0.000,0.000,0.000
t_4355,0.104,0.001,0.001,0.001,0.000,0.001,0.000
t_4356,0.083,0.010,0.010,0.010,0.000,0.005,0.000
t_4357,0.071,0.048,0.048,0.048,0.000,0.024,0.000
t_4358,0.073,0.085,0.085,0.085,0.001,0.043,0.001
t_4359,0.085,0.093,0.093,0.093,0.001,0.047,0.001
t_4360,0.093,0.078,0.078,0.078,0.000,0.039,0.000
t_4361,0.087,0.039,0.039,0.039,0.000,0.020,0.000
t_4362,0.183,0.010,0.010,0.010,0.000,0.005,0.000
t_4363,0.127,0.010,0.010,0.010,0.000,0.005,0.000
t_4364,0.124,0.010,0.010,0.010,0.001,0.006,0.001
t_4365,0.072,0.014,0.014,0.014,0.001,0.008,0.001
t_4366,0.033,0.010,0.010,0.010,0.000,0.005,0.000
t_4367,0.012,0.007,0.007,0.007,0.000,0.004,0.000
t_4368,0.012,0.001,0.001,0.001,0.000,0.001,0.000
t_4369,0.014,0.000,0.000,0.000,0.000,0.000,0.000
t_4370,0.016,0.001,0.001,0.001,0.000,0.001,0.000
t_4371,0.021,0.001,0.001,0.001,0.000,0.001,0.000
t_4372,0.017,0.001,0.001,0.001,0.000,0.001,0.000
t_4373,0.011,0.001,0.001,0.001,0.000,0.001,0.000
t_4374,0.002,0.000,0.000,0.000,0.000,0.000,0.000
t_4375,0.001,0.000,0.000,0.000,0.000,0.000,0.000
t_4376,0.001,0.000,0.000,0.000,0.000,0.000,0.000
t_4377,0.001,0.000,0.000,0.000,0.000,0.000,0.000
t_4378,0.001,0.000,0.000,0.000,0.000,0.000,0.000
t_4379,0.001,0.000,0.000,0.000,0.000,0.000,0.000
t_4380,0.001,0.000,0.000,0.000,0.000,0.000,0.000
t_4381,0.002,0.009,0.009,0.009,0.003,0.006,0.003
t_4382,0.003,0.039,0.039,0.039,0.019,0.029,0.019
t_4383,0.009,0.036,0.036,0.036,0.033,0.035,0.033
t_4384,0.022,0.002,0.002,0.002,0.012,0.007,0.012
t_4385,0.043,0.001,0.001,0.001,0.003,0.002,0.003
t_4386,0.065,0.000,0.000,0.000,0.000,0.000,0.000
t_4387,0.054,0.000,0.000,0.000,0.000,0.000,0.000
t_4388,0.047,0.000,0.000,0.000,0.000,0.000,0.000
t_4389,0.072,0.000,0.000,0.000,0.000,0.000,0.000
t_4390,0.095,0.000,0.000,0.000,0.000,0.000,0.000
t_4391,0.105,0.000,0.000,0.000,0.000,0.000,0.000
t_4392,0.110,0.000,0.000,0.000,0.001,0.001,0.001
t_4393,0.113,0.002,0.002,0.002,0.002,0.002,0.002
t_4394,0.119,0.007,0.007,0.007,0.004,0.006,0.004
t_4395,0.131,0.014,0.014,0.014,0.007,0.011,0.007
t_4396,0.133,0.019,0.019,0.019,0.005,0.012,0.005
t_4397,0.133,0.018,0.018,0.018,0.003,0.011,0.003
t_4398,0.111,0.011,0.011,0.011,0.001,0.006,0.001
t_4399,0.169,0.012,0.012,0.012,0.000,0.006,0.000
t_4400,0.182,0.042,0.042,0.042,0.000,0.021,0.000
t_4401,0.149,0.052,0.052,0.052,0.001,0.027,0.001
t_4402,0.113,0.047,0.047,0.047,0.002,0.025,0.002
t_4403,0.082,0.040,0.040,0.040,0.003,0.022,0.003
t_4404,0.060,0.080,0.080,0.080,0.003,0.042,0.003
t_4405,0.051,0.080,0.080,0.080,0.003,0.042,0.003
t_4406,0.052,0.077,0.077,0.077,0.003,0.040,0.003
t_4407,0.059,0.055,0.055,0.055,0.001,0.028,0.001
t_4408,0.072,0.031,0.031,0.031,0.001,0.016,0.001
t_4409,0.088,0.012,0.012,0.012,0.002,0.007,0.002
t_4410,0.109,0.001,0.001,0.001,0.007,0.004,0.007
t_4411,0.303,0.000,0.000,0.000,0.021,0.011,0.021
t_4412,0.269,0.000,0.000,0.000,0.043,0.022,0.043
t_4413,0.231,0.000,0.000,0.000,0.059,0.030,0.059
t_4414,0.196,0.000,0.000,0.000,0.063,0.032,0.063
t_4415,0.184,0.000,0.000,0.000,0.058,0.029,0.058
t_4416,0.138,0.000,0.000,0.000,0.063,0.032,0.063
t_4417,0.142,0.000,0.000,0.000,0.065,0.033,0.065
t_4418,0.045,0.000,0.000,0.000,0.060,0.030,0.060
t_4419,0.043,0.000,0.000,0.000,0.049,0.025,0.049
t_4420,0.039,0.000,0.000,0.000,0.034,0.017,0.034
t_4421,0.040,0.000,0.000,0.000,0.021,0.011,0.021
t_4422,0.018,0.000,0.000,0.000,0.012,0.006,0.012
t_4423,0.033,0.000,0.000,0.000,0.017,0.009,0.017
t_4424,0.048,0.000,0.000,0.000,0.017,0.009,0.017
t_4425,0.043,0.000,0.000,0.000,0.014,0.007,0.014
t_4426,0.043,0.000,0.000,0.000,0.008,0.004,0.008
t_4427,0.041,0.000,0.000,0.000,0.004,0.002,0.004
t_4428,0.032,0.000,0.000,0.000,0.004,0.002,0.004
t_4429,0.020,0.002,0.002,0.002,0.004,0.003,0.004
t_4430,0.009,0.002,0.002,0.002,0.002,0.002,0.002
t_4431,0.005,0.001,0.001,0.001,0.000,0.001,0.000
t_4432,0.003,0.001,0.001,0.001,0.000,0.001,0.000
t_4433,0.002,0.001,0.001,0.001,0.000,0.001,0.000
t_4434,0.003,0.001,0.001,0.001,0.000,0.001,0.000
t_4435,0.013,0.000,0.000,0.000,0.000,0.000,0.000
t_4436,0.060,0.000,0.000,0.000,0.000,0.000,0.000
t_4437,0.101,0.000,0.000,0.000,0.000,0.000,0.000
t_4438,0.126,0.000,0.000,0.000,0.004,0.002,0.004
t_4439,0.129,0.000,0.000,0.000,0.006,0.003,0.006
t_4440,0.115,0.000,0.000,0.000,0.007,0.004,0.007
t_4441,0.101,0.000,0.000,0.000,0.007,0.004,0.007
t_4442,0.107,0.000,0.000,0.000,0.007,0.004,0.007
t_4443,0.135,0.000,0.000,0.000,0.006,0.003,0.006
t_4444,0.035,0.000,0.000,0.000,0.004,0.002,0.004
t_4445,0.043,0.000,0.000,0.000,0.003,0.002,0.003
t_4446,0.036,0.000,0.000,0.000,0.001,0.001,0.001
t_4447,0.071,0.000,0.000,0.000,0.000,0.000,0.000
t_4448,0.103,0.000,0.000,0.000,0.000,0.000,0.000
t_4449,0.071,0.000,0.000,0.000,0.000,0.000,0.000
t_4450,0.029,0.000,0.000,0.000,0.000,0.000,0.000
t_4451,0.014,0.000,0.000,0.000,0.000,0.000,0.000
t_4452,0.011,0.001,0.001,0.001,0.000,0.001,0.000
t_4453,0.015,0.022,0.022,0.022,0.000,0.011,0.000
t_4454,0.011,0.050,0.050,0.050,0.000,0.025,0.000
t_4455,0.015,0.048,0.048,0.048,0.000,0.024,0.000
t_4456,0.026,0.023,0.023,0.023,0.000,0.012,0.000
t_4457,0.051,0.002,0.002,0.002,0.000,0.001,0.000
t_4458,0.089,0.000,0.000,0.000,0.000,0.000,0.000
t_4459,0.080,0.000,0.000,0.000,0.000,0.000,0.000
t_4460,0.088,0.000,0.000,0.000,0.000,0.000,0.000
t_4461,0.099,0.000,0.000,0.000,0.000,0.000,0.000
t_4462,0.097,0.001,0.001,0.001,0.000,0.001,0.000
t_4463,0.098,0.001,0.001,0.001,0.001,0.001,0.001
t_4464,0.111,0.001,0.001,0.001,0.003,0.002,0.003
t_4465,0.129,0.001,0.001,0.001,0.010,0.006,0.010
t_4466,0.144,0.001,0.001,0.001,0.021,0.011,0.021
t_4467,0.158,0.000,0.000,0.000,0.038,0.019,0.038
t_4468,0.160,0.000,0.000,0.000,0.050,0.025,0.050
t_4469,0.160,0.002,0.002,0.002,0.050,0.026,0.050
t_4470,0.140,0.003,0.003,0.003,0.033,0.018,0.033
t_4471,0.202,0.006,0.006,0.006,0.032,0.019,0.032
t_4472,0.241,0.010,0.010,0.010,0.053,0.032,0.053
t_4473,0.202,0.013,0.013,0.013,0.068,0.041,0.068
t_4474,0.149,0.039,0.039,0.039,0.061,0.050,0.061
t_4475,0.100,0.047,0.047,0.047,0.040,0.044,0.040
t_4476,0.077,0.027,0.027,0.027,0.022,0.025,0.022
t_4477,0.111,0.043,0.043,0.043,0.016,0.030,0.016
t_4478,0.130,0.066,0.066,0.066,0.014,0.040,0.014
t_4479,0.154,0.094,0.094,0.094,0.012,0.053,0.012
t_4480,0.162,0.117,0.117,0.117,0.006,0.062,0.006
t_4481,0.160,0.104,0.104,0.104,0.003,0.054,0.003
t_4482,0.119,0.122,0.122,0.122,0.000,0.061,0.000
t_4483,0.082,0.051,0.051,0.051,0.000,0.026,0.000
t_4484,0.054,0.034,0.034,0.034,0.000,0.017,0.000
t_4485,0.053,0.027,0.027,0.027,0.001,0.014,0.001
t_4486,0.096,0.020,0.020,0.020,0.003,0.012,0.003
t_4487,0.124,0.020,0.020,0.020,0.012,0.016,0.012
t_4488,0.151,0.018,0.018,0.018,0.022,0.020,0.022
t_4489,0.176,0.017,0.017,0.017,0.036,0.027,0.036
t_4490,0.182,0.019,0.019,0.019,0.051,0.035,0.051
t_4491,0.168,0.024,0.024,0.024,0.060,0.042,0.060
t_4492,0.083,0.014,0.014,0.014,0.053,0.034,0.053
t_4493,0.056,0.012,0.012,0.012,0.037,0.025,0.037
t_4494,0.055,0.010,0.010,0.010,0.008,0.009,0.008
t_4495,0.078,0.020,0.020,0.020,0.018,0.019,0.018
t_4496,0.081,0.054,0.054,0.054,0.038,0.046,0.038
t_4497,0.097,0.124,0.124,0.124,0.049,0.087,0.049
t_4498,0.101,0.207,0.207,0.207,0.048,0.128,0.048
t_4499,0.109,0.285,0.285,0.285,0.048,0.167,0.048
t_4500,0.131,0.333,0.333,0.333,0.048,0.191,0.048
t_4501,0.164,0.481,0.481,0.481,0.050,0.266,0.050
t_4502,0.207,0.499,0.499,0.499,0.049,0.274,0.049
t_4503,0.239,0.451,0.451,0.451,0.047,0.249,0.047
t_4504,0.268,0.399,0.399,0.399,0.043,0.221,0.043
t_4505,0.299,0.326,0.326,0.326,0.052,0.189,0.052
t_4506,0.361,0.199,0.199,0.199,0.058,0.129,0.058
t_4507,0.342,0.073,0.073,0.073,0.059,0.066,0.059
t_4508,0.253,0.086,0.086,0.086,0.094,0.090,0.094
t_4509,0.209,0.115,0.115,0.115,0.164,0.140,0.164
t_4510,0.172,0.140,0.140,0.140,0.281,0.211,0.281
t_4511,0.163,0.164,0.164,0.164,0.372,0.268,0.372
t_4512,0.182,0.182,0.182,0.182,0.393,0.288,0.393
t_4513,0.207,0.190,0.190,0.190,0.400,0.295,0.400
t_4514,0.238,0.187,0.187,0.187,0.373,0.280,0.373
t_4515,0.280,0.184,0.184,0.184,0.383,0.284,0.383
t_4516,0.289,0.184,0.184,0.184,0.372,0.278,0.372
t_4517,0.270,0.188,0.188,0.188,0.352,0.270,0.352
t_4518,0.279,0.206,0.206,0.206,0.341,0.274,0.341
t_4519,0.302,0.351,0.351,0.351,0.414,0.383,0.414
t_4520,0.313,0.388,0.388,0.388,0.573,0.481,0.573
t_4521,0.301,0.367,0.367,0.367,0.703,0.535,0.703
t_4522,0.275,0.364,0.364,0.364,0.745,0.555,0.745
t_4523,0.251,0.386,0.386,0.386,0.776,0.581,0.776
t_4524,0.290,0.447,0.447,0.447,0.783,0.615,0.783
t_4525,0.298,0.522,0.522,0.522,0.782,0.652,0.782
t_4526,0.310,0.509,0.509,0.509,0.762,0.636,0.762
t_4527,0.343,0.470,0.470,0.470,0.732,0.601,0.732
t_4528,0.362,0.387,0.387,0.387,0.688,0.538,0.688
t_4529,0.377,0.287,0.287,0.287,0.570,0.429,0.570
t_4530,0.329,0.162,0.162,0.162,0.391,0.277,0.391
t_4531,0.223,0.062,0.062,0.062,0.337,0.200,0.337
t_4532,0.128,0.036,0.036,0.036,0.313,0.175,0.313
t_4533,0.114,0.025,0.025,0.025,0.311,0.168,0.311
t_4534,0.093,0.020,0.020,0.020,0.323,0.172,0.323
t_4535,0.083,0.023,0.023,0.023,0.327,0.175,0.327
t_4536,0.107,0.026,0.026,0.026,0.337,0.182,0.337
t_4537,0.109,0.027,0.027,0.027,0.324,0.176,0.324
t_4538,0.117,0.028,0.028,0.028,0.302,0.165,0.302
t_4539,0.124,0.028,0.028,0.028,0.277,0.153,0.277
t_4540,0.145,0.024,0.024,0.024,0.239,0.132,0.239
t_4541,0.167,0.024,0.024,0.024,0.173,0.099,0.173
t_4542,0.136,0.012,0.012,0.012,0.110,0.061,0.110
t_4543,0.260,0.027,0.027,0.027,0.146,0.087,0.146
t_4544,0.233,0.069,0.069,0.069,0.214,0.142,0.214
t_4545,0.195,0.126,0.126,0.126,0.233,0.180,0.233
t_4546,0.146,0.157,0.157,0.157,0.229,0.193,0.229
t_4547,0.122,0.171,0.171,0.171,0.240,0.206,0.240
t_4548,0.121,0.172,0.172,0.172,0.256,0.214,0.256
t_4549,0.167,0.172,0.172,0.172,0.269,0.221,0.269
t_4550,0.179,0.174,0.174,0.174,0.261,0.218,0.261
t_4551,0.158,0.172,0.172,0.172,0.241,0.207,0.241
t_4552,0.206,0.183,0.183,0.183,0.193,0.188,0.193
t_4553,0.267,0.189,0.189,0.189,0.139,0.164,0.139
t_4554,0.336,0.211,0.211,0.211,0.049,0.130,0.049
t_4555,0.315,0.105,0.105,0.105,0.012,0.059,0.012
t_4556,0.277,0.075,0.075,0.075,0.006,0.041,0.006
t_4557,0.297,0.024,0.024,0.024,0.005,0.015,0.005
t_4558,0.248,0.022,0.022,0.022,0.018,0.020,0.018
t_4559,0.198,0.017,0.017,0.017,0.052,0.035,0.052
t_4560,0.155,0.015,0.015,0.015,0.084,0.050,0.084
t_4561,0.129,0.013,0.013,0.013,0.093,0.053,0.093
t_4562,0.097,0.007,0.007,0.007,0.092,0.050,0.092
t_4563,0.075,0.008,0.008,0.008,0.093,0.051,0.093
t_4564,0.092,0.012,0.012,0.012,0.094,0.053,0.094
t_4565,0.128,0.017,0.017,0.017,0.083,0.050,0.083
t_4566,0.136,0.011,0.011,0.011,0.085,0.048,0.085
t_4567,0.306,0.031,0.031,0.031,0.182,0.107,0.182
t_4568,0.434,0.077,0.077,0.077,0.276,0.177,0.276
t_4569,0.469,0.125,0.125,0.125,0.341,0.233,0.341
t_4570,0.504,0.178,0.178,0.178,0.363,0.271,0.363
t_4571,0.518,0.228,0.228,0.228,0.361,0.295,0.361
t_4572,0.510,0.269,0.269,0.269,0.360,0.315,0.360
t_4573,0.497,0.287,0.287,0.287,0.352,0.320,0.352
t_4574,0.488,0.274,0.274,0.274,0.340,0.307,0.340
t_4575,0.496,0.396,0.396,0.396,0.325,0.361,0.325
t_4576,0.517,0.346,0.346,0.346,0.336,0.341,0.336
t_4577,0.560,0.311,0.311,0.311,0.321,0.316,0.321
t_4578,0.566,0.255,0.255,0.255,0.202,0.229,0.202
t_4579,0.444,0.124,0.124,0.124,0.143,0.134,0.143
t_4580,0.274,0.059,0.059,0.059,0.139,0.099,0.139
t_4581,0.257,0.027,0.027,0.027,0.130,0.079,0.130
t_4582,0.242,0.007,0.007,0.007,0.116,0.062,0.116
t_4583,0.206,0.001,0.001,0.001,0.100,0.051,0.100
t_4584,0.163,0.000,0.000,0.000,0.099,0.050,0.099
t_4585,0.133,0.000,0.000,0.000,0.091,0.046,0.091
t_4586,0.116,0.000,0.000,0.000,0.080,0.040,0.080
t_4587,0.115,0.000,0.000,0.000,0.069,0.035,0.069
t_4588,0.117,0.002,0.002,0.002,0.057,0.030,0.057
t_4589,0.119,0.003,0.003,0.003,0.041,0.022,0.041
t_4590,0.101,0.002,0.002,0.002,0.012,0.007,0.012
t_4591,0.248,0.008,0.008,0.008,0.031,0.020,0.031
t_4592,0.370,0.016,0.016,0.016,0.062,0.039,0.062
t_4593,0.353,0.015,0.015,0.015,0.080,0.048,0.080
t_4594,0.297,0.015,0.015,0.015,0.101,0.058,0.101
t_4595,0.215,0.014,0.014,0.014,0.130,0.072,0.130
t_4596,0.149,0.013,0.013,0.013,0.156,0.085,0.156
t_4597,0.100,0.007,0.007,0.007,0.176,0.092,0.176
t_4598,0.061,0.014,0.014,0.014,0.186,0.100,0.186
t_4599,0.034,0.003,0.003,0.003,0.171,0.087,0.171
t_4600,0.028,0.001,0.001,0.001,0.138,0.070,0.138
t_4601,0.025,0.000,0.000,0.000,0.099,0.050,0.099
t_4602,0.106,0.000,0.000,0.000,0.033,0.017,0.033
t_4603,0.075,0.000,0.000,0.000,0.015,0.008,0.015
t_4604,0.078,0.000,0.000,0.000,0.012,0.006,0.012
t_4605,0.068,0.000,0.000,0.000,0.016,0.008,0.016
t_4606,0.045,0.001,0.001,0.001,0.026,0.014,0.026
t_4607,0.017,0.045,0.045,0.045,0.036,0.041,0.036
t_4608,0.016,0.140,0.140,0.140,0.039,0.090,0.039
t_4609,0.010,0.223,0.223,0.223,0.036,0.130,0.036
t_4610,0.018,0.184,0.184,0.184,0.039,0.112,0.039
t_4611,0.031,0.209,0.209,0.209,0.041,0.125,0.041
t_4612,0.028,0.235,0.235,0.235,0.025,0.130,0.025
t_4613,0.024,0.268,0.268,0.268,0.005,0.137,0.005
t_4614,0.012,0.244,0.244,0.244,0.001,0.123,0.001
t_4615,0.012,0.177,0.177,0.177,0.000,0.089,0.000
t_4616,0.029,0.210,0.210,0.210,0.000,0.105,0.000
t_4617,0.057,0.320,0.320,0.320,0.000,0.160,0.000
t_4618,0.108,0.277,0.277,0.277,0.002,0.140,0.002
t_4619,0.170,0.398,0.398,0.398,0.005,0.202,0.005
t_4620,0.235,0.490,0.490,0.490,0.015,0.253,0.015
t_4621,0.316,0.555,0.555,0.555,0.035,0.295,0.035
t_4622,0.398,0.566,0.566,0.566,0.059,0.313,0.059
t_4623,0.483,0.500,0.500,0.500,0.087,0.294,0.087
t_4624,0.502,0.257,0.257,0.257,0.105,0.181,0.105
t_4625,0.433,0.089,0.089,0.089,0.086,0.088,0.086
t_4626,0.414,0.040,0.040,0.040,0.049,0.045,0.049
t_4627,0.331,0.016,0.016,0.016,0.057,0.037,0.057
t_4628,0.275,0.007,0.007,0.007,0.100,0.054,0.100
t_4629,0.222,0.010,0.010,0.010,0.155,0.083,0.155
t_4630,0.182,0.016,0.016,0.016,0.196,0.106,0.196
t_4631,0.155,0.029,0.029,0.029,0.181,0.105,0.181
t_4632,0.098,0.044,0.044,0.044,0.135,0.090,0.135
t_4633,0.077,0.064,0.064,0.064,0.091,0.078,0.091
t_4634,0.054,0.091,0.091,0.091,0.054,0.073,0.054
t_4635,0.030,0.120,0.120,0.120,0.024,0.072,0.024
t_4636,0.029,0.145,0.145,0.145,0.010,0.078,0.010
t_4637,0.034,0.149,0.149,0.149,0.007,0.078,0.007
t_4638,0.056,0.098,0.098,0.098,0.004,0.051,0.004
t_4639,0.141,0.068,0.068,0.068,0.004,0.036,0.004
t_4640,0.249,0.042,0.042,0.042,0.014,0.028,0.014
t_4641,0.441,0.033,0.033,0.033,0.047,0.040,0.047
t_4642,0.587,0.012,0.012,0.012,0.073,0.043,0.073
t_4643,0.710,0.004,0.004,0.004,0.082,0.043,0.082
t_4644,0.780,0.000,0.000,0.000,0.094,0.047,0.094
t_4645,0.821,0.000,0.000,0.000,0.088,0.044,0.088
t_4646,0.849,0.000,0.000,0.000,0.059,0.030,0.059
t_4647,0.856,0.000,0.000,0.000,0.024,0.012,0.024
t_4648,0.845,0.002,0.002,0.002,0.003,0.003,0.003
t_4649,0.817,0.000,0.000,0.000,0.000,0.000,0.000
t_4650,0.781,0.000,0.000,0.000,0.000,0.000,0.000
t_4651,0.706,0.000,0.000,0.000,0.000,0.000,0.000
t_4652,0.508,0.001,0.001,0.001,0.020,0.011,0.020
t_4653,0.431,0.031,0.031,0.031,0.075,0.053,0.075
t_4654,0.391,0.296,0.296,0.296,0.142,0.219,0.142
t_4655,0.341,0.412,0.412,0.412,0.155,0.284,0.155
t_4656,0.333,0.562,0.562,0.562,0.110,0.336,0.110
t_4657,0.322,0.608,0.608,0.608,0.063,0.336,0.063
t_4658,0.297,0.530,0.530,0.530,0.033,0.282,0.033
t_4659,0.281,0.459,0.459,0.459,0.033,0.246,0.033
t_4660,0.190,0.398,0.398,0.398,0.069,0.234,0.069
t_4661,0.096,0.330,0.330,0.330,0.121,0.226,0.121
t_4662,0.050,0.213,0.213,0.213,0.121,0.167,0.121
t_4663,0.061,0.110,0.110,0.110,0.110,0.110,0.110
t_4664,0.131,0.093,0.093,0.093,0.159,0.126,0.159
t_4665,0.212,0.111,0.111,0.111,0.207,0.159,0.207
t_4666,0.353,0.098,0.098,0.098,0.214,0.156,0.214
t_4667,0.480,0.079,0.079,0.079,0.162,0.121,0.162
t_4668,0.709,0.055,0.055,0.055,0.098,0.077,0.098
t_4669,0.751,0.026,0.026,0.026,0.048,0.037,0.048
t_4670,0.757,0.022,0.022,0.022,0.012,0.017,0.012
t_4671,0.752,0.016,0.016,0.016,0.002,0.009,0.002
t_4672,0.734,0.018,0.018,0.018,0.000,0.009,0.000
t_4673,0.691,0.008,0.008,0.008,0.003,0.006,0.003
t_4674,0.591,0.009,0.009,0.009,0.012,0.011,0.012
t_4675,0.363,0.012,0.012,0.012,0.020,0.016,0.020
t_4676,0.153,0.013,0.013,0.013,0.026,0.020,0.026
t_4677,0.070,0.009,0.009,0.009,0.027,0.018,0.027
t_4678,0.022,0.003,0.003,0.003,0.032,0.018,0.032
t_4679,0.001,0.000,0.000,0.000,0.034,0.017,0.034
t_4680,0.000,0.000,0.000,0.000,0.025,0.013,0.025
t_4681,0.000,0.000,0.000,0.000,0.019,0.010,0.019
t_4682,0.000,0.000,0.000,0.000,0.014,0.007,0.014
t_4683,0.001,0.000,0.000,0.000,0.003,0.002,0.003
t_4684,0.001,0.000,0.000,0.000,0.002,0.001,0.002
t_4685,0.002,0.000,0.000,0.000,0.004,0.002,0.004
t_4686,0.001,0.000,0.000,0.000,0.008,0.004,0.008
t_4687,0.000,0.000,0.000,0.000,0.035,0.018,0.035
t_4688,0.000,0.000,0.000,0.000,0.083,0.042,0.083
t_4689,0.000,0.000,0.000,0.000,0.081,0.041,0.081
t_4690,0.001,0.000,0.000,0.000,0.045,0.023,0.045
t_4691,0.001,0.000,0.000,0.000,0.020,0.010,0.020
t_4692,0.001,0.000,0.000,0.000,0.012,0.006,0.012
t_4693,0.001,0.001,0.001,0.001,0.010,0.006,0.010
t_4694,0.000,0.003,0.003,0.003,0.008,0.006,0.008
t_4695,0.000,0.003,0.003,0.003,0.006,0.005,0.006
t_4696,0.000,0.004,0.004,0.004,0.003,0.004,0.003
t_4697,0.000,0.021,0.021,0.021,0.001,0.011,0.001
t_4698,0.001,0.026,0.026,0.026,0.000,0.013,0.000
t_4699,0.001,0.020,0.020,0.020,0.000,0.010,0.000
t_4700,0.002,0.009,0.009,0.009,0.000,0.005,0.000
t_4701,0.001,0.001,0.001,0.001,0.000,0.001,0.000
t_4702,0.002,0.001,0.001,0.001,0.000,0.001,0.000
t_4703,0.001,0.001,0.001,0.001,0.000,0.001,0.000
t_4704,0.000,0.001,0.001,0.001,0.000,0.001,0.000
t_4705,0.000,0.001,0.001,0.001,0.000,0.001,0.000
t_4706,0.001,0.001,0.001,0.001,0.001,0.001,0.001
t_4707,0.003,0.001,0.001,0.001,0.001,0.001,0.001
t_4708,0.010,0.003,0.003,0.003,0.000,0.002,0.000
t_4709,0.018,0.013,0.013,0.013,0.000,0.007,0.000
t_4710,0.007,0.007,0.007,0.007,0.000,0.004,0.000
t_4711,0.003,0.006,0.006,0.006,0.000,0.003,0.000
t_4712,0.001,0.003,0.003,0.003,0.000,0.002,0.000
t_4713,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t_4714,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t_4715,0.001,0.000,0.000,0.000,0.000,0.000,0.000
t_4716,0.002,0.000,0.000,0.000,0.000,0.000,0.000
t_4717,0.001,0.000,0.000,0.000,0.000,0.000,0.000
t_4718,0.002,0.000,0.000,0.000,0.000,0.000,0.000
t_4719,0.004,0.000,0.000,0.000,0.001,0.001,0.001
t_4720,0.012,0.000,0.000,0.000,0.001,0.001,0.001
t_4721,0.033,0.000,0.000,0.000,0.001,0.001,0.001
t_4722,0.072,0.000,0.000,0.000,0.002,0.001,0.002
t_4723,0.075,0.002,0.002,0.002,0.007,0.005,0.007
t_4724,0.110,0.014,0.014,0.014,0.016,0.015,0.016
t_4725,0.125,0.034,0.034,0.034,0.026,0.030,0.026
t_4726,0.140,0.060,0.060,0.060,0.050,0.055,0.050
t_4727,0.213,0.136,0.136,0.136,0.078,0.107,0.078
t_4728,0.214,0.441,0.441,0.441,0.096,0.269,0.096
t_4729,0.189,0.647,0.647,0.647,0.116,0.382,0.116
t_4730,0.139,0.745,0.745,0.745,0.064,0.405,0.064
