Datetime,CH01,CH02,CH03,CH04,CH05,CH06,CH07
01/01/1995 00:00,0,0,0,0,0,0,0
01/01/1995 01:00,0,0,0,0,0,0,0
01/01/1995 02:00,0,0,0,0,0,0,0
01/01/1995 03:00,0,0,0,0,0,0,0
01/01/1995 04:00,0,0,0,0,0,0,0
01/01/1995 05:00,0,0,0,0,0,0,0
01/01/1995 06:00,0,0,0,0,0,0,0
01/01/1995 07:00,0.0006,0,0,0,0,0,0
01/01/1995 08:00,0.0276,0.03633,0.00997,0.03625,0.09435,0.04301,0.11968
01/01/1995 09:00,0.09,0.06414,0.05334,0.03948,0.10572,0.08479,0.30213
01/01/1995 10:00,0.0872,0.07557,0.05601,0.04774,0.12591,0.06637,0.45861
01/01/1995 11:00,0.1166,0.08619,0.06978,0.03423,0.16221,0.04474,0.50847
01/01/1995 12:00,0.0914,0.1485,0.05944,0.11186,0.1533,0.08824,0.50914
01/01/1995 13:00,0.0716,0.17391,0.04865,0.10556,0.14116,0.07508,0.40771
01/01/1995 14:00,0.0566,0.09975,0.16429,0.13777,0.14332,0.07647,0.31294
01/01/1995 15:00,0.0096,0.05386,0.04349,0.04684,0.07552,0.04407,0.19736
01/01/1995 16:00,0,0,0,0,0,0,0
01/01/1995 17:00,0,0,0,0,0,0,0
01/01/1995 18:00,0,0,0,0,0,0,0
01/01/1995 19:00,0,0,0,0,0,0,0
01/01/1995 20:00,0,0,0,0,0,0,0
01/01/1995 21:00,0,0,0,0,0,0,0
01/01/1995 22:00,0,0,0,0,0,0,0
01/01/1995 23:00,0,0,0,0,0,0,0
02/01/1995 00:00,0,0,0,0,0,0,0
02/01/1995 01:00,0,0,0,0,0,0,0
02/01/1995 02:00,0,0,0,0,0,0,0
02/01/1995 03:00,0,0,0,0,0,0,0
02/01/1995 04:00,0,0,0,0,0,0,0
02/01/1995 05:00,0,0,0,0,0,0,0
02/01/1995 06:00,0,0,0,0,0,0,0
02/01/1995 07:00,0.0014,0,0,0,0,0,0
02/01/1995 08:00,0.033,0.02271,0.00959,0.013,0.02581,0.02746,0.04423
02/01/1995 09:00,0.0576,0.05016,0.04787,0.03232,0.09339,0.03842,0.19893
02/01/1995 10:00,0.0808,0.0795,0.05246,0.04169,0.12619,0.07901,0.43849
02/01/1995 11:00,0.0788,0.09178,0.08755,0.07805,0.18256,0.07075,0.54356
02/01/1995 12:00,0.0998,0.1045,0.12841,0.09974,0.23592,0.11295,0.53281
02/01/1995 13:00,0.1076,0.1646,0.06601,0.0774,0.24314,0.17718,0.52158
02/01/1995 14:00,0.0428,0.05431,0.01919,0.01782,0.16946,0.07251,0.42744
02/01/1995 15:00,0.0112,0.02674,0.01171,0.00751,0.05474,0.02528,0.19846
02/01/1995 16:00,0,0,0,0,0,0,0
02/01/1995 17:00,0,0,0,0,0,0,0
02/01/1995 18:00,0,0,0,0,0,0,0
02/01/1995 19:00,0,0,0,0,0,0,0
02/01/1995 20:00,0,0,0,0,0,0,0
02/01/1995 21:00,0,0,0,0,0,0,0
02/01/1995 22:00,0,0,0,0,0,0,0
02/01/1995 23:00,0,0,0,0,0,0,0
03/01/1995 00:00,0,0,0,0,0,0,0
03/01/1995 01:00,0,0,0,0,0,0,0
03/01/1995 02:00,0,0,0,0,0,0,0
03/01/1995 03:00,0,0,0,0,0,0,0
03/01/1995 04:00,0,0,0,0,0,0,0
03/01/1995 05:00,0,0,0,0,0,0,0
03/01/1995 06:00,0,0,0,0,0,0,0
03/01/1995 07:00,0.0028,0,0,0,0,0,0
03/01/1995 08:00,0.0759,0.03826,0.02993,0.03196,0.04455,0.05013,0.09076
03/01/1995 09:00,0.1726,0.09854,0.1048,0.09004,0.14876,0.11889,0.31376
03/01/1995 10:00,0.2334,0.09173,0.11716,0.08944,0.17732,0.12302,0.43552
03/01/1995 11:00,0.266866667,0.08484,0.11346,0.12457,0.20664,0.09739,0.4638
03/01/1995 12:00,0.2688,0.08403,0.08594,0.09915,0.16544,0.09817,0.47622
03/01/1995 13:00,0.2188,0.08534,0.10176,0.07912,0.16538,0.08974,0.44597
03/01/1995 14:00,0.124,0.0908,0.0787,0.03716,0.13801,0.06772,0.3702
03/01/1995 15:00,0.035,0.06404,0.02039,0.01407,0.07724,0.04834,0.23865
03/01/1995 16:00,0,0,0,0,0,0,0
03/01/1995 17:00,0,0,0,0,0,0,0
03/01/1995 18:00,0,0,0,0,0,0,0
03/01/1995 19:00,0,0,0,0,0,0,0
03/01/1995 20:00,0,0,0,0,0,0,0
03/01/1995 21:00,0,0,0,0,0,0,0
03/01/1995 22:00,0,0,0,0,0,0,0
03/01/1995 23:00,0,0,0,0,0,0,0
04/01/1995 00:00,0,0,0,0,0,0,0
04/01/1995 01:00,0,0,0,0,0,0,0
04/01/1995 02:00,0,0,0,0,0,0,0
04/01/1995 03:00,0,0,0,0,0,0,0
04/01/1995 04:00,0,0,0,0,0,0,0
04/01/1995 05:00,0,0,0,0,0,0,0
04/01/1995 06:00,0,0,0,0,0,0,0
04/01/1995 07:00,0.0036,0,0,0,0,0,0
04/01/1995 08:00,0.068,0.04246,0.03037,0.02916,0.04389,0.05662,0.10846
04/01/1995 09:00,0.1524,0.10941,0.10535,0.0705,0.13132,0.09572,0.35625
04/01/1995 10:00,0.2028,0.13023,0.08623,0.09464,0.14388,0.09957,0.47765
04/01/1995 11:00,0.2368,0.11792,0.09318,0.08381,0.13292,0.07361,0.51149
04/01/1995 12:00,0.217,0.10799,0.08166,0.08374,0.12212,0.04668,0.54978
04/01/1995 13:00,0.176,0.08892,0.08505,0.10051,0.12639,0.04471,0.50088
04/01/1995 14:00,0.1146,0.08521,0.10631,0.08164,0.12881,0.05524,0.36221
