t,CH01,CH02,CH03,CH04,CH05,CH06,CH07
t_2241,0.908,0.96,0.96,0.96,0.6,0.78,0.6
t_2242,0.899,0.966,0.966,0.966,0.631,0.799,0.631
t_2243,0.83,0.947,0.947,0.947,0.633,0.79,0.633
t_2244,0.706,0.912,0.912,0.912,0.608,0.76,0.608
t_2245,0.528,0.859,0.859,0.859,0.566,0.713,0.566
t_2246,0.643,0.802,0.802,0.802,0.526,0.664,0.526
t_2247,0.443,0.751,0.751,0.751,0.492,0.622,0.492
t_2248,0.188,0.72,0.72,0.72,0.434,0.577,0.434
t_2249,0.113,0.6,0.6,0.6,0.314,0.457,0.314
t_2250,0.138,0.507,0.507,0.507,0.218,0.363,0.218
t_2251,0.225,0.473,0.473,0.473,0.204,0.339,0.204
t_2252,0.276,0.38,0.38,0.38,0.19,0.285,0.19
t_2253,0.271,0.259,0.259,0.259,0.162,0.211,0.162
t_2254,0.262,0.169,0.169,0.169,0.138,0.154,0.138
t_2255,0.238,0.115,0.115,0.115,0.11,0.113,0.11
t_2256,0.219,0.087,0.087,0.087,0.08,0.084,0.08
t_2257,0.222,0.068,0.068,0.068,0.049,0.059,0.049
t_2258,0.24,0.055,0.055,0.055,0.028,0.042,0.028
t_2259,0.262,0.059,0.059,0.059,0.016,0.038,0.016
t_2260,0.293,0.044,0.044,0.044,0.012,0.028,0.012
t_2261,0.314,0.036,0.036,0.036,0.009,0.023,0.009
t_2262,0.307,0.031,0.031,0.031,0.007,0.019,0.007
t_2263,0.279,0.029,0.029,0.029,0.001,0.015,0.001
t_2264,0.287,0.039,0.039,0.039,0.001,0.02,0.001
t_2265,0.285,0.049,0.049,0.049,0.001,0.025,0.001
t_2266,0.228,0.079,0.079,0.079,0.001,0.04,0.001
t_2267,0.208,0.099,0.099,0.099,0.0,0.05,0.0
t_2268,0.151,0.105,0.105,0.105,0.0,0.053,0.0
t_2269,0.118,0.114,0.114,0.114,0.0,0.057,0.0
t_2270,0.099,0.127,0.127,0.127,0.0,0.064,0.0
t_2271,0.095,0.143,0.143,0.143,0.001,0.072,0.001
t_2272,0.108,0.169,0.169,0.169,0.003,0.086,0.003
t_2273,0.121,0.164,0.164,0.164,0.005,0.085,0.005
t_2274,0.109,0.153,0.153,0.153,0.007,0.08,0.007
t_2275,0.134,0.187,0.187,0.187,0.007,0.097,0.007
t_2276,0.146,0.18,0.18,0.18,0.008,0.094,0.008
t_2277,0.126,0.143,0.143,0.143,0.014,0.079,0.014
t_2278,0.131,0.14,0.14,0.14,0.021,0.081,0.021
t_2279,0.152,0.122,0.122,0.122,0.029,0.076,0.029
t_2280,0.17,0.12,0.12,0.12,0.033,0.077,0.033
t_2281,0.177,0.128,0.128,0.128,0.031,0.08,0.031
t_2282,0.179,0.147,0.147,0.147,0.028,0.088,0.028
t_2283,0.184,0.17,0.17,0.17,0.026,0.098,0.026
t_2284,0.152,0.162,0.162,0.162,0.018,0.09,0.018
t_2285,0.112,0.142,0.142,0.142,0.014,0.078,0.014
t_2286,0.076,0.118,0.118,0.118,0.01,0.064,0.01
t_2287,0.025,0.084,0.084,0.084,0.003,0.044,0.003
t_2288,0.014,0.028,0.028,0.028,0.001,0.015,0.001
t_2289,0.0,0.035,0.035,0.035,0.0,0.018,0.0
t_2290,0.0,0.025,0.025,0.025,0.0,0.013,0.0
t_2291,0.0,0.02,0.02,0.02,0.0,0.01,0.0
t_2292,0.001,0.018,0.018,0.018,0.0,0.009,0.0
t_2293,0.002,0.02,0.02,0.02,0.0,0.01,0.0
t_2294,0.002,0.023,0.023,0.023,0.001,0.012,0.001
t_2295,0.001,0.029,0.029,0.029,0.002,0.016,0.002
t_2296,0.002,0.03,0.03,0.03,0.002,0.016,0.002
t_2297,0.002,0.059,0.059,0.059,0.003,0.031,0.003
t_2298,0.003,0.058,0.058,0.058,0.005,0.032,0.005
t_2299,0.004,0.067,0.067,0.067,0.005,0.036,0.005
t_2300,0.007,0.023,0.023,0.023,0.003,0.013,0.003
t_2301,0.006,0.009,0.009,0.009,0.001,0.005,0.001
t_2302,0.002,0.007,0.007,0.007,0.0,0.004,0.0
t_2303,0.002,0.004,0.004,0.004,0.0,0.002,0.0
t_2304,0.001,0.005,0.005,0.005,0.0,0.003,0.0
t_2305,0.002,0.003,0.003,0.003,0.0,0.002,0.0
t_2306,0.003,0.0,0.0,0.0,0.0,0.0,0.0
t_2307,0.005,0.0,0.0,0.0,0.0,0.0,0.0
t_2308,0.009,0.0,0.0,0.0,0.0,0.0,0.0
t_2309,0.012,0.001,0.001,0.001,0.0,0.001,0.0
t_2310,0.016,0.001,0.001,0.001,0.007,0.004,0.007
t_2311,0.012,0.001,0.001,0.001,0.005,0.003,0.005
t_2312,0.001,0.0,0.0,0.0,0.002,0.001,0.002
t_2313,0.006,0.0,0.0,0.0,0.003,0.002,0.003
t_2314,0.003,0.0,0.0,0.0,0.004,0.002,0.004
t_2315,0.0,0.0,0.0,0.0,0.009,0.005,0.009
t_2316,0.0,0.001,0.001,0.001,0.022,0.012,0.022
t_2317,0.0,0.01,0.01,0.01,0.034,0.022,0.034
t_2318,0.0,0.038,0.038,0.038,0.035,0.037,0.035
t_2319,0.001,0.074,0.074,0.074,0.03,0.052,0.03
t_2320,0.003,0.09,0.09,0.09,0.027,0.059,0.027
t_2321,0.004,0.1,0.1,0.1,0.032,0.066,0.032
t_2322,0.016,0.137,0.137,0.137,0.067,0.102,0.067
t_2323,0.014,0.202,0.202,0.202,0.118,0.16,0.118
t_2324,0.01,0.151,0.151,0.151,0.112,0.132,0.112
t_2325,0.001,0.165,0.165,0.165,0.084,0.125,0.084
t_2326,0.002,0.128,0.128,0.128,0.057,0.093,0.057
t_2327,0.003,0.135,0.135,0.135,0.035,0.085,0.035
t_2328,0.005,0.118,0.118,0.118,0.021,0.07,0.021
t_2329,0.012,0.09,0.09,0.09,0.013,0.052,0.013
t_2330,0.02,0.074,0.074,0.074,0.01,0.042,0.01
t_2331,0.025,0.064,0.064,0.064,0.011,0.038,0.011
t_2332,0.028,0.05,0.05,0.05,0.009,0.03,0.009
t_2333,0.027,0.055,0.055,0.055,0.002,0.029,0.002
t_2334,0.065,0.056,0.056,0.056,0.0,0.028,0.0
t_2335,0.046,0.045,0.045,0.045,0.0,0.023,0.0
t_2336,0.041,0.04,0.04,0.04,0.0,0.02,0.0
t_2337,0.026,0.03,0.03,0.03,0.0,0.015,0.0
t_2338,0.009,0.021,0.021,0.021,0.0,0.011,0.0
t_2339,0.003,0.011,0.011,0.011,0.0,0.006,0.0
t_2340,0.001,0.007,0.007,0.007,0.0,0.004,0.0
t_2341,0.002,0.007,0.007,0.007,0.001,0.004,0.001
t_2342,0.001,0.009,0.009,0.009,0.001,0.005,0.001
t_2343,0.0,0.01,0.01,0.01,0.001,0.006,0.001
t_2344,0.0,0.01,0.01,0.01,0.0,0.005,0.0
t_2345,0.0,0.019,0.019,0.019,0.001,0.01,0.001
t_2346,0.0,0.048,0.048,0.048,0.001,0.025,0.001
t_2347,0.005,0.035,0.035,0.035,0.001,0.018,0.001
t_2348,0.018,0.024,0.024,0.024,0.0,0.012,0.0
t_2349,0.038,0.015,0.015,0.015,0.0,0.008,0.0
t_2350,0.073,0.004,0.004,0.004,0.0,0.002,0.0
t_2351,0.102,0.002,0.002,0.002,0.0,0.001,0.0
t_2352,0.088,0.0,0.0,0.0,0.0,0.0,0.0
t_2353,0.053,0.01,0.01,0.01,0.0,0.005,0.0
t_2354,0.033,0.043,0.043,0.043,0.001,0.022,0.001
t_2355,0.018,0.033,0.033,0.033,0.003,0.018,0.003
t_2356,0.004,0.045,0.045,0.045,0.009,0.027,0.009
t_2357,0.001,0.049,0.049,0.049,0.021,0.035,0.021
t_2358,0.0,0.052,0.052,0.052,0.043,0.048,0.043
t_2359,0.0,0.029,0.029,0.029,0.03,0.03,0.03
t_2360,0.0,0.008,0.008,0.008,0.04,0.024,0.04
t_2361,0.0,0.006,0.006,0.006,0.114,0.06,0.114
t_2362,0.0,0.005,0.005,0.005,0.144,0.075,0.144
t_2363,0.001,0.008,0.008,0.008,0.171,0.09,0.171
t_2364,0.005,0.025,0.025,0.025,0.202,0.114,0.202
t_2365,0.007,0.036,0.036,0.036,0.221,0.129,0.221
t_2366,0.007,0.051,0.051,0.051,0.223,0.137,0.223
t_2367,0.009,0.149,0.149,0.149,0.217,0.183,0.217
t_2368,0.006,0.142,0.142,0.142,0.183,0.163,0.183
t_2369,0.006,0.088,0.088,0.088,0.097,0.093,0.097
t_2370,0.022,0.019,0.019,0.019,0.061,0.04,0.061
t_2371,0.065,0.002,0.002,0.002,0.044,0.023,0.044
t_2372,0.064,0.001,0.001,0.001,0.029,0.015,0.029
t_2373,0.038,0.0,0.0,0.0,0.022,0.011,0.022
t_2374,0.028,0.0,0.0,0.0,0.021,0.011,0.021
t_2375,0.022,0.0,0.0,0.0,0.025,0.013,0.025
t_2376,0.014,0.0,0.0,0.0,0.029,0.015,0.029
t_2377,0.009,0.0,0.0,0.0,0.04,0.02,0.04
t_2378,0.004,0.0,0.0,0.0,0.062,0.031,0.062
t_2379,0.004,0.0,0.0,0.0,0.088,0.044,0.088
t_2380,0.003,0.0,0.0,0.0,0.135,0.068,0.135
t_2381,0.002,0.0,0.0,0.0,0.146,0.073,0.146
t_2382,0.001,0.0,0.0,0.0,0.125,0.063,0.125
t_2383,0.0,0.0,0.0,0.0,0.067,0.034,0.067
t_2384,0.0,0.0,0.0,0.0,0.055,0.028,0.055
t_2385,0.0,0.0,0.0,0.0,0.11,0.055,0.11
t_2386,0.0,0.0,0.0,0.0,0.122,0.061,0.122
t_2387,0.002,0.0,0.0,0.0,0.127,0.064,0.127
t_2388,0.004,0.0,0.0,0.0,0.121,0.061,0.121
t_2389,0.003,0.001,0.001,0.001,0.116,0.059,0.116
t_2390,0.002,0.011,0.011,0.011,0.125,0.068,0.125
t_2391,0.001,0.027,0.027,0.027,0.149,0.088,0.149
t_2392,0.001,0.022,0.022,0.022,0.145,0.084,0.145
t_2393,0.001,0.071,0.071,0.071,0.077,0.074,0.077
t_2394,0.0,0.14,0.14,0.14,0.034,0.087,0.034
t_2395,0.0,0.199,0.199,0.199,0.012,0.106,0.012
t_2396,0.002,0.132,0.132,0.132,0.003,0.068,0.003
t_2397,0.004,0.125,0.125,0.125,0.0,0.063,0.0
t_2398,0.005,0.116,0.116,0.116,0.0,0.058,0.0
t_2399,0.002,0.128,0.128,0.128,0.0,0.064,0.0
t_2400,0.001,0.116,0.116,0.116,0.0,0.058,0.0
t_2401,0.0,0.1,0.1,0.1,0.0,0.05,0.0
t_2402,0.0,0.11,0.11,0.11,0.0,0.055,0.0
t_2403,0.002,0.093,0.093,0.093,0.0,0.047,0.0
t_2404,0.005,0.071,0.071,0.071,0.0,0.036,0.0
t_2405,0.008,0.065,0.065,0.065,0.001,0.033,0.001
t_2406,0.009,0.055,0.055,0.055,0.0,0.028,0.0
t_2407,0.003,0.028,0.028,0.028,0.0,0.014,0.0
t_2408,0.0,0.004,0.004,0.004,0.0,0.002,0.0
t_2409,0.015,0.003,0.003,0.003,0.0,0.002,0.0
t_2410,0.044,0.003,0.003,0.003,0.0,0.002,0.0
t_2411,0.047,0.004,0.004,0.004,0.0,0.002,0.0
t_2412,0.064,0.003,0.003,0.003,0.0,0.002,0.0
t_2413,0.07,0.003,0.003,0.003,0.001,0.002,0.001
t_2414,0.067,0.003,0.003,0.003,0.004,0.004,0.004
t_2415,0.053,0.003,0.003,0.003,0.007,0.005,0.007
t_2416,0.034,0.005,0.005,0.005,0.014,0.01,0.014
t_2417,0.016,0.02,0.02,0.02,0.023,0.022,0.023
t_2418,0.01,0.029,0.029,0.029,0.05,0.04,0.05
t_2419,0.01,0.041,0.041,0.041,0.091,0.066,0.091
t_2420,0.006,0.041,0.041,0.041,0.132,0.087,0.132
t_2421,0.004,0.037,0.037,0.037,0.138,0.088,0.138
t_2422,0.003,0.042,0.042,0.042,0.155,0.099,0.155
t_2423,0.001,0.087,0.087,0.087,0.175,0.131,0.175
t_2424,0.001,0.234,0.234,0.234,0.193,0.214,0.193
t_2425,0.005,0.318,0.318,0.318,0.201,0.26,0.201
t_2426,0.016,0.381,0.381,0.381,0.209,0.295,0.209
t_2427,0.034,0.436,0.436,0.436,0.205,0.321,0.205
t_2428,0.033,0.48,0.48,0.48,0.19,0.335,0.19
t_2429,0.04,0.544,0.544,0.544,0.171,0.358,0.171
t_2430,0.058,0.576,0.576,0.576,0.097,0.337,0.097
t_2431,0.071,0.386,0.386,0.386,0.027,0.207,0.027
t_2432,0.055,0.146,0.146,0.146,0.015,0.081,0.015
t_2433,0.048,0.063,0.063,0.063,0.014,0.039,0.014
t_2434,0.069,0.015,0.015,0.015,0.016,0.016,0.016
t_2435,0.034,0.002,0.002,0.002,0.017,0.01,0.017
t_2436,0.029,0.0,0.0,0.0,0.017,0.009,0.017
t_2437,0.019,0.0,0.0,0.0,0.027,0.014,0.027
t_2438,0.013,0.0,0.0,0.0,0.042,0.021,0.042
t_2439,0.014,0.0,0.0,0.0,0.063,0.032,0.063
t_2440,0.027,0.0,0.0,0.0,0.086,0.043,0.086
t_2441,0.035,0.005,0.005,0.005,0.124,0.065,0.124
t_2442,0.097,0.019,0.019,0.019,0.187,0.103,0.187
t_2443,0.218,0.036,0.036,0.036,0.251,0.144,0.251
t_2444,0.333,0.032,0.032,0.032,0.256,0.144,0.256
t_2445,0.472,0.078,0.078,0.078,0.229,0.154,0.229
t_2446,0.537,0.189,0.189,0.189,0.202,0.196,0.202
t_2447,0.485,0.279,0.279,0.279,0.162,0.221,0.162
t_2448,0.503,0.332,0.332,0.332,0.115,0.224,0.115
t_2449,0.597,0.546,0.546,0.546,0.055,0.301,0.055
t_2450,0.6,0.527,0.527,0.527,0.039,0.283,0.039
t_2451,0.592,0.49,0.49,0.49,0.036,0.263,0.036
t_2452,0.421,0.382,0.382,0.382,0.034,0.208,0.034
t_2453,0.398,0.32,0.32,0.32,0.034,0.177,0.034
t_2454,0.371,0.277,0.277,0.277,0.025,0.151,0.025
t_2455,0.351,0.178,0.178,0.178,0.016,0.097,0.016
t_2456,0.387,0.065,0.065,0.065,0.016,0.041,0.016
t_2457,0.398,0.044,0.044,0.044,0.024,0.034,0.024
t_2458,0.464,0.01,0.01,0.01,0.026,0.018,0.026
t_2459,0.464,0.001,0.001,0.001,0.022,0.012,0.022
t_2460,0.499,0.0,0.0,0.0,0.023,0.012,0.023
t_2461,0.465,0.0,0.0,0.0,0.031,0.016,0.031
t_2462,0.295,0.0,0.0,0.0,0.044,0.022,0.044
t_2463,0.127,0.0,0.0,0.0,0.064,0.032,0.064
t_2464,0.052,0.0,0.0,0.0,0.105,0.053,0.105
t_2465,0.013,0.0,0.0,0.0,0.18,0.09,0.18
t_2466,0.011,0.0,0.0,0.0,0.31,0.155,0.31
t_2467,0.032,0.001,0.001,0.001,0.41,0.206,0.41
t_2468,0.038,0.003,0.003,0.003,0.407,0.205,0.407
t_2469,0.025,0.07,0.07,0.07,0.366,0.218,0.366
t_2470,0.017,0.332,0.332,0.332,0.316,0.324,0.316
t_2471,0.015,0.524,0.524,0.524,0.243,0.384,0.243
t_2472,0.014,0.599,0.599,0.599,0.219,0.409,0.219
t_2473,0.033,0.615,0.615,0.615,0.143,0.379,0.143
t_2474,0.061,0.607,0.607,0.607,0.116,0.362,0.116
t_2475,0.063,0.583,0.583,0.583,0.078,0.331,0.078
t_2476,0.101,0.502,0.502,0.502,0.063,0.283,0.063
t_2477,0.146,0.439,0.439,0.439,0.061,0.25,0.061
t_2478,0.19,0.377,0.377,0.377,0.049,0.213,0.049
t_2479,0.19,0.166,0.166,0.166,0.007,0.087,0.007
t_2480,0.193,0.013,0.013,0.013,0.007,0.01,0.007
t_2481,0.245,0.001,0.001,0.001,0.024,0.013,0.024
t_2482,0.661,0.0,0.0,0.0,0.047,0.024,0.047
t_2483,0.607,0.0,0.0,0.0,0.073,0.037,0.073
t_2484,0.482,0.0,0.0,0.0,0.125,0.063,0.125
t_2485,0.338,0.0,0.0,0.0,0.189,0.095,0.189
t_2486,0.231,0.0,0.0,0.0,0.253,0.127,0.253
t_2487,0.19,0.0,0.0,0.0,0.318,0.159,0.318
t_2488,0.151,0.001,0.001,0.001,0.336,0.169,0.336
t_2489,0.064,0.001,0.001,0.001,0.382,0.192,0.382
t_2490,0.092,0.003,0.003,0.003,0.479,0.241,0.479
t_2491,0.175,0.006,0.006,0.006,0.548,0.277,0.548
t_2492,0.233,0.027,0.027,0.027,0.528,0.278,0.528
t_2493,0.233,0.1,0.1,0.1,0.475,0.288,0.475
t_2494,0.245,0.271,0.271,0.271,0.428,0.35,0.428
t_2495,0.254,0.333,0.333,0.333,0.372,0.353,0.372
t_2496,0.437,0.356,0.356,0.356,0.32,0.338,0.32
t_2497,0.416,0.33,0.33,0.33,0.278,0.304,0.278
t_2498,0.39,0.294,0.294,0.294,0.252,0.273,0.252
t_2499,0.37,0.255,0.255,0.255,0.234,0.245,0.234
t_2500,0.291,0.18,0.18,0.18,0.176,0.178,0.176
t_2501,0.226,0.12,0.12,0.12,0.138,0.129,0.138
t_2502,0.175,0.073,0.073,0.073,0.094,0.084,0.094
t_2503,0.106,0.015,0.015,0.015,0.041,0.028,0.041
t_2504,0.018,0.0,0.0,0.0,0.042,0.021,0.042
t_2505,0.045,0.0,0.0,0.0,0.121,0.061,0.121
t_2506,0.083,0.0,0.0,0.0,0.219,0.11,0.219
t_2507,0.062,0.0,0.0,0.0,0.262,0.131,0.262
t_2508,0.06,0.001,0.001,0.001,0.3,0.151,0.3
t_2509,0.042,0.009,0.009,0.009,0.348,0.179,0.348
t_2510,0.065,0.035,0.035,0.035,0.362,0.199,0.362
t_2511,0.093,0.074,0.074,0.074,0.38,0.227,0.38
t_2512,0.082,0.11,0.11,0.11,0.352,0.231,0.352
t_2513,0.106,0.121,0.121,0.121,0.325,0.223,0.325
t_2514,0.153,0.149,0.149,0.149,0.366,0.258,0.366
t_2515,0.26,0.184,0.184,0.184,0.416,0.3,0.416
t_2516,0.325,0.117,0.117,0.117,0.441,0.279,0.441
t_2517,0.265,0.122,0.122,0.122,0.423,0.273,0.423
t_2518,0.203,0.093,0.093,0.093,0.442,0.268,0.442
t_2519,0.13,0.065,0.065,0.065,0.438,0.252,0.438
t_2520,0.075,0.041,0.041,0.041,0.413,0.227,0.413
t_2521,0.045,0.027,0.027,0.027,0.382,0.205,0.382
t_2522,0.034,0.016,0.016,0.016,0.353,0.185,0.353
t_2523,0.036,0.008,0.008,0.008,0.333,0.171,0.333
t_2524,0.042,0.0,0.0,0.0,0.3,0.15,0.3
t_2525,0.049,0.0,0.0,0.0,0.258,0.129,0.258
t_2526,0.053,0.0,0.0,0.0,0.175,0.088,0.175
t_2527,0.034,0.0,0.0,0.0,0.075,0.038,0.075
t_2528,0.019,0.001,0.001,0.001,0.081,0.041,0.081
t_2529,0.013,0.004,0.004,0.004,0.164,0.084,0.164
t_2530,0.018,0.006,0.006,0.006,0.227,0.117,0.227
t_2531,0.02,0.007,0.007,0.007,0.303,0.155,0.303
t_2532,0.03,0.009,0.009,0.009,0.335,0.172,0.335
t_2533,0.052,0.029,0.029,0.029,0.352,0.191,0.352
t_2534,0.083,0.06,0.06,0.06,0.346,0.203,0.346
t_2535,0.123,0.086,0.086,0.086,0.33,0.208,0.33
t_2536,0.141,0.117,0.117,0.117,0.295,0.206,0.295
t_2537,0.11,0.148,0.148,0.148,0.224,0.186,0.224
t_2538,0.117,0.198,0.198,0.198,0.226,0.212,0.226
t_2539,0.173,0.153,0.153,0.153,0.276,0.215,0.276
t_2540,0.208,0.174,0.174,0.174,0.267,0.221,0.267
t_2541,0.198,0.158,0.158,0.158,0.221,0.19,0.221
t_2542,0.221,0.129,0.129,0.129,0.19,0.16,0.19
t_2543,0.24,0.102,0.102,0.102,0.128,0.115,0.128
t_2544,0.233,0.067,0.067,0.067,0.062,0.065,0.062
t_2545,0.211,0.043,0.043,0.043,0.019,0.031,0.019
t_2546,0.2,0.031,0.031,0.031,0.001,0.016,0.001
t_2547,0.183,0.022,0.022,0.022,0.0,0.011,0.0
t_2548,0.133,0.013,0.013,0.013,0.0,0.007,0.0
t_2549,0.095,0.007,0.007,0.007,0.0,0.004,0.0
t_2550,0.082,0.001,0.001,0.001,0.0,0.001,0.0
t_2551,0.044,0.0,0.0,0.0,0.0,0.0,0.0
t_2552,0.024,0.0,0.0,0.0,0.0,0.0,0.0
t_2553,0.033,0.002,0.002,0.002,0.0,0.001,0.0
t_2554,0.044,0.003,0.003,0.003,0.0,0.002,0.0
t_2555,0.048,0.004,0.004,0.004,0.0,0.002,0.0
t_2556,0.051,0.011,0.011,0.011,0.0,0.006,0.0
t_2557,0.06,0.035,0.035,0.035,0.001,0.018,0.001
t_2558,0.077,0.07,0.07,0.07,0.001,0.036,0.001
t_2559,0.102,0.09,0.09,0.09,0.001,0.046,0.001
t_2560,0.12,0.078,0.078,0.078,0.001,0.04,0.001
t_2561,0.102,0.041,0.041,0.041,0.0,0.021,0.0
t_2562,0.073,0.028,0.028,0.028,0.0,0.014,0.0
t_2563,0.112,0.033,0.033,0.033,0.0,0.017,0.0
t_2564,0.139,0.017,0.017,0.017,0.0,0.009,0.0
t_2565,0.141,0.016,0.016,0.016,0.009,0.013,0.009
t_2566,0.157,0.022,0.022,0.022,0.069,0.046,0.069
t_2567,0.177,0.045,0.045,0.045,0.196,0.121,0.196
t_2568,0.196,0.056,0.056,0.056,0.325,0.191,0.325
t_2569,0.226,0.06,0.06,0.06,0.362,0.211,0.362
t_2570,0.273,0.036,0.036,0.036,0.302,0.169,0.302
t_2571,0.32,0.015,0.015,0.015,0.217,0.116,0.217
t_2572,0.308,0.007,0.007,0.007,0.16,0.084,0.16
t_2573,0.263,0.006,0.006,0.006,0.151,0.079,0.151
t_2574,0.24,0.01,0.01,0.01,0.161,0.086,0.161
t_2575,0.208,0.012,0.012,0.012,0.175,0.094,0.175
t_2576,0.236,0.012,0.012,0.012,0.142,0.077,0.142
t_2577,0.287,0.003,0.003,0.003,0.124,0.064,0.124
t_2578,0.353,0.002,0.002,0.002,0.144,0.073,0.144
t_2579,0.373,0.008,0.008,0.008,0.175,0.092,0.175
t_2580,0.343,0.075,0.075,0.075,0.203,0.139,0.203
t_2581,0.31,0.155,0.155,0.155,0.208,0.182,0.208
t_2582,0.326,0.211,0.211,0.211,0.171,0.191,0.171
t_2583,0.386,0.237,0.237,0.237,0.131,0.184,0.131
t_2584,0.435,0.233,0.233,0.233,0.099,0.166,0.099
t_2585,0.422,0.11,0.11,0.11,0.055,0.083,0.055
t_2586,0.321,0.093,0.093,0.093,0.014,0.054,0.014
t_2587,0.365,0.128,0.128,0.128,0.012,0.07,0.012
t_2588,0.379,0.157,0.157,0.157,0.008,0.083,0.008
t_2589,0.353,0.095,0.095,0.095,0.002,0.049,0.002
t_2590,0.365,0.087,0.087,0.087,0.001,0.044,0.001
t_2591,0.388,0.072,0.072,0.072,0.0,0.036,0.0
t_2592,0.399,0.077,0.077,0.077,0.0,0.039,0.0
t_2593,0.403,0.071,0.071,0.071,0.0,0.036,0.0
t_2594,0.402,0.072,0.072,0.072,0.0,0.036,0.0
t_2595,0.392,0.085,0.085,0.085,0.0,0.043,0.0
t_2596,0.354,0.091,0.091,0.091,0.0,0.046,0.0
t_2597,0.325,0.13,0.13,0.13,0.001,0.066,0.001
t_2598,0.282,0.11,0.11,0.11,0.0,0.055,0.0
t_2599,0.206,0.033,0.033,0.033,0.0,0.017,0.0
t_2600,0.17,0.012,0.012,0.012,0.0,0.006,0.0
t_2601,0.117,0.008,0.008,0.008,0.0,0.004,0.0
t_2602,0.062,0.008,0.008,0.008,0.0,0.004,0.0
t_2603,0.023,0.004,0.004,0.004,0.0,0.002,0.0
t_2604,0.007,0.004,0.004,0.004,0.0,0.002,0.0
t_2605,0.002,0.008,0.008,0.008,0.0,0.004,0.0
t_2606,0.0,0.067,0.067,0.067,0.0,0.034,0.0
t_2607,0.0,0.094,0.094,0.094,0.0,0.047,0.0
t_2608,0.0,0.092,0.092,0.092,0.0,0.046,0.0
t_2609,0.001,0.1,0.1,0.1,0.0,0.05,0.0
t_2610,0.003,0.128,0.128,0.128,0.0,0.064,0.0
t_2611,0.008,0.108,0.108,0.108,0.0,0.054,0.0
t_2612,0.014,0.034,0.034,0.034,0.0,0.017,0.0
t_2613,0.013,0.003,0.003,0.003,0.0,0.002,0.0
t_2614,0.005,0.001,0.001,0.001,0.001,0.001,0.001
t_2615,0.001,0.0,0.0,0.0,0.027,0.014,0.027
t_2616,0.0,0.0,0.0,0.0,0.051,0.026,0.051
t_2617,0.0,0.0,0.0,0.0,0.066,0.033,0.066
t_2618,0.0,0.0,0.0,0.0,0.074,0.037,0.074
t_2619,0.0,0.001,0.001,0.001,0.058,0.03,0.058
t_2620,0.001,0.001,0.001,0.001,0.049,0.025,0.049
t_2621,0.005,0.001,0.001,0.001,0.039,0.02,0.039
t_2622,0.016,0.001,0.001,0.001,0.024,0.013,0.024
t_2623,0.011,0.001,0.001,0.001,0.005,0.003,0.005
t_2624,0.006,0.002,0.002,0.002,0.005,0.004,0.005
t_2625,0.004,0.002,0.002,0.002,0.007,0.005,0.007
t_2626,0.001,0.001,0.001,0.001,0.009,0.005,0.009
t_2627,0.0,0.002,0.002,0.002,0.012,0.007,0.012
t_2628,0.0,0.002,0.002,0.002,0.016,0.009,0.016
t_2629,0.0,0.004,0.004,0.004,0.023,0.014,0.023
t_2630,0.001,0.022,0.022,0.022,0.033,0.028,0.033
t_2631,0.002,0.054,0.054,0.054,0.042,0.048,0.042
t_2632,0.003,0.088,0.088,0.088,0.053,0.071,0.053
t_2633,0.004,0.118,0.118,0.118,0.055,0.087,0.055
t_2634,0.029,0.145,0.145,0.145,0.04,0.093,0.04
t_2635,0.043,0.182,0.182,0.182,0.06,0.121,0.06
t_2636,0.042,0.131,0.131,0.131,0.059,0.095,0.059
t_2637,0.026,0.111,0.111,0.111,0.036,0.074,0.036
t_2638,0.016,0.104,0.104,0.104,0.02,0.062,0.02
t_2639,0.011,0.086,0.086,0.086,0.018,0.052,0.018
t_2640,0.007,0.063,0.063,0.063,0.021,0.042,0.021
t_2641,0.005,0.059,0.059,0.059,0.023,0.041,0.023
t_2642,0.012,0.033,0.033,0.033,0.023,0.028,0.023
t_2643,0.026,0.017,0.017,0.017,0.024,0.021,0.024
t_2644,0.045,0.012,0.012,0.012,0.029,0.021,0.029
t_2645,0.071,0.009,0.009,0.009,0.033,0.021,0.033
t_2646,0.073,0.006,0.006,0.006,0.012,0.009,0.012
t_2647,0.009,0.001,0.001,0.001,0.002,0.002,0.002
t_2648,0.003,0.0,0.0,0.0,0.001,0.001,0.001
t_2649,0.001,0.0,0.0,0.0,0.0,0.0,0.0
t_2650,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_2651,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_2652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_2653,0.0,0.001,0.001,0.001,0.0,0.001,0.0
t_2654,0.0,0.032,0.032,0.032,0.001,0.017,0.001
t_2655,0.001,0.048,0.048,0.048,0.002,0.025,0.002
t_2656,0.002,0.052,0.052,0.052,0.003,0.028,0.003
t_2657,0.024,0.048,0.048,0.048,0.005,0.027,0.005
t_2658,0.044,0.04,0.04,0.04,0.009,0.025,0.009
t_2659,0.071,0.023,0.023,0.023,0.026,0.025,0.026
t_2660,0.069,0.005,0.005,0.005,0.037,0.021,0.037
t_2661,0.047,0.003,0.003,0.003,0.037,0.02,0.037
t_2662,0.025,0.001,0.001,0.001,0.047,0.024,0.047
t_2663,0.012,0.001,0.001,0.001,0.063,0.032,0.063
