t,CH01,CH02,CH03,CH04,CH05,CH06,CH07
t_425,0.779,0.779,0.779,0.004,0.392,0.004,0.1028
t_426,0.733,0.733,0.733,0.003,0.368,0.003,0.089
t_427,0.450,0.450,0.450,0.001,0.226,0.001,0.082
t_428,0.286,0.286,0.286,0.001,0.144,0.001,0.0738
t_429,0.179,0.179,0.179,0.001,0.090,0.001,0.0752
t_430,0.214,0.214,0.214,0.002,0.108,0.002,0.0791
t_431,0.149,0.149,0.149,0.005,0.077,0.005,0.0568
t_432,0.153,0.153,0.153,0.036,0.095,0.036,0.0339
t_433,0.134,0.134,0.134,0.076,0.105,0.076,0.0131
t_434,0.127,0.127,0.127,0.114,0.121,0.114,0.0064
t_435,0.140,0.140,0.140,0.141,0.141,0.141,0.011
t_436,0.155,0.155,0.155,0.168,0.162,0.168,0.0423
t_437,0.165,0.165,0.165,0.170,0.168,0.170,0.0941
t_438,0.163,0.163,0.163,0.177,0.170,0.177,0.1389
t_439,0.165,0.165,0.165,0.183,0.174,0.183,0.1689
t_440,0.294,0.294,0.294,0.170,0.232,0.170,0.2314
t_441,0.251,0.251,0.251,0.124,0.188,0.124,0.2317
t_442,0.168,0.168,0.168,0.072,0.120,0.072,0.1842
t_443,0.142,0.142,0.142,0.047,0.095,0.047,0.1691
t_444,0.172,0.172,0.172,0.034,0.103,0.034,0.1759
t_445,0.215,0.215,0.215,0.033,0.124,0.033,0.1366
t_446,0.260,0.260,0.260,0.026,0.143,0.026,0.0551
t_447,0.539,0.539,0.539,0.017,0.278,0.017,0.0078
t_448,0.792,0.792,0.792,0.012,0.402,0.012,0.0023
t_449,0.934,0.934,0.934,0.009,0.472,0.009,0.0076
t_450,0.950,0.950,0.950,0.030,0.490,0.030,0.0234
t_451,0.896,0.896,0.896,0.068,0.482,0.068,0.0278
t_452,0.911,0.911,0.911,0.143,0.527,0.143,0.0317
t_453,0.928,0.928,0.928,0.245,0.587,0.245,0.0407
t_454,0.921,0.921,0.921,0.303,0.612,0.303,0.0558
t_455,0.923,0.923,0.923,0.293,0.608,0.293,0.073
t_456,0.934,0.934,0.934,0.291,0.613,0.291,0.0875
t_457,0.965,0.965,0.965,0.239,0.602,0.239,0.1025
t_458,0.992,0.992,0.992,0.246,0.619,0.246,0.1141
t_459,0.987,0.987,0.987,0.227,0.607,0.227,0.1209
t_460,0.987,0.987,0.987,0.234,0.611,0.234,0.1177
t_461,0.967,0.967,0.967,0.248,0.608,0.248,0.1042
t_462,0.929,0.929,0.929,0.295,0.612,0.295,0.0928
t_463,0.949,0.949,0.949,0.297,0.623,0.297,0.0906
t_464,0.965,0.965,0.965,0.275,0.620,0.275,0.0692
t_465,0.963,0.963,0.963,0.192,0.578,0.192,0.0643
t_466,0.974,0.974,0.974,0.102,0.538,0.102,0.0728
t_467,0.983,0.983,0.983,0.096,0.540,0.096,0.0798
t_468,0.996,0.996,0.996,0.110,0.553,0.110,0.0961
t_469,0.932,0.932,0.932,0.124,0.528,0.124,0.0967
t_470,0.834,0.834,0.834,0.156,0.495,0.156,0.1062
t_471,0.659,0.659,0.659,0.155,0.407,0.155,0.087
t_472,0.443,0.443,0.443,0.120,0.282,0.120,0.0599
t_473,0.369,0.369,0.369,0.083,0.226,0.083,0.0487
t_474,0.328,0.328,0.328,0.052,0.190,0.052,0.0401
t_475,0.263,0.263,0.263,0.030,0.147,0.030,0.0289
t_476,0.260,0.260,0.260,0.018,0.139,0.018,0.0206
t_477,0.311,0.311,0.311,0.010,0.161,0.010,0.0154
t_478,0.202,0.202,0.202,0.010,0.106,0.010,0.0138
t_479,0.224,0.224,0.224,0.013,0.119,0.013,0.0125
t_480,0.269,0.269,0.269,0.021,0.145,0.021,0.0042
t_481,0.312,0.312,0.312,0.034,0.173,0.034,0.0036
t_482,0.531,0.531,0.531,0.045,0.288,0.045,0.0032
t_483,0.535,0.535,0.535,0.064,0.300,0.064,0.0058
t_484,0.528,0.528,0.528,0.108,0.318,0.108,0.0089
t_485,0.523,0.523,0.523,0.142,0.333,0.142,0.0143
t_486,0.570,0.570,0.570,0.159,0.365,0.159,0.0177
t_487,0.575,0.575,0.575,0.191,0.383,0.191,0.016
t_488,0.581,0.581,0.581,0.206,0.394,0.206,0.0155
t_489,0.551,0.551,0.551,0.169,0.360,0.169,0.0186
t_490,0.485,0.485,0.485,0.111,0.298,0.111,0.0166
t_491,0.442,0.442,0.442,0.088,0.265,0.088,0.0083
t_492,0.494,0.494,0.494,0.068,0.281,0.068,0.0076
t_493,0.537,0.537,0.537,0.049,0.293,0.049,0.0046
t_494,0.584,0.584,0.584,0.044,0.314,0.044,0.0006
t_495,0.677,0.677,0.677,0.054,0.366,0.054,0.0002
t_496,0.849,0.849,0.849,0.059,0.454,0.059,0
t_497,0.981,0.981,0.981,0.062,0.522,0.062,0
t_498,0.981,0.981,0.981,0.109,0.545,0.109,0
t_499,0.984,0.984,0.984,0.195,0.590,0.195,0.0014
t_500,0.995,0.995,0.995,0.286,0.641,0.286,0.0068
t_501,0.995,0.995,0.995,0.361,0.678,0.361,0.0104
t_502,0.995,0.995,0.995,0.436,0.716,0.436,0.0101
t_503,0.995,0.995,0.995,0.514,0.755,0.514,0.0171
t_504,0.981,0.981,0.981,0.602,0.792,0.602,0.029
t_505,0.839,0.839,0.839,0.642,0.741,0.642,0.0306
t_506,0.839,0.839,0.839,0.659,0.749,0.659,0.0403
t_507,0.696,0.696,0.696,0.723,0.710,0.723,0.0457
t_508,0.490,0.490,0.490,0.822,0.656,0.822,0.0428
t_509,0.484,0.484,0.484,0.919,0.702,0.919,0.0438
t_510,0.484,0.484,0.484,0.958,0.721,0.958,0.0457
t_511,0.484,0.484,0.484,0.984,0.734,0.984,0.0457
t_512,0.484,0.484,0.484,0.991,0.738,0.991,0.0418
t_513,0.499,0.499,0.499,0.994,0.747,0.994,0.0334
t_514,0.531,0.531,0.531,0.992,0.762,0.992,0.0332
t_515,0.500,0.500,0.500,0.993,0.747,0.993,0.0557
t_516,0.488,0.488,0.488,0.990,0.739,0.990,0.0847
t_517,0.484,0.484,0.484,0.982,0.733,0.982,0.102
t_518,0.484,0.484,0.484,0.958,0.721,0.958,0.1016
t_519,0.484,0.484,0.484,0.952,0.718,0.952,0.0906
t_520,0.484,0.484,0.484,0.961,0.723,0.961,0.0689
t_521,0.484,0.484,0.484,0.976,0.730,0.976,0.0421
t_522,0.484,0.484,0.484,0.984,0.734,0.984,0.0422
t_523,0.484,0.484,0.484,0.992,0.738,0.992,0.0422
t_524,0.484,0.484,0.484,0.996,0.740,0.996,0.0446
t_525,0.484,0.484,0.484,0.996,0.740,0.996,0.0495
t_526,0.482,0.482,0.482,0.997,0.740,0.997,0.059
t_527,0.419,0.419,0.419,0.998,0.709,0.998,0.0712
t_528,0.422,0.422,0.422,0.998,0.710,0.998,0.1012
t_529,0.452,0.452,0.452,0.999,0.726,0.999,0.1161
t_530,0.452,0.452,0.452,1.000,0.726,1.000,0.1222
t_531,0.440,0.440,0.440,0.999,0.720,0.999,0.1249
t_532,0.422,0.422,0.422,1.000,0.711,1.000,0.1112
t_533,0.409,0.409,0.409,1.000,0.705,1.000,0.0883
t_534,0.436,0.436,0.436,0.999,0.718,0.999,0.0821
t_535,0.484,0.484,0.484,0.999,0.742,0.999,0.0831
t_536,0.484,0.484,0.484,1.000,0.742,1.000,0.0893
t_537,0.839,0.839,0.839,0.990,0.915,0.990,0.0687
t_538,0.993,0.993,0.993,0.976,0.985,0.976,0.0854
t_539,0.985,0.985,0.985,0.948,0.967,0.948,0.1228
t_540,0.922,0.922,0.922,0.914,0.918,0.914,0.1803
t_541,0.794,0.794,0.794,0.879,0.837,0.879,0.1973
t_542,0.650,0.650,0.650,0.830,0.740,0.830,0.1704
t_543,0.559,0.559,0.559,0.769,0.664,0.769,0.1206
t_544,0.466,0.466,0.466,0.675,0.571,0.675,0.0829
t_545,0.465,0.465,0.465,0.566,0.516,0.566,0.0555
t_546,0.519,0.519,0.519,0.490,0.505,0.490,0.033
t_547,0.532,0.532,0.532,0.495,0.514,0.495,0.0312
t_548,0.513,0.513,0.513,0.529,0.521,0.529,0.0595
t_549,0.521,0.521,0.521,0.575,0.548,0.575,0.0988
t_550,0.578,0.578,0.578,0.667,0.623,0.667,0.1641
t_551,0.654,0.654,0.654,0.765,0.710,0.765,0.2372
t_552,0.742,0.742,0.742,0.836,0.789,0.836,0.3735
t_553,0.800,0.800,0.800,0.897,0.849,0.897,0.4445
t_554,0.839,0.839,0.839,0.933,0.886,0.933,0.3977
t_555,0.853,0.853,0.853,0.958,0.906,0.958,0.3691
t_556,0.881,0.881,0.881,0.964,0.923,0.964,0.4631
t_557,0.937,0.937,0.937,0.960,0.949,0.960,0.642
t_558,0.929,0.929,0.929,0.976,0.953,0.976,0.7154
t_559,0.913,0.913,0.913,0.980,0.947,0.980,0.6914
t_560,0.804,0.804,0.804,0.984,0.894,0.984,0.6261
t_561,0.687,0.687,0.687,0.982,0.835,0.982,0.5754
t_562,0.592,0.592,0.592,0.979,0.786,0.979,0.5266
t_563,0.552,0.552,0.552,0.977,0.765,0.977,0.4919
t_564,0.581,0.581,0.581,0.979,0.780,0.979,0.4905
t_565,0.627,0.627,0.627,0.970,0.799,0.970,0.44
t_566,0.588,0.588,0.588,0.953,0.771,0.953,0.2781
t_567,0.508,0.508,0.508,0.954,0.731,0.954,0.1127
t_568,0.466,0.466,0.466,0.962,0.714,0.962,0.0443
t_569,0.433,0.433,0.433,0.963,0.698,0.963,0.0087
t_570,0.663,0.663,0.663,0.948,0.806,0.948,0.001
t_571,0.668,0.668,0.668,0.925,0.797,0.925,0.0116
t_572,0.679,0.679,0.679,0.904,0.792,0.904,0.0237
t_573,0.765,0.765,0.765,0.859,0.812,0.859,0.0311
t_574,0.875,0.875,0.875,0.814,0.845,0.814,0.0347
t_575,0.932,0.932,0.932,0.724,0.828,0.724,0.0354
t_576,0.964,0.964,0.964,0.602,0.783,0.602,0.0326
t_577,0.995,0.995,0.995,0.462,0.729,0.462,0.0204
t_578,0.995,0.995,0.995,0.306,0.651,0.306,0.0148
t_579,0.995,0.995,0.995,0.211,0.603,0.211,0.0174
t_580,0.958,0.958,0.958,0.176,0.567,0.176,0.0221
t_581,0.981,0.981,0.981,0.180,0.581,0.180,0.0204
t_582,0.981,0.981,0.981,0.242,0.612,0.242,0.0207
t_583,0.981,0.981,0.981,0.352,0.667,0.352,0.0183
t_584,0.981,0.981,0.981,0.526,0.754,0.526,0.0416
t_585,0.985,0.985,0.985,0.737,0.861,0.737,0.1101
t_586,0.988,0.988,0.988,0.910,0.949,0.910,0.1379
t_587,0.989,0.989,0.989,0.968,0.979,0.968,0.2059
t_588,0.984,0.984,0.984,0.995,0.990,0.995,0.2366
t_589,0.981,0.981,0.981,0.999,0.990,0.999,0.2187
t_590,0.981,0.981,0.981,0.999,0.990,0.999,0.1985
t_591,0.981,0.981,0.981,0.999,0.990,0.999,0.1782
t_592,0.981,0.981,0.981,0.999,0.990,0.999,0.1501
t_593,0.981,0.981,0.981,1.000,0.991,1.000,0.1294
t_594,0.981,0.981,0.981,0.998,0.990,0.998,0.0841
t_595,0.981,0.981,0.981,0.999,0.990,0.999,0.0607
t_596,0.981,0.981,0.981,0.999,0.990,0.999,0.0536
t_597,0.993,0.993,0.993,1.000,0.997,1.000,0.0343
t_598,0.995,0.995,0.995,1.000,0.998,1.000,0.0184
t_599,0.995,0.995,0.995,1.000,0.998,1.000,0.008
t_600,0.991,0.991,0.991,0.999,0.995,0.999,0.0038
t_601,0.960,0.960,0.960,0.998,0.979,0.998,0.0033
t_602,0.965,0.965,0.965,0.998,0.982,0.998,0.0082
t_603,0.946,0.946,0.946,0.996,0.971,0.996,0.0163
t_604,0.931,0.931,0.931,0.994,0.963,0.994,0.0242
t_605,0.934,0.934,0.934,0.989,0.962,0.989,0.0215
t_606,0.968,0.968,0.968,0.979,0.974,0.979,0.0139
t_607,0.982,0.982,0.982,0.947,0.965,0.947,0.0176
t_608,0.981,0.981,0.981,0.830,0.906,0.830,0.0256
t_609,0.981,0.981,0.981,0.603,0.792,0.603,0.0403
t_610,0.981,0.981,0.981,0.317,0.649,0.317,0.0908
t_611,0.984,0.984,0.984,0.199,0.592,0.199,0.1561
t_612,0.995,0.995,0.995,0.224,0.610,0.224,0.1969
t_613,0.995,0.995,0.995,0.399,0.697,0.399,0.2674
t_614,0.995,0.995,0.995,0.661,0.828,0.661,0.2917
t_615,0.995,0.995,0.995,0.798,0.897,0.798,0.2306
t_616,0.985,0.985,0.985,0.858,0.922,0.858,0.1828
t_617,0.981,0.981,0.981,0.885,0.933,0.885,0.1755
t_618,0.981,0.981,0.981,0.934,0.958,0.934,0.1848
t_619,0.981,0.981,0.981,0.980,0.981,0.980,0.0969
t_620,0.981,0.981,0.981,0.994,0.988,0.994,0.0438
t_621,0.981,0.981,0.981,0.985,0.983,0.985,0.1496
t_622,0.991,0.991,0.991,0.991,0.991,0.991,0.5324
t_623,0.974,0.974,0.974,0.995,0.985,0.995,0.8263
t_624,0.984,0.984,0.984,0.996,0.990,0.996,0.9183
t_625,0.909,0.909,0.909,0.997,0.953,0.997,0.8893
t_626,0.821,0.821,0.821,0.999,0.910,0.999,0.9048
t_627,0.671,0.671,0.671,0.999,0.835,0.999,0.9053
t_628,0.586,0.586,0.586,0.998,0.792,0.998,0.9185
t_629,0.537,0.537,0.537,0.975,0.756,0.975,0.9234
t_630,0.265,0.265,0.265,0.923,0.594,0.923,0.89
t_631,0.229,0.229,0.229,0.861,0.545,0.861,0.843
t_632,0.176,0.176,0.176,0.817,0.497,0.817,0.802
t_633,0.146,0.146,0.146,0.819,0.483,0.819,0.8102
t_634,0.175,0.175,0.175,0.937,0.556,0.937,0.8692
t_635,0.166,0.166,0.166,0.966,0.566,0.966,0.8896
t_636,0.141,0.141,0.141,0.970,0.556,0.970,0.8934
t_637,0.101,0.101,0.101,0.948,0.525,0.948,0.8844
t_638,0.059,0.059,0.059,0.903,0.481,0.903,0.8232
t_639,0.053,0.053,0.053,0.806,0.430,0.806,0.638
t_640,0.126,0.126,0.126,0.701,0.414,0.701,0.3088
t_641,0.288,0.288,0.288,0.612,0.450,0.612,0.098
t_642,0.520,0.520,0.520,0.532,0.526,0.532,0.0231
t_643,0.733,0.733,0.733,0.450,0.592,0.450,0.0186
t_644,0.879,0.879,0.879,0.429,0.654,0.429,0.0489
t_645,0.952,0.952,0.952,0.370,0.661,0.370,0.0289
t_646,0.972,0.972,0.972,0.338,0.655,0.338,0.0252
t_647,0.981,0.981,0.981,0.315,0.648,0.315,0.0208
t_648,0.995,0.995,0.995,0.375,0.685,0.375,0.0178
t_649,0.995,0.995,0.995,0.459,0.727,0.459,0.0251
t_650,0.995,0.995,0.995,0.569,0.782,0.569,0.0337
t_651,0.981,0.981,0.981,0.711,0.846,0.711,0.0334
t_652,0.926,0.926,0.926,0.819,0.873,0.819,0.0502
t_653,0.884,0.884,0.884,0.917,0.901,0.917,0.0709
t_654,0.955,0.955,0.955,0.950,0.953,0.950,0.0756
t_655,0.981,0.981,0.981,0.970,0.976,0.970,0.0633
t_656,0.981,0.981,0.981,0.978,0.980,0.978,0.057
t_657,0.981,0.981,0.981,0.990,0.986,0.990,0.0421
t_658,0.995,0.995,0.995,0.992,0.994,0.992,0.0449
t_659,0.995,0.995,0.995,0.994,0.995,0.994,0.0483
t_660,0.995,0.995,0.995,0.995,0.995,0.995,0.0382
t_661,0.995,0.995,0.995,0.996,0.996,0.996,0.0363
t_662,0.995,0.995,0.995,0.995,0.995,0.995,0.038
t_663,0.981,0.981,0.981,0.996,0.989,0.996,0.0292
t_664,0.989,0.989,0.989,0.995,0.992,0.995,0.0162
t_665,0.993,0.993,0.993,0.992,0.993,0.992,0.009
t_666,0.994,0.994,0.994,0.986,0.990,0.986,0.0136
t_667,0.996,0.996,0.996,0.982,0.989,0.982,0.0152
t_668,0.997,0.997,0.997,0.977,0.987,0.977,0.0131
t_669,0.998,0.998,0.998,0.974,0.986,0.974,0.0167
t_670,0.997,0.997,0.997,0.969,0.983,0.969,0.0226
t_671,0.997,0.997,0.997,0.966,0.982,0.966,0.0332
t_672,0.996,0.996,0.996,0.968,0.982,0.968,0.0256
t_673,0.995,0.995,0.995,0.971,0.983,0.971,0.0201
t_674,0.995,0.995,0.995,0.968,0.982,0.968,0.0212
t_675,0.995,0.995,0.995,0.964,0.980,0.964,0.0258
t_676,0.992,0.992,0.992,0.959,0.976,0.959,0.0234
t_677,0.999,0.999,0.999,0.959,0.979,0.959,0.0152
t_678,0.988,0.988,0.988,0.967,0.978,0.967,0.021
t_679,0.957,0.957,0.957,0.979,0.968,0.979,0.045
t_680,0.930,0.930,0.930,0.976,0.953,0.976,0.063
t_681,0.867,0.867,0.867,0.974,0.921,0.974,0.0714
t_682,0.851,0.851,0.851,0.952,0.902,0.952,0.058
t_683,0.927,0.927,0.927,0.929,0.928,0.929,0.0598
t_684,0.966,0.966,0.966,0.918,0.942,0.918,0.0887
t_685,0.984,0.984,0.984,0.913,0.949,0.913,0.1025
t_686,0.966,0.966,0.966,0.912,0.939,0.912,0.092
t_687,0.981,0.981,0.981,0.947,0.964,0.947,0.0347
t_688,0.972,0.972,0.972,0.977,0.975,0.977,0.0013
t_689,0.971,0.971,0.971,0.982,0.977,0.982,0.0029
t_690,0.980,0.980,0.980,0.974,0.977,0.974,0.005
t_691,0.995,0.995,0.995,0.961,0.978,0.961,0.0068
t_692,0.995,0.995,0.995,0.932,0.964,0.932,0.0092
t_693,0.995,0.995,0.995,0.890,0.943,0.890,0.0188
t_694,0.995,0.995,0.995,0.858,0.927,0.858,0.0125
t_695,0.995,0.995,0.995,0.834,0.915,0.834,0.006
t_696,0.995,0.995,0.995,0.802,0.899,0.802,0.0051
t_697,0.995,0.995,0.995,0.735,0.865,0.735,0.0084
t_698,0.995,0.995,0.995,0.644,0.820,0.644,0.0133
t_699,0.987,0.987,0.987,0.637,0.812,0.637,0.0224
t_700,0.973,0.973,0.973,0.711,0.842,0.711,0.0174
t_701,0.937,0.937,0.937,0.785,0.861,0.785,0.0074
t_702,0.924,0.924,0.924,0.843,0.884,0.843,0.0035
t_703,0.852,0.852,0.852,0.873,0.863,0.873,0.0028
t_704,0.789,0.789,0.789,0.881,0.835,0.881,0.0037
t_705,0.678,0.678,0.678,0.853,0.766,0.853,0.0026
t_706,0.600,0.600,0.600,0.813,0.707,0.813,0.0011
t_707,0.511,0.511,0.511,0.745,0.628,0.745,0.0028
t_708,0.503,0.503,0.503,0.716,0.610,0.716,0.0075
t_709,0.599,0.599,0.599,0.632,0.616,0.632,0.015
t_710,0.499,0.499,0.499,0.542,0.521,0.542,0.0186
t_711,0.340,0.340,0.340,0.496,0.418,0.496,0.0239
t_712,0.213,0.213,0.213,0.431,0.322,0.431,0.0648
t_713,0.217,0.217,0.217,0.383,0.300,0.383,0.1008
t_714,0.369,0.369,0.369,0.369,0.369,0.369,0.1046
t_715,0.613,0.613,0.613,0.328,0.471,0.328,0.1263
t_716,0.592,0.592,0.592,0.283,0.438,0.283,0.2098
t_717,0.389,0.389,0.389,0.185,0.287,0.185,0.3388
t_718,0.199,0.199,0.199,0.131,0.165,0.131,0.5754
t_719,0.044,0.044,0.044,0.087,0.066,0.087,0.7066
t_720,0.010,0.010,0.010,0.048,0.029,0.048,0.7468
t_721,0.001,0.001,0.001,0.021,0.011,0.021,0.8114
t_722,0.000,0.000,0.000,0.013,0.007,0.013,0.8582
t_723,0.003,0.003,0.003,0.014,0.009,0.014,0.886
t_724,0.008,0.008,0.008,0.025,0.017,0.025,0.8815
t_725,0.007,0.007,0.007,0.030,0.019,0.030,0.87
t_726,0.003,0.003,0.003,0.022,0.013,0.022,0.8182
t_727,0.004,0.004,0.004,0.017,0.011,0.017,0.7611
t_728,0.024,0.024,0.024,0.010,0.017,0.010,0.7129
t_729,0.038,0.038,0.038,0.006,0.022,0.006,0.6059
t_730,0.028,0.028,0.028,0.007,0.018,0.007,0.3825
t_731,0.011,0.011,0.011,0.002,0.007,0.002,0.1682
t_732,0.001,0.001,0.001,0.000,0.001,0.000,0.0375
t_733,0.000,0.000,0.000,0.000,0.000,0.000,0.0015
t_734,0.000,0.000,0.000,0.000,0.000,0.000,0
t_735,0.001,0.001,0.001,0.000,0.001,0.000,0
t_736,0.002,0.002,0.002,0.001,0.002,0.001,0
t_737,0.031,0.031,0.031,0.014,0.023,0.014,0.0001
t_738,0.088,0.088,0.088,0.030,0.059,0.030,0.0001
t_739,0.141,0.141,0.141,0.040,0.091,0.040,0.0001
t_740,0.194,0.194,0.194,0.039,0.117,0.039,0
t_741,0.259,0.259,0.259,0.055,0.157,0.055,0
t_742,0.321,0.321,0.321,0.096,0.209,0.096,0
t_743,0.352,0.352,0.352,0.133,0.243,0.133,0.0001
t_744,0.385,0.385,0.385,0.164,0.275,0.164,0.0007
t_745,0.423,0.423,0.423,0.231,0.327,0.231,0.0007
t_746,0.446,0.446,0.446,0.279,0.363,0.279,0.0008
t_747,0.447,0.447,0.447,0.343,0.395,0.343,0.0011
t_748,0.447,0.447,0.447,0.394,0.421,0.394,0.0013
t_749,0.458,0.458,0.458,0.450,0.454,0.450,0.0012
t_750,0.466,0.466,0.466,0.500,0.483,0.500,0.0009
t_751,0.524,0.524,0.524,0.531,0.528,0.531,0.001
t_752,0.549,0.549,0.549,0.518,0.534,0.518,0.0013
t_753,0.535,0.535,0.535,0.436,0.486,0.436,0.0006
t_754,0.481,0.481,0.481,0.373,0.427,0.373,0.0008
t_755,0.428,0.428,0.428,0.312,0.370,0.312,0.0009
t_756,0.427,0.427,0.427,0.256,0.342,0.256,0.0011
t_757,0.445,0.445,0.445,0.206,0.326,0.206,0.0014
t_758,0.455,0.455,0.455,0.178,0.317,0.178,0.0008
t_759,0.574,0.574,0.574,0.172,0.373,0.172,0.0003
t_760,0.713,0.713,0.713,0.135,0.424,0.135,0.0003
t_761,0.840,0.840,0.840,0.175,0.508,0.175,0.0008
t_762,0.902,0.902,0.902,0.226,0.564,0.226,0.0067
t_763,0.890,0.890,0.890,0.283,0.587,0.283,0.0225
t_764,0.926,0.926,0.926,0.316,0.621,0.316,0.0453
t_765,0.940,0.940,0.940,0.369,0.655,0.369,0.0522
t_766,0.948,0.948,0.948,0.402,0.675,0.402,0.0579
t_767,0.948,0.948,0.948,0.412,0.680,0.412,0.0609
t_768,0.946,0.946,0.946,0.408,0.677,0.408,0.063
t_769,0.946,0.946,0.946,0.409,0.678,0.409,0.07
t_770,0.947,0.947,0.947,0.385,0.666,0.385,0.0735
t_771,0.947,0.947,0.947,0.365,0.656,0.365,0.0674
t_772,0.797,0.797,0.797,0.366,0.582,0.366,0.0527
t_773,0.797,0.797,0.797,0.367,0.582,0.367,0.0349
t_774,0.739,0.739,0.739,0.375,0.557,0.375,0.0222
t_775,0.603,0.603,0.603,0.385,0.494,0.385,0.0139
t_776,0.421,0.421,0.421,0.386,0.404,0.386,0.0132
t_777,0.264,0.264,0.264,0.332,0.298,0.332,0.0084
t_778,0.136,0.136,0.136,0.329,0.233,0.329,0.0044
t_779,0.063,0.063,0.063,0.312,0.188,0.312,0.0032
t_780,0.038,0.038,0.038,0.284,0.161,0.284,0.0081
t_781,0.025,0.025,0.025,0.266,0.146,0.266,0.0161
t_782,0.052,0.052,0.052,0.275,0.164,0.275,0.0197
t_783,0.149,0.149,0.149,0.278,0.214,0.278,0.0166
t_784,0.150,0.150,0.150,0.232,0.191,0.232,0.0259
t_785,0.054,0.054,0.054,0.160,0.107,0.160,0.0637
t_786,0.048,0.048,0.048,0.071,0.060,0.071,0.1254
t_787,0.029,0.029,0.029,0.032,0.031,0.032,0.1721
t_788,0.027,0.027,0.027,0.013,0.020,0.013,0.1885
t_789,0.031,0.031,0.031,0.003,0.017,0.003,0.2041
t_790,0.041,0.041,0.041,0.001,0.021,0.001,0.2045
t_791,0.055,0.055,0.055,0.000,0.028,0.000,0.184
t_792,0.057,0.057,0.057,0.000,0.029,0.000,0.1545
t_793,0.050,0.050,0.050,0.000,0.025,0.000,0.129
t_794,0.039,0.039,0.039,0.000,0.020,0.000,0.1002
t_795,0.046,0.046,0.046,0.000,0.023,0.000,0.0689
t_796,0.035,0.035,0.035,0.000,0.018,0.000,0.0499
t_797,0.008,0.008,0.008,0.002,0.005,0.002,0.0586
t_798,0.002,0.002,0.002,0.003,0.003,0.003,0.0687
t_799,0.002,0.002,0.002,0.004,0.003,0.004,0.0678
t_800,0.012,0.012,0.012,0.005,0.009,0.005,0.0655
t_801,0.018,0.018,0.018,0.013,0.016,0.013,0.0676
t_802,0.001,0.001,0.001,0.050,0.026,0.050,0.0282
t_803,0.000,0.000,0.000,0.049,0.025,0.049,0.0164
t_804,0.000,0.000,0.000,0.012,0.006,0.012,0.0406
t_805,0.003,0.003,0.003,0.002,0.003,0.002,0.0271
t_806,0.007,0.007,0.007,0.000,0.004,0.000,0.0119
t_807,0.010,0.010,0.010,0.000,0.005,0.000,0.0012
t_808,0.003,0.003,0.003,0.000,0.002,0.000,0
t_809,0.001,0.001,0.001,0.000,0.001,0.000,0
t_810,0.001,0.001,0.001,0.000,0.001,0.000,0.0001
t_811,0.005,0.005,0.005,0.000,0.003,0.000,0.0027
t_812,0.018,0.018,0.018,0.000,0.009,0.000,0.008
t_813,0.048,0.048,0.048,0.001,0.025,0.001,0.012
t_814,0.040,0.040,0.040,0.009,0.025,0.009,0.0096
t_815,0.015,0.015,0.015,0.025,0.020,0.025,0.0087
t_816,0.004,0.004,0.004,0.047,0.026,0.047,0.0154
t_817,0.002,0.002,0.002,0.066,0.034,0.066,0.0215
t_818,0.002,0.002,0.002,0.077,0.040,0.077,0.0276
t_819,0.002,0.002,0.002,0.083,0.043,0.083,0.0293
t_820,0.003,0.003,0.003,0.072,0.038,0.072,0.036
t_821,0.016,0.016,0.016,0.074,0.045,0.074,0.0503
t_822,0.038,0.038,0.038,0.084,0.061,0.084,0.0484
t_823,0.039,0.039,0.039,0.071,0.055,0.071,0.0467
t_824,0.034,0.034,0.034,0.062,0.048,0.062,0.0348
t_825,0.018,0.018,0.018,0.036,0.027,0.036,0.0178
t_826,0.006,0.006,0.006,0.046,0.026,0.046,0.0071
t_827,0.004,0.004,0.004,0.094,0.049,0.094,0.0041
t_828,0.008,0.008,0.008,0.153,0.081,0.153,0.0039
t_829,0.017,0.017,0.017,0.240,0.129,0.240,0.0072
t_830,0.041,0.041,0.041,0.325,0.183,0.325,0.012
t_831,0.070,0.070,0.070,0.405,0.238,0.405,0.0122
t_832,0.083,0.083,0.083,0.446,0.265,0.446,0.0412
t_833,0.102,0.102,0.102,0.463,0.283,0.463,0.0558
t_834,0.116,0.116,0.116,0.475,0.296,0.475,0.0825
t_835,0.109,0.109,0.109,0.510,0.310,0.510,0.1716
t_836,0.100,0.100,0.100,0.592,0.346,0.592,0.3155
t_837,0.084,0.084,0.084,0.605,0.345,0.605,0.415
t_838,0.063,0.063,0.063,0.589,0.326,0.589,0.46
t_839,0.030,0.030,0.030,0.622,0.326,0.622,0.4882
t_840,0.018,0.018,0.018,0.663,0.341,0.663,0.5497
t_841,0.018,0.018,0.018,0.701,0.360,0.701,0.5645
t_842,0.015,0.015,0.015,0.726,0.371,0.726,0.5613
t_843,0.012,0.012,0.012,0.742,0.377,0.742,0.6201
t_844,0.010,0.010,0.010,0.750,0.380,0.750,0.6612
t_845,0.007,0.007,0.007,0.703,0.355,0.703,0.6627
t_846,0.004,0.004,0.004,0.626,0.315,0.626,0.6936
t_847,0.003,0.003,0.003,0.557,0.280,0.557,0.7197
t_848,0.002,0.002,0.002,0.506,0.254,0.506,0.722
t_849,0.001,0.001,0.001,0.445,0.223,0.445,0.6976
