t,CH01,CH02,CH03,CH04,CH05,CH06,CH07
t_434,0.17,0.545,0.545,0.545,0.983,0.764,0.983
t_435,0.187,0.511,0.511,0.511,0.98,0.746,0.98
t_436,0.211,0.512,0.512,0.512,0.984,0.748,0.984
t_437,0.247,0.521,0.521,0.521,0.987,0.754,0.987
t_438,0.296,0.506,0.506,0.506,0.99,0.748,0.99
t_439,0.289,0.457,0.457,0.457,0.99,0.724,0.99
t_440,0.277,0.389,0.389,0.389,0.989,0.689,0.989
t_441,0.231,0.31,0.31,0.31,0.986,0.648,0.986
t_442,0.19,0.403,0.403,0.403,0.98,0.692,0.98
t_443,0.249,0.242,0.242,0.242,0.97,0.606,0.97
t_444,0.362,0.264,0.264,0.264,0.942,0.603,0.942
t_445,0.445,0.287,0.287,0.287,0.922,0.605,0.922
t_446,0.485,0.269,0.269,0.269,0.909,0.589,0.909
t_447,0.47,0.206,0.206,0.206,0.907,0.557,0.907
t_448,0.463,0.185,0.185,0.185,0.917,0.551,0.917
t_449,0.523,0.176,0.176,0.176,0.916,0.546,0.916
t_450,0.577,0.165,0.165,0.165,0.906,0.536,0.906
t_451,0.606,0.147,0.147,0.147,0.907,0.527,0.907
t_452,0.617,0.123,0.123,0.123,0.903,0.513,0.903
t_453,0.613,0.095,0.095,0.095,0.894,0.495,0.894
t_454,0.606,0.066,0.066,0.066,0.88,0.473,0.88
t_455,0.559,0.089,0.089,0.089,0.856,0.473,0.856
t_456,0.507,0.06,0.06,0.06,0.821,0.441,0.821
t_457,0.453,0.039,0.039,0.039,0.781,0.41,0.781
t_458,0.405,0.036,0.036,0.036,0.739,0.388,0.739
t_459,0.35,0.018,0.018,0.018,0.752,0.385,0.752
t_460,0.296,0.005,0.005,0.005,0.722,0.364,0.722
t_461,0.267,0.003,0.003,0.003,0.725,0.364,0.725
t_462,0.245,0.003,0.003,0.003,0.725,0.364,0.725
t_463,0.205,0.003,0.003,0.003,0.738,0.371,0.738
t_464,0.145,0.004,0.004,0.004,0.735,0.37,0.735
t_465,0.069,0.013,0.013,0.013,0.693,0.353,0.693
t_466,0.025,0.012,0.012,0.012,0.612,0.312,0.612
t_467,0.009,0.008,0.008,0.008,0.56,0.284,0.56
t_468,0.003,0.01,0.01,0.01,0.587,0.299,0.587
t_469,0.001,0.007,0.007,0.007,0.564,0.286,0.564
t_470,0.0,0.008,0.008,0.008,0.499,0.254,0.499
t_471,0.0,0.007,0.007,0.007,0.435,0.221,0.435
t_472,0.0,0.014,0.014,0.014,0.414,0.214,0.414
t_473,0.0,0.024,0.024,0.024,0.419,0.222,0.419
t_474,0.001,0.026,0.026,0.026,0.444,0.235,0.444
t_475,0.002,0.024,0.024,0.024,0.459,0.242,0.459
t_476,0.004,0.026,0.026,0.026,0.476,0.251,0.476
t_477,0.007,0.079,0.079,0.079,0.519,0.299,0.519
t_478,0.013,0.131,0.131,0.131,0.535,0.333,0.535
t_479,0.021,0.206,0.206,0.206,0.546,0.376,0.546
t_480,0.035,0.299,0.299,0.299,0.535,0.417,0.535
t_481,0.042,0.219,0.219,0.219,0.513,0.366,0.513
t_482,0.044,0.265,0.265,0.265,0.485,0.375,0.485
t_483,0.035,0.287,0.287,0.287,0.433,0.36,0.433
t_484,0.023,0.272,0.272,0.272,0.446,0.359,0.446
t_485,0.021,0.247,0.247,0.247,0.469,0.358,0.469
t_486,0.017,0.225,0.225,0.225,0.512,0.369,0.512
t_487,0.019,0.219,0.219,0.219,0.549,0.384,0.549
t_488,0.019,0.419,0.419,0.419,0.525,0.472,0.525
t_489,0.013,0.414,0.414,0.414,0.47,0.442,0.47
t_490,0.004,0.193,0.193,0.193,0.394,0.294,0.394
t_491,0.001,0.204,0.204,0.204,0.353,0.279,0.353
t_492,0.001,0.279,0.279,0.279,0.4,0.34,0.4
t_493,0.004,0.351,0.351,0.351,0.457,0.404,0.457
t_494,0.012,0.403,0.403,0.403,0.464,0.434,0.464
t_495,0.021,0.465,0.465,0.465,0.5,0.483,0.5
t_496,0.053,0.573,0.573,0.573,0.609,0.591,0.609
t_497,0.132,0.68,0.68,0.68,0.718,0.699,0.718
t_498,0.185,0.784,0.784,0.784,0.774,0.779,0.774
t_499,0.211,0.881,0.881,0.881,0.803,0.842,0.803
t_500,0.205,0.931,0.931,0.931,0.841,0.886,0.841
t_501,0.235,0.961,0.961,0.961,0.867,0.914,0.867
t_502,0.498,0.978,0.978,0.978,0.916,0.947,0.916
t_503,0.653,0.977,0.977,0.977,0.957,0.967,0.957
t_504,0.656,0.978,0.978,0.978,0.973,0.976,0.973
t_505,0.629,0.97,0.97,0.97,0.984,0.977,0.984
t_506,0.611,0.97,0.97,0.97,0.989,0.98,0.989
t_507,0.611,0.981,0.981,0.981,0.984,0.983,0.984
t_508,0.644,0.993,0.993,0.993,0.975,0.984,0.975
t_509,0.728,0.996,0.996,0.996,0.974,0.985,0.974
t_510,0.8,0.997,0.997,0.997,0.979,0.988,0.979
t_511,0.851,0.988,0.988,0.988,0.984,0.986,0.984
t_512,0.88,0.999,0.999,0.999,0.981,0.99,0.981
t_513,0.896,0.978,0.978,0.978,0.97,0.974,0.97
t_514,0.903,0.962,0.962,0.962,0.957,0.96,0.957
t_515,0.956,0.975,0.975,0.975,0.952,0.964,0.952
t_516,0.98,0.946,0.946,0.946,0.965,0.956,0.965
t_517,0.985,0.828,0.828,0.828,0.963,0.896,0.963
t_518,0.985,0.777,0.777,0.777,0.87,0.824,0.87
t_519,0.973,0.674,0.674,0.674,0.621,0.648,0.621
t_520,0.945,0.482,0.482,0.482,0.464,0.473,0.464
t_521,0.94,0.345,0.345,0.345,0.435,0.39,0.435
t_522,0.94,0.226,0.226,0.226,0.396,0.311,0.396
t_523,0.937,0.051,0.051,0.051,0.317,0.184,0.317
t_524,0.924,0.012,0.012,0.012,0.235,0.124,0.235
t_525,0.893,0.009,0.009,0.009,0.207,0.108,0.207
t_526,0.879,0.012,0.012,0.012,0.229,0.121,0.229
t_527,0.854,0.02,0.02,0.02,0.229,0.125,0.229
t_528,0.816,0.057,0.057,0.057,0.205,0.131,0.205
t_529,0.771,0.101,0.101,0.101,0.168,0.135,0.168
t_530,0.727,0.151,0.151,0.151,0.129,0.14,0.129
t_531,0.695,0.234,0.234,0.234,0.097,0.166,0.097
t_532,0.695,0.224,0.224,0.224,0.059,0.142,0.059
t_533,0.709,0.208,0.208,0.208,0.04,0.124,0.04
t_534,0.719,0.16,0.16,0.16,0.031,0.096,0.031
t_535,0.729,0.112,0.112,0.112,0.024,0.068,0.024
t_536,0.711,0.096,0.096,0.096,0.02,0.058,0.02
t_537,0.62,0.061,0.061,0.061,0.007,0.034,0.007
t_538,0.557,0.016,0.016,0.016,0.003,0.01,0.003
t_539,0.548,0.002,0.002,0.002,0.001,0.002,0.001
t_540,0.466,0.003,0.003,0.003,0.0,0.002,0.0
t_541,0.381,0.0,0.0,0.0,0.0,0.0,0.0
t_542,0.297,0.0,0.0,0.0,0.0,0.0,0.0
t_543,0.226,0.0,0.0,0.0,0.0,0.0,0.0
t_544,0.198,0.0,0.0,0.0,0.002,0.001,0.002
t_545,0.231,0.005,0.005,0.005,0.01,0.008,0.01
t_546,0.221,0.013,0.013,0.013,0.031,0.022,0.031
t_547,0.247,0.019,0.019,0.019,0.065,0.042,0.065
t_548,0.155,0.039,0.039,0.039,0.089,0.064,0.089
t_549,0.172,0.055,0.055,0.055,0.108,0.082,0.108
t_550,0.091,0.033,0.033,0.033,0.1,0.067,0.1
t_551,0.033,0.014,0.014,0.014,0.084,0.049,0.084
t_552,0.04,0.012,0.012,0.012,0.099,0.056,0.099
t_553,0.024,0.021,0.021,0.021,0.081,0.051,0.081
t_554,0.016,0.026,0.026,0.026,0.067,0.047,0.067
t_555,0.01,0.019,0.019,0.019,0.051,0.035,0.051
t_556,0.005,0.016,0.016,0.016,0.039,0.028,0.039
t_557,0.002,0.011,0.011,0.011,0.035,0.023,0.035
t_558,0.002,0.011,0.011,0.011,0.038,0.025,0.038
t_559,0.004,0.013,0.013,0.013,0.021,0.017,0.021
t_560,0.011,0.013,0.013,0.013,0.021,0.017,0.021
t_561,0.021,0.009,0.009,0.009,0.009,0.009,0.009
t_562,0.034,0.002,0.002,0.002,0.001,0.002,0.001
t_563,0.106,0.001,0.001,0.001,0.0,0.001,0.0
t_564,0.187,0.0,0.0,0.0,0.0,0.0,0.0
t_565,0.3,0.001,0.001,0.001,0.0,0.001,0.0
t_566,0.204,0.005,0.005,0.005,0.0,0.003,0.0
t_567,0.075,0.007,0.007,0.007,0.0,0.004,0.0
t_568,0.022,0.014,0.014,0.014,0.006,0.01,0.006
t_569,0.008,0.024,0.024,0.024,0.028,0.026,0.028
t_570,0.015,0.033,0.033,0.033,0.074,0.054,0.074
t_571,0.046,0.036,0.036,0.036,0.182,0.109,0.182
t_572,0.084,0.042,0.042,0.042,0.303,0.173,0.303
t_573,0.14,0.044,0.044,0.044,0.398,0.221,0.398
t_574,0.279,0.02,0.02,0.02,0.485,0.253,0.485
t_575,0.455,0.015,0.015,0.015,0.507,0.261,0.507
t_576,0.618,0.007,0.007,0.007,0.468,0.238,0.468
t_577,0.75,0.008,0.008,0.008,0.384,0.196,0.384
t_578,0.841,0.014,0.014,0.014,0.299,0.157,0.299
t_579,0.875,0.03,0.03,0.03,0.196,0.113,0.196
t_580,0.877,0.047,0.047,0.047,0.102,0.075,0.102
t_581,0.886,0.078,0.078,0.078,0.039,0.059,0.039
t_582,0.895,0.087,0.087,0.087,0.016,0.052,0.016
t_583,0.895,0.109,0.109,0.109,0.008,0.059,0.008
t_584,0.88,0.104,0.104,0.104,0.005,0.055,0.005
t_585,0.861,0.06,0.06,0.06,0.003,0.032,0.003
t_586,0.843,0.039,0.039,0.039,0.002,0.021,0.002
t_587,0.861,0.027,0.027,0.027,0.002,0.015,0.002
t_588,0.88,0.034,0.034,0.034,0.001,0.018,0.001
t_589,0.889,0.045,0.045,0.045,0.001,0.023,0.001
t_590,0.878,0.042,0.042,0.042,0.001,0.022,0.001
t_591,0.855,0.041,0.041,0.041,0.003,0.022,0.003
t_592,0.819,0.05,0.05,0.05,0.02,0.035,0.02
t_593,0.783,0.07,0.07,0.07,0.07,0.07,0.07
t_594,0.69,0.077,0.077,0.077,0.126,0.102,0.126
t_595,0.547,0.065,0.065,0.065,0.181,0.123,0.181
t_596,0.411,0.016,0.016,0.016,0.232,0.124,0.232
t_597,0.321,0.0,0.0,0.0,0.286,0.143,0.286
t_598,0.3,0.0,0.0,0.0,0.323,0.162,0.323
t_599,0.292,0.0,0.0,0.0,0.331,0.166,0.331
t_600,0.297,0.0,0.0,0.0,0.362,0.181,0.362
t_601,0.316,0.0,0.0,0.0,0.358,0.179,0.358
t_602,0.336,0.002,0.002,0.002,0.337,0.17,0.337
t_603,0.345,0.005,0.005,0.005,0.315,0.16,0.315
t_604,0.333,0.005,0.005,0.005,0.3,0.153,0.3
t_605,0.331,0.004,0.004,0.004,0.293,0.149,0.293
t_606,0.339,0.004,0.004,0.004,0.315,0.16,0.315
t_607,0.343,0.005,0.005,0.005,0.376,0.191,0.376
t_608,0.332,0.007,0.007,0.007,0.419,0.213,0.419
t_609,0.255,0.007,0.007,0.007,0.401,0.204,0.401
t_610,0.198,0.005,0.005,0.005,0.395,0.2,0.395
t_611,0.154,0.0,0.0,0.0,0.391,0.196,0.391
t_612,0.111,0.0,0.0,0.0,0.416,0.208,0.416
t_613,0.123,0.0,0.0,0.0,0.457,0.229,0.457
t_614,0.16,0.0,0.0,0.0,0.482,0.241,0.482
t_615,0.201,0.0,0.0,0.0,0.525,0.263,0.525
t_616,0.217,0.005,0.005,0.005,0.674,0.34,0.674
t_617,0.235,0.025,0.025,0.025,0.808,0.417,0.808
t_618,0.186,0.061,0.061,0.061,0.821,0.441,0.821
t_619,0.105,0.027,0.027,0.027,0.821,0.424,0.821
t_620,0.057,0.01,0.01,0.01,0.803,0.407,0.803
t_621,0.053,0.003,0.003,0.003,0.806,0.405,0.806
t_622,0.083,0.0,0.0,0.0,0.827,0.414,0.827
t_623,0.085,0.002,0.002,0.002,0.835,0.419,0.835
t_624,0.073,0.001,0.001,0.001,0.826,0.414,0.826
t_625,0.105,0.001,0.001,0.001,0.804,0.403,0.804
t_626,0.214,0.003,0.003,0.003,0.814,0.409,0.814
t_627,0.289,0.007,0.007,0.007,0.844,0.426,0.844
t_628,0.255,0.011,0.011,0.011,0.909,0.46,0.909
t_629,0.237,0.019,0.019,0.019,0.959,0.489,0.959
t_630,0.23,0.034,0.034,0.034,0.972,0.503,0.972
t_631,0.24,0.029,0.029,0.029,0.982,0.506,0.982
t_632,0.263,0.032,0.032,0.032,0.989,0.511,0.989
t_633,0.222,0.056,0.056,0.056,0.992,0.524,0.992
t_634,0.181,0.058,0.058,0.058,0.99,0.524,0.99
t_635,0.184,0.054,0.054,0.054,0.989,0.522,0.989
t_636,0.239,0.047,0.047,0.047,0.986,0.517,0.986
t_637,0.352,0.033,0.033,0.033,0.982,0.508,0.982
t_638,0.468,0.022,0.022,0.022,0.978,0.5,0.978
t_639,0.573,0.019,0.019,0.019,0.973,0.496,0.973
t_640,0.677,0.018,0.018,0.018,0.964,0.491,0.964
t_641,0.758,0.014,0.014,0.014,0.938,0.476,0.938
t_642,0.795,0.01,0.01,0.01,0.887,0.449,0.887
t_643,0.812,0.006,0.006,0.006,0.826,0.416,0.826
t_644,0.83,0.003,0.003,0.003,0.77,0.387,0.77
t_645,0.85,0.001,0.001,0.001,0.713,0.357,0.713
t_646,0.877,0.001,0.001,0.001,0.679,0.34,0.679
t_647,0.893,0.001,0.001,0.001,0.629,0.315,0.629
t_648,0.899,0.0,0.0,0.0,0.56,0.28,0.56
t_649,0.906,0.0,0.0,0.0,0.473,0.237,0.473
t_650,0.909,0.0,0.0,0.0,0.392,0.196,0.392
t_651,0.905,0.001,0.001,0.001,0.318,0.16,0.318
t_652,0.894,0.003,0.003,0.003,0.23,0.117,0.23
t_653,0.883,0.005,0.005,0.005,0.16,0.083,0.16
t_654,0.873,0.007,0.007,0.007,0.108,0.058,0.108
t_655,0.86,0.01,0.01,0.01,0.069,0.04,0.069
t_656,0.824,0.011,0.011,0.011,0.039,0.025,0.039
t_657,0.728,0.012,0.012,0.012,0.013,0.013,0.013
t_658,0.61,0.003,0.003,0.003,0.004,0.004,0.004
t_659,0.538,0.0,0.0,0.0,0.003,0.002,0.003
t_660,0.47,0.0,0.0,0.0,0.002,0.001,0.002
t_661,0.451,0.0,0.0,0.0,0.001,0.001,0.001
t_662,0.415,0.001,0.001,0.001,0.0,0.001,0.0
t_663,0.377,0.002,0.002,0.002,0.0,0.001,0.0
t_664,0.387,0.004,0.004,0.004,0.0,0.002,0.0
t_665,0.411,0.006,0.006,0.006,0.0,0.003,0.0
t_666,0.376,0.006,0.006,0.006,0.001,0.004,0.001
t_667,0.306,0.008,0.008,0.008,0.002,0.005,0.002
t_668,0.246,0.007,0.007,0.007,0.001,0.004,0.001
t_669,0.208,0.005,0.005,0.005,0.0,0.003,0.0
t_670,0.181,0.002,0.002,0.002,0.0,0.001,0.0
t_671,0.152,0.002,0.002,0.002,0.0,0.001,0.0
t_672,0.113,0.003,0.003,0.003,0.0,0.002,0.0
t_673,0.072,0.003,0.003,0.003,0.0,0.002,0.0
t_674,0.038,0.002,0.002,0.002,0.0,0.001,0.0
t_675,0.063,0.001,0.001,0.001,0.0,0.001,0.0
t_676,0.019,0.0,0.0,0.0,0.0,0.0,0.0
t_677,0.006,0.0,0.0,0.0,0.0,0.0,0.0
t_678,0.003,0.0,0.0,0.0,0.0,0.0,0.0
t_679,0.002,0.0,0.0,0.0,0.0,0.0,0.0
t_680,0.001,0.006,0.006,0.006,0.0,0.003,0.0
t_681,0.001,0.017,0.017,0.017,0.0,0.009,0.0
t_682,0.001,0.007,0.007,0.007,0.0,0.004,0.0
t_683,0.021,0.0,0.0,0.0,0.0,0.0,0.0
t_684,0.115,0.0,0.0,0.0,0.0,0.0,0.0
t_685,0.167,0.0,0.0,0.0,0.0,0.0,0.0
t_686,0.144,0.0,0.0,0.0,0.0,0.0,0.0
t_687,0.094,0.001,0.001,0.001,0.001,0.001,0.001
t_688,0.069,0.013,0.013,0.013,0.015,0.014,0.015
t_689,0.093,0.027,0.027,0.027,0.05,0.039,0.05
t_690,0.1,0.031,0.031,0.031,0.075,0.053,0.075
t_691,0.086,0.038,0.038,0.038,0.064,0.051,0.064
t_692,0.081,0.056,0.056,0.056,0.025,0.041,0.025
t_693,0.098,0.085,0.085,0.085,0.017,0.051,0.017
t_694,0.114,0.06,0.06,0.06,0.012,0.036,0.012
t_695,0.101,0.089,0.089,0.089,0.007,0.048,0.007
t_696,0.078,0.12,0.12,0.12,0.006,0.063,0.006
t_697,0.032,0.138,0.138,0.138,0.006,0.072,0.006
t_698,0.014,0.136,0.136,0.136,0.012,0.074,0.012
t_699,0.009,0.132,0.132,0.132,0.024,0.078,0.024
t_700,0.011,0.122,0.122,0.122,0.052,0.087,0.052
t_701,0.021,0.102,0.102,0.102,0.068,0.085,0.068
t_702,0.032,0.087,0.087,0.087,0.087,0.087,0.087
t_703,0.045,0.087,0.087,0.087,0.106,0.097,0.106
t_704,0.055,0.086,0.086,0.086,0.126,0.106,0.126
t_705,0.046,0.053,0.053,0.053,0.131,0.092,0.131
t_706,0.042,0.032,0.032,0.032,0.135,0.084,0.135
t_707,0.036,0.044,0.044,0.044,0.149,0.097,0.149
t_708,0.045,0.09,0.09,0.09,0.171,0.131,0.171
t_709,0.084,0.161,0.161,0.161,0.184,0.173,0.184
t_710,0.15,0.201,0.201,0.201,0.223,0.212,0.223
t_711,0.206,0.179,0.179,0.179,0.276,0.228,0.276
t_712,0.223,0.132,0.132,0.132,0.34,0.236,0.34
t_713,0.271,0.131,0.131,0.131,0.369,0.25,0.369
t_714,0.329,0.1,0.1,0.1,0.373,0.237,0.373
t_715,0.369,0.071,0.071,0.071,0.379,0.225,0.379
t_716,0.409,0.04,0.04,0.04,0.37,0.205,0.37
t_717,0.44,0.014,0.014,0.014,0.348,0.181,0.348
t_718,0.414,0.002,0.002,0.002,0.314,0.158,0.314
t_719,0.352,0.0,0.0,0.0,0.253,0.127,0.253
t_720,0.338,0.0,0.0,0.0,0.191,0.096,0.191
t_721,0.387,0.0,0.0,0.0,0.139,0.07,0.139
t_722,0.449,0.001,0.001,0.001,0.104,0.053,0.104
t_723,0.505,0.0,0.0,0.0,0.067,0.034,0.067
t_724,0.57,0.0,0.0,0.0,0.032,0.016,0.032
t_725,0.611,0.0,0.0,0.0,0.012,0.006,0.012
t_726,0.597,0.0,0.0,0.0,0.003,0.002,0.003
t_727,0.531,0.0,0.0,0.0,0.0,0.0,0.0
t_728,0.425,0.0,0.0,0.0,0.0,0.0,0.0
t_729,0.299,0.001,0.001,0.001,0.0,0.001,0.0
t_730,0.289,0.005,0.005,0.005,0.0,0.003,0.0
t_731,0.243,0.005,0.005,0.005,0.0,0.003,0.0
t_732,0.195,0.016,0.016,0.016,0.002,0.009,0.002
t_733,0.152,0.044,0.044,0.044,0.008,0.026,0.008
t_734,0.154,0.097,0.097,0.097,0.013,0.055,0.013
t_735,0.114,0.144,0.144,0.144,0.014,0.079,0.014
t_736,0.034,0.137,0.137,0.137,0.017,0.077,0.017
t_737,0.018,0.214,0.214,0.214,0.025,0.12,0.025
t_738,0.019,0.324,0.324,0.324,0.064,0.194,0.064
t_739,0.016,0.681,0.681,0.681,0.134,0.408,0.134
t_740,0.016,0.853,0.853,0.853,0.234,0.544,0.234
t_741,0.02,0.894,0.894,0.894,0.334,0.614,0.334
t_742,0.04,0.914,0.914,0.914,0.43,0.672,0.43
t_743,0.061,0.954,0.954,0.954,0.491,0.723,0.491
t_744,0.075,0.971,0.971,0.971,0.563,0.767,0.563
t_745,0.081,0.981,0.981,0.981,0.622,0.802,0.622
t_746,0.087,0.995,0.995,0.995,0.679,0.837,0.679
t_747,0.117,0.995,0.995,0.995,0.719,0.857,0.719
t_748,0.138,0.995,0.995,0.995,0.761,0.878,0.761
t_749,0.154,0.995,0.995,0.995,0.8,0.898,0.8
t_750,0.164,0.995,0.995,0.995,0.846,0.921,0.846
t_751,0.181,0.995,0.995,0.995,0.869,0.932,0.869
t_752,0.236,0.995,0.995,0.995,0.878,0.937,0.878
t_753,0.223,0.995,0.995,0.995,0.874,0.935,0.874
t_754,0.273,0.995,0.995,0.995,0.862,0.929,0.862
t_755,0.455,0.995,0.995,0.995,0.828,0.912,0.828
t_756,0.586,0.995,0.995,0.995,0.789,0.892,0.789
t_757,0.623,0.995,0.995,0.995,0.748,0.872,0.748
t_758,0.628,0.995,0.995,0.995,0.736,0.866,0.736
t_759,0.572,0.995,0.995,0.995,0.778,0.887,0.778
t_760,0.565,0.995,0.995,0.995,0.827,0.911,0.827
t_761,0.56,0.995,0.995,0.995,0.857,0.926,0.857
t_762,0.591,0.987,0.987,0.987,0.882,0.935,0.882
t_763,0.566,0.994,0.994,0.994,0.912,0.953,0.912
t_764,0.518,0.995,0.995,0.995,0.932,0.964,0.932
t_765,0.496,0.995,0.995,0.995,0.914,0.955,0.914
t_766,0.506,0.974,0.974,0.974,0.81,0.892,0.81
t_767,0.501,0.924,0.924,0.924,0.656,0.79,0.656
t_768,0.467,0.863,0.863,0.863,0.531,0.697,0.531
t_769,0.342,0.737,0.737,0.737,0.356,0.547,0.356
t_770,0.253,0.556,0.556,0.556,0.24,0.398,0.24
t_771,0.101,0.522,0.522,0.522,0.172,0.347,0.172
t_772,0.068,0.336,0.336,0.336,0.141,0.239,0.141
t_773,0.141,0.206,0.206,0.206,0.16,0.183,0.16
t_774,0.316,0.125,0.125,0.125,0.19,0.158,0.19
t_775,0.432,0.071,0.071,0.071,0.23,0.151,0.23
t_776,0.492,0.051,0.051,0.051,0.278,0.165,0.278
t_777,0.472,0.029,0.029,0.029,0.336,0.183,0.336
t_778,0.579,0.129,0.129,0.129,0.487,0.308,0.487
t_779,0.687,0.143,0.143,0.143,0.573,0.358,0.573
t_780,0.749,0.119,0.119,0.119,0.633,0.376,0.633
t_781,0.784,0.063,0.063,0.063,0.628,0.346,0.628
t_782,0.787,0.049,0.049,0.049,0.555,0.302,0.555
t_783,0.755,0.008,0.008,0.008,0.427,0.218,0.427
t_784,0.653,0.001,0.001,0.001,0.242,0.122,0.242
t_785,0.623,0.0,0.0,0.0,0.166,0.083,0.166
t_786,0.611,0.0,0.0,0.0,0.118,0.059,0.118
t_787,0.558,0.006,0.006,0.006,0.082,0.044,0.082
t_788,0.47,0.03,0.03,0.03,0.047,0.039,0.047
t_789,0.343,0.101,0.101,0.101,0.015,0.058,0.015
t_790,0.257,0.156,0.156,0.156,0.003,0.08,0.003
t_791,0.181,0.184,0.184,0.184,0.0,0.092,0.0
t_792,0.231,0.193,0.193,0.193,0.0,0.097,0.0
t_793,0.168,0.215,0.215,0.215,0.0,0.108,0.0
t_794,0.071,0.239,0.239,0.239,0.005,0.122,0.005
t_795,0.022,0.264,0.264,0.264,0.022,0.143,0.022
t_796,0.014,0.286,0.286,0.286,0.072,0.179,0.072
t_797,0.046,0.356,0.356,0.356,0.133,0.245,0.133
t_798,0.109,0.664,0.664,0.664,0.174,0.419,0.174
t_799,0.235,0.753,0.753,0.753,0.21,0.482,0.21
t_800,0.35,0.795,0.795,0.795,0.164,0.48,0.164
t_801,0.448,0.748,0.748,0.748,0.106,0.427,0.106
t_802,0.583,0.622,0.622,0.622,0.09,0.356,0.09
t_803,0.732,0.579,0.579,0.579,0.064,0.322,0.064
t_804,0.925,0.583,0.583,0.583,0.043,0.313,0.043
t_805,0.946,0.609,0.609,0.609,0.033,0.321,0.033
t_806,0.948,0.652,0.652,0.652,0.023,0.338,0.023
t_807,0.939,0.678,0.678,0.678,0.022,0.35,0.022
t_808,0.941,0.706,0.706,0.706,0.044,0.375,0.044
t_809,0.936,0.767,0.767,0.767,0.082,0.425,0.082
t_810,0.952,0.802,0.802,0.802,0.118,0.46,0.118
t_811,0.965,0.875,0.875,0.875,0.132,0.504,0.132
t_812,0.974,0.941,0.941,0.941,0.173,0.557,0.173
t_813,0.981,0.973,0.973,0.973,0.215,0.594,0.215
t_814,0.986,0.993,0.993,0.993,0.289,0.641,0.289
t_815,0.99,0.981,0.981,0.981,0.358,0.67,0.358
t_816,0.988,0.839,0.839,0.839,0.397,0.618,0.397
t_817,0.992,0.495,0.495,0.495,0.42,0.458,0.42
t_818,0.982,0.484,0.484,0.484,0.432,0.458,0.432
t_819,0.973,0.448,0.448,0.448,0.436,0.442,0.436
t_820,0.949,0.401,0.401,0.401,0.403,0.402,0.403
t_821,0.919,0.484,0.484,0.484,0.368,0.426,0.368
t_822,0.871,0.691,0.691,0.691,0.351,0.521,0.351
t_823,0.735,0.978,0.978,0.978,0.357,0.668,0.357
t_824,0.578,0.965,0.965,0.965,0.366,0.666,0.366
t_825,0.292,0.944,0.944,0.944,0.326,0.635,0.326
t_826,0.094,0.87,0.87,0.87,0.295,0.583,0.295
t_827,0.075,0.748,0.748,0.748,0.281,0.515,0.281
t_828,0.069,0.6,0.6,0.6,0.266,0.433,0.266
t_829,0.09,0.444,0.444,0.444,0.209,0.327,0.209
t_830,0.149,0.258,0.258,0.258,0.168,0.213,0.168
t_831,0.226,0.174,0.174,0.174,0.103,0.139,0.103
t_832,0.248,0.176,0.176,0.176,0.107,0.142,0.107
t_833,0.325,0.118,0.118,0.118,0.111,0.115,0.111
t_834,0.48,0.149,0.149,0.149,0.099,0.124,0.099
t_835,0.552,0.227,0.227,0.227,0.084,0.156,0.084
t_836,0.583,0.408,0.408,0.408,0.08,0.244,0.08
t_837,0.527,0.36,0.36,0.36,0.082,0.221,0.082
t_838,0.407,0.173,0.173,0.173,0.086,0.13,0.086
t_839,0.279,0.029,0.029,0.029,0.09,0.06,0.09
t_840,0.236,0.02,0.02,0.02,0.089,0.055,0.089
t_841,0.181,0.036,0.036,0.036,0.071,0.054,0.071
t_842,0.123,0.049,0.049,0.049,0.059,0.054,0.059
t_843,0.082,0.104,0.104,0.104,0.084,0.094,0.084
t_844,0.055,0.152,0.152,0.152,0.125,0.139,0.125
t_845,0.032,0.237,0.237,0.237,0.126,0.182,0.126
t_846,0.074,0.537,0.537,0.537,0.091,0.314,0.091
t_847,0.038,0.635,0.635,0.635,0.055,0.345,0.055
t_848,0.016,0.684,0.684,0.684,0.045,0.365,0.045
t_849,0.004,0.491,0.491,0.491,0.03,0.261,0.03
t_850,0.001,0.47,0.47,0.47,0.02,0.245,0.02
t_851,0.006,0.508,0.508,0.508,0.037,0.273,0.037
t_852,0.013,0.588,0.588,0.588,0.067,0.328,0.067
t_853,0.018,0.685,0.685,0.685,0.085,0.385,0.085
t_854,0.02,0.768,0.768,0.768,0.087,0.428,0.087
t_855,0.011,0.852,0.852,0.852,0.108,0.48,0.108
t_856,0.006,0.902,0.902,0.902,0.158,0.53,0.158
t_857,0.01,0.945,0.945,0.945,0.268,0.607,0.268
t_858,0.013,0.963,0.963,0.963,0.381,0.672,0.381
t_859,0.015,0.969,0.969,0.969,0.489,0.729,0.489
t_860,0.017,0.966,0.966,0.966,0.594,0.78,0.594
t_861,0.019,0.961,0.961,0.961,0.705,0.833,0.705
t_862,0.021,0.962,0.962,0.962,0.747,0.855,0.747
t_863,0.025,0.968,0.968,0.968,0.756,0.862,0.756
t_864,0.029,0.974,0.974,0.974,0.759,0.867,0.759
t_865,0.038,0.98,0.98,0.98,0.767,0.874,0.767
t_866,0.052,0.981,0.981,0.981,0.787,0.884,0.787
t_867,0.063,0.995,0.995,0.995,0.813,0.904,0.813
t_868,0.087,0.995,0.995,0.995,0.806,0.901,0.806
t_869,0.103,0.995,0.995,0.995,0.835,0.915,0.835
