scenario,zone,tech,weather_year,2030,2035,2040,2050,Unnamed: 8,Unnamed: 9
DistributedEnergy,SI00,dsr,2008,,28.5763,57.1526,114.8269,,
DistributedEnergy,SI00,dsr,2009,,54.4984,108.9968,193.1861,,
GlobalAmbition,SI00,dsr,1995,,10.0389,20.0777,102.2834,,
GlobalAmbition,SI00,dsr,2008,,0.54,1.08,28.1746,,
GlobalAmbition,SI00,dsr,2009,,4.6505,9.3009,58.5341,,
DistributedEnergy,SI00,gas,1995,546.4873,1415.2472,2284.0071,2314.9132,,
DistributedEnergy,SI00,gas,2008,485.4315,1267.6587,2049.8859,2010.4083,,
DistributedEnergy,SI00,gas,2009,574.6246,1381.1471,2187.6695,2194.0919,,
GlobalAmbition,SI00,gas,1995,430.9887,1185.9594,1940.9301,2011.5313,,
GlobalAmbition,SI00,gas,2008,375.1626,1136.7569,1898.3512,1932.9257,,
GlobalAmbition,SI00,gas,2009,448.6939,1206.2793,1963.8646,2002.7063,,
DistributedEnergy,SI00,hardcoal,1995,3879.8681,1939.9341,,,,
DistributedEnergy,SI00,hardcoal,2008,3886.5258,1943.2629,,,,
DistributedEnergy,SI00,hardcoal,2009,3882.4091,1941.2046,,,,
GlobalAmbition,SI00,hardcoal,1995,3876.488,1938.244,,,,
GlobalAmbition,SI00,hardcoal,2008,3880.8,1940.4,,,,
GlobalAmbition,SI00,hardcoal,2009,3880.8,1940.4,,,,
DistributedEnergy,SI00,nuclear,1995,5643.3518,5310.7433,4978.1348,,,
DistributedEnergy,SI00,nuclear,2008,5671.4174,5451.0348,5230.6522,,,
DistributedEnergy,SI00,nuclear,2009,5666.8567,5412.5505,5158.2442,,,
GlobalAmbition,SI00,nuclear,1995,14756.2728,14479.5442,14202.8155,14674.1497,,
GlobalAmbition,SI00,nuclear,2008,14794.3279,14624.4064,14454.4849,14693.2791,,
GlobalAmbition,SI00,nuclear,2009,14734.5109,14517.2341,14299.9573,14658.6272,,
DistributedEnergy,SI00,pvrf,1995,2590.9742,4909.8715,7228.7687,9306.3704,,
DistributedEnergy,SI00,pvrf,2008,2568.2533,4879.4097,7190.5661,9243.8862,,
DistributedEnergy,SI00,pvrf,2009,2593.1008,4918.293,7243.4852,9324.4861,,
GlobalAmbition,SI00,pvrf,1995,2271.9151,3757.2028,5242.4905,6223.4703,,
GlobalAmbition,SI00,pvrf,2008,2252.2201,3731.0844,5209.9486,6197.5702,,
GlobalAmbition,SI00,pvrf,2009,2273.6436,3760.4361,5247.2286,6240.852,,
DistributedEnergy,SI00,windof,1995,,,,102.9664,,
DistributedEnergy,SI00,windof,2008,,,,115.5983,,
DistributedEnergy,SI00,windof,2009,,,,119.7374,,
DistributedEnergy,SI00,windon,1995,185.2607,365.1597,545.0587,670.3859,,
DistributedEnergy,SI00,windon,2008,183.7368,366.861,549.9852,677.0751,,
DistributedEnergy,SI00,windon,2009,182.394,366.4207,550.4475,669.3114,,
GlobalAmbition,SI00,windon,1995,185.2607,273.931,362.6013,398.8614,,
GlobalAmbition,SI00,windon,2008,183.7368,272.2002,360.6637,396.73,,
GlobalAmbition,SI00,windon,2009,182.394,270.3382,358.2825,394.1108,,
DistributedEnergy,SK00,Biofuels,1995,1730.8222,1639.6954,1548.5686,1449.7403,,
DistributedEnergy,SK00,Biofuels,2008,1819.7733,1738.8586,1657.9439,1570.7404,,
DistributedEnergy,SK00,Biofuels,2009,1788.0976,1742.9705,1697.8433,1677.801,,
GlobalAmbition,SK00,Biofuels,1995,1701.1273,1585.7286,1470.3299,1563.4737,,
GlobalAmbition,SK00,Biofuels,2008,1755.5799,1647.6403,1539.7008,1623.089,,
GlobalAmbition,SK00,Biofuels,2009,1718.0419,1645.8681,1573.6944,1669.8372,,
DistributedEnergy,SK00,battery,1995,1865.5534,2683.9847,3502.4159,3887.4047,,
DistributedEnergy,SK00,battery,2008,1877.1537,2728.6582,3580.1627,3878.5309,,
DistributedEnergy,SK00,battery,2009,1887.0184,2671.5352,3456.0521,3834.5995,,
GlobalAmbition,SK00,battery,1995,452.23,971.2144,1490.1988,1661.4209,,
GlobalAmbition,SK00,battery,2008,451.3874,975.4413,1499.4952,1646.6277,,
GlobalAmbition,SK00,battery,2009,446.4818,966.691,1486.9001,1652.8474,,
DistributedEnergy,SK00,biomass,1995,2500.0269,2674.1946,2848.3624,2840.0194,,
DistributedEnergy,SK00,biomass,2008,2500.0269,2674.1946,2848.3624,2840.0194,,
DistributedEnergy,SK00,biomass,2009,2500.0269,2674.1946,2848.3624,2840.0194,,
GlobalAmbition,SK00,biomass,1995,2500.0269,2674.1946,2848.3624,2848.2857,,
GlobalAmbition,SK00,biomass,2008,2500.0269,2674.1946,2848.3624,2848.2857,,
GlobalAmbition,SK00,biomass,2009,2500.0269,2674.1946,2848.3624,2848.2857,,
DistributedEnergy,SK00,gas,1995,1279.5427,1758.5331,2237.5234,3545.177,,
DistributedEnergy,SK00,gas,2008,1045.8983,1463.5362,1881.1741,1752.1356,,
DistributedEnergy,SK00,gas,2009,1512.4494,1975.7982,2439.1471,3265.5361,,
GlobalAmbition,SK00,gas,1995,1170.9151,1182.9369,1194.9587,1401.0113,,
GlobalAmbition,SK00,gas,2008,934.2867,954.7622,975.2377,1047.2317,,
GlobalAmbition,SK00,gas,2009,1184.9673,1173.2095,1161.4516,1313.9154,,
DistributedEnergy,SK00,hardcoal,1995,444.0237,222.0119,,,,
DistributedEnergy,SK00,hardcoal,2008,444.0237,222.0119,,,,
DistributedEnergy,SK00,hardcoal,2009,443.5284,221.7642,,,,
GlobalAmbition,SK00,hardcoal,1995,448.7706,224.3853,,,,
GlobalAmbition,SK00,hardcoal,2008,448.7706,224.3853,,,,
GlobalAmbition,SK00,hardcoal,2009,448.7706,224.3853,,,,
DistributedEnergy,SK00,nuclear,1995,21545.5485,20720.4961,19895.4436,9367.4462,,
DistributedEnergy,SK00,nuclear,2008,21891.2749,21539.9627,21188.6505,10232.0574,,
DistributedEnergy,SK00,nuclear,2009,21843.3239,21379.1246,20914.9254,10225.1965,,
GlobalAmbition,SK00,nuclear,1995,21813.8541,23313.5503,24813.2465,25412.4378,,
GlobalAmbition,SK00,nuclear,2008,21987.5739,23718.6506,25449.7273,25666.3874,,
GlobalAmbition,SK00,nuclear,2009,21884.2359,23539.0253,25193.8147,25441.4019,,
DistributedEnergy,SK00,oil,1995,16.2027,26.5676,36.9324,,,
DistributedEnergy,SK00,oil,2008,3.5729,10.4455,17.3182,,,
DistributedEnergy,SK00,oil,2009,11.944,25.1551,38.3663,,,
GlobalAmbition,SK00,oil,1995,5.7889,3.8592,1.9296,,,
GlobalAmbition,SK00,oil,2008,1.654,0.827,,,,
GlobalAmbition,SK00,oil,2009,7.4221,3.7111,,,,
DistributedEnergy,SK00,pvrf,1995,1353.1567,1446.5272,1539.8976,2680.9165,,
DistributedEnergy,SK00,pvrf,2008,1375.8225,1472.3817,1568.9409,2729.9308,,
DistributedEnergy,SK00,pvrf,2009,1410.6594,1507.661,1604.6627,2795.6528,,
GlobalAmbition,SK00,pvrf,1995,1052.2011,1116.2481,1180.2951,1354.8268,,
GlobalAmbition,SK00,pvrf,2008,1070.7863,1135.3432,1199.9,1376.6802,,
GlobalAmbition,SK00,pvrf,2009,1096.3689,1161.3659,1226.3629,1407.7329,,
DistributedEnergy,SK00,windon,1995,782.9633,897.1333,1011.3033,1289.4446,,
DistributedEnergy,SK00,windon,2008,808.9499,926.5868,1044.2237,1339.0192,,
DistributedEnergy,SK00,windon,2009,713.1553,817.2785,921.4018,1171.2585,,
GlobalAmbition,SK00,windon,1995,813.6425,813.2542,812.866,891.2936,,
GlobalAmbition,SK00,windon,2008,840.1336,839.5431,838.9526,920.389,,
GlobalAmbition,SK00,windon,2009,740.338,740.9623,741.5866,812.9059,,
DistributedEnergy,TR00,battery,1995,3836.1612,5963.8139,8091.4666,1427.0777,,
DistributedEnergy,TR00,battery,2008,3563.4314,5953.9768,8344.5222,2121.0627,,
DistributedEnergy,TR00,battery,2009,2874.5732,5506.8715,8139.1697,1749.317,,
GlobalAmbition,TR00,battery,1995,2105.1733,3289.8357,4474.4981,1221.3753,,
GlobalAmbition,TR00,battery,2008,1978.7972,3257.1235,4535.4498,1517.1805,,
GlobalAmbition,TR00,battery,2009,1636.596,3141.9769,4647.3577,1307.3622,,
DistributedEnergy,TR00,biomass,1995,21716.8938,24962.4366,28207.9793,28130.9113,,
DistributedEnergy,TR00,biomass,2008,21714.2333,24955.1549,28196.0766,28123.752,,
DistributedEnergy,TR00,biomass,2009,21712.7417,24944.5203,28176.2988,28121.3626,,
GlobalAmbition,TR00,biomass,1995,21716.8938,24956.4446,28195.9954,28207.8091,,
GlobalAmbition,TR00,biomass,2008,21700.538,24926.3757,28152.2134,28181.4208,,
GlobalAmbition,TR00,biomass,2009,21703.2391,24929.1947,28155.1503,28182.0902,,
DistributedEnergy,TR00,gas,1995,174470.6506,216267.6636,258064.6767,479363.8843,,
DistributedEnergy,TR00,gas,2008,173857.0059,215756.6326,257656.2594,473457.2236,,
DistributedEnergy,TR00,gas,2009,167439.2109,195318.3071,223197.4034,438573.0686,,
GlobalAmbition,TR00,gas,1995,176569.9306,218519.4094,260468.8882,476600.3598,,
GlobalAmbition,TR00,gas,2008,176070.568,218037.9925,260005.417,474079.5601,,
GlobalAmbition,TR00,gas,2009,173914.4575,199808.2426,225702.0277,439650.2424,,
DistributedEnergy,TR00,hardcoal,1995,37106.6455,18553.3228,,,,
DistributedEnergy,TR00,hardcoal,2008,36905.247,18452.6235,,,,
DistributedEnergy,TR00,hardcoal,2009,26065.1823,13032.5912,,,,
GlobalAmbition,TR00,hardcoal,1995,34877.0224,17438.5112,,,,
GlobalAmbition,TR00,hardcoal,2008,34784.7908,17392.3954,,,,
GlobalAmbition,TR00,hardcoal,2009,19601.5883,9800.7942,,,,
DistributedEnergy,TR00,oil,1995,1647.4447,1190.2873,733.1299,1.4808,,
DistributedEnergy,TR00,oil,2008,1715.6197,1215.5645,715.5092,2.2121,,
DistributedEnergy,TR00,oil,2009,951.5881,822.4617,693.3353,,,
GlobalAmbition,TR00,oil,1995,1623.1284,1156.9029,690.6774,472.2426,,
GlobalAmbition,TR00,oil,2008,1677.8454,1179.4241,681.0027,465.751,,
GlobalAmbition,TR00,oil,2009,929.7126,786.7584,643.8042,466.0898,,
DistributedEnergy,TR00,pvrf,1995,49512.6768,61946.5327,74380.3887,78177.9107,,
DistributedEnergy,TR00,pvrf,2008,51361.4239,64251.6021,77141.7802,81103.3255,,
DistributedEnergy,TR00,pvrf,2009,48415.5133,60571.1032,72726.6932,76442.6283,,
GlobalAmbition,TR00,pvrf,1995,49512.6768,61941.4611,74370.2455,78294.4923,,
GlobalAmbition,TR00,pvrf,2008,51362.4291,64238.6567,77114.8843,81194.4202,,
GlobalAmbition,TR00,pvrf,2009,48412.1171,60534.4124,72656.7078,76555.8126,,
DistributedEnergy,TR00,windon,1995,74585.5599,91712.6211,108839.6824,113729.1665,,
DistributedEnergy,TR00,windon,2008,76874.4713,94591.0233,112307.5754,117601.094,,
DistributedEnergy,TR00,windon,2009,75858.3937,93419.1831,110979.9726,116578.3337,,
GlobalAmbition,TR00,windon,1995,74585.5599,91706.0529,108826.5459,114359.2854,,
GlobalAmbition,TR00,windon,2008,76868.688,94548.6865,112228.685,118035.076,,
GlobalAmbition,TR00,windon,2009,75848.887,93383.0718,110917.2566,116739.028,,
DistributedEnergy,UA01,battery,1995,42.6225,82.7751,122.9278,172.8343,,
DistributedEnergy,UA01,battery,2008,40.3749,85.9893,131.6036,169.0522,,
DistributedEnergy,UA01,battery,2009,43.6844,80.4649,117.2454,169.2395,,
GlobalAmbition,UA01,battery,1995,34.0529,42.1624,50.2718,100.4495,,
GlobalAmbition,UA01,battery,2008,32.0213,41.6572,51.2932,92.791,,
GlobalAmbition,UA01,battery,2009,34.7171,41.3916,48.0661,88.6393,,
DistributedEnergy,UA01,gas,1995,,,,477.4293,,
DistributedEnergy,UA01,gas,2008,,,,48.1016,,
DistributedEnergy,UA01,gas,2009,,,,349.3001,,
GlobalAmbition,UA01,gas,1995,,,,6.7262,,
GlobalAmbition,UA01,gas,2008,,,,0.4279,,
GlobalAmbition,UA01,gas,2009,,0.0384,0.0769,5.1485,,
DistributedEnergy,UA01,pvrf,1995,821.5907,889.7133,957.8358,1236.6017,,
DistributedEnergy,UA01,pvrf,2008,824.7621,893.2045,961.6468,1243.1751,,
DistributedEnergy,UA01,pvrf,2009,863.8627,935.85,1007.8374,1306.9252,,
GlobalAmbition,UA01,pvrf,1995,821.5907,861.6263,901.6619,901.6619,,
GlobalAmbition,UA01,pvrf,2008,824.7621,864.913,905.0639,905.0639,,
GlobalAmbition,UA01,pvrf,2009,863.8627,905.9245,947.9863,947.9863,,
DistributedEnergy,UA01,windon,1995,530.0811,1059.793,1589.5049,3341.2597,,
DistributedEnergy,UA01,windon,2008,580.8483,1159.0435,1737.2387,3661.3428,,
DistributedEnergy,UA01,windon,2009,463.6755,928.5585,1393.4416,2922.7507,,
GlobalAmbition,UA01,windon,1995,530.0811,530.9517,531.8222,531.8222,,
GlobalAmbition,UA01,windon,2008,580.8483,581.0499,581.2515,581.2515,,
GlobalAmbition,UA01,windon,2009,463.6755,464.949,466.2226,466.2226,,
DistributedEnergy,UK00,battery,1995,23783.0461,42426.3962,61069.7463,76183.2649,,
DistributedEnergy,UK00,battery,2008,23648.0312,42263.5199,60879.0086,73886.5569,,
DistributedEnergy,UK00,battery,2009,23720.7068,42143.8951,60567.0834,73848.7708,,
GlobalAmbition,UK00,battery,1995,7153.6915,16838.4373,26523.1831,34632.0641,,
GlobalAmbition,UK00,battery,2008,6965.1344,17151.0413,27336.9483,34697.2596,,
GlobalAmbition,UK00,battery,2009,7002.6343,16869.5646,26736.4948,34223.6644,,
DistributedEnergy,UK00,biomass,1995,38331.032,41406.7876,44482.5432,40600.3355,,
DistributedEnergy,UK00,biomass,2008,38331.032,41516.2593,44701.4866,39828.0063,,
DistributedEnergy,UK00,biomass,2009,38331.032,41396.3072,44461.5823,41185.5662,,
GlobalAmbition,UK00,biomass,1995,38008.998,40146.5454,42284.0927,43094.3927,,
GlobalAmbition,UK00,biomass,2008,38212.7175,40293.1805,42373.6436,43233.4909,,
GlobalAmbition,UK00,biomass,2009,38123.2324,40424.8393,42726.4462,43372.3598,,
DistributedEnergy,UK00,dsr,1995,,8098.9733,16197.9466,15247.1851,,
DistributedEnergy,UK00,dsr,2008,,8236.2291,16472.4581,14621.7601,,
DistributedEnergy,UK00,dsr,2009,,11490.8221,22981.6442,19002.6049,,
GlobalAmbition,UK00,dsr,1995,94.7174,1270.3561,2445.9948,12697.919,,
GlobalAmbition,UK00,dsr,2008,,1159.2651,2318.5301,11311.5284,,
GlobalAmbition,UK00,dsr,2009,17.0285,1115.9657,2214.9029,13892.1204,,
DistributedEnergy,UK00,gas,1995,25932.5734,29684.1377,33435.702,26380.8416,,
DistributedEnergy,UK00,gas,2008,26265.6945,26283.3595,26301.0246,20849.2666,,
DistributedEnergy,UK00,gas,2009,33365.713,34695.4697,36025.2264,26237.6026,,
GlobalAmbition,UK00,gas,1995,17663.9142,17307.5184,16951.1227,14677.5648,,
GlobalAmbition,UK00,gas,2008,18155.2396,17501.4962,16847.7529,12410.1205,,
GlobalAmbition,UK00,gas,2009,21828.0999,21172.2438,20516.3876,13853.5127,,
DistributedEnergy,UK00,nuclear,1995,33842.1441,31175.406,28508.6678,28252.1397,,
DistributedEnergy,UK00,nuclear,2008,34513.8711,31478.5942,28443.3174,25560.3345,,
DistributedEnergy,UK00,nuclear,2009,34798.5676,32657.9612,30517.3548,31166.9913,,
GlobalAmbition,UK00,nuclear,1995,42910.7768,60333.8596,77756.9425,98178.876,,
GlobalAmbition,UK00,nuclear,2008,38804.7863,55385.6469,71966.5074,92991.9815,,
GlobalAmbition,UK00,nuclear,2009,47641.3034,65629.4659,83617.6284,104962.0373,,
DistributedEnergy,UK00,oil,1995,12.5847,11.39,10.1952,,,
DistributedEnergy,UK00,oil,2008,0.6372,1.6461,2.655,,,
DistributedEnergy,UK00,oil,2009,4.8852,4.9383,4.9914,,,
GlobalAmbition,UK00,oil,1995,3.8586,2.1063,0.354,3.7347,,
GlobalAmbition,UK00,oil,2008,0.2832,0.1416,,,,
GlobalAmbition,UK00,oil,2009,0.5133,0.2567,,0.354,,
DistributedEnergy,UK00,pvrf,1995,44849.0097,67601.2685,90353.5273,120430.4678,,
DistributedEnergy,UK00,pvrf,2008,41739.1243,62963.7249,84188.3256,110318.3013,,
DistributedEnergy,UK00,pvrf,2009,41841.2459,62892.7084,83944.1708,111663.1375,,
GlobalAmbition,UK00,pvrf,1995,29977.0715,39816.7068,49656.342,67217.3701,,
GlobalAmbition,UK00,pvrf,2008,27879.6005,36955.3902,46031.1799,62359.5664,,
GlobalAmbition,UK00,pvrf,2009,27884.9315,36965.2603,46045.589,62480.143,,
DistributedEnergy,UK00,windof,1995,137370.8942,196033.7943,254696.6944,453267.8462,,
DistributedEnergy,UK00,windof,2008,143924.3766,205479.3435,267034.3104,475035.1954,,
DistributedEnergy,UK00,windof,2009,132886.3027,189678.4688,246470.6349,439201.1731,,
GlobalAmbition,UK00,windof,1995,188184.5101,243358.1298,298531.7496,396871.7479,,
GlobalAmbition,UK00,windof,2008,197322.5885,254931.7842,312540.9798,415115.2242,,
GlobalAmbition,UK00,windof,2009,182128.6861,235540.0305,288951.3749,384304.5167,,
DistributedEnergy,UK00,windon,1995,66090.3737,84351.4306,102612.4875,154876.0638,,
DistributedEnergy,UK00,windon,2008,70455.3034,90225.1924,109995.0814,163191.876,,
DistributedEnergy,UK00,windon,2009,65277.6002,83979.3492,102681.0983,160646.7615,,
GlobalAmbition,UK00,windon,1995,62439.6022,74433.1712,86426.7402,134955.5506,,
GlobalAmbition,UK00,windon,2008,66771.91,79881.5082,92991.1063,144053.1665,,
GlobalAmbition,UK00,windon,2009,61791.3453,74224.1706,86656.9958,134268.2046,,
DistributedEnergy,UKNI,Biofuels,1995,121.2019,113.5098,105.8177,76.0685,,
DistributedEnergy,UKNI,Biofuels,2008,117.6751,112.2352,106.7953,75.2337,,
DistributedEnergy,UKNI,Biofuels,2009,121.1616,116.2658,111.3699,79.9426,,
GlobalAmbition,UKNI,Biofuels,1995,88.7821,92.7313,96.6805,97.5133,,
GlobalAmbition,UKNI,Biofuels,2008,86.6156,89.2249,91.8341,90.4701,,
GlobalAmbition,UKNI,Biofuels,2009,94.1694,97.431,100.6926,99.6298,,
DistributedEnergy,UKNI,battery,1995,572.8056,800.4207,1028.0357,1552.4292,,
DistributedEnergy,UKNI,battery,2008,580.2186,805.8654,1031.5122,1544.0646,,
DistributedEnergy,UKNI,battery,2009,577.621,799.1114,1020.6017,1586.7343,,
GlobalAmbition,UKNI,battery,1995,144.5256,292.7684,441.0113,624.5372,,
GlobalAmbition,UKNI,battery,2008,140.6077,300.1156,459.6235,638.3199,,
GlobalAmbition,UKNI,battery,2009,142.6215,295.9931,449.3648,641.0506,,
DistributedEnergy,UKNI,biomass,1995,16853.6923,16972.5142,17091.3361,16892.7585,,
DistributedEnergy,UKNI,biomass,2008,16769.3365,16929.4278,17089.5192,16880.8337,,
DistributedEnergy,UKNI,biomass,2009,16835.7308,16969.4807,17103.2307,16939.0025,,
GlobalAmbition,UKNI,biomass,1995,15853.7247,16328.0584,16802.392,16876.63,,
GlobalAmbition,UKNI,biomass,2008,15933.3304,16345.8459,16758.3615,16855.2641,,
GlobalAmbition,UKNI,biomass,2009,16049.5092,16451.1331,16852.7571,16911.7075,,
DistributedEnergy,UKNI,dsr,1995,,102.6893,205.3786,217.7737,,
DistributedEnergy,UKNI,dsr,2008,,90.7674,181.5349,217.3372,,
DistributedEnergy,UKNI,dsr,2009,,126.1458,252.2916,246.6635,,
GlobalAmbition,UKNI,dsr,1995,0.4343,6.4323,12.4302,92.7143,,
GlobalAmbition,UKNI,dsr,2008,,6.421,12.8419,87.8153,,
GlobalAmbition,UKNI,dsr,2009,,1.9962,3.9925,88.7131,,
DistributedEnergy,UKNI,gas,1995,975.337,1588.0331,2200.7291,2105.423,,
DistributedEnergy,UKNI,gas,2008,970.1271,1373.3795,1776.6319,1675.6699,,
DistributedEnergy,UKNI,gas,2009,1092.2892,1827.4017,2562.5143,1980.6763,,
GlobalAmbition,UKNI,gas,1995,658.9496,784.1966,909.4435,1202.1166,,
GlobalAmbition,UKNI,gas,2008,696.7565,815.7239,934.6914,1086.0412,,
GlobalAmbition,UKNI,gas,2009,691.4443,895.7592,1100.0742,1188.0755,,
DistributedEnergy,UKNI,oil,1995,3.3337,4.4395,5.5453,,,
DistributedEnergy,UKNI,oil,2008,,0.1955,0.391,,,
DistributedEnergy,UKNI,oil,2009,0.0896,0.0448,,,,
GlobalAmbition,UKNI,oil,1995,4.2986,2.1493,,,,
DistributedEnergy,UKNI,pvrf,1995,149.1583,289.5943,430.0302,508.7325,,
DistributedEnergy,UKNI,pvrf,2008,143.3417,279.7132,416.0848,484.436,,
DistributedEnergy,UKNI,pvrf,2009,144.3907,279.8427,415.2948,488.1507,,
GlobalAmbition,UKNI,pvrf,1995,75.0641,162.349,249.6339,299.9245,,
GlobalAmbition,UKNI,pvrf,2008,71.3781,155.4276,239.4771,289.6117,,
GlobalAmbition,UKNI,pvrf,2009,73.237,157.1806,241.1242,291.2108,,
DistributedEnergy,UKNI,windof,1995,2623.0298,3502.75,4382.4702,14730.0857,,
DistributedEnergy,UKNI,windof,2008,2570.4744,3480.4756,4390.4768,14749.7415,,
DistributedEnergy,UKNI,windof,2009,2596.5312,3488.4851,4380.4391,14722.1037,,
GlobalAmbition,UKNI,windof,1995,3143.9193,4049.2009,4954.4824,5966.803,,
GlobalAmbition,UKNI,windof,2008,3155.8622,4051.8462,4947.8303,5945.5793,,
GlobalAmbition,UKNI,windof,2009,3250.033,4123.3645,4996.696,6001.8254,,
DistributedEnergy,UKNI,windon,1995,3342.4178,5421.3243,7500.2307,7035.2007,,
DistributedEnergy,UKNI,windon,2008,3390.4789,5508.5988,7626.7186,6792.6132,,
DistributedEnergy,UKNI,windon,2009,3236.5809,5344.9104,7453.24,7287.5718,,
GlobalAmbition,UKNI,windon,1995,2923.8782,4412.9937,5902.1091,6540.1357,,
GlobalAmbition,UKNI,windon,2008,2965.8225,4450.7574,5935.6923,6584.9563,,
GlobalAmbition,UKNI,windon,2009,2910.188,4376.6191,5843.0502,6472.6566,,
