time_step,DE00,AT00,FR00,IT00
t_1302,43.21985363,43.21985363,43.21985363,43.21985363
t_1303,43.21985363,43.21985363,43.21985363,43.21985363
t_1304,43.21985363,43.21985363,43.21985363,43.21985363
t_1305,43.21985363,43.21985363,43.21985363,43.21985363
t_1306,37.22260445,37.22260445,37.22260445,37.22260445
t_1307,37.22260445,37.22260445,37.22260445,37.22260445
t_1308,29.64630207,29.64630207,29.64630207,29.64630207
t_1309,38.89208349,38.89208349,38.89208349,38.89208349
t_131,32.80622812,32.80622812,32.80622812,32.80622812
t_1310,48.9672114,48.9672114,48.9672114,48.9672114
t_1311,49.03118744,49.03118744,49.03118744,49.03118744
t_1312,54.1251872,54.1251872,54.1251872,54.1251872
t_1313,57.98412515,57.98412515,57.98412515,57.98412515
t_1314,60.76356982,60.76356982,60.76356982,60.76356982
t_1315,60.76356982,60.76356982,60.76356982,60.76356982
t_1316,60.76356982,60.76356982,60.76356982,60.76356982
t_1317,60.76356982,60.76356982,60.76356982,60.76356982
t_1318,60.76356982,60.76356982,60.76356982,60.76356982
t_1319,60.76356982,60.76356982,60.76356982,60.76356982
t_132,32.32469515,32.32469515,32.32469515,32.32469515
t_1320,60.76356982,60.76356982,60.76356982,60.76356982
t_1321,60.76356982,60.76356982,60.76356982,60.76356982
t_1322,60.65348194,60.65348194,60.65348194,60.65348194
t_1323,60.71888938,60.71888938,60.71888938,60.71888938
t_1324,60.74727349,60.74727349,60.74727349,60.74727349
t_1325,60.74727349,60.74727349,60.74727349,60.74727349
t_1326,60.74727349,60.74727349,60.74727349,60.74727349
t_1327,60.76356982,60.76356982,60.76356982,60.76356982
t_1328,57.60732284,57.60732284,57.60732284,57.60732284
t_1329,41.82758988,41.82758988,41.82758988,41.82758988
t_133,43.01869243,43.01869243,43.01869243,43.01869243
t_1330,38.51985484,38.51985484,38.51985484,38.51985484
t_1331,37.26746534,37.26746534,37.26746534,37.26746534
t_1332,38.04868874,38.04868874,38.04868874,38.04868874
t_1333,39.57758988,39.57758988,39.57758988,39.57758988
t_1334,39.57758988,39.57758988,39.57758988,39.57758988
t_1335,41.93133654,41.93133654,41.93133654,41.93133654
t_1336,46.07075401,46.07075401,46.07075401,46.07075401
t_1337,63.53061617,63.53061617,63.53061617,63.53061617
t_1338,63.53061618,63.53061618,63.53061618,63.53061618
t_1339,63.53061618,63.53061618,63.53061618,63.53061618
t_134,49.99651959,49.99651959,49.99651959,49.99651959
t_1340,61.47581796,61.47581796,61.47581796,61.47581796
t_1341,61.47581796,61.47581796,61.47581796,61.47581796
t_1342,63.53061617,63.53061617,63.53061617,63.53061617
t_1343,61.47581796,61.47581796,61.47581796,61.47581796
t_1344,61.47581796,61.47581796,61.47581796,61.47581796
t_1345,61.45952163,61.45952163,61.45952163,61.45952163
t_1346,61.45952163,61.45952163,61.45952163,61.45952163
t_1347,61.45952163,61.45952163,61.45952163,61.45952163
t_1348,61.47581796,61.47581796,61.47581796,61.47581796
t_1349,61.47581796,61.47581796,61.47581796,61.47581796
t_135,76.60552748,76.60552748,76.60552748,76.60552748
t_1350,63.55572571,63.55572571,63.55572571,63.55572571
t_1351,64.50123839,64.50123839,64.50123839,64.50123839
t_1352,63.53061618,63.53061618,63.53061618,63.53061618
t_1353,61.47581796,61.47581796,61.47581796,61.47581796
t_1354,61.45952163,61.45952163,61.45952163,61.45952163
t_1355,57.88997495,57.88997495,57.88997495,57.88997495
t_1356,54.9138859,54.9138859,54.9138859,54.9138859
t_1357,54.41724394,54.41724394,54.41724394,54.41724394
t_1358,63.38318763,63.38318763,63.38318763,63.38318763
t_1359,67.18704224,67.18704224,67.18704224,67.18704224
t_136,94.03309877,94.03309877,94.03309877,94.03309877
t_1360,69.29319645,69.29319645,69.29319645,69.29319645
t_1361,71.20401496,71.20401496,71.20401496,71.20401496
t_1362,74.19640034,74.19640034,74.19640034,74.19640034
t_1363,74.19640034,74.19640034,74.19640034,74.19640034
t_1364,74.19640034,74.19640034,74.19640034,74.19640034
t_1365,74.19640035,74.19640035,74.19640035,74.19640035
t_1366,74.19640034,74.19640034,74.19640034,74.19640034
t_1367,71.20401496,71.20401496,71.20401496,71.20401496
t_1368,71.00548731,71.00548731,71.00548731,71.00548731
t_1369,58.81741669,58.81741669,58.81741669,58.81741669
t_137,100.5375484,100.5375484,100.5375484,100.5375484
t_1370,57.0678032,57.0678032,57.0678032,57.0678032
t_1371,54.86232187,54.86232187,54.86232187,54.86232187
t_1372,54.77791543,54.77791543,54.77791543,54.77791543
t_1373,53.97400513,53.97400513,53.97400513,53.97400513
t_1374,56.21301767,56.21301767,56.21301767,56.21301767
t_1375,56.76261847,56.76261847,56.76261847,56.76261847
t_1376,54.88650557,54.88650557,54.88650557,54.88650557
t_1377,28.18250606,28.18250606,28.18250606,28.18250606
t_1378,27.33249614,27.33249614,27.33249614,27.33249614
t_1379,27.33249614,27.33249614,27.33249614,27.33249614
t_138,100.5375484,100.5375484,100.5375484,100.5375484
t_1380,17.46625303,17.46625303,17.46625303,17.46625303
t_1381,17.46625303,17.46625303,17.46625303,17.46625303
t_1382,17.46625303,17.46625303,17.46625303,17.46625303
t_1383,27.33249614,27.33249614,27.33249614,27.33249614
t_1384,43.21985363,43.21985363,43.21985363,43.21985363
t_1385,53.23123797,53.23123797,53.23123797,53.23123797
t_1386,54.93799906,54.93799906,54.93799906,54.93799906
t_1387,54.93799906,54.93799906,54.93799906,54.93799906
t_1388,54.93799906,54.93799906,54.93799906,54.93799906
t_1389,54.93799906,54.93799906,54.93799906,54.93799906
t_139,100.5375484,100.5375484,100.5375484,100.5375484
t_1390,54.93799906,54.93799906,54.93799906,54.93799906
t_1391,54.93799906,54.93799906,54.93799906,54.93799906
t_1392,54.93799906,54.93799906,54.93799906,54.93799906
t_1393,48.30365682,48.30365682,48.30365682,48.30365682
t_1394,48.30365681,48.30365681,48.30365681,48.30365681
t_1395,43.12219509,43.12219509,43.12219509,43.12219509
t_1396,38.29227248,38.29227248,38.29227248,38.29227248
t_1397,38.29227248,38.29227248,38.29227248,38.29227248
t_1398,38.29227248,38.29227248,38.29227248,38.29227248
t_1399,38.29227248,38.29227248,38.29227248,38.29227248
t_14,27.37388764,27.37388764,27.37388764,27.37388764
t_140,100.5375484,100.5375484,100.5375484,100.5375484
t_1400,38.29227248,38.29227248,38.29227248,38.29227248
t_1401,12.75246245,12.75246245,12.75246245,12.75246245
t_1402,12.75246245,12.75246245,12.75246245,12.75246245
t_1403,12.75246245,12.75246245,12.75246245,12.75246245
t_1404,12.75246245,12.75246245,12.75246245,12.75246245
t_1405,12.75246245,12.75246245,12.75246245,12.75246245
t_1406,12.75246245,12.75246245,12.75246245,12.75246245
t_1407,12.75246245,12.75246245,12.75246245,12.75246245
t_1408,22.57876484,22.57876484,22.57876484,22.57876484
t_1409,43.21985363,43.21985363,43.21985363,43.21985363
t_141,100.5375484,100.5375484,100.5375484,100.5375484
t_1410,48.04977624,48.04977624,48.04977624,48.04977624
t_1411,48.04977624,48.04977624,48.04977624,48.04977624
t_1412,48.04977624,48.04977624,48.04977624,48.04977624
t_1413,48.04977624,48.04977624,48.04977624,48.04977624
t_1414,48.04977624,48.04977624,48.04977624,48.04977624
t_1415,48.04977624,48.04977624,48.04977624,48.04977624
t_1416,48.04977624,48.04977624,48.04977624,48.04977624
t_1417,48.04977624,48.04977624,48.04977624,48.04977624
t_1418,48.04977624,48.04977624,48.04977624,48.04977624
t_1419,47.64546703,47.64546703,47.64546703,47.64546703
t_142,100.5375484,100.5375484,100.5375484,100.5375484
t_1420,48.04977624,48.04977624,48.04977624,48.04977624
t_1421,48.04977624,48.04977624,48.04977624,48.04977624
t_1422,48.04977624,48.04977624,48.04977624,48.04977624
t_1423,48.04977624,48.04977624,48.04977624,48.04977624
t_1424,43.21985363,43.21985363,43.21985363,43.21985363
t_1425,17.25246245,17.25246245,17.25246245,17.25246245
t_1426,12.75246245,12.75246245,12.75246245,12.75246245
t_1427,12.20529823,12.20529823,12.20529823,12.20529823
t_1428,10.50246245,10.50246245,10.50246245,10.50246245
t_1429,10.50246245,10.50246245,10.50246245,10.50246245
