time_step,AT00,DE00,FR00,IT00
t_699,67.0,125.0,44.0,172.0
t_700,67.0,120.0,39.0,165.0
t_701,67.0,120.0,39.0,163.0
t_702,68.0,130.0,43.0,154.0
t_703,76.0,141.0,50.0,163.0
t_704,89.0,159.0,61.0,186.0
t_705,88.0,158.0,59.0,163.0
t_706,124.0,104.0,104.0,94.0
t_707,121.0,95.0,84.0,135.0
t_708,119.0,92.0,72.0,204.0
t_709,120.0,93.0,70.0,131.0
t_710,115.0,115.0,76.0,93.0
t_711,111.0,159.0,60.0,188.0
t_712,116.0,170.0,70.0,323.0
t_713,108.0,173.0,74.0,319.0
t_714,128.0,207.0,100.0,344.0
t_715,170.0,267.0,148.0,397.0
t_716,135.0,212.0,129.0,342.0
t_717,109.0,174.0,85.0,340.0
t_718,111.0,166.0,82.0,311.0
t_719,106.0,160.0,79.0,289.0
t_720,81.0,150.0,70.0,223.0
t_721,75.0,143.0,56.0,168.0
t_722,70.0,132.0,46.0,159.0
t_723,67.0,125.0,44.0,172.0
t_724,67.0,120.0,39.0,165.0
t_725,67.0,120.0,39.0,163.0
t_726,68.0,130.0,43.0,154.0
t_727,76.0,141.0,50.0,163.0
t_728,89.0,159.0,61.0,186.0
t_729,88.0,158.0,59.0,163.0
t_730,124.0,104.0,104.0,94.0
t_731,121.0,95.0,84.0,135.0
t_732,119.0,92.0,72.0,204.0
t_733,120.0,93.0,70.0,131.0
t_734,115.0,115.0,76.0,93.0
t_735,111.0,159.0,60.0,188.0
t_736,116.0,170.0,70.0,323.0
t_737,108.0,173.0,74.0,319.0
t_738,128.0,207.0,100.0,344.0
t_739,170.0,267.0,148.0,397.0
t_740,135.0,212.0,129.0,342.0
t_741,109.0,174.0,85.0,340.0
t_742,111.0,166.0,82.0,311.0
t_743,106.0,160.0,79.0,289.0
t_744,81.0,150.0,70.0,223.0
t_745,75.0,143.0,56.0,168.0
t_746,70.0,132.0,46.0,159.0
t_747,67.0,125.0,44.0,172.0
t_748,67.0,120.0,39.0,165.0
t_749,67.0,120.0,39.0,163.0
t_750,68.0,130.0,43.0,154.0
t_751,76.0,141.0,50.0,163.0
t_752,89.0,159.0,61.0,186.0
t_753,88.0,158.0,59.0,163.0
t_754,124.0,104.0,104.0,94.0
t_755,121.0,95.0,84.0,135.0
t_756,119.0,92.0,72.0,204.0
t_757,120.0,93.0,70.0,131.0
t_758,115.0,115.0,76.0,93.0
t_759,111.0,159.0,60.0,188.0
t_760,116.0,170.0,70.0,323.0
t_761,108.0,173.0,74.0,319.0
t_762,128.0,207.0,100.0,344.0
t_763,170.0,267.0,148.0,397.0
t_764,135.0,212.0,129.0,342.0
t_765,109.0,174.0,85.0,340.0
t_766,111.0,166.0,82.0,311.0
t_767,106.0,160.0,79.0,289.0
t_768,81.0,150.0,70.0,223.0
t_769,75.0,143.0,56.0,168.0
t_770,70.0,132.0,46.0,159.0
t_771,67.0,125.0,44.0,172.0
t_772,67.0,120.0,39.0,165.0
t_773,67.0,120.0,39.0,163.0
t_774,68.0,130.0,43.0,154.0
t_775,76.0,141.0,50.0,163.0
t_776,89.0,159.0,61.0,186.0
t_777,88.0,158.0,59.0,163.0
t_778,124.0,104.0,104.0,94.0
t_779,121.0,95.0,84.0,135.0
t_780,119.0,92.0,72.0,204.0
t_781,120.0,93.0,70.0,131.0
t_782,115.0,115.0,76.0,93.0
t_783,111.0,159.0,60.0,188.0
t_784,116.0,170.0,70.0,323.0
t_785,108.0,173.0,74.0,319.0
t_786,128.0,207.0,100.0,344.0
t_787,170.0,267.0,148.0,397.0
t_788,135.0,212.0,129.0,342.0
t_789,109.0,174.0,85.0,340.0
t_790,111.0,166.0,82.0,311.0
t_791,106.0,160.0,79.0,289.0
t_792,81.0,150.0,70.0,223.0
t_793,72.0,108.0,59.0,137.0
t_794,61.0,106.0,51.0,150.0
t_795,57.0,97.0,47.0,145.0
t_796,56.0,96.0,44.0,143.0
t_797,56.0,95.0,43.0,142.0
t_798,57.0,95.0,47.0,143.0
t_799,57.0,101.0,48.0,138.0
t_800,61.0,101.0,47.0,135.0
t_801,66.0,95.0,58.0,86.0
t_802,79.0,66.0,74.0,64.0
t_803,76.0,64.0,53.0,75.0
t_804,81.0,55.0,47.0,57.0
t_805,90.0,56.0,53.0,48.0
t_806,85.0,75.0,53.0,72.0
t_807,75.0,99.0,44.0,123.0
t_808,74.0,105.0,47.0,149.0
t_809,72.0,116.0,56.0,142.0
t_810,75.0,111.0,61.0,151.0
t_811,75.0,112.0,64.0,154.0
t_812,75.0,110.0,65.0,154.0
t_813,73.0,109.0,63.0,152.0
t_814,71.0,104.0,61.0,149.0
t_815,70.0,114.0,61.0,147.0
t_816,71.0,110.0,62.0,159.0
t_817,65.0,108.0,60.0,143.0
t_818,64.0,100.0,50.0,146.0
t_819,62.0,95.0,45.0,129.0
t_820,52.0,93.0,43.0,125.0
t_821,56.0,91.0,42.0,124.0
t_822,56.0,95.0,38.0,130.0
t_823,56.0,84.0,49.0,117.0
t_824,56.0,84.0,49.0,112.0
t_825,58.0,80.0,44.0,83.0
t_826,58.0,78.0,41.0,73.0
t_827,56.0,80.0,36.0,61.0
t_828,55.0,77.0,28.0,59.0
t_829,56.0,79.0,30.0,66.0
t_830,58.0,79.0,32.0,87.0
t_831,61.0,86.0,40.0,125.0
t_832,63.0,90.0,46.0,140.0
t_833,66.0,97.0,48.0,152.0
t_834,70.0,105.0,56.0,156.0
t_835,74.0,112.0,65.0,159.0
t_836,73.0,110.0,66.0,160.0
t_837,73.0,108.0,66.0,159.0
t_838,71.0,106.0,62.0,158.0
t_839,70.0,102.0,67.0,150.0
t_840,68.0,105.0,67.0,148.0
t_841,75.0,143.0,56.0,168.0
t_842,70.0,132.0,46.0,159.0
t_843,67.0,125.0,44.0,172.0
t_844,67.0,120.0,39.0,165.0
t_845,67.0,120.0,39.0,163.0
t_846,68.0,130.0,43.0,154.0
t_847,76.0,141.0,50.0,163.0
t_848,89.0,159.0,61.0,186.0
t_849,88.0,158.0,59.0,163.0
t_850,124.0,104.0,104.0,94.0
t_851,121.0,95.0,84.0,135.0
t_852,119.0,92.0,72.0,204.0
t_853,120.0,93.0,70.0,131.0
t_854,115.0,115.0,76.0,93.0
t_855,111.0,159.0,60.0,188.0
t_856,116.0,170.0,70.0,323.0
t_857,108.0,173.0,74.0,319.0
t_858,128.0,207.0,100.0,344.0
t_859,170.0,267.0,148.0,397.0
t_860,135.0,212.0,129.0,342.0
t_861,109.0,174.0,85.0,340.0
t_862,111.0,166.0,82.0,311.0
t_863,106.0,160.0,79.0,289.0
t_864,81.0,150.0,70.0,223.0
t_865,75.0,143.0,56.0,168.0
t_866,70.0,132.0,46.0,159.0
t_867,67.0,125.0,44.0,172.0
t_868,67.0,120.0,39.0,165.0
t_869,67.0,120.0,39.0,163.0
t_870,68.0,130.0,43.0,154.0
t_871,76.0,141.0,50.0,163.0
t_872,89.0,159.0,61.0,186.0
t_873,88.0,158.0,59.0,163.0
t_874,124.0,104.0,104.0,94.0
t_875,121.0,95.0,84.0,135.0
t_876,119.0,92.0,72.0,204.0
t_877,120.0,93.0,70.0,131.0
t_878,115.0,115.0,76.0,93.0
t_879,111.0,159.0,60.0,188.0
t_880,116.0,170.0,70.0,323.0
t_881,108.0,173.0,74.0,319.0
t_882,128.0,207.0,100.0,344.0
t_883,170.0,267.0,148.0,397.0
t_884,135.0,212.0,129.0,342.0
t_885,109.0,174.0,85.0,340.0
t_886,111.0,166.0,82.0,311.0
t_887,106.0,160.0,79.0,289.0
t_888,81.0,150.0,70.0,223.0
t_889,75.0,143.0,56.0,168.0
t_890,70.0,132.0,46.0,159.0
t_891,67.0,125.0,44.0,172.0
t_892,67.0,120.0,39.0,165.0
t_893,67.0,120.0,39.0,163.0
t_894,68.0,130.0,43.0,154.0
t_895,76.0,141.0,50.0,163.0
t_896,89.0,159.0,61.0,186.0
t_897,88.0,158.0,59.0,163.0
t_898,124.0,104.0,104.0,94.0
t_899,121.0,95.0,84.0,135.0
t_900,119.0,92.0,72.0,204.0
t_901,120.0,93.0,70.0,131.0
t_902,115.0,115.0,76.0,93.0
t_903,111.0,159.0,60.0,188.0
t_904,116.0,170.0,70.0,323.0
t_905,108.0,173.0,74.0,319.0
t_906,128.0,207.0,100.0,344.0
t_907,170.0,267.0,148.0,397.0
t_908,135.0,212.0,129.0,342.0
t_909,109.0,174.0,85.0,340.0
t_910,111.0,166.0,82.0,311.0
t_911,106.0,160.0,79.0,289.0
t_912,81.0,150.0,70.0,223.0
t_913,75.0,143.0,56.0,168.0
t_914,70.0,132.0,46.0,159.0
t_915,67.0,125.0,44.0,172.0
t_916,67.0,120.0,39.0,165.0
t_917,67.0,120.0,39.0,163.0
t_918,68.0,130.0,43.0,154.0
t_919,76.0,141.0,50.0,163.0
t_920,89.0,159.0,61.0,186.0
t_921,88.0,158.0,59.0,163.0
t_922,124.0,104.0,104.0,94.0
t_923,121.0,95.0,84.0,135.0
t_924,119.0,92.0,72.0,204.0
t_925,120.0,93.0,70.0,131.0
t_926,115.0,115.0,76.0,93.0
t_927,111.0,159.0,60.0,188.0
t_928,116.0,170.0,70.0,323.0
t_929,108.0,173.0,74.0,319.0
t_930,128.0,207.0,100.0,344.0
t_931,170.0,267.0,148.0,397.0
t_932,135.0,212.0,129.0,342.0
t_933,109.0,174.0,85.0,340.0
t_934,111.0,166.0,82.0,311.0
t_935,106.0,160.0,79.0,289.0
t_936,81.0,150.0,70.0,223.0
t_937,75.0,143.0,56.0,168.0
t_938,70.0,132.0,46.0,159.0
t_939,67.0,125.0,44.0,172.0
t_940,67.0,120.0,39.0,165.0
t_941,67.0,120.0,39.0,163.0
t_942,68.0,130.0,43.0,154.0
t_943,76.0,141.0,50.0,163.0
t_944,89.0,159.0,61.0,186.0
t_945,88.0,158.0,59.0,163.0
t_946,124.0,104.0,104.0,94.0
t_947,121.0,95.0,84.0,135.0
t_948,119.0,92.0,72.0,204.0
t_949,120.0,93.0,70.0,131.0
t_950,115.0,115.0,76.0,93.0
t_951,111.0,159.0,60.0,188.0
t_952,116.0,170.0,70.0,323.0
t_953,108.0,173.0,74.0,319.0
t_954,128.0,207.0,100.0,344.0
t_955,170.0,267.0,148.0,397.0
t_956,135.0,212.0,129.0,342.0
t_957,109.0,174.0,85.0,340.0
t_958,111.0,166.0,82.0,311.0
t_959,106.0,160.0,79.0,289.0
t_960,81.0,150.0,70.0,223.0
t_961,72.0,108.0,59.0,137.0
t_962,61.0,106.0,51.0,150.0
t_963,57.0,97.0,47.0,145.0
t_964,56.0,96.0,44.0,143.0
t_965,56.0,95.0,43.0,142.0
t_966,57.0,95.0,47.0,143.0
t_967,57.0,101.0,48.0,138.0
t_968,61.0,101.0,47.0,135.0
t_969,66.0,95.0,58.0,86.0
t_970,79.0,66.0,74.0,64.0
t_971,76.0,64.0,53.0,75.0
t_972,81.0,55.0,47.0,57.0
t_973,90.0,56.0,53.0,48.0
t_974,85.0,75.0,53.0,72.0
t_975,75.0,99.0,44.0,123.0
t_976,74.0,105.0,47.0,149.0
t_977,72.0,116.0,56.0,142.0
t_978,75.0,111.0,61.0,151.0
t_979,75.0,112.0,64.0,154.0
t_980,75.0,110.0,65.0,154.0
t_981,73.0,109.0,63.0,152.0
t_982,71.0,104.0,61.0,149.0
t_983,70.0,114.0,61.0,147.0
t_984,71.0,110.0,62.0,159.0
t_985,65.0,108.0,60.0,143.0
t_986,64.0,100.0,50.0,146.0
t_987,62.0,95.0,45.0,129.0
t_988,52.0,93.0,43.0,125.0
t_989,56.0,91.0,42.0,124.0
t_990,56.0,95.0,38.0,130.0
t_991,56.0,84.0,49.0,117.0
t_992,56.0,84.0,49.0,112.0
t_993,58.0,80.0,44.0,83.0
t_994,58.0,78.0,41.0,73.0
t_995,56.0,80.0,36.0,61.0
t_996,55.0,77.0,28.0,59.0
t_997,56.0,79.0,30.0,66.0
t_998,58.0,79.0,32.0,87.0
t_999,61.0,86.0,40.0,125.0
t_1000,63.0,90.0,46.0,140.0
t_1001,66.0,97.0,48.0,152.0
t_1002,70.0,105.0,56.0,156.0
t_1003,74.0,112.0,65.0,159.0
t_1004,73.0,110.0,66.0,160.0
t_1005,73.0,108.0,66.0,159.0
t_1006,71.0,106.0,62.0,158.0
t_1007,70.0,102.0,67.0,150.0
t_1008,68.0,105.0,67.0,148.0
t_1009,75.0,143.0,56.0,168.0
t_1010,70.0,132.0,46.0,159.0
t_1011,67.0,125.0,44.0,172.0
t_1012,67.0,120.0,39.0,165.0
t_1013,67.0,120.0,39.0,163.0
t_1014,68.0,130.0,43.0,154.0
t_1015,76.0,141.0,50.0,163.0
t_1016,89.0,159.0,61.0,186.0
t_1017,88.0,158.0,59.0,163.0
t_1018,124.0,104.0,104.0,94.0
t_1019,121.0,95.0,84.0,135.0
t_1020,119.0,92.0,72.0,204.0
t_1021,120.0,93.0,70.0,131.0
t_1022,115.0,115.0,76.0,93.0
t_1023,111.0,159.0,60.0,188.0
t_1024,116.0,170.0,70.0,323.0
t_1025,108.0,173.0,74.0,319.0
t_1026,128.0,207.0,100.0,344.0
t_1027,170.0,267.0,148.0,397.0
t_1028,135.0,212.0,129.0,342.0
t_1029,109.0,174.0,85.0,340.0
t_1030,111.0,166.0,82.0,311.0
t_1031,106.0,160.0,79.0,289.0
t_1032,81.0,150.0,70.0,223.0
t_1033,75.0,143.0,56.0,168.0
t_1034,70.0,132.0,46.0,159.0
t_1035,67.0,125.0,44.0,172.0
t_1036,67.0,120.0,39.0,165.0
t_1037,67.0,120.0,39.0,163.0
t_1038,68.0,130.0,43.0,154.0
t_1039,76.0,141.0,50.0,163.0
t_1040,89.0,159.0,61.0,186.0
t_1041,88.0,158.0,59.0,163.0
t_1042,124.0,104.0,104.0,94.0
t_1043,121.0,95.0,84.0,135.0
t_1044,119.0,92.0,72.0,204.0
t_1045,120.0,93.0,70.0,131.0
t_1046,115.0,115.0,76.0,93.0
t_1047,111.0,159.0,60.0,188.0
t_1048,116.0,170.0,70.0,323.0
t_1049,108.0,173.0,74.0,319.0
t_1050,128.0,207.0,100.0,344.0
t_1051,170.0,267.0,148.0,397.0
t_1052,135.0,212.0,129.0,342.0
t_1053,109.0,174.0,85.0,340.0
t_1054,111.0,166.0,82.0,311.0
t_1055,106.0,160.0,79.0,289.0
t_1056,81.0,150.0,70.0,223.0
t_1057,75.0,143.0,56.0,168.0
t_1058,70.0,132.0,46.0,159.0
t_1059,67.0,125.0,44.0,172.0
t_1060,67.0,120.0,39.0,165.0
t_1061,67.0,120.0,39.0,163.0
t_1062,68.0,130.0,43.0,154.0
t_1063,76.0,141.0,50.0,163.0
t_1064,89.0,159.0,61.0,186.0
t_1065,88.0,158.0,59.0,163.0
t_1066,124.0,104.0,104.0,94.0
t_1067,121.0,95.0,84.0,135.0
t_1068,119.0,92.0,72.0,204.0
t_1069,120.0,93.0,70.0,131.0
t_1070,115.0,115.0,76.0,93.0
t_1071,111.0,159.0,60.0,188.0
t_1072,116.0,170.0,70.0,323.0
t_1073,108.0,173.0,74.0,319.0
t_1074,128.0,207.0,100.0,344.0
t_1075,170.0,267.0,148.0,397.0
t_1076,135.0,212.0,129.0,342.0
t_1077,109.0,174.0,85.0,340.0
t_1078,111.0,166.0,82.0,311.0
t_1079,106.0,160.0,79.0,289.0
t_1080,81.0,150.0,70.0,223.0
t_1081,75.0,143.0,56.0,168.0
t_1082,70.0,132.0,46.0,159.0
t_1083,67.0,125.0,44.0,172.0
t_1084,67.0,120.0,39.0,165.0
t_1085,67.0,120.0,39.0,163.0
t_1086,68.0,130.0,43.0,154.0
t_1087,76.0,141.0,50.0,163.0
t_1088,89.0,159.0,61.0,186.0
t_1089,88.0,158.0,59.0,163.0
t_1090,124.0,104.0,104.0,94.0
t_1091,121.0,95.0,84.0,135.0
t_1092,119.0,92.0,72.0,204.0
t_1093,120.0,93.0,70.0,131.0
t_1094,115.0,115.0,76.0,93.0
t_1095,111.0,159.0,60.0,188.0
t_1096,116.0,170.0,70.0,323.0
t_1097,108.0,173.0,74.0,319.0
t_1098,128.0,207.0,100.0,344.0
t_1099,170.0,267.0,148.0,397.0
t_1100,135.0,212.0,129.0,342.0
t_1101,109.0,174.0,85.0,340.0
t_1102,111.0,166.0,82.0,311.0
t_1103,106.0,160.0,79.0,289.0
t_1104,81.0,150.0,70.0,223.0
t_1105,75.0,143.0,56.0,168.0
t_1106,70.0,132.0,46.0,159.0
t_1107,67.0,125.0,44.0,172.0
t_1108,67.0,120.0,39.0,165.0
t_1109,67.0,120.0,39.0,163.0
t_1110,68.0,130.0,43.0,154.0
t_1111,76.0,141.0,50.0,163.0
t_1112,89.0,159.0,61.0,186.0
t_1113,88.0,158.0,59.0,163.0
t_1114,124.0,104.0,104.0,94.0
t_1115,121.0,95.0,84.0,135.0
t_1116,119.0,92.0,72.0,204.0
t_1117,120.0,93.0,70.0,131.0
t_1118,115.0,115.0,76.0,93.0
t_1119,111.0,159.0,60.0,188.0
t_1120,116.0,170.0,70.0,323.0
t_1121,108.0,173.0,74.0,319.0
t_1122,128.0,207.0,100.0,344.0
t_1123,170.0,267.0,148.0,397.0
t_1124,135.0,212.0,129.0,342.0
t_1125,109.0,174.0,85.0,340.0
t_1126,111.0,166.0,82.0,311.0
t_1127,106.0,160.0,79.0,289.0
t_1128,81.0,150.0,70.0,223.0
t_1129,72.0,108.0,59.0,137.0
t_1130,61.0,106.0,51.0,150.0
t_1131,57.0,97.0,47.0,145.0
t_1132,56.0,96.0,44.0,143.0
t_1133,56.0,95.0,43.0,142.0
t_1134,57.0,95.0,47.0,143.0
t_1135,57.0,101.0,48.0,138.0
t_1136,61.0,101.0,47.0,135.0
t_1137,66.0,95.0,58.0,86.0
t_1138,79.0,66.0,74.0,64.0
t_1139,76.0,64.0,53.0,75.0
t_1140,81.0,55.0,47.0,57.0
t_1141,90.0,56.0,53.0,48.0
t_1142,85.0,75.0,53.0,72.0
t_1143,75.0,99.0,44.0,123.0
t_1144,74.0,105.0,47.0,149.0
t_1145,72.0,116.0,56.0,142.0
t_1146,75.0,111.0,61.0,151.0
t_1147,75.0,112.0,64.0,154.0
t_1148,75.0,110.0,65.0,154.0
t_1149,73.0,109.0,63.0,152.0
t_1150,71.0,104.0,61.0,149.0
t_1151,70.0,114.0,61.0,147.0
t_1152,71.0,110.0,62.0,159.0
t_1153,65.0,108.0,60.0,143.0
t_1154,64.0,100.0,50.0,146.0
t_1155,62.0,95.0,45.0,129.0
t_1156,52.0,93.0,43.0,125.0
t_1157,56.0,91.0,42.0,124.0
t_1158,56.0,95.0,38.0,130.0
t_1159,56.0,84.0,49.0,117.0
t_1160,56.0,84.0,49.0,112.0
t_1161,58.0,80.0,44.0,83.0
t_1162,58.0,78.0,41.0,73.0
t_1163,56.0,80.0,36.0,61.0
t_1164,55.0,77.0,28.0,59.0
t_1165,56.0,79.0,30.0,66.0
t_1166,58.0,79.0,32.0,87.0
t_1167,61.0,86.0,40.0,125.0
t_1168,63.0,90.0,46.0,140.0
t_1169,66.0,97.0,48.0,152.0
t_1170,70.0,105.0,56.0,156.0
t_1171,74.0,112.0,65.0,159.0
t_1172,73.0,110.0,66.0,160.0
t_1173,73.0,108.0,66.0,159.0
t_1174,71.0,106.0,62.0,158.0
t_1175,70.0,102.0,67.0,150.0
t_1176,68.0,105.0,67.0,148.0
t_1177,75.0,143.0,56.0,168.0
t_1178,70.0,132.0,46.0,159.0
t_1179,67.0,125.0,44.0,172.0
t_1180,67.0,120.0,39.0,165.0
t_1181,67.0,120.0,39.0,163.0
t_1182,68.0,130.0,43.0,154.0
t_1183,76.0,141.0,50.0,163.0
t_1184,89.0,159.0,61.0,186.0
t_1185,88.0,158.0,59.0,163.0
t_1186,124.0,104.0,104.0,94.0
t_1187,121.0,95.0,84.0,135.0
t_1188,119.0,92.0,72.0,204.0
t_1189,120.0,93.0,70.0,131.0
t_1190,115.0,115.0,76.0,93.0
t_1191,111.0,159.0,60.0,188.0
t_1192,116.0,170.0,70.0,323.0
t_1193,108.0,173.0,74.0,319.0
t_1194,128.0,207.0,100.0,344.0
t_1195,170.0,267.0,148.0,397.0
t_1196,135.0,212.0,129.0,342.0
t_1197,109.0,174.0,85.0,340.0
t_1198,111.0,166.0,82.0,311.0
t_1199,106.0,160.0,79.0,289.0
t_1200,81.0,150.0,70.0,223.0
t_1201,75.0,143.0,56.0,168.0
t_1202,70.0,132.0,46.0,159.0
t_1203,67.0,125.0,44.0,172.0
t_1204,67.0,120.0,39.0,165.0
t_1205,67.0,120.0,39.0,163.0
t_1206,68.0,130.0,43.0,154.0
t_1207,76.0,141.0,50.0,163.0
t_1208,89.0,159.0,61.0,186.0
t_1209,88.0,158.0,59.0,163.0
t_1210,124.0,104.0,104.0,94.0
t_1211,121.0,95.0,84.0,135.0
t_1212,119.0,92.0,72.0,204.0
t_1213,120.0,93.0,70.0,131.0
t_1214,115.0,115.0,76.0,93.0
t_1215,111.0,159.0,60.0,188.0
t_1216,116.0,170.0,70.0,323.0
t_1217,108.0,173.0,74.0,319.0
t_1218,128.0,207.0,100.0,344.0
t_1219,170.0,267.0,148.0,397.0
t_1220,135.0,212.0,129.0,342.0
t_1221,109.0,174.0,85.0,340.0
t_1222,111.0,166.0,82.0,311.0
t_1223,106.0,160.0,79.0,289.0
t_1224,81.0,150.0,70.0,223.0
t_1225,75.0,143.0,56.0,168.0
t_1226,70.0,132.0,46.0,159.0
t_1227,67.0,125.0,44.0,172.0
t_1228,67.0,120.0,39.0,165.0
t_1229,67.0,120.0,39.0,163.0
t_1230,68.0,130.0,43.0,154.0
t_1231,76.0,141.0,50.0,163.0
t_1232,89.0,159.0,61.0,186.0
t_1233,88.0,158.0,59.0,163.0
t_1234,124.0,104.0,104.0,94.0
t_1235,121.0,95.0,84.0,135.0
t_1236,119.0,92.0,72.0,204.0
t_1237,120.0,93.0,70.0,131.0
t_1238,115.0,115.0,76.0,93.0
t_1239,111.0,159.0,60.0,188.0
t_1240,116.0,170.0,70.0,323.0
t_1241,108.0,173.0,74.0,319.0
t_1242,128.0,207.0,100.0,344.0
t_1243,170.0,267.0,148.0,397.0
t_1244,135.0,212.0,129.0,342.0
t_1245,109.0,174.0,85.0,340.0
t_1246,111.0,166.0,82.0,311.0
t_1247,106.0,160.0,79.0,289.0
t_1248,81.0,150.0,70.0,223.0
t_1249,75.0,143.0,56.0,168.0
t_1250,70.0,132.0,46.0,159.0
t_1251,67.0,125.0,44.0,172.0
t_1252,67.0,120.0,39.0,165.0
t_1253,67.0,120.0,39.0,163.0
t_1254,68.0,130.0,43.0,154.0
t_1255,76.0,141.0,50.0,163.0
t_1256,89.0,159.0,61.0,186.0
t_1257,88.0,158.0,59.0,163.0
t_1258,124.0,104.0,104.0,94.0
t_1259,121.0,95.0,84.0,135.0
t_1260,119.0,92.0,72.0,204.0
t_1261,120.0,93.0,70.0,131.0
t_1262,115.0,115.0,76.0,93.0
t_1263,111.0,159.0,60.0,188.0
t_1264,116.0,170.0,70.0,323.0
t_1265,108.0,173.0,74.0,319.0
t_1266,128.0,207.0,100.0,344.0
t_1267,170.0,267.0,148.0,397.0
t_1268,135.0,212.0,129.0,342.0
t_1269,109.0,174.0,85.0,340.0
t_1270,111.0,166.0,82.0,311.0
t_1271,106.0,160.0,79.0,289.0
t_1272,81.0,150.0,70.0,223.0
t_1273,75.0,143.0,56.0,168.0
t_1274,70.0,132.0,46.0,159.0
t_1275,67.0,125.0,44.0,172.0
t_1276,67.0,120.0,39.0,165.0
t_1277,67.0,120.0,39.0,163.0
t_1278,68.0,130.0,43.0,154.0
t_1279,76.0,141.0,50.0,163.0
t_1280,89.0,159.0,61.0,186.0
t_1281,88.0,158.0,59.0,163.0
t_1282,124.0,104.0,104.0,94.0
t_1283,121.0,95.0,84.0,135.0
t_1284,119.0,92.0,72.0,204.0
t_1285,120.0,93.0,70.0,131.0
t_1286,115.0,115.0,76.0,93.0
t_1287,111.0,159.0,60.0,188.0
t_1288,116.0,170.0,70.0,323.0
t_1289,108.0,173.0,74.0,319.0
t_1290,128.0,207.0,100.0,344.0
t_1291,170.0,267.0,148.0,397.0
t_1292,135.0,212.0,129.0,342.0
t_1293,109.0,174.0,85.0,340.0
t_1294,111.0,166.0,82.0,311.0
t_1295,106.0,160.0,79.0,289.0
t_1296,81.0,150.0,70.0,223.0
t_1297,72.0,108.0,59.0,137.0
t_1298,61.0,106.0,51.0,150.0
t_1299,57.0,97.0,47.0,145.0
t_1300,56.0,96.0,44.0,143.0
t_1301,56.0,95.0,43.0,142.0
t_1302,57.0,95.0,47.0,143.0
t_1303,57.0,101.0,48.0,138.0
t_1304,61.0,101.0,47.0,135.0
t_1305,66.0,95.0,58.0,86.0
t_1306,79.0,66.0,74.0,64.0
t_1307,76.0,64.0,53.0,75.0
t_1308,81.0,55.0,47.0,57.0
t_1309,90.0,56.0,53.0,48.0
t_1310,85.0,75.0,53.0,72.0
t_1311,75.0,99.0,44.0,123.0
t_1312,74.0,105.0,47.0,149.0
t_1313,72.0,116.0,56.0,142.0
t_1314,75.0,111.0,61.0,151.0
t_1315,75.0,112.0,64.0,154.0
t_1316,75.0,110.0,65.0,154.0
t_1317,73.0,109.0,63.0,152.0
t_1318,71.0,104.0,61.0,149.0
t_1319,70.0,114.0,61.0,147.0
t_1320,71.0,110.0,62.0,159.0
t_1321,65.0,108.0,60.0,143.0
t_1322,64.0,100.0,50.0,146.0
t_1323,62.0,95.0,45.0,129.0
t_1324,52.0,93.0,43.0,125.0
t_1325,56.0,91.0,42.0,124.0
t_1326,56.0,95.0,38.0,130.0
t_1327,56.0,84.0,49.0,117.0
t_1328,56.0,84.0,49.0,112.0
t_1329,58.0,80.0,44.0,83.0
t_1330,58.0,78.0,41.0,73.0
t_1331,56.0,80.0,36.0,61.0
t_1332,55.0,77.0,28.0,59.0
t_1333,56.0,79.0,30.0,66.0
t_1334,58.0,79.0,32.0,87.0
t_1335,61.0,86.0,40.0,125.0
t_1336,63.0,90.0,46.0,140.0
t_1337,66.0,97.0,48.0,152.0
t_1338,70.0,105.0,56.0,156.0
t_1339,74.0,112.0,65.0,159.0
t_1340,73.0,110.0,66.0,160.0
t_1341,73.0,108.0,66.0,159.0
t_1342,71.0,106.0,62.0,158.0
t_1343,70.0,102.0,67.0,150.0
t_1344,68.0,105.0,67.0,148.0
t_1345,75.0,143.0,56.0,168.0
t_1346,70.0,132.0,46.0,159.0
t_1347,67.0,125.0,44.0,172.0
t_1348,67.0,120.0,39.0,165.0
t_1349,67.0,120.0,39.0,163.0
t_1350,68.0,130.0,43.0,154.0
t_1351,76.0,141.0,50.0,163.0
t_1352,89.0,159.0,61.0,186.0
t_1353,88.0,158.0,59.0,163.0
t_1354,124.0,104.0,104.0,94.0
t_1355,121.0,95.0,84.0,135.0
t_1356,119.0,92.0,72.0,204.0
t_1357,120.0,93.0,70.0,131.0
t_1358,115.0,115.0,76.0,93.0
t_1359,111.0,159.0,60.0,188.0
t_1360,116.0,170.0,70.0,323.0
t_1361,108.0,173.0,74.0,319.0
t_1362,128.0,207.0,100.0,344.0
t_1363,170.0,267.0,148.0,397.0
t_1364,135.0,212.0,129.0,342.0
t_1365,109.0,174.0,85.0,340.0
t_1366,111.0,166.0,82.0,311.0
t_1367,106.0,160.0,79.0,289.0
t_1368,81.0,150.0,70.0,223.0
t_1369,75.0,143.0,56.0,168.0
t_1370,70.0,132.0,46.0,159.0
t_1371,67.0,125.0,44.0,172.0
t_1372,67.0,120.0,39.0,165.0
t_1373,67.0,120.0,39.0,163.0
t_1374,68.0,130.0,43.0,154.0
t_1375,76.0,141.0,50.0,163.0
t_1376,89.0,159.0,61.0,186.0
t_1377,88.0,158.0,59.0,163.0
t_1378,124.0,104.0,104.0,94.0
