t,AT00,BE00,CZ00,DE00,DKE1,DKW1,ES00,FR00,HR00,HU00,LU00,NL00,NOM1,NON1,NOS0,PL00,PT00,SE01,SE02,SE03,SE04,SI00,SK00,UK00,IT00
t_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_8,0,0,0,0,0,0,0,0,0.008966585,0.018095274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017256847
t_9,0.026614723,0,0.003129629,0.004637018,0,0,0.040197963,0.003966376,0.044409046,0.055834082,0,0,0,0,0,0.005709348,0,0,0,0,0,0.008388234,0.010603617,0,0.068483902
t_10,0.058641404,0.090777916,0.023944083,0.04521669,0.061357812,0.008300585,0.16631634,0.071075716,0.082766749,0.06719273,0.069996161,0.076231141,0,0,0,0.031082009,0.168171993,0,0,0.003442606,0.015345628,0.022083312,0.034771706,0.098950899,0.131642422
t_11,0.09060376,0.144221931,0.060422724,0.088416264,0.109777451,0.051890173,0.295570138,0.140722359,0.091763503,0.06745153,0.150106369,0.162812111,0,0,0.012756762,0.063448371,0.324149883,0,0,0.008333615,0.035108361,0.02793679,0.053743362,0.25658126,0.171695
t_12,0.117793344,0.160357554,0.092934686,0.118587241,0.147136094,0.112379638,0.396683444,0.191011087,0.077880343,0.067826152,0.233201747,0.175358448,0.001688738,0,0.038095145,0.09989701,0.445152759,0,0.001111768,0.011696813,0.059879763,0.034290421,0.060215703,0.36326492,0.190494007
t_13,0.122875096,0.201258209,0.097435424,0.116256216,0.159488134,0.136888953,0.468075038,0.214529398,0.06077575,0.057298574,0.21591393,0.105613626,0.000120032,0,0.083498157,0.128453787,0.515007049,0,0.000479289,0.0096961,0.076197215,0.034505528,0.060917698,0.384060811,0.190052248
t_14,0.095787196,0.238668334,0.077479888,0.088343825,0.128724266,0.102999172,0.471388419,0.203599008,0.040320101,0.038551154,0.185969976,0.066750717,0,0,0.076712696,0.109244052,0.527210065,0,0,0.00394751,0.056031902,0.025950705,0.043652145,0.30257245,0.161475097
t_15,0.039325845,0.206299061,0.037967688,0.04996506,0.063969328,0.03787457,0.415110911,0.152803053,0.016426394,0.012646618,0.172707709,0.054832764,0,0,0.002889964,0.043969783,0.470507339,0,0,0,0.003437346,0.010259682,0.012701214,0.17732882,0.107680302
t_16,0,0.095612282,0,0.007776141,0,0,0.313548984,0.076762582,0,0,0.085532467,0,0,0,0,0,0.359132844,0,0,0,0,0,0,0.065083352,0.041089822
t_17,0,0,0,0,0,0,0.153315672,0.005724982,0,0,0,0,0,0,0,0,0.199890104,0,0,0,0,0,0,0,0
t_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026249174,0,0,0,0,0,0,0,0
t_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_32,0,0,0,0,0,0,0,0,0.000205787,0.00164153,0,0,0,0,0,0,0,0,0,0,0,0,0.005282587,0,0.009720306
t_33,0.03928891,0,0.119498753,0.005253487,0,0,0.055196973,0.040116392,0.016045408,0.030370386,0,0,0,0,0,0.116627645,0,0,0,0,0,0,0.114672377,0,0.118578814
t_34,0.09401044,0.070950779,0.186132265,0.039659374,0.104040883,0.044924143,0.193523205,0.159937545,0.034000764,0.060821623,0.035244679,0.057766443,0,0,0.000340964,0.243512971,0.114181397,0,0.003930963,0.064372731,0.148494916,0.009239927,0.182075734,0.064408517,0.26115169
t_35,0.135000035,0.09933793,0.209030234,0.081176252,0.185525643,0.108623336,0.33596885,0.268962167,0.059935867,0.086276681,0.06351956,0.099997223,0,0,0.105516381,0.327185305,0.255615357,0,0.099716823,0.182599869,0.226096558,0.032733858,0.231860414,0.181751044,0.389417327
t_36,0.14796715,0.110772816,0.195605911,0.117926023,0.236084539,0.165506862,0.45761921,0.323013003,0.081436459,0.109064721,0.126165772,0.084659524,0.00357695,0,0.151405742,0.314777092,0.42800916,0,0.14589533,0.195004179,0.224170327,0.067367226,0.249331161,0.267240162,0.451779528
t_37,0.137436574,0.119732536,0.158039679,0.127019788,0.207967186,0.182046493,0.535808526,0.329561386,0.078134416,0.122555862,0.142598865,0.062243599,0.001984758,0,0.150658078,0.212386836,0.555652354,0,0.07597851,0.154057155,0.194501123,0.08674051,0.246825662,0.286361358,0.445065314
t_38,0.102347252,0.127473601,0.105154002,0.10270469,0.138730715,0.164047363,0.552867218,0.294633357,0.061997787,0.097686304,0.090772575,0.055435852,0,0,0.093572486,0.1059756,0.582829488,0,0,0.081853547,0.137565473,0.080164174,0.189502806,0.266346454,0.394151699
t_39,0.051635125,0.086471103,0.044945603,0.054301873,0.064315502,0.077036718,0.496596715,0.218810238,0.033622462,0.038231744,0.045746808,0.04206288,0,0,0.004603892,0.03364969,0.532899576,0,0,0,0.010662543,0.05811583,0.083121562,0.213206802,0.287878465
t_40,0.003249421,0.017274518,0,0.005531216,0,0,0.369615685,0.120195187,0.004910463,0,0.007488343,0,0,0,0,0,0.41886993,0,0,0,0,0.013857285,0,0.111256945,0.136302914
t_41,0,0,0,0,0,0,0.186049473,0.012229605,0,0,0,0,0,0,0,0,0.243828654,0,0,0,0,0,0,0,0
t_42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033053646,0,0,0,0,0,0,0,0
t_43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
