t,AT00,BE00,CZ00,DE00,DKE1,DKW1,ES00,FR00,HR00,HU00,LU00,NL00,NOM1,NON1,NOS0,PL00,PT00,SE01,SE02,SE03,SE04,SI00,SK00,UK00,IT00
t_1,0.278658036,0.010680493,0.164342326,0.105481884,0.287179109,0.215494223,0.051935657,0.082955289,0.751409704,0.026323456,0.010124342,0.007717831,0.443816529,0.668003284,0.31137225,0.08534821,0.046399092,0.15379548,0.298546295,0.438663365,0.410015559,0.060077168,0.010399748,0.093997265,0.374697449
t_2,0.284193834,0.006799009,0.136138174,0.09511375,0.282581755,0.239206849,0.068690358,0.078666724,0.782503613,0.043873624,0.00535258,0.006234769,0.448243924,0.703842929,0.347881244,0.079528866,0.063654484,0.147460877,0.297384017,0.423064787,0.388457913,0.048580655,0.014537713,0.096518189,0.403690117
t_3,0.296024019,0.002384578,0.109657208,0.088272552,0.276878872,0.247139632,0.085283993,0.076459577,0.802541515,0.070034879,0.001065971,0.007409822,0.452010544,0.732956893,0.38713146,0.068031812,0.0743202,0.145814632,0.29271887,0.393778104,0.36567013,0.043402852,0.025092708,0.09742087,0.43927219
t_4,0.29105971,0.000805504,0.100220823,0.08427485,0.228604716,0.221491737,0.098055067,0.075540899,0.807947636,0.096371177,5.52E-05,0.012246269,0.452338142,0.753243068,0.402339678,0.061504762,0.065968176,0.154654601,0.296410696,0.39259049,0.344543277,0.035456911,0.040219419,0.099434032,0.463508094
t_5,0.282513149,0.00051639,0.098823893,0.078833999,0.186536745,0.19397147,0.112889546,0.072947591,0.813106914,0.13311057,0,0.013317227,0.456459285,0.754544987,0.405031723,0.058853697,0.067840824,0.184007845,0.299143884,0.395264894,0.330006735,0.028804818,0.060001839,0.105811301,0.47249961
t_6,0.273147938,0.00085177,0.096305642,0.073500017,0.160016831,0.182293731,0.128677068,0.073427817,0.811097528,0.167946281,0.000288021,0.01694066,0.458251253,0.756003823,0.412841091,0.060133481,0.076734251,0.209118678,0.295434606,0.387009667,0.314720184,0.036976517,0.081890261,0.115223236,0.473702502
t_7,0.268309305,0.002356223,0.091713599,0.069710881,0.147842779,0.171036612,0.148756915,0.07627553,0.80201273,0.192647447,0.001194364,0.026029365,0.461188223,0.754813972,0.418811936,0.061109208,0.096113369,0.210508145,0.30054435,0.369367249,0.290942802,0.047703238,0.101752439,0.129700764,0.475895281
t_8,0.257352341,0.007240333,0.087610606,0.068779415,0.158530216,0.174106437,0.162584882,0.076304295,0.790395797,0.19016354,0.004051883,0.038120639,0.463322586,0.758710727,0.426746228,0.059346923,0.12010961,0.198334372,0.295375969,0.370527279,0.281064206,0.05550288,0.10874402,0.14404371,0.484108651
t_9,0.240260955,0.015750209,0.076236245,0.068377912,0.171626248,0.16875584,0.182477173,0.073453296,0.768976063,0.187371908,0.013599231,0.045835246,0.466654239,0.766015633,0.426749751,0.060630787,0.149710038,0.189040664,0.303715212,0.361352798,0.271442821,0.06270068,0.100634046,0.153965489,0.486229004
t_10,0.227368776,0.020551868,0.068439097,0.069078209,0.175222719,0.160544178,0.193090367,0.065247205,0.721385048,0.161800906,0.018914565,0.046267998,0.477645204,0.771021797,0.446661104,0.056348666,0.170247282,0.185178598,0.299094283,0.360421431,0.259943828,0.052130458,0.074693009,0.163456802,0.51181284
