t,AT00,BE00,CZ00,DE00,DKE1,DKW1,ES00,FR00,HR00,HU00,LU00,NL00,NOM1,NON1,NOS0,PL00,PT00,SE01,SE02,SE03,SE04,SI00,SK00,UK00,IT00
t_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0355,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196
t_9,0.1398,0.0,0.0405,0.0085,0.0,0.0,0.0605,0.0585,0.1413,0.058,0.0,0.0,0.0,0.0,0.0,0.0146,0.0,0.0,0.0,0.0,0.0,0.2323,0.1013,0.0,0.182
t_10,0.2413,0.0208,0.1189,0.0446,0.0401,0.0524,0.2386,0.1874,0.2357,0.1073,0.0127,0.0233,0.0,0.0,0.0,0.0493,0.092,0.0,0.0,0.0025,0.0292,0.3874,0.1618,0.0053,0.3321
t_11,0.334,0.0598,0.2131,0.0852,0.0941,0.1058,0.387,0.3031,0.3026,0.136,0.0297,0.0718,0.0004,0.0,0.0399,0.078,0.1926,0.0,0.0,0.0162,0.0653,0.4519,0.1832,0.0204,0.4253
t_12,0.3771,0.0961,0.2233,0.1128,0.1221,0.1125,0.4838,0.3871,0.3357,0.1555,0.0444,0.1051,0.139,0.0048,0.0621,0.0844,0.2993,0.0,0.001,0.025,0.0853,0.4571,0.1751,0.034,0.4543
