t,AT00,BE00,CZ00,DE00,DKE1,DKW1,ES00,FR00,HR00,HU00,LU00,NL00,NOM1,NON1,NOS0,PL00,PT00,SE01,SE02,SE03,SE04,SI00,SK00,UK00,IT00
t_26,0.1142,0.1302,0.1013,0.0887,0.1377,0.1754,0.4303,0.2904,0.4489,0.0798,0.1919,0.1423,0.5993,0.784,0.5967,0.2532,0.501,0.3648,0.3416,0.3068,0.2586,0.0538,0.0794,0.2895,0.3051
t_27,0.1043,0.159,0.1059,0.1001,0.1315,0.2,0.4467,0.3268,0.4646,0.0749,0.2325,0.1676,0.5953,0.7843,0.6144,0.2667,0.4382,0.3749,0.3159,0.2848,0.2619,0.056,0.0746,0.3005,0.2898
t_28,0.1034,0.1855,0.1093,0.1168,0.1363,0.2108,0.4513,0.3557,0.4511,0.0803,0.3078,0.1903,0.5898,0.7789,0.6211,0.2784,0.4081,0.3615,0.3095,0.2715,0.2704,0.0595,0.0737,0.3188,0.2788
t_29,0.0976,0.1999,0.1041,0.1344,0.1418,0.2159,0.447,0.3785,0.4262,0.0731,0.3804,0.2016,0.5776,0.7723,0.617,0.2955,0.4278,0.349,0.3038,0.2714,0.2951,0.0573,0.0763,0.3385,0.2645
t_30,0.0928,0.2093,0.1063,0.1503,0.1486,0.2242,0.4422,0.4014,0.4031,0.0584,0.4466,0.1991,0.5688,0.7714,0.6045,0.3142,0.4497,0.3459,0.2932,0.2736,0.3082,0.0568,0.0812,0.3651,0.2405
t_31,0.0831,0.2273,0.1027,0.1618,0.1583,0.2318,0.4269,0.423,0.3702,0.0461,0.495,0.1932,0.5602,0.7724,0.5975,0.3411,0.482,0.3614,0.2836,0.2852,0.3289,0.0515,0.0883,0.3872,0.2198
t_32,0.0708,0.2595,0.1062,0.1695,0.1619,0.2251,0.4116,0.4376,0.3272,0.0405,0.5442,0.1924,0.5479,0.7683,0.591,0.3584,0.512,0.3618,0.2701,0.2989,0.3489,0.0446,0.0961,0.4236,0.1996
t_33,0.0611,0.2951,0.1387,0.1813,0.1755,0.2209,0.4187,0.4423,0.2831,0.0397,0.5916,0.2031,0.546,0.7623,0.595,0.3839,0.5345,0.3664,0.2747,0.3233,0.372,0.0354,0.0974,0.4572,0.1654
t_34,0.0446,0.3253,0.1239,0.1888,0.1684,0.2206,0.4341,0.4476,0.2366,0.0275,0.6622,0.2208,0.5512,0.7666,0.6114,0.3881,0.5887,0.3717,0.2766,0.3311,0.3781,0.0412,0.0675,0.5017,0.1965
t_35,0.0457,0.3039,0.1771,0.2321,0.1585,0.221,0.3994,0.392,0.2845,0.0129,0.5783,0.2754,0.5454,0.7621,0.6564,0.4249,0.6217,0.4555,0.3195,0.3836,0.4218,0.0858,0.0498,0.5545,0.2599
t_36,0.0522,0.2904,0.1904,0.2282,0.1383,0.2072,0.4182,0.3645,0.2983,0.0081,0.4946,0.2593,0.5373,0.7668,0.6276,0.3771,0.6739,0.4221,0.2783,0.3584,0.3961,0.087,0.0408,0.5739,0.2826
t_37,0.0568,0.3291,0.2028,0.2219,0.1166,0.2229,0.456,0.34,0.2605,0.0065,0.4612,0.2744,0.5382,0.7811,0.6475,0.3411,0.7337,0.4138,0.2749,0.3707,0.4283,0.069,0.0439,0.5975,0.259
t_38,0.0687,0.3243,0.2233,0.2282,0.1011,0.2515,0.465,0.3369,0.2465,0.004,0.4949,0.2871,0.5319,0.7849,0.6114,0.3367,0.754,0.4074,0.2747,0.3697,0.4231,0.0627,0.0526,0.6091,0.2408
t_39,0.0854,0.3395,0.2525,0.2442,0.1114,0.2702,0.4673,0.3501,0.2471,0.0044,0.5449,0.2817,0.5222,0.7847,0.595,0.3583,0.7277,0.4133,0.2834,0.3874,0.4376,0.0711,0.0624,0.6363,0.1885
t_40,0.1123,0.3987,0.2769,0.2842,0.1704,0.3023,0.4672,0.3806,0.2119,0.0062,0.6432,0.3384,0.5063,0.7823,0.6152,0.3936,0.7878,0.4098,0.2624,0.3946,0.4734,0.0791,0.0769,0.6581,0.1277
t_41,0.1498,0.4674,0.3431,0.3419,0.2866,0.3455,0.4519,0.4551,0.2254,0.0076,0.7598,0.4283,0.5022,0.779,0.6522,0.4305,0.7889,0.4152,0.2414,0.3926,0.484,0.0834,0.0925,0.6785,0.102
t_42,0.1727,0.4911,0.3671,0.3857,0.3779,0.3945,0.4502,0.5082,0.2083,0.0087,0.8308,0.5114,0.4999,0.7743,0.6933,0.4641,0.7653,0.4205,0.2241,0.3924,0.5109,0.0658,0.0923,0.6994,0.084
t_43,0.1907,0.4894,0.3902,0.4111,0.4467,0.4373,0.4668,0.5124,0.1897,0.0098,0.8803,0.5505,0.5065,0.7681,0.7308,0.4815,0.7174,0.4233,0.2273,0.4135,0.5527,0.046,0.0844,0.7192,0.0667
t_44,0.2021,0.4918,0.4025,0.4248,0.517,0.4851,0.5079,0.4892,0.1657,0.0199,0.9048,0.5705,0.5113,0.7619,0.7472,0.4984,0.7061,0.4216,0.2324,0.4262,0.5792,0.0415,0.0733,0.7249,0.0598
t_45,0.2177,0.4836,0.3993,0.4301,0.6014,0.5294,0.543,0.4497,0.1528,0.056,0.8915,0.5796,0.5209,0.7581,0.7607,0.5141,0.7423,0.4128,0.2401,0.4384,0.6284,0.0458,0.0729,0.7283,0.0616
t_46,0.2306,0.471,0.4025,0.4264,0.6369,0.5594,0.5695,0.4227,0.1368,0.0903,0.8519,0.5849,0.5355,0.759,0.774,0.524,0.7925,0.3981,0.2487,0.4573,0.6755,0.0513,0.0758,0.7261,0.0663
t_47,0.2662,0.4608,0.4282,0.4048,0.6889,0.6344,0.6153,0.4169,0.083,0.1195,0.7383,0.6029,0.5602,0.7418,0.7914,0.5733,0.8486,0.385,0.2851,0.4882,0.7148,0.0466,0.0778,0.7221,0.0846
t_48,0.3312,0.4061,0.4205,0.4216,0.7118,0.6602,0.621,0.3848,0.0723,0.1568,0.6977,0.5816,0.576,0.7292,0.7867,0.5605,0.8829,0.3855,0.2942,0.4901,0.7234,0.0362,0.1024,0.7083,0.0921
t_49,0.4007,0.3877,0.4167,0.4421,0.7248,0.6953,0.6274,0.3612,0.0874,0.1681,0.7258,0.5832,0.5883,0.7269,0.7832,0.5425,0.8938,0.3806,0.2919,0.4773,0.6946,0.0319,0.1167,0.6857,0.1006
t_50,0.4632,0.4038,0.4191,0.4638,0.7352,0.7052,0.6333,0.3498,0.09,0.176,0.6938,0.607,0.6021,0.7287,0.7833,0.5378,0.895,0.356,0.2933,0.4842,0.7244,0.0348,0.1266,0.6505,0.1095
t_51,0.5142,0.4262,0.4219,0.4761,0.7522,0.7172,0.6293,0.3499,0.0832,0.1978,0.6761,0.6421,0.6048,0.7328,0.7861,0.5387,0.8867,0.3413,0.3044,0.5043,0.7444,0.0433,0.1507,0.6219,0.1185
t_52,0.5408,0.4331,0.4448,0.488,0.7686,0.7332,0.6152,0.3708,0.0819,0.2227,0.6604,0.679,0.5964,0.7248,0.7906,0.5641,0.8809,0.336,0.321,0.5103,0.7478,0.0399,0.1768,0.6038,0.1276
t_53,0.5589,0.4275,0.4698,0.4965,0.7769,0.7523,0.6085,0.4001,0.0745,0.2351,0.6389,0.7013,0.5866,0.7161,0.7931,0.6058,0.8821,0.3188,0.3314,0.5382,0.7536,0.035,0.2011,0.594,0.141
t_54,0.5736,0.434,0.5087,0.5191,0.7765,0.7617,0.6082,0.4405,0.0691,0.2385,0.6603,0.7175,0.5899,0.7073,0.7885,0.6592,0.8748,0.3089,0.3328,0.5445,0.7849,0.0308,0.2201,0.5816,0.1535
t_55,0.6096,0.436,0.5621,0.5369,0.7779,0.7803,0.6183,0.4759,0.0732,0.2654,0.6456,0.7335,0.6015,0.7113,0.7944,0.7044,0.8318,0.3038,0.3345,0.5564,0.7948,0.0332,0.2334,0.5862,0.1717
t_56,0.6518,0.4514,0.5976,0.5596,0.7895,0.7927,0.6467,0.4999,0.0823,0.2903,0.661,0.7378,0.6095,0.7138,0.7944,0.732,0.8013,0.2747,0.3329,0.5862,0.8405,0.0371,0.2549,0.5839,0.1895
t_57,0.6673,0.4596,0.6504,0.5771,0.8065,0.8005,0.6686,0.5149,0.0979,0.2757,0.6677,0.7395,0.6154,0.7138,0.7957,0.7402,0.7895,0.2622,0.3406,0.6049,0.8529,0.0553,0.2374,0.5832,0.2053
t_58,0.6685,0.4343,0.6943,0.5845,0.816,0.8145,0.6824,0.5171,0.0979,0.2634,0.6251,0.7096,0.6244,0.7012,0.7947,0.7594,0.7258,0.2641,0.3493,0.6104,0.8469,0.0525,0.2343,0.5729,0.195
t_59,0.6505,0.3254,0.6868,0.5065,0.7984,0.7945,0.671,0.484,0.101,0.2573,0.3785,0.7263,0.6436,0.693,0.8294,0.7445,0.757,0.285,0.378,0.5921,0.815,0.0354,0.2381,0.542,0.1881
t_60,0.6501,0.3199,0.6957,0.5099,0.8223,0.8087,0.6741,0.4917,0.1161,0.2481,0.4285,0.744,0.6483,0.6791,0.8268,0.7559,0.7649,0.2676,0.4036,0.6379,0.8934,0.0384,0.2579,0.5128,0.215
t_61,0.6727,0.3286,0.7119,0.5115,0.8117,0.8174,0.6742,0.4777,0.1139,0.27,0.4459,0.7051,0.6683,0.6782,0.8331,0.7576,0.7713,0.2663,0.4211,0.6866,0.9136,0.0399,0.2944,0.5041,0.2433
t_62,0.695,0.3582,0.7293,0.5247,0.8005,0.8185,0.6548,0.4855,0.1114,0.3038,0.5119,0.6733,0.6865,0.6803,0.8394,0.7757,0.7415,0.2764,0.4429,0.6992,0.8869,0.0541,0.325,0.491,0.271
t_63,0.7299,0.3835,0.7288,0.5515,0.7975,0.8207,0.6342,0.5004,0.1024,0.3296,0.608,0.6578,0.6982,0.6889,0.8479,0.7862,0.6803,0.2883,0.4379,0.716,0.8734,0.0767,0.3286,0.4998,0.283
t_64,0.7569,0.3962,0.7461,0.5931,0.8039,0.8278,0.5783,0.5091,0.1278,0.3504,0.7322,0.6582,0.7029,0.6914,0.8526,0.8429,0.7188,0.2786,0.444,0.7195,0.874,0.0831,0.3643,0.4891,0.2666
t_65,0.7649,0.4072,0.7507,0.6052,0.8072,0.841,0.5176,0.528,0.1852,0.3985,0.7572,0.6576,0.7015,0.6972,0.8544,0.8694,0.6714,0.285,0.4665,0.7407,0.8775,0.085,0.4009,0.4622,0.2633
t_66,0.7524,0.4177,0.7456,0.6157,0.8131,0.8417,0.4425,0.5397,0.2277,0.3813,0.7551,0.6617,0.6885,0.7025,0.8514,0.8893,0.5822,0.284,0.483,0.7583,0.8615,0.095,0.4046,0.4428,0.2583
t_67,0.7613,0.4045,0.7459,0.6355,0.827,0.8397,0.4018,0.5401,0.2289,0.3705,0.7625,0.6497,0.6634,0.7059,0.8481,0.9027,0.4584,0.2894,0.5086,0.7666,0.8702,0.0899,0.408,0.4195,0.2695
t_68,0.7562,0.4091,0.7449,0.6415,0.8344,0.8205,0.3675,0.5417,0.2336,0.3611,0.7738,0.6197,0.6369,0.7046,0.8474,0.9103,0.3223,0.2966,0.5418,0.7645,0.8983,0.0869,0.4148,0.3969,0.2823
t_69,0.7589,0.4277,0.743,0.6347,0.8445,0.8234,0.3399,0.5185,0.2705,0.3911,0.7356,0.5917,0.6249,0.6957,0.8466,0.9137,0.2892,0.3014,0.5701,0.7676,0.9045,0.086,0.448,0.3709,0.2986
t_70,0.7681,0.4392,0.74,0.6155,0.8537,0.8132,0.3036,0.4825,0.2968,0.4205,0.6574,0.5681,0.6254,0.6811,0.8484,0.9118,0.3022,0.3096,0.5961,0.7635,0.9076,0.0882,0.4854,0.3469,0.3053
t_71,0.7431,0.4154,0.6469,0.5709,0.8532,0.8107,0.2771,0.4049,0.2384,0.3522,0.4177,0.5767,0.6178,0.6559,0.8423,0.8901,0.2631,0.3052,0.6043,0.7448,0.9155,0.0474,0.4637,0.3548,0.3123
t_72,0.769,0.4057,0.6447,0.5742,0.86,0.8277,0.2408,0.3915,0.2675,0.437,0.3742,0.5527,0.6059,0.6516,0.8346,0.8962,0.2771,0.293,0.5792,0.7382,0.9247,0.0718,0.5579,0.3462,0.3192
t_73,0.7736,0.4061,0.6523,0.5703,0.8641,0.8498,0.2145,0.3757,0.2925,0.5006,0.3608,0.5604,0.5895,0.6584,0.8388,0.8953,0.2658,0.283,0.5735,0.7338,0.9307,0.0804,0.589,0.3359,0.3201
t_74,0.7668,0.397,0.6616,0.5565,0.8659,0.8595,0.1974,0.3571,0.2814,0.5417,0.3109,0.5607,0.5867,0.6675,0.8444,0.8822,0.2027,0.3091,0.5795,0.7377,0.9324,0.0875,0.6109,0.335,0.3284
t_75,0.7712,0.3706,0.6538,0.5532,0.8616,0.8624,0.1811,0.328,0.3055,0.616,0.2326,0.5243,0.5783,0.6663,0.8487,0.8825,0.1602,0.3398,0.5894,0.744,0.9343,0.091,0.6541,0.3427,0.328
t_76,0.7813,0.3482,0.6307,0.5559,0.8597,0.8647,0.1736,0.3088,0.3312,0.656,0.1836,0.5066,0.571,0.6697,0.8536,0.8788,0.1425,0.373,0.5881,0.7517,0.9332,0.0811,0.6637,0.3524,0.3332
t_77,0.7836,0.3342,0.6235,0.5395,0.8582,0.8669,0.1795,0.3015,0.3587,0.6625,0.164,0.4989,0.5728,0.677,0.8558,0.878,0.1403,0.3982,0.5842,0.7542,0.9296,0.0687,0.6695,0.3482,0.3549
t_78,0.7811,0.3402,0.6032,0.5163,0.8578,0.871,0.1833,0.2885,0.3229,0.6357,0.1461,0.5092,0.5829,0.6828,0.8606,0.8734,0.1438,0.4296,0.588,0.7672,0.9283,0.063,0.6618,0.3533,0.3909
t_79,0.785,0.325,0.6068,0.4997,0.8631,0.8733,0.1789,0.3113,0.312,0.649,0.1505,0.5092,0.593,0.6918,0.8601,0.874,0.1384,0.4627,0.5895,0.7828,0.9309,0.0567,0.6565,0.3618,0.42
t_80,0.7811,0.3809,0.6146,0.486,0.8545,0.8694,0.1802,0.3471,0.3497,0.6258,0.1171,0.5065,0.6024,0.7046,0.8567,0.8766,0.1319,0.4858,0.5927,0.7899,0.9319,0.0582,0.6667,0.3528,0.435
t_81,0.7779,0.4328,0.6138,0.4743,0.8446,0.8693,0.197,0.3697,0.3747,0.6485,0.0869,0.5266,0.6181,0.7329,0.8514,0.8716,0.1295,0.4698,0.5921,0.8085,0.928,0.0576,0.6727,0.3302,0.4482
t_82,0.77,0.4423,0.5835,0.4418,0.8513,0.8795,0.2127,0.3931,0.3522,0.6748,0.1062,0.5229,0.6332,0.7542,0.8472,0.8347,0.1128,0.4663,0.6233,0.8075,0.9349,0.0491,0.6766,0.319,0.4555
t_83,0.7341,0.4079,0.4756,0.3806,0.8352,0.8744,0.2081,0.3684,0.2443,0.6438,0.1178,0.5,0.6353,0.7664,0.8476,0.7976,0.0655,0.4799,0.6621,0.7986,0.872,0.0145,0.6212,0.3448,0.4391
t_84,0.7512,0.3864,0.4808,0.3492,0.8494,0.8869,0.1943,0.3771,0.1808,0.7222,0.1298,0.4117,0.6494,0.7661,0.8474,0.7811,0.0692,0.4447,0.6353,0.7923,0.9002,0.0268,0.6608,0.3875,0.4701
t_85,0.7506,0.3785,0.4852,0.3125,0.8465,0.8842,0.1938,0.4029,0.1569,0.7348,0.1574,0.3934,0.6632,0.7685,0.8445,0.7578,0.069,0.405,0.6259,0.81,0.9197,0.0468,0.6813,0.4663,0.4829
t_86,0.7578,0.3941,0.5094,0.2999,0.8321,0.8745,0.2064,0.4312,0.1722,0.7267,0.2328,0.3556,0.6652,0.7815,0.844,0.7489,0.0744,0.4107,0.6434,0.7934,0.9141,0.0589,0.6795,0.5178,0.4862
t_87,0.7607,0.4665,0.5573,0.2981,0.8296,0.8676,0.2199,0.4472,0.2362,0.705,0.2859,0.3686,0.6608,0.7833,0.8379,0.7671,0.0789,0.4246,0.6699,0.7932,0.9042,0.0572,0.6902,0.5906,0.4685
t_88,0.7619,0.5189,0.5642,0.3315,0.8315,0.8642,0.2192,0.4592,0.3388,0.6719,0.382,0.4558,0.6606,0.7929,0.8379,0.8188,0.0954,0.4402,0.6955,0.8056,0.9006,0.0484,0.6971,0.6517,0.4287
t_89,0.7688,0.5673,0.5831,0.3625,0.8339,0.8717,0.1959,0.4845,0.3744,0.6812,0.5036,0.5693,0.6359,0.8019,0.8349,0.8196,0.121,0.4753,0.7298,0.8202,0.8964,0.0475,0.6913,0.7187,0.4032
t_90,0.7573,0.6318,0.5949,0.3954,0.8431,0.8693,0.2358,0.529,0.3278,0.6933,0.6314,0.667,0.6043,0.8057,0.8287,0.818,0.0897,0.4845,0.7503,0.8365,0.8998,0.0485,0.6832,0.7883,0.3807
t_91,0.7495,0.69,0.6171,0.4149,0.8184,0.8586,0.2677,0.5709,0.3116,0.676,0.7173,0.7331,0.5642,0.8047,0.8254,0.8283,0.0821,0.507,0.7746,0.8392,0.909,0.0418,0.6748,0.8145,0.3611
t_92,0.7439,0.7372,0.6153,0.4378,0.8123,0.8536,0.291,0.6006,0.3469,0.6639,0.7745,0.7712,0.5387,0.8044,0.8239,0.8415,0.077,0.5036,0.7877,0.8432,0.8951,0.0306,0.6714,0.7971,0.3458
t_93,0.7427,0.7775,0.6025,0.4547,0.8256,0.8531,0.2922,0.6279,0.4002,0.6395,0.7913,0.7831,0.4677,0.754,0.8215,0.8406,0.0806,0.5058,0.7993,0.829,0.8746,0.0256,0.6662,0.7647,0.3361
t_94,0.7386,0.8036,0.5921,0.4753,0.8332,0.8567,0.2903,0.6611,0.4652,0.6281,0.7989,0.8033,0.4255,0.7459,0.8213,0.8308,0.0921,0.5182,0.8139,0.8133,0.8908,0.0302,0.6648,0.6869,0.3257
t_95,0.7338,0.8156,0.5595,0.485,0.8032,0.8605,0.3314,0.7034,0.4134,0.6329,0.9038,0.7502,0.4317,0.7408,0.812,0.8336,0.1223,0.6189,0.8488,0.8062,0.8863,0.0213,0.6565,0.5632,0.3267
t_96,0.7386,0.8394,0.5611,0.5004,0.8229,0.8591,0.34,0.717,0.3616,0.6306,0.9367,0.7499,0.4155,0.7329,0.8043,0.838,0.1467,0.6212,0.8245,0.8016,0.8908,0.0315,0.6932,0.5022,0.3176
t_97,0.727,0.8521,0.5398,0.5207,0.8226,0.8685,0.3602,0.7119,0.399,0.6078,0.948,0.7828,0.4041,0.7387,0.8027,0.8372,0.1654,0.6286,0.8242,0.8233,0.9023,0.0296,0.7071,0.4575,0.3083
t_98,0.7189,0.8514,0.5357,0.5332,0.8238,0.8659,0.3222,0.7066,0.4877,0.5932,0.9494,0.8369,0.4138,0.7393,0.8014,0.8254,0.1955,0.621,0.8175,0.8396,0.9044,0.0163,0.7127,0.4505,0.2986
t_99,0.7158,0.8557,0.5364,0.5523,0.8442,0.8624,0.3053,0.7006,0.5416,0.5583,0.9492,0.8688,0.4143,0.7357,0.7974,0.8196,0.2135,0.6319,0.8225,0.8498,0.9051,0.0084,0.724,0.451,0.2893
t_100,0.7065,0.8607,0.5388,0.5763,0.838,0.8634,0.3047,0.691,0.5883,0.558,0.9498,0.8819,0.406,0.7382,0.7909,0.8175,0.2018,0.6478,0.8273,0.8545,0.9047,0.0128,0.7363,0.4752,0.2795
t_101,0.6873,0.8456,0.5461,0.5907,0.8323,0.8684,0.3082,0.6872,0.617,0.6098,0.9499,0.8864,0.3915,0.7408,0.7959,0.8122,0.2155,0.6637,0.8285,0.85,0.9168,0.0242,0.7668,0.5219,0.2753
t_102,0.6719,0.7996,0.5439,0.6198,0.8437,0.8631,0.3185,0.6733,0.6399,0.5947,0.9499,0.863,0.3929,0.7459,0.7578,0.813,0.2267,0.6679,0.8292,0.8564,0.9252,0.0272,0.7813,0.5699,0.2739
t_103,0.6708,0.7243,0.545,0.6436,0.8378,0.8623,0.3236,0.6578,0.6727,0.5574,0.9499,0.8024,0.4719,0.7508,0.7419,0.8172,0.2378,0.6761,0.8422,0.8688,0.9282,0.0333,0.7739,0.6063,0.2898
t_104,0.678,0.6826,0.5572,0.6596,0.8241,0.8621,0.3387,0.653,0.6822,0.5528,0.9495,0.7231,0.4322,0.7549,0.7724,0.827,0.2572,0.6894,0.8552,0.8698,0.9331,0.0413,0.7496,0.6349,0.306
t_105,0.6819,0.6459,0.5502,0.6679,0.8238,0.8609,0.3415,0.6461,0.6925,0.554,0.9488,0.691,0.4827,0.792,0.8106,0.8309,0.2769,0.7127,0.8676,0.8764,0.9321,0.0424,0.7132,0.6455,0.3168
t_106,0.6634,0.6238,0.5231,0.6664,0.8167,0.8545,0.3482,0.6325,0.7045,0.5574,0.9373,0.6525,0.5144,0.8032,0.8208,0.8134,0.3024,0.7225,0.8741,0.8814,0.9291,0.0503,0.7228,0.6378,0.3313
t_107,0.5899,0.6058,0.4405,0.6083,0.7831,0.8396,0.3722,0.6006,0.5624,0.4783,0.8291,0.6116,0.5553,0.8079,0.8162,0.7048,0.399,0.7749,0.8601,0.8463,0.8845,0.0257,0.6471,0.6493,0.3142
t_108,0.6068,0.6822,0.4583,0.5948,0.769,0.8254,0.3859,0.5905,0.5426,0.508,0.8116,0.5775,0.581,0.78,0.8162,0.6938,0.3611,0.7596,0.8419,0.8558,0.8813,0.0325,0.6746,0.6302,0.3446
