t,AT00,BE00,CZ00,DE00,DKE1,DKW1,ES00,FR00,HR00,HU00,LU00,NL00,NOM1,NON1,NOS0,PL00,PT00,SE01,SE02,SE03,SE04,SI00,SK00,UK00,IT00
t_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_8,0,0,0,0,0,0,0,0,0,0.000471648,0,0,0,0,0,0,0,0,0,0,0,0,0.003876831,0,0.011784096
t_9,0.056600467,0,0.079882091,0.010211058,0,0,0.013827663,0.034320546,0.001782785,0.018249317,0,0,0,0,0,0.043825516,0,0,0,0,0,0.006295653,0.112494493,0,0.104530829
t_10,0.11975309,0.095820536,0.183230433,0.058198538,0.118299105,0.102694858,0.089055967,0.184889655,0.005668717,0.033461483,0.07400073,0.107825119,0,0,8.19E-05,0.114993856,0.094002974,0,0,0.028946473,0.113024239,0.025673545,0.169781612,0.101386343,0.219586945
t_11,0.176118136,0.182843164,0.259425653,0.114387138,0.219432701,0.200258271,0.177375005,0.324579631,0.011480159,0.043014119,0.204375932,0.148855476,0,0,0.061141034,0.188639786,0.269878822,0,0.004001693,0.069503483,0.185177192,0.055084256,0.190507682,0.2671017,0.312762267
t_12,0.196727683,0.295356404,0.271972724,0.157298604,0.263548022,0.237723185,0.256918297,0.416057015,0.018227858,0.04402046,0.343069725,0.157474208,0.010060172,0,0.088463187,0.236957476,0.480560213,0,0.00537445,0.088084609,0.20929578,0.076367543,0.189194796,0.371185399,0.376126014
t_13,0.173522384,0.38600488,0.248408105,0.165210231,0.241734661,0.216090754,0.310333576,0.442200823,0.020756588,0.033813052,0.369500129,0.145890578,0.007511405,0,0.085963111,0.234161819,0.589575031,0,0.002454474,0.079258139,0.191870749,0.067572305,0.168408265,0.408802795,0.382646914
t_14,0.127130955,0.356628182,0.196128849,0.138347583,0.166241505,0.149510006,0.329883066,0.413572533,0.020081755,0.021882661,0.312000814,0.112893237,0,0,0.054828857,0.1742764,0.603728658,0,0,0.041582636,0.134210663,0.052556685,0.125226553,0.367952281,0.324383998
t_15,0.076214184,0.253446161,0.112210794,0.0791048,0.061156287,0.051260456,0.31375944,0.331958857,0.013193438,0.008674513,0.219789196,0.071089587,0,0,0.00247289,0.072593019,0.547723447,0,0,0,0.008032271,0.039671508,0.061388954,0.265019424,0.223721398
t_16,0.003798456,0.120486491,0,0.011187458,0,0,0.241933892,0.191502891,0.001155816,0,0.108992335,0,0,0,0,0,0.430983093,0,0,0,0,0.009353568,0,0.134252681,0.094855104
t_17,0,0,0,0,0,0,0.120108484,0.017755491,0,0,0,0,0,0,0,0,0.250764281,0,0,0,0,0,0,0,0
t_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029291633,0,0,0,0,0,0,0,0
t_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_32,0,0,0,0,0,0,0,0,0.0207906,0.053896055,0,0,0,0,0,0.000698703,0,0,0,0,0,0,0.007577027,0,0.012036211
t_33,0.158588556,0,0.055891994,0.01278639,0,0,0.068789897,0.047282135,0.124977576,0.206037447,0,0,0,0,0,0.06836647,0,0,0,0,0,0.15134507,0.242117367,0,0.180102511
t_34,0.299531967,0.119973796,0.147928823,0.061791634,0.129311238,0.102263258,0.273800708,0.191235183,0.252360778,0.382991226,0.125955061,0.079510826,0,0,0.000535066,0.144146206,0.238087723,0,0,0.025636488,0.146554102,0.244157683,0.384195253,0.113521684,0.34534239
t_35,0.408108486,0.182673425,0.229656409,0.105492946,0.21354447,0.203953214,0.442512973,0.318482962,0.343533099,0.490751624,0.217656212,0.177116421,0.006615925,0,0.227426516,0.203433605,0.428646568,0,0.072330688,0.123435967,0.196172951,0.292877568,0.428452961,0.287701931,0.457054008
t_36,0.456430981,0.168221409,0.268843922,0.132744502,0.278079439,0.260538247,0.558666792,0.399251942,0.36222242,0.506005005,0.285619669,0.273636407,0.176258186,0.011268263,0.326129134,0.214787633,0.563570871,0,0.170037685,0.186469969,0.157347055,0.334721796,0.404638876,0.400183651,0.501348011
t_37,0.432183124,0.142185129,0.237857541,0.134989593,0.263100923,0.256574563,0.613054575,0.423748814,0.30526769,0.46444154,0.27540241,0.307238786,0.160121488,0.005747226,0.326963435,0.170372337,0.618138892,0,0.115122502,0.179205563,0.097314373,0.348125207,0.309325621,0.44286002,0.468967996
t_38,0.329890861,0.132411247,0.14514864,0.107739143,0.175576416,0.187708218,0.600709125,0.388979323,0.235293196,0.354307934,0.194238428,0.268745145,0,0,0.224384145,0.110301165,0.581815425,0,0,0.066863836,0.054267089,0.314898689,0.17663918,0.420307349,0.386703904
t_39,0.187876823,0.080757579,0.069816778,0.057859216,0.083706657,0.078967613,0.517522191,0.29981481,0.151165304,0.179421013,0.121126178,0.172210891,0,0,0.006963933,0.041970455,0.507016044,0,0,0,0.002022117,0.223865486,0.08112809,0.328452598,0.268226154
t_40,0.008070569,0.017010352,0,0.004489099,0,0,0.378368105,0.172453556,0.027562934,0,0.044893725,0,0,0,0,0,0.424739269,0,0,0,0,0.045880592,0,0.175508816,0.121328275
t_41,0,0,0,0,0,0,0.192067464,0.015124711,0,0,0,0,0,0,0,0,0.262735671,0,0,0,0,0,0,0,0
t_42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03554428,0,0,0,0,0,0,0,0
t_43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
