t,AT00,BE00,CZ00,DE00,DKE1,DKW1,ES00,FR00,HR00,HU00,LU00,NL00,NOM1,NON1,NOS0,PL00,PT00,SE01,SE02,SE03,SE04,SI00,SK00,UK00,IT00
t_1,0.083343858,0.013926907,0.165256562,0.078882761,0.115679449,0.24778607,0.150817027,0.166926969,0.275932151,0.157261409,0.01264973,0.020588596,0.510791935,0.640918048,0.370632569,0.226100127,0.188231467,0.610532746,0.583757806,0.316060798,0.08751875,0.124267212,0.198581025,0.034428304,0.125136449
t_2,0.057312295,0.015700005,0.156058907,0.090885399,0.143788115,0.238278635,0.137255813,0.154360527,0.32169779,0.129334484,0.091015082,0.016941136,0.418846327,0.662077966,0.398538041,0.235911618,0.165673026,0.595153365,0.603244116,0.335070824,0.096121291,0.112605523,0.170495684,0.035896882,0.133288819
t_3,0.037628348,0.016998299,0.151215788,0.102680567,0.153989999,0.215325831,0.117912584,0.154796507,0.358732932,0.082554527,0.146130178,0.014735458,0.396602705,0.697650502,0.418680957,0.230499736,0.138549913,0.60164316,0.621814614,0.338593368,0.098826236,0.099289485,0.142044972,0.040226882,0.144674571
t_4,0.029407416,0.013768617,0.148161663,0.114145763,0.14066991,0.188077003,0.103143907,0.160012566,0.387112372,0.05138352,0.136466477,0.01292032,0.376719738,0.703373035,0.383847753,0.227825875,0.122626854,0.614173449,0.646023164,0.344900772,0.121845546,0.083076832,0.123584501,0.042995779,0.161451593
t_5,0.031118271,0.011911352,0.144798901,0.129677838,0.119016524,0.174899502,0.094653836,0.163386898,0.428467136,0.024544847,0.112410922,0.015330475,0.354822872,0.676946135,0.298689209,0.228795192,0.114146423,0.621767808,0.670486962,0.352741699,0.150156157,0.06445021,0.10435482,0.044732858,0.185684352
t_6,0.047601667,0.011143607,0.138874526,0.136534884,0.109513633,0.164689221,0.09354325,0.165548609,0.498638052,0.012434072,0.091137084,0.020061087,0.329859805,0.64812385,0.218963021,0.231756401,0.12151728,0.643082876,0.703600344,0.363381518,0.162354018,0.046126694,0.084469132,0.044819899,0.219712841
t_7,0.077076718,0.011452779,0.138043529,0.138039683,0.099974848,0.139470621,0.092549978,0.178467753,0.552519413,0.007256245,0.0749205,0.022452584,0.307120876,0.630834568,0.163284063,0.237648696,0.129713428,0.664747449,0.72637236,0.354245257,0.15993751,0.035838694,0.068680856,0.047702365,0.245572405
t_8,0.106692757,0.01207368,0.144235826,0.136491023,0.086533468,0.12204093,0.093492036,0.189393856,0.596200256,0.002933844,0.068521135,0.02121363,0.265493511,0.617496302,0.130525774,0.233104619,0.136954162,0.669552208,0.734582427,0.340401652,0.166926739,0.029044604,0.058957741,0.05209074,0.282758989
t_9,0.124580979,0.009551676,0.154425726,0.125950053,0.074047013,0.11006643,0.095559997,0.19552484,0.650567667,0.001251826,0.042265811,0.017504674,0.262708746,0.621756334,0.103964288,0.211286131,0.14126719,0.661591073,0.740997577,0.31688609,0.176339877,0.023071084,0.044147883,0.053158534,0.320186576
t_10,0.13772289,0.009031439,0.144913868,0.113613872,0.068464024,0.100313174,0.091937528,0.196633996,0.693195419,0.001194476,0.00729503,0.019764794,0.264741464,0.616604278,0.087735819,0.18870257,0.149395006,0.647632234,0.741923757,0.301164718,0.180097993,0.01678339,0.025515261,0.053542649,0.361390717
