t,AT00,BE00,CZ00,DE00,DKE1,DKW1,ES00,FR00,HR00,HU00,LU00,NL00,NOM1,NON1,NOS0,PL00,PT00,SE01,SE02,SE03,SE04,SI00,SK00,UK00,IT00
t_1,0.249813776,0.861805664,0.768093114,0.791208117,0.862875137,0.90605943,0.304109295,0.747589584,0.155170574,0.145646527,0.95,0.930484495,0.349962168,0.523478451,0.829075744,0.699426484,0.209738321,0.448169031,0.378898611,0.575977903,0.873292855,0.5458542,0.118354205,0.855069325,0.129062705
t_2,0.271485483,0.861312193,0.810918191,0.814149311,0.889700448,0.887926968,0.300971649,0.744156957,0.199860728,0.143642483,0.95,0.923917376,0.354911794,0.528111546,0.832532582,0.730303336,0.205912337,0.391289562,0.337701306,0.609027736,0.906724559,0.605378937,0.140123784,0.862521717,0.161944383
t_3,0.329539054,0.861006827,0.832081994,0.826397492,0.887974656,0.889989272,0.296127472,0.743579424,0.278820325,0.218756249,0.95,0.927091836,0.3739802,0.504343553,0.809598101,0.773576889,0.204705524,0.328625597,0.300190231,0.686191414,0.922866609,0.668470775,0.176866118,0.858396748,0.199200739
t_4,0.434462168,0.849251956,0.840049252,0.83315412,0.881937522,0.911933887,0.28762858,0.740922195,0.337450578,0.300376929,0.95,0.926638629,0.424900638,0.482358093,0.664543534,0.827446518,0.199547135,0.288074101,0.246455685,0.741795913,0.939725637,0.693360267,0.232191717,0.845250096,0.235901805
t_5,0.4916382,0.852717751,0.843469476,0.835328226,0.886064934,0.922833597,0.280892523,0.738854321,0.377579195,0.401265787,0.95,0.931866606,0.421326627,0.470661558,0.695688408,0.866136563,0.190072078,0.258245004,0.226970254,0.801260198,0.942037965,0.709244486,0.276415049,0.828475896,0.255939694
t_6,0.511622464,0.846091531,0.857138236,0.837116972,0.899250841,0.926500422,0.266836647,0.735960185,0.408779853,0.4780286,0.95,0.93102609,0.379401877,0.458536146,0.690970221,0.890876314,0.183175705,0.197050476,0.222227237,0.843205388,0.944103529,0.721530651,0.308033939,0.809251835,0.271589948
t_7,0.481585962,0.830664522,0.867019824,0.834334873,0.911702785,0.922266424,0.254921365,0.730714921,0.44728447,0.489012018,0.949984063,0.924620315,0.322729214,0.458408555,0.675906244,0.908263157,0.184327419,0.15083398,0.250686128,0.857969291,0.946876925,0.74528466,0.32677135,0.791241577,0.286887067
t_8,0.427065497,0.828925666,0.870223864,0.828159623,0.921679116,0.923297775,0.255800826,0.724014233,0.502057147,0.456795218,0.949957143,0.907639819,0.259475072,0.461309354,0.652161438,0.912718393,0.196231675,0.144947181,0.287336875,0.862410282,0.952752395,0.765579009,0.35920391,0.772541816,0.311825203
t_9,0.447401572,0.84458768,0.870885197,0.822382373,0.924529454,0.927980459,0.258509938,0.710097977,0.542812619,0.558505571,0.949996684,0.88510489,0.179304241,0.451091042,0.616335593,0.913825816,0.21588035,0.136391289,0.313844668,0.854227996,0.958468958,0.777053591,0.393088544,0.745763961,0.331536146
t_10,0.524090483,0.852775357,0.868246013,0.823610268,0.92348515,0.929212685,0.250870155,0.68089306,0.595591158,0.719523735,0.95,0.864686085,0.12735751,0.433707478,0.622211179,0.928869347,0.214166969,0.108434573,0.321298667,0.836950583,0.960991228,0.799962387,0.414362205,0.725569413,0.342239849
