t,AT00,BE00,CZ00,DE00,DKE1,DKW1,ES00,FR00,HR00,HU00,LU00,NL00,NOM1,NON1,NOS0,PL00,PT00,SE01,SE02,SE03,SE04,SI00,SK00,UK00,IT00
t_1,0.33767021,0.327125759,0.720187673,0.466519286,0.463105717,0.604947502,0.560628475,0.56893339,0.291611251,0.419299184,0.723986516,0.521397869,0.141867035,0.109772861,0.73256304,0.685357777,0.662772919,0.171128765,0.521861817,0.369215536,0.526667416,0.123525531,0.342433806,0.566493778,0.710428801
t_2,0.400970868,0.402942577,0.77015138,0.470698481,0.544255803,0.626707846,0.556551148,0.574720449,0.405470775,0.423687078,0.507661829,0.585836328,0.142671751,0.135405145,0.73382505,0.674937684,0.558991063,0.193877889,0.577791345,0.367184815,0.557945077,0.115336442,0.36615672,0.599301136,0.74159395
t_3,0.414549395,0.460982248,0.766409943,0.480799448,0.596122698,0.650926829,0.547417554,0.559783546,0.560486099,0.459745787,0.526752656,0.656544566,0.127315254,0.16239209,0.756195187,0.646781095,0.443368347,0.215007547,0.614118755,0.367884307,0.616399004,0.103359195,0.402270943,0.633815419,0.760948523
t_4,0.360255643,0.49177858,0.735026245,0.493792498,0.62026433,0.638526332,0.552549636,0.550274362,0.70013859,0.444081782,0.69611298,0.711185244,0.112905414,0.178275525,0.760090728,0.637208209,0.49407649,0.224880442,0.631633548,0.364189994,0.633487919,0.078729321,0.391834051,0.657473643,0.779880134
t_5,0.347129646,0.50768143,0.713334292,0.518661739,0.663546293,0.63469583,0.561931729,0.524464083,0.8056458,0.36104324,0.595081056,0.738485385,0.108201534,0.213770392,0.772780753,0.613539758,0.587721317,0.267901148,0.662835819,0.372637045,0.594770062,0.046751249,0.365621518,0.671409168,0.795490172
t_6,0.381356136,0.515212649,0.686089916,0.541433009,0.694617279,0.629906384,0.577703954,0.487328097,0.839522561,0.177097254,0.522526228,0.781307782,0.120815212,0.250858089,0.789068774,0.603852773,0.608123443,0.319278456,0.700189908,0.359738816,0.557671534,0.022572989,0.315903565,0.682135363,0.798895853
t_7,0.443447849,0.523666319,0.650107284,0.56257886,0.712646338,0.635184538,0.585774122,0.470298045,0.852952014,0.060524002,0.537851295,0.788548277,0.140731439,0.280978072,0.808311813,0.63716653,0.589871768,0.335816342,0.725252857,0.333418176,0.493149851,0.027410106,0.270774282,0.690684008,0.783779999
t_8,0.427807019,0.503556768,0.629862015,0.582080861,0.717580271,0.633009015,0.591062038,0.450988208,0.843629339,0.057617792,0.561131444,0.785468502,0.170799797,0.32004619,0.818079984,0.67427656,0.585164356,0.364867929,0.756746419,0.313874096,0.441406742,0.049695807,0.242314242,0.696835402,0.765553648
t_9,0.324476527,0.49299159,0.632925198,0.594509033,0.725954141,0.620541386,0.589364382,0.447258063,0.804400347,0.042350403,0.59428691,0.759439707,0.21098352,0.359368064,0.797659599,0.683311251,0.555152779,0.405938395,0.775051807,0.292659859,0.375822415,0.04862033,0.219120684,0.698393137,0.747741406
t_10,0.226150639,0.519371064,0.593154043,0.615907737,0.745130583,0.617243132,0.583301846,0.451580238,0.674311535,0.030809962,0.637650382,0.745695983,0.251211021,0.389658999,0.760297035,0.704731691,0.527372586,0.440955485,0.789575436,0.276947444,0.34683543,0.030026621,0.166942401,0.690845599,0.704903741
t_11,0.21811908,0.565974549,0.612209615,0.642366754,0.728432592,0.582629123,0.580164437,0.435470222,0.544255419,0.054750569,0.741675302,0.701862211,0.287655539,0.408186877,0.657209976,0.700751692,0.411876482,0.483555458,0.815493545,0.311853312,0.344768364,0.012688771,0.163666335,0.690455724,0.731681423
t_12,0.277873967,0.582177466,0.678496657,0.647902976,0.772835087,0.619038069,0.610172531,0.495623901,0.55855254,0.046335092,0.862197292,0.756067524,0.284340415,0.401581046,0.670686618,0.708855723,0.514681727,0.513599368,0.814101823,0.321266856,0.389435918,0.004412745,0.159411626,0.691570575,0.74133108
t_13,0.383590811,0.645955471,0.698042487,0.684033363,0.782639279,0.641155154,0.62226178,0.56065347,0.631174448,0.028492144,0.822544779,0.799063703,0.264716338,0.385168247,0.709516241,0.774137887,0.563544079,0.534970874,0.820199526,0.309211923,0.361224673,0.014466274,0.146476479,0.716834073,0.744819569
