t,AT00,BE00,CZ00,DE00,DKE1,DKW1,ES00,FR00,HR00,HU00,LU00,NL00,NOM1,NON1,NOS0,PL00,PT00,SE01,SE02,SE03,SE04,SI00,SK00,UK00,IT00
t_1,0,0.010851184,0,0.235899905,0.134007248,0.772879548,0.922516193,0.467253996,0.038150424,0,0,0.052018417,0.674870852,0.893817142,0.640265547,0.217604908,0.77698094,0.95,0.948861502,0.173862134,0.166639086,0,0,0.344986061,0.055212133
t_2,0,0.009135297,0,0.262314404,0.164194888,0.789879452,0.917908057,0.422276879,0.044072608,0,0,0.048256078,0.653346369,0.883377559,0.741939712,0.242895283,0.686471202,0.95,0.945555585,0.253354691,0.206484139,0,0,0.341368412,0.073676736
t_3,0,0.010012147,0,0.289681982,0.190917296,0.829239879,0.90741125,0.411784888,0.061428109,0,0,0.039902165,0.62689001,0.883465366,0.818981657,0.252766797,0.638451296,0.94998184,0.93426901,0.33290323,0.230181552,0,0,0.333942603,0.095013931
t_4,0,0.015584687,0,0.308230341,0.190104735,0.818815895,0.893287923,0.410990211,0.088286399,0,0,0.037181021,0.601301405,0.891153681,0.812209773,0.270650874,0.685943608,0.94777335,0.917030634,0.421195683,0.233674882,0.008892213,0,0.333805597,0.114968842
t_5,0,0.017611152,0,0.314409898,0.168067647,0.805921472,0.888167801,0.430815311,0.131814709,0,0,0.045774824,0.565255744,0.906807606,0.703969218,0.315569163,0.783780466,0.92242807,0.903033324,0.523789329,0.274434056,0.018661869,0,0.341053901,0.122594564
t_6,0,0.011476316,0,0.367674912,0.171089706,0.72334877,0.879796528,0.443203219,0.213096248,0,0,0.060398628,0.528578175,0.919608122,0.574180355,0.409678133,0.798880244,0.796482109,0.869775946,0.602644714,0.355610931,0.008171914,0,0.341531261,0.152166584
t_7,0,0.003891567,0,0.42278031,0.173130534,0.552159272,0.862656937,0.472192929,0.304102278,0,0,0.054205541,0.491444919,0.927252586,0.436989765,0.513485164,0.79744821,0.712116316,0.816979079,0.640835746,0.424436741,0.007338157,0,0.337107396,0.177952163
t_8,0,0.00127699,0,0.455084688,0.16038731,0.375914136,0.847344533,0.508401172,0.386311981,0,0,0.040924921,0.415889319,0.926766873,0.312325484,0.603455035,0.854318541,0.725572563,0.788270503,0.663802583,0.480506632,0.033079243,0,0.333871849,0.204184849
t_9,0,0.001064951,0,0.4002466,0.136897353,0.244238004,0.845288429,0.526782589,0.49549582,0,0,0.02503463,0.356292536,0.921588681,0.199092053,0.674454083,0.868563394,0.816412027,0.769454672,0.680236112,0.511678412,0.08973065,0,0.339250275,0.234144816
t_10,0,0.001716969,0,0.32427992,0.121089863,0.162395656,0.848646252,0.533104385,0.648303516,0,0,0.013145413,0.313863093,0.907909839,0.120137981,0.747200831,0.885071298,0.902553688,0.763273661,0.711677793,0.540601135,0.112737091,0,0.348850161,0.299305376
