t,AT00,BE00,CZ00,DE00,DKE1,DKW1,ES00,FR00,HR00,HU00,LU00,NL00,NOM1,NON1,NOS0,PL00,PT00,SE01,SE02,SE03,SE04,SI00,SK00,UK00,IT00
t_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_8,0,0,0,0,0,0,0,0,0.011114869,0.01793128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017256847
t_9,0.026614723,0,0.003129627,0.004745258,0,0,0.039650848,0.003965395,0.049172859,0.055634631,0,0,0,0,0,0.005737893,0,0,0,0,0,0.008388234,0.010603617,0,0.068483902
t_10,0.058641404,0.090777916,0.023944083,0.045727212,0.061357812,0.008300585,0.165897784,0.071109472,0.090601741,0.067092411,0.069996161,0.076231141,0,0,0,0.031080296,0.167735542,0,0,0.003442606,0.015345628,0.022083312,0.034771706,0.095540339,0.131642422
t_11,0.09060376,0.144221931,0.060422753,0.089194608,0.109777451,0.051890173,0.294910364,0.140454149,0.100989848,0.067436454,0.150106369,0.162812111,0,0,0.010609507,0.063221849,0.323424601,0,0,0.008333615,0.035108361,0.02793679,0.053743362,0.252954003,0.171695
t_12,0.117793344,0.160357554,0.092934724,0.119420863,0.147136094,0.112379638,0.395427272,0.190867374,0.084973766,0.067888902,0.233201747,0.175358448,0.001688738,0,0.033047589,0.099417975,0.44424637,0,0.001111768,0.011696813,0.059879763,0.034290421,0.060215703,0.360507137,0.190494007
t_13,0.122875096,0.201258209,0.097435452,0.116921032,0.159488134,0.136888953,0.466558772,0.21517769,0.0647269,0.057385366,0.21591393,0.105613626,0.000120032,0,0.063128648,0.127943771,0.513949734,0,0.000479289,0.0096961,0.076197215,0.034505528,0.060917698,0.38252191,0.190052248
t_14,0.095787196,0.238668334,0.077479953,0.088654416,0.128724266,0.102999172,0.469949949,0.204588916,0.042815686,0.038575667,0.185969976,0.066750717,0,0,0.051250722,0.108902508,0.525967277,0,0,0.00394751,0.056031902,0.025950705,0.043652145,0.301432624,0.161475097
t_15,0.039325845,0.206299061,0.03796775,0.049859556,0.063969328,0.03787457,0.413992889,0.153526806,0.017659378,0.012658255,0.172707709,0.054832764,0,0,0.001643765,0.043963257,0.469197224,0,0,0,0.003437346,0.010259682,0.012701214,0.175527049,0.107680302
t_16,0,0.095612282,0,0.007632778,0,0,0.313141576,0.076963813,0,0,0.085532467,0,0,0,0,0,0.358033661,0,0,0,0,0,0,0.063506796,0.041089822
t_17,0,0,0,0,0,0,0.153483622,0.005513539,0,0,0,0,0,0,0,0,0.199261247,0,0,0,0,0,0,0,0
t_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026155065,0,0,0,0,0,0,0,0
t_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_32,0,0,0,0,0,0,0,0,0.000176389,0.00162878,0,0,0,0,0,0,0,0,0,0,0,0,0.005282587,0,0.009720306
t_33,0.03928891,0,0.119498681,0.005263649,0,0,0.053862292,0.040424285,0.015606849,0.030340741,0,0,0,0,0,0.117320817,0,0,0,0,0,0,0.114672377,0,0.118578814
t_34,0.09401044,0.070950779,0.186132118,0.039668515,0.104040883,0.044924143,0.191423548,0.159899685,0.034466838,0.060779997,0.035244679,0.057766443,0,0,0.00031583,0.244313849,0.114138375,0,0.003930963,0.064372731,0.148494916,0.009239927,0.182075734,0.06213557,0.26115169
t_35,0.135000035,0.09933793,0.209029992,0.081146051,0.185525643,0.108623336,0.33365757,0.268502688,0.058946743,0.086254963,0.06351956,0.099997223,0,0,0.089620471,0.327881931,0.25556892,0,0.099716823,0.182599869,0.226096558,0.032733858,0.231860414,0.178866503,0.389417327
t_36,0.14796715,0.110772816,0.195605667,0.117731883,0.236084539,0.165506862,0.455616538,0.321740181,0.078022434,0.109037487,0.126165772,0.084659524,0.00357695,0,0.136781701,0.315811856,0.427757907,0,0.14589533,0.195004179,0.224170327,0.067367226,0.249331161,0.263958549,0.451779528
t_37,0.137436574,0.119732536,0.158039477,0.126633798,0.207967186,0.182046493,0.534602945,0.327729373,0.073307925,0.122515291,0.142598865,0.062243599,0.001984758,0,0.144411803,0.213850455,0.555246109,0,0.07597851,0.154057155,0.194501123,0.08674051,0.246825662,0.284283591,0.445065314
t_38,0.102347252,0.127473601,0.105153868,0.102189714,0.138730715,0.164047363,0.552674572,0.292832067,0.057403543,0.097685129,0.090772575,0.055435852,0,0,0.087274638,0.107019314,0.582504532,0,0,0.081853547,0.137565473,0.080164174,0.189502806,0.266589574,0.394151699
t_39,0.051635125,0.086471103,0.044945569,0.0537993,0.064315502,0.077036718,0.497031247,0.217457825,0.030769419,0.038275713,0.045746808,0.04206288,0,0,0.00261862,0.033967786,0.532662194,0,0,0,0.010662543,0.05811583,0.083121562,0.214239848,0.287878465
t_40,0.003249421,0.017274518,0,0.00538876,0,0,0.370507449,0.119290837,0.004208969,0,0.007488343,0,0,0,0,0,0.418706964,0,0,0,0,0.013857285,0,0.111166863,0.136302914
t_41,0,0,0,0,0,0,0.186989049,0.011772421,0,0,0,0,0,0,0,0,0.243733233,0,0,0,0,0,0,0,0
t_42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032935143,0,0,0,0,0,0,0,0
t_43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
