t,AT00,BE00,CZ00,DE00,DKE1,DKW1,ES00,FR00,HR00,HU00,LU00,NL00,NOM1,NON1,NOS0,PL00,PT00,SE01,SE02,SE03,SE04,SI00,SK00,UK00,IT00
t_1,0,0,0,0.093367034,0.543782377,0.402997994,0.208350778,0.286032555,0.311684145,0,0,0.014448495,0.919166044,0.681332237,0.788485503,0.083812626,0.330679426,0.573992212,0.674069326,0.237930363,0.298090589,0.571100873,0,0.346619438,0.139291689
t_2,0,0,0,0.118350308,0.563125244,0.520399444,0.347292529,0.239810442,0.367061261,0,0,0.019558075,0.919365894,0.761870415,0.811022537,0.105307215,0.439259561,0.507774448,0.672064898,0.260896692,0.345385134,0.495628115,0,0.327336002,0.17734598
t_3,0,0,0,0.156098825,0.550455292,0.611195806,0.539321794,0.205507373,0.44855271,0,0,0.03082959,0.931140165,0.818785346,0.832795129,0.127948983,0.503405565,0.45453748,0.66755535,0.268813032,0.334584507,0.331783233,0,0.302504756,0.203707727
t_4,0,0,0,0.192744192,0.460537048,0.620099683,0.678689866,0.190308592,0.517352846,0,0,0.045239601,0.939164002,0.834329302,0.814438757,0.130614846,0.625769741,0.41356056,0.717228269,0.266457074,0.296750316,0.167945975,0,0.296902658,0.214834102
t_5,0,0.003165614,0,0.217917029,0.39685505,0.562494756,0.776331906,0.208143301,0.578384325,0,0,0.065980758,0.944169962,0.827705996,0.787652236,0.121248344,0.710239894,0.435701088,0.79183733,0.256408582,0.239066652,0.064276968,0,0.300346057,0.234376818
t_6,0,0.020922258,0,0.228073592,0.365050052,0.516701736,0.851074265,0.243087916,0.619397629,0,0,0.099046647,0.941940414,0.828784547,0.76850206,0.094415127,0.850267167,0.486855041,0.834398857,0.241840932,0.200127075,0.018087496,0,0.313478124,0.294380775
t_7,0,0.041080295,0,0.229932974,0.351538017,0.513314287,0.894202769,0.276029555,0.630032317,0,0,0.147799412,0.932681818,0.84117553,0.767917785,0.079332012,0.907842966,0.555869155,0.873820743,0.247565039,0.177147946,0.005268579,0,0.31794778,0.410450657
t_8,0,0.042622347,0,0.240878883,0.387070441,0.565146381,0.918295847,0.310336195,0.625668504,0,0,0.19119716,0.917759168,0.856973424,0.783675515,0.073258385,0.939123774,0.580926663,0.871613007,0.263637213,0.173803031,0,0,0.336813801,0.535357127
t_9,0,0.038094068,0,0.245707123,0.442312476,0.622683544,0.933404658,0.325153508,0.64244194,0,0,0.211667176,0.910439127,0.877501312,0.785212815,0.082715398,0.949885754,0.620122187,0.92158591,0.290767477,0.165854645,0,0,0.363853125,0.620424479
t_10,0,0.035351226,0,0.240424838,0.474064076,0.664148805,0.936188854,0.324172553,0.644259079,0,0,0.212620287,0.902851348,0.883465977,0.825384795,0.110503044,0.95,0.626972055,0.93437626,0.329415518,0.144970631,0,0,0.417958112,0.681406346
t_11,0,0.017270084,0,0.22307985,0.498766518,0.71352704,0.945388789,0.337324491,0.603013848,0,0,0.209162181,0.888434413,0.832331573,0.861939034,0.229177384,0.95,0.793707075,0.940496012,0.449659198,0.193304798,0,0,0.415963794,0.8057889
t_12,0,0.012761344,0,0.185887467,0.438960466,0.698443567,0.948656545,0.331151964,0.591109023,0,0,0.185720554,0.829482272,0.835510553,0.869591457,0.273496778,0.95,0.707440004,0.941364184,0.465501883,0.167826055,0.000568218,0,0.468045871,0.82671583
t_13,0,0.031819609,0,0.138885619,0.348924942,0.627419049,0.949559436,0.332340761,0.591815116,0,0,0.167015589,0.766334435,0.835606669,0.850728847,0.264197796,0.95,0.600207422,0.942914562,0.445852901,0.135810946,0.002860123,0,0.507092723,0.828805257
t_14,0,0.069249814,0,0.104211769,0.304687624,0.560528862,0.949810129,0.320375324,0.570976751,0,0,0.150429201,0.734094061,0.841938258,0.841770874,0.269387701,0.95,0.595024295,0.941387573,0.403238264,0.134546338,0,0,0.546184058,0.843299308
t_15,0,0.117404255,0,0.092752754,0.257733932,0.51309607,0.949775275,0.308010582,0.58105955,0,0,0.154781574,0.736896298,0.84573029,0.852008105,0.291001729,0.95,0.646582744,0.942607352,0.4001795,0.166145006,0,0,0.582974552,0.822004106
t_16,0,0.140700864,0,0.105938081,0.245689848,0.486495192,0.947500457,0.295710144,0.584358249,0,0,0.197773806,0.753671583,0.84464549,0.873080265,0.301696434,0.95,0.678763717,0.945149068,0.415861809,0.201001939,0,0,0.601459334,0.781582033
t_17,0,0.150039696,0,0.125864815,0.258431405,0.460580325,0.948582458,0.292226842,0.590756903,0,0,0.26522108,0.78300171,0.850119665,0.876461623,0.319111302,0.949998596,0.75813402,0.93667369,0.433417943,0.241056536,0,0,0.610166999,0.774782763
t_18,0,0.188083072,0,0.154821575,0.261362858,0.455965916,0.947207453,0.304647987,0.571139634,0,0,0.338971754,0.79148386,0.854251233,0.883817509,0.369207749,0.95,0.766737778,0.940830968,0.459200674,0.275981701,0,0,0.63021998,0.76571073
t_19,0,0.243219942,0,0.185136313,0.258005651,0.460832068,0.948109544,0.33183141,0.510506227,0,0,0.393080765,0.799554232,0.858815576,0.891856885,0.426303998,0.95,0.745737851,0.945579864,0.503998459,0.307133832,0,0,0.667675121,0.742817958
t_20,0,0.298562884,0,0.225133978,0.247992976,0.478729336,0.949792235,0.371774417,0.430406931,0,0,0.4203986,0.77981968,0.865906246,0.892674905,0.457975466,0.95,0.701755365,0.948137409,0.523956872,0.314974925,0,0,0.705846437,0.720981989
t_21,0,0.336865032,0,0.252787537,0.240950717,0.525262645,0.949597763,0.423132103,0.38075199,0,0,0.420030753,0.742232663,0.864176107,0.887583756,0.494883062,0.946241712,0.675567194,0.938527342,0.541639799,0.325152369,0.000898767,0,0.720911666,0.691861327
t_22,0,0.379392824,0,0.264853266,0.234769268,0.577321687,0.949957812,0.480471365,0.372999726,0,0,0.417940156,0.693395289,0.859852823,0.888108205,0.488995629,0.916692395,0.708492828,0.878899708,0.551123582,0.356250051,0.015940584,0,0.729859266,0.656435094
t_23,0,0.402376384,0,0.335985066,0.245957363,0.680986862,0.947539396,0.52194982,0.412409149,0,0,0.454326906,0.729103208,0.828643575,0.886045935,0.501418388,0.894622824,0.70250885,0.859300305,0.592378672,0.411574848,0.083159747,0,0.738058931,0.735893002
t_24,0,0.42452228,0,0.314388021,0.235904866,0.647077827,0.941360584,0.537952844,0.40995043,0,0,0.430892034,0.665444011,0.851167945,0.883881037,0.431965927,0.873155329,0.690768227,0.864392485,0.570606942,0.399351125,0.088985254,0,0.735237154,0.710935427
t_25,0,0.460792959,0,0.286979605,0.244674164,0.576429764,0.935417481,0.585688608,0.44597415,0,0,0.400564149,0.604814658,0.874976462,0.880786472,0.434758837,0.940747632,0.67907459,0.862260335,0.566618705,0.339651164,0.104375748,0,0.735621252,0.677510718
t_26,0,0.511413808,0,0.270891807,0.266124054,0.592049701,0.94684835,0.637542325,0.429570108,0,0,0.403630013,0.571441248,0.89745624,0.880345819,0.477412518,0.948103991,0.696105393,0.810314205,0.596011146,0.320135767,0.125524424,0,0.732647321,0.644641542
t_27,0,0.565067436,0,0.286902194,0.250533422,0.68730336,0.948134041,0.694451285,0.370030313,0,0,0.454591442,0.58269091,0.903000297,0.880512905,0.513709967,0.949172252,0.728731015,0.79462986,0.594322424,0.363685268,0.121069235,0,0.746474759,0.629741571
t_28,0,0.550675434,0,0.310700347,0.249012662,0.733536921,0.945683721,0.702897066,0.313504601,0,0,0.47814336,0.613810808,0.9120191,0.877391329,0.571010644,0.949557143,0.724778074,0.762227601,0.591898811,0.403044327,0.101556268,0,0.733222521,0.611105666
