t,AT00,BE00,CZ00,DE00,DKE1,DKW1,ES00,FR00,HR00,HU00,LU00,NL00,NOM1,NON1,NOS0,PL00,PT00,SE01,SE02,SE03,SE04,SI00,SK00,UK00,IT00
t_1,0.30780012,0.882848387,0.802650539,0.815254409,0.86678455,0.911450924,0.315372675,0.773197069,0.167205698,0.145646527,0.95,0.93531933,0.343085515,0.526319315,0.829075744,0.682012699,0.223846198,0.457587541,0.386656336,0.590369929,0.874528409,0.5458542,0.118354205,0.875205483,0.133901479
t_2,0.3313071,0.882472659,0.840679083,0.834748716,0.892406246,0.895542918,0.312702083,0.770796003,0.214096342,0.143642483,0.95,0.93037917,0.347255612,0.530532339,0.832532582,0.714862874,0.218393272,0.402153364,0.347814673,0.621248594,0.90880318,0.605378937,0.140123784,0.882588662,0.167481136
t_3,0.392810488,0.882240152,0.858561048,0.845139697,0.890757894,0.89734972,0.30934925,0.771338607,0.294908411,0.218756249,0.95,0.932767178,0.365815637,0.507373635,0.809598101,0.760482204,0.213988278,0.339608729,0.311036321,0.695305245,0.92558363,0.668470775,0.176866118,0.879558763,0.20527701
t_4,0.49245053,0.873289898,0.865618058,0.85087094,0.884991662,0.91660458,0.301905861,0.770109472,0.354030392,0.300376929,0.95,0.93242625,0.416776709,0.48589655,0.664543534,0.817882918,0.208106553,0.296258199,0.257133346,0.751526798,0.940827747,0.693360267,0.232191717,0.869335406,0.242655164
t_5,0.548940944,0.875928726,0.868874139,0.852715087,0.888933867,0.926166906,0.295844969,0.769025256,0.393191108,0.401265787,0.95,0.936359031,0.413445134,0.47419332,0.695688408,0.860054671,0.199851697,0.263359305,0.239180108,0.81020636,0.942917491,0.709244486,0.276415049,0.856231031,0.262974831
t_6,0.578130415,0.87088343,0.879662907,0.854232618,0.901528087,0.929383812,0.281923461,0.767108046,0.424339348,0.4780286,0.95,0.935726748,0.371471407,0.461855566,0.690970221,0.886044554,0.193479551,0.201805159,0.235134341,0.850460701,0.944749849,0.721530651,0.308033939,0.841899199,0.279048234
t_7,0.554376801,0.859136419,0.887275945,0.85187188,0.913421281,0.925669324,0.26992681,0.76222576,0.462727827,0.489012018,0.949989488,0.93090796,0.315209989,0.461316868,0.675906244,0.904080311,0.195497881,0.154849772,0.263369308,0.864555647,0.947160075,0.74528466,0.32677135,0.828003127,0.294374331
t_8,0.495138125,0.857811504,0.889705871,0.846633524,0.922949948,0.926574127,0.270784326,0.755538371,0.516548603,0.456795218,0.949971733,0.918134267,0.252740185,0.463694067,0.652161438,0.908556106,0.209084456,0.147130442,0.300280352,0.86805275,0.952434031,0.765579009,0.35920391,0.813752169,0.319426996
t_9,0.513050845,0.869738359,0.890215135,0.841732688,0.925672383,0.93068225,0.273298373,0.74083498,0.556625228,0.558505571,0.949997813,0.901180363,0.173804619,0.4535057,0.616335593,0.909690256,0.229068396,0.138171837,0.327214522,0.858882909,0.957522044,0.777053591,0.393088544,0.791971676,0.339461776
t_10,0.586551741,0.875972567,0.887851277,0.84277398,0.92467494,0.931763282,0.264522478,0.710870331,0.609706245,0.719523735,0.95,0.885782625,0.123425381,0.436190006,0.622211179,0.926445127,0.227964013,0.112035284,0.333921138,0.841387782,0.959762545,0.799962387,0.414362205,0.774216074,0.350376912
t_11,0.514089074,0.859112524,0.878473606,0.816767737,0.923405041,0.931982515,0.240502789,0.618597075,0.585149587,0.544239556,0.95,0.813267985,0.139081698,0.41504914,0.675559267,0.929038704,0.168895388,0.118406833,0.28756792,0.767936258,0.959787392,0.692883637,0.326303723,0.756438563,0.353203747
t_12,0.503759324,0.874158167,0.88005369,0.827853517,0.927892357,0.92899776,0.25724516,0.613251508,0.760539833,0.452203293,0.95,0.854787925,0.171898537,0.38940056,0.738077115,0.936788719,0.152695142,0.1817126,0.225423394,0.728592137,0.959699722,0.777796194,0.385129431,0.726223238,0.438111488
t_13,0.441887925,0.87695472,0.891948722,0.840073745,0.927538741,0.924449136,0.282318907,0.606384849,0.824695509,0.343016636,0.95,0.905657683,0.216425455,0.355889405,0.777799266,0.940203368,0.157644867,0.195383545,0.175223565,0.683693899,0.959619071,0.825333657,0.381551293,0.705655687,0.499996978
t_14,0.420878741,0.834387626,0.886589755,0.837064791,0.925682564,0.93027179,0.31846095,0.606504451,0.871730428,0.302586153,0.95,0.900058477,0.298755692,0.322510202,0.82423345,0.9412377,0.182914354,0.201655338,0.143375142,0.638949468,0.959410974,0.832800303,0.378648769,0.717878593,0.545117279
t_15,0.427060916,0.79206168,0.860750838,0.82849139,0.924928988,0.930611148,0.346514877,0.557376848,0.874385824,0.329179565,0.95,0.885970695,0.428406427,0.294720058,0.851523135,0.937820991,0.181649453,0.176596619,0.123810709,0.587121881,0.95924335,0.835878346,0.390029454,0.731821888,0.552183879
