t,AT00,BE00,CZ00,DE00,DKE1,DKW1,ES00,FR00,HR00,HU00,LU00,NL00,NOM1,NON1,NOS0,PL00,PT00,SE01,SE02,SE03,SE04,SI00,SK00,UK00,IT00
t_1,0,0.007247248,0,0.18470881,0.110769263,0.772879548,0.922516193,0.419646481,0.038150424,0,0,0.053055359,0.674870852,0.893817142,0.715673594,0.217604908,0.77698094,0.95,0.948861502,0.178432852,0.121653579,0,0,0.364615511,0.055212133
t_2,0,0.00548035,0,0.192794852,0.135930397,0.789879452,0.917908057,0.378684077,0.044072608,0,0,0.049009764,0.653346369,0.883377559,0.778235401,0.242895283,0.686471202,0.95,0.945555585,0.256640677,0.153896868,0,0,0.359629483,0.073676736
t_3,0,0.005270871,0,0.213976493,0.172953048,0.829239879,0.90741125,0.374607746,0.061428109,0,0,0.040061498,0.62689001,0.883465366,0.821658144,0.252766797,0.638451296,0.94998184,0.93426901,0.337080727,0.162981197,0,0,0.352101665,0.095013931
t_4,0,0.00785148,0,0.227474153,0.198130286,0.818815895,0.893287923,0.382122642,0.088286399,0,0,0.036656602,0.601301405,0.891153681,0.871996632,0.270650874,0.685943608,0.94777335,0.917030634,0.420500919,0.154650568,0.008892213,0,0.351531891,0.114968842
t_5,0,0.008922522,0,0.224864945,0.178023919,0.805921472,0.888167801,0.405606784,0.131814709,0,0,0.044900813,0.565255744,0.906807606,0.86916306,0.315569163,0.783780466,0.92242807,0.903033324,0.502025667,0.178178089,0.018661869,0,0.359398134,0.122594564
t_6,0,0.005349756,0,0.24960271,0.166361614,0.72334877,0.879796528,0.422368479,0.213096248,0,0,0.060086745,0.528578175,0.919608122,0.777755859,0.409678133,0.798880244,0.796482109,0.869775946,0.569600355,0.229762707,0.008171914,0,0.360741723,0.152166584
t_7,0,0.001762533,0,0.2719436,0.160112662,0.552159272,0.862656937,0.458131405,0.304102278,0,0,0.054846842,0.491444919,0.927252586,0.624406822,0.513485164,0.79744821,0.712116316,0.816979079,0.59713096,0.28376694,0.007338157,0,0.358042064,0.177952163
t_8,0,0.000578363,0,0.271565288,0.137750659,0.375914136,0.847344533,0.49849306,0.386311981,0,0,0.041235756,0.415889319,0.926766873,0.448486466,0.603455035,0.854318541,0.725572563,0.788270503,0.608799635,0.327739543,0.033079243,0,0.355495867,0.204184849
t_9,0,0.000482328,0,0.231279526,0.110167316,0.244238004,0.845288429,0.520690435,0.49549582,0,0,0.025394976,0.356292536,0.921588681,0.266915371,0.674454083,0.868563394,0.816412027,0.769454672,0.617135697,0.343940694,0.08973065,0,0.360628835,0.234144816
t_10,0,0.000777634,0,0.190523877,0.092007081,0.162395656,0.848646252,0.538146163,0.648303516,0,0,0.013018257,0.313863093,0.907909839,0.144966159,0.747200831,0.885071298,0.902553688,0.763273661,0.646579391,0.355504216,0.112737091,0,0.368929419,0.299305376
t_11,0,0.001813172,0,0.174619954,0.068080795,0.16616213,0.790996175,0.565053644,0.820619963,0,0,0.00976663,0.384548399,0.926144749,0.160942484,0.839424378,0.797939949,0.938567392,0.807541484,0.715211816,0.391710221,0.112171009,0,0.373402901,0.462685205
t_12,0,0.002272676,0,0.131227261,0.045933483,0.165638802,0.808189757,0.540850606,0.882046603,0,0,0.00795521,0.401248044,0.918110363,0.148218242,0.810596835,0.735174971,0.934267467,0.831051444,0.664598623,0.348365972,0.158222157,0,0.355943653,0.588061083
t_13,0,0.002355646,0,0.114494735,0.024109064,0.18273988,0.781489016,0.497565023,0.869127595,0,0,0.014693592,0.419200518,0.91188645,0.143163669,0.736785714,0.714289781,0.856660202,0.87123342,0.584539572,0.314125267,0.183748632,0,0.342255683,0.659557015
t_14,0,0.001097276,0,0.108371922,0.018896998,0.201720441,0.776107643,0.449651919,0.803991819,0,0,0.026311818,0.431359861,0.903973546,0.130882712,0.677987552,0.696929848,0.776722521,0.874080996,0.522641912,0.303348006,0.144017161,0,0.323552503,0.693326338
t_15,0,0.000237699,0,0.095148886,0.01786014,0.20851668,0.788327879,0.426956785,0.730015442,0,0,0.030092401,0.467862039,0.900269775,0.114109375,0.586488258,0.535519112,0.727846138,0.84780709,0.441351212,0.262880277,0.077812207,0,0.305587669,0.710791695
t_16,0,0,0,0.087954024,0.023635765,0.18247018,0.815656291,0.422434846,0.615038008,0,0,0.035475035,0.504207452,0.904967643,0.086830307,0.478068719,0.358225205,0.578982035,0.831371535,0.415715119,0.223395346,0.039484076,0,0.285461177,0.726432556
