t,AT00,BE00,CZ00,DE00,DKE1,DKW1,ES00,FR00,HR00,HU00,LU00,NL00,NOM1,NON1,NOS0,PL00,PT00,SE01,SE02,SE03,SE04,SI00,SK00,UK00,IT00
t_1,0,0,0,0.144182897,0.347272098,0.402997994,0.208350778,0.291952437,0.311684145,0,0,0.012729349,0.919166044,0.681332237,0.801866503,0.083812626,0.330679426,0.573992212,0.674069326,0.244587758,0.337651975,0.571100873,0,0.351798988,0.139291689
t_2,0,0,0,0.153690508,0.340995713,0.520399444,0.347292529,0.244506652,0.367061261,0,0,0.017466866,0.919365894,0.761870415,0.848932841,0.105307215,0.439259561,0.507774448,0.672064898,0.263817853,0.354539761,0.495628115,0,0.328956306,0.17734598
t_3,0,0,0,0.164275766,0.349768415,0.611195806,0.539321794,0.207113007,0.44855271,0,0,0.029541452,0.931140165,0.818785346,0.874533534,0.127948983,0.503405565,0.45453748,0.66755535,0.27409426,0.320241548,0.331783233,0,0.303039723,0.203707727
t_4,0,0,0,0.180808453,0.307500573,0.620099683,0.678689866,0.188083699,0.517352846,0,0,0.045741394,0.939164002,0.834329302,0.847867059,0.130614846,0.625769741,0.41356056,0.717228269,0.269867438,0.276267915,0.167945975,0,0.29872409,0.214834102
t_5,0,0.001433741,0,0.196786096,0.26380874,0.562494756,0.776331906,0.20704357,0.578384325,0,0,0.068431649,0.944169962,0.827705996,0.809596076,0.121248344,0.710239894,0.435701088,0.79183733,0.246305503,0.229513375,0.064276968,0,0.305150103,0.234376818
t_6,0,0.013130913,0,0.21391507,0.232889303,0.516701736,0.851074265,0.248075354,0.619397629,0,0,0.105161372,0.941940414,0.828784547,0.792954576,0.094415127,0.850267167,0.486855041,0.834398857,0.219252554,0.203287413,0.018087496,0,0.319186116,0.294380775
t_7,0,0.030520601,0,0.227312154,0.223881264,0.513314287,0.894202769,0.285589679,0.630032317,0,0,0.15778549,0.932681818,0.84117553,0.796191955,0.079332012,0.907842966,0.555869155,0.873820743,0.20706493,0.194940357,0.005268579,0,0.324586475,0.410450657
t_8,0,0.032501612,0,0.240132278,0.240586399,0.565146381,0.918295847,0.318442104,0.625668504,0,0,0.204517802,0.917759168,0.856973424,0.825723964,0.073258385,0.939123774,0.580926663,0.871613007,0.202504467,0.206185947,0,0,0.343996888,0.535357127
t_9,0,0.025905694,0,0.232912293,0.263057371,0.622683544,0.933404658,0.32569484,0.64244194,0,0,0.225227569,0.910439127,0.877501312,0.849154969,0.082715398,0.949885754,0.620122187,0.92158591,0.215679827,0.20526876,0,0,0.373221386,0.620424479
t_10,0,0.022962074,0,0.209121743,0.278282891,0.664148805,0.936188854,0.321224517,0.644259079,0,0,0.222305296,0.902851348,0.883465977,0.897848697,0.110503044,0.95,0.626972055,0.93437626,0.244777255,0.187742771,0,0,0.426316987,0.681406346
