t,CH00
1874,6282.37
1875,6151.41
1876,6108.43
1877,6041.58
1878,6293.73
1879,7242.85
1880,7950.773
1881,8367.79
1882,8256.683
1883,8288.53
1884,8459.39
1885,7897.65
1886,7882.793
1887,7747.898
1888,7598.873
1889,7559.59
1890,7478.37
1891,7767.77
1892,7967.52
1893,7355.7
1894,7098.78
1895,6897.19
1896,6442.33
1897,6295.6
1898,6123.65
1899,6016.68
1900,6028.68
1901,5977.81
1902,6207.87
1903,7084.94
1904,7731.886
1905,8098.904
1906,7956.826
1907,8019.66
1908,8221.56
1909,7719.75
1910,7699.896
1911,7518.02
1912,7356.006
1913,7336.75
1914,7262.56
1915,7554.09
1916,7766.92
1917,7157.1
1918,6873.19
1919,6674.49
1920,6205.63
1921,6061.46
1922,5824.53
1923,5753.55
1924,5720.56
1925,5703.39
1926,6056.23
1927,6952.65
1928,7553.383
1929,7896.178
1930,7770.313
1931,7787.4
1932,8045.36
1933,7509.48
1934,7487.403
1935,7383.375
1936,7239.473
1937,7190.67
1938,7136.91
1939,7396.02
1940,7625.11
1941,7064.28
1942,6740.38
1943,6533.31
1944,6046.46
1945,5883.56
1946,5659.63
1947,5512.67
1948,5516.67
1949,5493.45
1950,5866.05
1951,6743.12
1952,7352.722
1953,7730.37
1954,7674.622
1955,7725.83
1956,7893.9
1957,7323.95
1958,7304.732
1959,7169.664
1960,6945.842
1961,6774.34
1962,6823.77
1963,7069.5
1964,7323.63
1965,6783.79
1966,6527.87
1967,6433.4
1968,6039.52
1969,5681.66
1970,5396.74
1971,5176.81
1972,5104.83
1973,5057.84
1974,5366.77
1975,5621.72
1976,5657.726
1977,5988.634
1978,6048.606
1979,6156.56
1980,6249.02
1981,6196.54
1982,6141.576
1983,5997.127
1984,5878.656
1985,5746.67
1986,5943.59
1987,6153.4
1988,6388.35
1989,5980.47
1990,5691.56
1991,5639.67
1992,5333.76
1993,4970.87
1994,4706.95
1995,4761.93
1996,4473.02
1997,4654.4
1998,4688.8
1999,4798.87
2000,5057.175
2001,5295.491
2002,5284.105
2003,5469.67
2004,5661.92
2005,5412.69
2006,5152.145
2007,5041.877
2008,5041.175
2009,5206.37
2010,5588.53
2011,5550.46
2012,5779
2013,5668.03
2014,5504.08
2015,5061.84
2016,4838.91
2017,4968.18
2018,4866.21
2019,4924.19
2020,5080.15
2021,5778.29
2022,6527.35
2023,7525.13
2024,7931.368
2025,7904.728
2026,7903.378
2027,8044.97
2028,7552.44
2029,7530.12
2030,7365.538
2031,7220.248
2032,7018.638
2033,6845.99
2034,6936.22
2035,6884.12
2036,7048.79
2037,6706.89
2038,6469.96
2039,5978.88
2040,5713.96
2041,5552.9
2042,5346.96
2043,5299.98
2044,5357.96
2045,5983.26
2046,6680.62
2047,7643.72
2048,7990.102
2049,7875.617
2050,7871.132
2051,8016.61
2052,7500.51
2053,7498.76
2054,7347.292
2055,7218.554
2056,7042.382
2057,6826.47
2058,6924.55
2059,6831.15
2060,6974.6
2061,6695.68
2062,6417.77
2063,5930.79
2064,5668.87
2065,5532.94
2066,5337
2067,5289.01
2068,5292.01
2069,5905.53
2070,6602.09
2071,7515
2072,7857.636
2073,7794.37
2074,7757.666
2075,7887.89
2076,7434.16
2077,7374.04
2078,7215.826
2079,7061.747
2080,6895.926
2081,6721.51
2082,6817.03
2083,6695.81
2084,6854.97
2085,6577.05
2086,6355.12
2087,5823.85
2088,5526.94
2089,5365.16
2090,5146.23
2091,5071.25
2092,5086.25
2093,5757.63
2094,6458.01
2095,7385.48
2096,7817.924
2097,7786.527
2098,7753.944
2099,7895.33
2100,7404.18
2101,7385.48
2102,7297.084
2103,7174.433
2104,7036.164
2105,6850.06
2106,7044.83
2107,6968.07
2108,6946.51
2109,6547.63
2110,6286.71
2111,5798.03
2112,5501.12
2113,5334.88
2114,5045.96
2115,4932
2116,4863.02
2117,5508.18
2118,6239.34
2119,7305.13
2120,7838.354
2121,7902.717
2122,7949.324
2123,8057.91
2124,7584.88
2125,7498.07
2126,7333.514
2127,7137.753
2128,6844.654
2129,6756.93
2130,6835.16
2131,6697.06
2132,6736.77
2133,6450.86
2134,6261.91
2135,5884.71
2136,5672.78
2137,5320.99
2138,5051.07
2139,4976.09
2140,4858.13
2141,5093
2142,5301.88
2143,5638.8
2144,6037.656
2145,6213.602
2146,6107.636
2147,6186.64
2148,6206.13
2149,6114.66
2150,5968.676
2151,5856.212
2152,5724.756
2153,5758.77
2154,5952.69
2155,5819.75
2156,5945.86
2157,5804.9
2158,5692.93
2159,5268.01
2160,5123.05
2161,4705.24
2162,4469.31
2163,4351.35
2164,4349.35
2165,4555.15
2166,4612.98
2167,4851.43
2168,5179.188
2169,5457.971
2170,5429.108
2171,5600.21
2172,5787.72
2173,5522.23
2174,5349.138
2175,5218.616
2176,5245.168
2177,5430.41
2178,5742.65
2179,5602.13
2180,5856.27
2181,5807.28
2182,5637.33
2183,5216.09
2184,5029.14
2185,5025.17
2186,4941.19
2187,4955.19
2188,5056.16
2189,5716.87
2190,6422.66
2191,7347.32
2192,7808.14
2193,7805.137
2194,7813.14
2195,7891.16
2196,7401.32
2197,7384.31
2198,7276.3
2199,7108.365
2200,6925.4
2201,6764.53
2202,6842.53
2203,6688.68
2204,6772.64
2205,6515.72
2206,6196.82
2207,5664.97
2208,5383.06
2209,5233.62
2210,4990.69
2211,4894.72
2212,4825.74
2213,5418.4
2214,6120.97
2215,7180.97
2216,7737.565
2217,7753.347
2218,7816.545
2219,7988.72
2220,7478.99
2221,7427.89
2222,7298.695
2223,7133.669
2224,6976.795
2225,6836.29
2226,6972.72
2227,6910.46
2228,6812.64
2229,6494.73
2230,6191.82
2231,5652.49
2232,5373.58
2233,5195.48
2234,4950.55
2235,4867.58
2236,4853.58
2237,5497.15
2238,6185.76
2239,7208.87
2240,7738.516
2241,7843.293
2242,7901.476
2243,8116.6
2244,7766.29
2245,7784.7
2246,7648.546
2247,7496.987
2248,7316.646
2249,7159.07
2250,7257.44
2251,7111.02
2252,6928.27
2253,6589.37
2254,6315.46
2255,5823.29
2256,5506.38
2257,5318.74
2258,5082.81
2259,5005.83
2260,4994.84
2261,5577.24
2262,6209.49
2263,7217.75
2264,7820.077
2265,7957.549
2266,8000.027
2267,8073.49
2268,7688.85
2269,7571.64
2270,7401.197
2271,7239.008
2272,6982.327
2273,6893.33
2274,7012.25
2275,6851.79
2276,6561.34
2277,6244.44
2278,6126.47
2279,5688.63
2280,5414.71
2281,4932.32
2282,4637.41
2283,4541.44
2284,4374.49
2285,4543.19
2286,4645.02
2287,4894.47
2288,5285.178
2289,5600.938
2290,5574.088
2291,5717.22
2292,5942.23
2293,5619.25
2294,5406.138
2295,5254.103
2296,5240.188
2297,5356.5
2298,5578.74
2299,5346.37
2300,5402.47
2301,5408.47
2302,5388.47
2303,5073.28
2304,4893.33
2305,4788.21
2306,4516.29
2307,4449.31
2308,4321.35
2309,4555.72
2310,4735
2311,5061.9
2312,5495.112
2313,5814.36
2314,5825.012
2315,6005.62
2316,6170.41
2317,6141.58
2318,6067.942
2319,5975.151
2320,5901.992
2321,6001.28
2322,6182.57
2323,6031.57
2324,5852.25
2325,5678.31
2326,5543.35
2327,5178.09
2328,4993.15
2329,4618.72
2330,4427.78
2331,4393.79
2332,4302.81
2333,4498.39
2334,4483.04
2335,4736.02
2336,5128.554
2337,5443.134
2338,5462.454
2339,5572.76
2340,5719.86
2341,5436.81
2342,5243.524
2343,5134.41
2344,5135.554
2345,5248.2
2346,5400.76
2347,5208.91
2348,5365.04
2349,5448.01
2350,5384.03
2351,5161.56
2352,5106.57
2353,4969.44
2354,4796.49
2355,4698.52
2356,4552.56
2357,4750.46
2358,4735.62
2359,4838.78
2360,5174.767
2361,5456.737
2362,5440.687
2363,5520.58
2364,5724.99
2365,5482.59
2366,5362.707
2367,5317.243
2368,5378.707
2369,5499.5
2370,5663.34
2371,5432.15
2372,5592.99
2373,5550.01
2374,5426.04
2375,5011.43
2376,4846.48
2377,5086.79
2378,4833.87
2379,4799.88
2380,4816.87
2381,5491.89
2382,6079.84
2383,6934.97
2384,7460.955
2385,7513.062
2386,7458.955
2387,7575.78
2388,7208.81
2389,7248.87
2390,7111.055
2391,6948.159
2392,6870.125
2393,6781.86
2394,6936.59
2395,6827.27
2396,6677.13
2397,6377.22
2398,6120.29
2399,5696.61
2400,5387.7
2401,5277.81
2402,5056.87
2403,4997.89
2404,5066.87
2405,5682.99
2406,6339.26
2407,7222.12
2408,7877.305
2409,8014.672
2410,8158.225
2411,8268.8
2412,8009.68
2413,7951.9
2414,7785.335
2415,7555.599
2416,7411.445
2417,7174.74
2418,7258.98
2419,7016.75
2420,7006.55
2421,6844.6
2422,6646.65
2423,6211.53
2424,5999.59
2425,5893.6
2426,5661.67
2427,5602.68
2428,5529.71
2429,6027.03
2430,6474.23
2431,7282.13
2432,7738.362
2433,7740.76
2434,7851.332
2435,7959.92
2436,7626.34
2437,7612.03
2438,7495.442
2439,7453.149
2440,7404.462
2441,7323.74
2442,7478.93
2443,7302.9
2444,7074.6
2445,6713.71
2446,6501.77
2447,6053.55
2448,5818.62
2449,5691.85
2450,5504.91
2451,5447.93
2452,5434.93
2453,5935
2454,6400.9
2455,7247.97
2456,7792.9
2457,7821.002
2458,7840.88
2459,7869.78
2460,7522.32
2461,7518.88
2462,7293.05
2463,7058.685
2464,6887.17
2465,6874.97
2466,7038.71
2467,6875.51
2468,6683.43
2469,6471.49
2470,6329.54
2471,5947.78
2472,5707.85
2473,5379.07
2474,5147.14
2475,5003.18
2476,4881.22
2477,5140.4
2478,5287.76
2479,5541.72
2480,5931.952
2481,6170.243
2482,6153.892
2483,6328.48
2484,6449.77
2485,6416.45
2486,6366.822
2487,6344.514
2488,6350.832
2489,6468.09
2490,6587.37
2491,6352.4
2492,6133
2493,5951.06
2494,5796.1
2495,5403.06
2496,5184.12
2497,4828.18
2498,4609.25
2499,4521.28
2500,4396.31
2501,4564.24
2502,4531.25
2503,4712.1
2504,5083.975
2505,5459.837
2506,5549.835
2507,5822.76
2508,6089.69
2509,5909.74
2510,5802.755
2511,5777.729
2512,5844.745
2513,5997.74
2514,6245.74
2515,5972.85
2516,5889.92
2517,5794.95
2518,5659.99
2519,5213.07
2520,5094.1
2521,5280
2522,5368.97
2523,5368.97
2524,5374.97
2525,5944.21
2526,6461.34
2527,7289.2
2528,7859.384
2529,7912.719
2530,7950.354
2531,8029.98
2532,7721.9
2533,7765.06
2534,7646.444
2535,7475.678
2536,7364.534
2537,7205.9
2538,7329.08
2539,7174.14
2540,7055.79
2541,6820.86
2542,6670.91
2543,6197.72
2544,6014.78
2545,5901.6
2546,5814.62
2547,5758.64
2548,5687.66
2549,6183.96
2550,6687.11
2551,7509.07
2552,7923.306
2553,7841.719
2554,7856.326
2555,7886.95
2556,7544.36
2557,7539.06
2558,7368.466
2559,7182.214
2560,7042.566
2561,6873.86
2562,6959.03
2563,6761.09
2564,6820.65
2565,6765.67
2566,6599.72
2567,6071.54
2568,5798.63
2569,5622.45
2570,5425.51
2571,5393.52
2572,5423.51
2573,5941.98
2574,6439.5
2575,7294.27
2576,7840.766
2577,7934.41
2578,8025.716
2579,8106.03
2580,7697.81
2581,7658.16
2582,7449.886
2583,7299.264
2584,7165.966
2585,7037.67
2586,7085.31
2587,6814.51
2588,6764.78
2589,6702.8
2590,6518.85
2591,6081.31
2592,5835.39
2593,5757.36
2594,5582.41
2595,5555.42
2596,5524.43
2597,6023.95
2598,6453.5
2599,7240.27
2600,7707.8
2601,7773.444
2602,7884.75
2603,7951.06
2604,7520.34
2605,7513.19
2606,7389.9
2607,7244.765
2608,7158.97
2609,7069.65
2610,7229.26
2611,7069.32
2612,6942.58
2613,6743.64
2614,6506.71
2615,6062.27
2616,5788.35
2617,5625.79
2618,5434.85
2619,5345.87
2620,5396.86
2621,5902.06
2622,6340.31
2623,7165.17
2624,7709.394
2625,7776.757
2626,7916.334
2627,8017.92
2628,7694.84
2629,7620.04
2630,7425.484
2631,7290.703
2632,7077.584
2633,6977.87
2634,7054.1
2635,6834.02
2636,6662.79
2637,6646.8
2638,6509.84
2639,6123.64
2640,5967.69
2641,5617.08
2642,5377.15
2643,5254.19
2644,5059.25
2645,5241.26
2646,5304.16
2647,5551.94
2648,5910.77
2649,6122.663
2650,6059.73
2651,6183.75
2652,6260.24
2653,6194.74
2654,6031.73
2655,5846.255
2656,5803.8
2657,5974.84
2658,6256.88
2659,6191.03
2660,6086.12
2661,5992.15
2662,5875.19
2663,5488.12
2664,5262.19
2665,4802.27
2666,4573.34
2667,4508.36
2668,4429.38
2669,4639.05
2670,4568.77
2671,4721.9
2672,5092.505
2673,5415.119
2674,5475.385
2675,5660.62
2676,5855.71
2677,5632.63
2678,5425.405
2679,5323.302
2680,5355.425
2681,5537.95
2682,5760.41
2683,5507.4
2684,5633.72
2685,5803.67
2686,5659.71
2687,5208.15
2688,5001.21
2689,5310.49
2690,5240.51
2691,5245.51
2692,5313.49
2693,5950.22
2694,6508.9
2695,7394.44
2696,7901.229
2697,7944.13
2698,8040.189
2699,8171.21
2700,7697.91
2701,7747.34
2702,7508.349
2703,7362.86
2704,7277.419
2705,7160.6
2706,7365.64
2707,7244.05
2708,7013.01
2709,6785.08
2710,6529.16
2711,6042.27
2712,5830.33
2713,5732.04
2714,5499.1
2715,5474.11
2716,5514.1
2717,6056.36
2718,6647.7
2719,7573.78
2720,8127.093
2721,8202.526
2722,8334.033
2723,8426.52
2724,7922.96
2725,7948.67
2726,7825.183
2727,7690.962
2728,7593.253
2729,7428.37
2730,7527.43
2731,7271.09
2732,7061.66
2733,6967.69
2734,6779.75
2735,6256.88
2736,6034.94
2737,5952.34
2738,5791.39
2739,5758.4
2740,5747.4
2741,6263.79
2742,6693.23
2743,7456.59
2744,7798.045
2745,7741.595
2746,7802.035
2747,7985.44
2748,7580.8
2749,7604.55
2750,7461.145
2751,7348.946
2752,7241.205
2753,7142.16
2754,7204.08
2755,6947.51
2756,6851.01
2757,6757.04
2758,6580.09
2759,6054.31
2760,5780.39
2761,5666.72
2762,5404.8
2763,5271.84
2764,5225.85
2765,5767.68
2766,6311.53
2767,7101.31
2768,7508.197
2769,7514.187
2770,7564.187
2771,7726.13
2772,7276.75
2773,7292.26
2774,7159.307
2775,7009.828
2776,6915.377
2777,6739.43
2778,6788.39
2779,6551.52
2780,6475.45
2781,6523.44
2782,6275.51
2783,5757.69
2784,5489.77
2785,5307.78
2786,5036.86
2787,4917.9
2788,4866.91
2789,5478.39
2790,6008.86
2791,6878.49
2792,7256.019
2793,7291.624
2794,7430.969
2795,7588.28
2796,7132.12
2797,7091.43
2798,6964.109
2799,6757.499
2800,6512.239
2801,6463
2802,6586.69
2803,6302.86
2804,6128.23
2805,6127.23
2806,6027.26
2807,5601.69
2808,5299.78
2809,4982.51
2810,4597.62
2811,4380.69
2812,4119.76
2813,4430.83
2814,4634.03
2815,5102.38
2816,5543.438
2817,5727.558
2818,5666.408
2819,5813.17
2820,5849.58
2821,5857.16
2822,5763.378
2823,5659.993
2824,5554.438
2825,5545.09
2826,5573.75
2827,5343.33
2828,5249.13
2829,5437.07
2830,5315.11
2831,4932.52
2832,4716.58
2833,4235.63
2834,3953.71
2835,3767.77
2836,3504.85
2837,3612.74
2838,3691.64
2839,4108.37
2840,4457.216
2841,4821.051
2842,4853.106
2843,5072.09
2844,5188.08
2845,5048.09
2846,4900.086
2847,4831.084
2848,4861.096
2849,5064.13
2850,5296.16
2851,4986.41
2852,4899.45
2853,5200.36
2854,5037.41
2855,4590.52
2856,4404.58
2857,4674.74
2858,4537.78
2859,4451.81
2860,4416.82
2861,4970.35
2862,5495.84
2863,6419.58
2864,7001.031
2865,7095.677
2866,7171.981
2867,7411.28
2868,6984.55
2869,7018.4
2870,6936.051
2871,6836.916
2872,6723.121
2873,6563.85
2874,6616.51
2875,6335.58
2876,6138.15
2877,6128.15
2878,5952.2
2879,5523.49
2880,5272.56
2881,4676.74
2882,4402.82
2883,4233.87
2884,4079.92
2885,4506.57
2886,5095.16
2887,5863.33
2888,6335.967
2889,6510.706
2890,6492.927
2891,6763.06
2892,6525.22
2893,6444.16
2894,6418.947
2895,6302.875
2896,6236.997
2897,6159.45
2898,6194.83
2899,5794.6
2900,5744.85
2901,5754.85
2902,5547.91
2903,5035.63
2904,4855.69
2905,5209.73
2906,5039.78
2907,4897.83
2908,4725.88
2909,5284.39
2910,5927.98
2911,6901.06
2912,7390.69
2913,7496.443
2914,7602.62
2915,7820.79
2916,7374.53
2917,7376.92
2918,7256.73
2919,7134.15
2920,7006.8
2921,6822.3
2922,6886.7
2923,6597.56
2924,6377.94
2925,6482.91
2926,6251.98
2927,5737.58
2928,5467.66
2929,5320.15
2930,5118.21
2931,4990.25
2932,4868.29
2933,5448.39
2934,5960.38
2935,6902.74
2936,7348.822
2937,7429.013
2938,7511.772
2939,7700.5
2940,7199.54
2941,7277.63
2942,7206.862
2943,7040.027
2944,6930.952
2945,6760.57
2946,6764.13
2947,6490.64
2948,6265.47
2949,6401.43
2950,6185.5
2951,5674.05
2952,5466.11
2953,5327.54
2954,5070.62
2955,4949.66
2956,4850.69
2957,5427.45
2958,5919.15
2959,6858.64
2960,7304.427
2961,7359.332
2962,7505.367
2963,7656.4
2964,7186.08
2965,7161.55
2966,7053.497
2967,6840.035
2968,6653.617
2969,6565.81
2970,6649.93
2971,6385.19
2972,6255.47
2973,6273.46
2974,6059.53
2975,5659.44
2976,5439.51
2977,5083.5
2978,4764.6
2979,4534.67
2980,4268.75
2981,4493.96
2982,4822.22
2983,5322.97
2984,5862.104
2985,6174.303
2986,6173.004
2987,6320.67
2988,6333
2989,6229.69
2990,6077.034
2991,5961.703
2992,5868.094
2993,5902.49
2994,6093.84
2995,5854.97
2996,5736.73
2997,5859.7
2998,5712.74
2999,5266.45
3000,5114.5
3001,4690.74
3002,4452.81
3003,4319.85
3004,4168.9
3005,4286.93
3006,4241.99
3007,4531.98
3008,4834.923
3009,5121.878
3010,5227.813
3011,5529.68
3012,5715.11
3013,5543.68
3014,5398.763
3015,5278.305
3016,5331.783
3017,5506.64
3018,5795.53
3019,5495.54
3020,5389.49
3021,5675.4
3022,5510.45
3023,5058.63
3024,4862.69
3025,4848.56
3026,4714.6
3027,4680.61
3028,4692.61
3029,5279.74
3030,5905.87
3031,6957.46
3032,7500.592
3033,7609.877
3034,7767.512
3035,8018.14
3036,7445.16
3037,7527.28
3038,7380.622
3039,7187.849
3040,7062.722
3041,6774.21
3042,6857.59
3043,6535.69
3044,6331.59
3045,6466.55
3046,6201.63
3047,5647.32
3048,5396.4
3049,5297.26
3050,5036.34
3051,4944.36
3052,4878.38
3053,5470.15
3054,6026.92
3055,6959.5
3056,7398.321
3057,7414.266
3058,7508.281
3059,7743.26
3060,7192.44
3061,7233.41
3062,7177.381
3063,7082.398
3064,7005.431
3065,6876.56
3066,6979.63
3067,6761.81
3068,6503.93
3069,6442.95
3070,6156.04
3071,5615.16
3072,5328.25
3073,5224.88
3074,4948.96
3075,4801.01
3076,4645.06
3077,5238.09
3078,5787.25
3079,6915.61
3080,7420.709
3081,7500.957
3082,7643.639
3083,7859.33
3084,7357.88
3085,7335.48
3086,7215.769
3087,7083.447
3088,6944.849
3089,6824.41
3090,6877.92
3091,6521.28
3092,6169.14
3093,6336.09
3094,6139.15
3095,5562.78
3096,5297.86
3097,5156.28
3098,4882.36
3099,4681.42
3100,4515.47
3101,5108.82
3102,5661.25
3103,6683.71
3104,7174.14
3105,7250.699
3106,7375.08
3107,7613.43
3108,7107.78
3109,7173.56
3110,7108.16
3111,7022.972
3112,6864.24
3113,6722.11
3114,6682.95
3115,6367.36
3116,6064.89
3117,6226.84
3118,6102.88
3119,5556.16
3120,5254.25
3121,5088.66
3122,4775.75
3123,4580.81
3124,4441.05
3125,4910.26
3126,5435.62
3127,6547.9
3128,7126.26
3129,7226.757
3130,7396.18
3131,7579.59
3132,7104.98
3133,7154.72
3134,7068.28
3135,6904.082
3136,6644.41
3137,6604.36
3138,6640.26
3139,6275.86
3140,5879.41
3141,6032.37
3142,5950.39
3143,5551.52
3144,5310.59
3145,4944.85
3146,4617.95
3147,4364.03
3148,4010.13
3149,4204.55
3150,4423.78
3151,5030.78
3152,5571.005
3153,5929.288
3154,5999.875
3155,6228.42
3156,6280.69
3157,6206.43
3158,6162.825
3159,6048.554
3160,6010.875
3161,6065.07
3162,6112.27
3163,5761.17
3164,5482.94
3165,5609.9
3166,5551.12
3167,5143.79
3168,4948.85
3169,4609.82
3170,4443.87
3171,4339.9
3172,4130.96
3173,4215.34
3174,4188.67
3175,4462.89
3176,4811.171
3177,5103.501
3178,5149.071
3179,5352.63
3180,5435.88
3181,5223.67
3182,5088.091
3183,4993.824
3184,5057.101
3185,5206.25
3186,5445.29
3187,5211.17
3188,5100.7
3189,5526.58
3190,5444.6
3191,4950.71
3192,4753.77
3193,4777.27
3194,4658.31
3195,4632.31
3196,4704.49
3197,5332.7
3198,5851.87
3199,6820.98
3200,7251.331
3201,7312.975
3202,7353.301
3203,7579.75
3204,7096.16
3205,7168.87
3206,7023.401
3207,6921.161
3208,6781.471
3209,6648.75
3210,6732.8
3211,6369.43
3212,6095.84
3213,6306.78
3214,6118.83
3215,5595.22
3216,5262.13
3217,5191.21
3218,4973.27
3219,4890.3
3220,4776.14
3221,5314.3
3222,5842.34
3223,6814.73
3224,7158.842
3225,7227.064
3226,7441.952
3227,7749.64
3228,7289.17
3229,7335.77
3230,7242.012
3231,7146.659
3232,7092.052
3233,6894.47
3234,6994
3235,6809.58
3236,6528.31
3237,6576.29
3238,6303.37
3239,5785.83
3240,5566.1
3241,5351.62
3242,5135.68
3243,5050.71
3244,4964.74
3245,5561.76
3246,6035.5
3247,7084.26
3248,7624.122
3249,7717.112
3250,7877.042
3251,8020.98
3252,7572.59
3253,7506.13
3254,7379.192
3255,7076.779
3256,6794.372
3257,6638.36
3258,6667.31
3259,6461.25
3260,6229.57
3261,6250.37
3262,6188.38
3263,5771.49
3264,5535.57
3265,5048.55
3266,4821.62
3267,4681.66
3268,4459.72
3269,4562.25
3270,4488.82
3271,4672.4
3272,4906.871
3273,5103.378
3274,5095.811
3275,5249.22
3276,5396.89
3277,5161.25
3278,4997.841
3279,4860.161
3280,4918.871
3281,5061.72
3282,5223.6
3283,4951.09
3284,4895.53
3285,5276.41
3286,5283.41
3287,4866.6
3288,4688.85
3289,4776.6
3290,4481.69
3291,4353.73
3292,4215.77
3293,4597.42
3294,4757.18
3295,5440.4
3296,5941.056
3297,6203.783
3298,6299.946
3299,6424.1
3300,6228.75
3301,6070.21
3302,5906.066
3303,5847.477
3304,5820.096
3305,5915.44
3306,6078.79
3307,5831.4
3308,5514.7
3309,5588.67
3310,5543.69
3311,5161.49
3312,5013.73
3313,4595.72
3314,4250.82
3315,4074.88
3316,3865.94
3317,4168
3318,4238.64
3319,4657.29
3320,5081.076
3321,5319.941
3322,5302.006
3323,5529.02
3324,5608.54
3325,5572.01
3326,5486.956
3327,5413.455
3328,5308.006
3329,5285.19
3330,5366.31
3331,5097.57
3332,4885.87
3333,5191.78
3334,5143.79
3335,4777.67
3336,4530.74
3337,4077.18
3338,3814.26
3339,3722.48
3340,3476.36
3341,3611.25
3342,3613.09
3343,3952.61
3344,4283.406
3345,4580.192
3346,4606.306
3347,4828.35
3348,4959.38
3349,4826.35
3350,4709.276
3351,4704.217
3352,4785.256
3353,4982.42
3354,5291.78
3355,4954.11
3356,4835.19
3357,5071.12
3358,4902.17
3359,4499.25
3360,4278.31
3361,4640.68
3362,4479.73
3363,4381.76
3364,4295.78
3365,4936.44
3366,5556.83
3367,6748.95
3368,7354.599
3369,7431.39
3370,7553.539
3371,7871.81
3372,7349.05
3373,7486.93
3374,7437.769
3375,7381.695
3376,7281.809
3377,7090.22
3378,7177.54
3379,6870.14
3380,6570.34
3381,6472.37
3382,6227.44
3383,5692.37
3384,5460.44
3385,5315.31
3386,5069.38
3387,4912.43
3388,4796.46
3389,5300.4
3390,5849.29
3391,6925.09
3392,7432.029
3393,7557.289
3394,7688.149
3395,7955.98
3396,7398.08
3397,7451.13
3398,7378.249
3399,7268.322
3400,7168.309
3401,7000.16
3402,7046.93
3403,6768.78
3404,6477.75
3405,6454.76
3406,6275.81
3407,5728.19
3408,5462.26
3409,5323.41
3410,5036.5
3411,4829.56
3412,4675.61
3413,5187.45
3414,5760.01
3415,6972.53
3416,7544.305
3417,7615.216
3418,7786.235
3419,8154.37
3420,7627.05
3421,7631.52
3422,7529.505
3423,7405.011
3424,7237.595
3425,7008.76
3426,6950.65
3427,6675.24
3428,6313.27
3429,6417.24
3430,6306.27
3431,5826.26
3432,5520.36
3433,5387.23
3434,5115.31
3435,4915.37
3436,4653.25
3437,5152.55
3438,5758.69
3439,6824.37
3440,7353.562
3441,7416.88
3442,7539.502
3443,7826.27
3444,7290.07
3445,7394.2
3446,7365.552
3447,7244.771
3448,7170.612
3449,6949
3450,6970.33
3451,6714.37
3452,6349.3
3453,6346.3
3454,6230.34
3455,5742.12
3456,5460.01
3457,5346.36
3458,5003.26
3459,4864.5
3460,4639.57
3461,5107.32
3462,5591.99
3463,6657.58
3464,7153.392
3465,7346.49
3466,7344.332
3467,7604.3
3468,7145.45
3469,7155.43
3470,7038.422
3471,6861.456
3472,6630.542
3473,6534.65
3474,6564.69
3475,6320.14
3476,5934.32
3477,5940.32
3478,5998.3
3479,5649.26
3480,5315.17
3481,5019.69
3482,4690.79
3483,4454.86
3484,4159.95
3485,4294.66
3486,4552.35
3487,4918.02
3488,5435.719
3489,5618.118
3490,5619.469
3491,5768.77
3492,5850.92
3493,5845.75
3494,5794.409
3495,5766.429
3496,5654.649
3497,5607.36
3498,5581.84
3499,5281.08
3500,5117.65
3501,5378.57
3502,5401.57
3503,5028.69
3504,4902.92
3505,4501.51
3506,4257.58
3507,4013.65
3508,3788.72
3509,3887.57
3510,3882.46
3511,4276.82
3512,4599.569
3513,4878.342
3514,4890.479
3515,5031.4
3516,5159.96
3517,5045.4
3518,4966.259
3519,4898.717
3520,4898.279
3521,5033.57
3522,5311.03
3523,4981.53
3524,4813.78
3525,5015.53
3526,5036.52
3527,4697.25
3528,4566.49
3529,4261.99
3530,4096.04
3531,3930.09
3532,3739.15
3533,3868.94
3534,3943.87
3535,4368.42
3536,4731.223
3537,5043.028
3538,5077.123
3539,5265.15
3540,5396.15
3541,5282.15
3542,5204.083
3543,5141.045
3544,5171.093
3545,5290.24
3546,5453.41
3547,5140.7
3548,4996.9
3549,5301.81
3550,5380.78
3551,4964.78
3552,4798.03
3553,4841.07
3554,4610.14
3555,4459.18
3556,4254.24
3557,4752.63
3558,5410.1
3559,6588.6
3560,7141.062
3561,7332.632
3562,7507.952
3563,7792.24
3564,7324.58
3565,7440.35
3566,7421.982
3567,7294.842
3568,7176.052
3569,6935.88
3570,6902.66
3571,6529.88
3572,6141.39
3573,6239.36
3574,6207.37
3575,5655.82
3576,5343.92
3577,5172.76
3578,4907.84
3579,4714.9
3580,4492.96
3581,4961.43
3582,5505.88
3583,6658.52
3584,7176.001
3585,7295.623
3586,7477.911
3587,7741.2
3588,7296.01
3589,7388.3
3590,7348.951
3591,7234.313
3592,7091.031
3593,6943.78
3594,6955.44
3595,6612.66
3596,6225.18
3597,6258.17
3598,6190.19
3599,5652.62
3600,5390.69
3601,5224.99
3602,4962.07
3603,4754.13
3604,4544.19
3605,4958.55
3606,5561.89
3607,6767.96
3608,7315.27
3609,7438.743
3610,7641.17
3611,7862.63
3612,7384.03
3613,7490.74
3614,7459.23
3615,7355.01
3616,7198.31
3617,7000.4
3618,7022.46
3619,6739.98
3620,6401.73
3621,6348.74
3622,6207.79
3623,5692.85
3624,5404.93
3625,5292.91
