t,demand_[MWh]
t_1360, 163.51 
t_1361, 212.45 
t_1362, 313.44 
t_1363, 288.59 
t_1364, 198.00 
t_1365, 117.65 
t_1366, 74.54 
t_1367, 69.45 
t_1368, 46.75 
t_1369, 3.73 
t_1370, 4.17 
t_1371, 4.08 
t_1372, 5.94 
t_1373, 13.30 
t_1374, 43.07 
t_1375, 154.16 
t_1376, 241.73 
t_1377, 209.63 
t_1378, 167.73 
t_1379, 159.09 
t_1380, 158.34 
t_1381, 203.37 
t_1382, 188.97 
t_1383, 162.91 
t_1384, 163.51 
t_1385, 212.45 
t_1386, 313.44 
t_1387, 288.59 
t_1388, 198.00 
t_1389, 117.65 
t_1390, 74.54 
t_1391, 69.45 
t_1392, 46.75 
t_1393, 3.73 
t_1394, 4.17 
t_1395, 4.08 
t_1396, 5.94 
t_1397, 13.30 
t_1398, 43.07 
t_1399, 154.16 
t_1400, 241.73 
t_1401, 209.63 
t_1402, 167.73 
t_1403, 159.09 
t_1404, 158.34 
t_1405, 203.37 
t_1406, 188.97 
t_1407, 162.91 
t_1408, 163.51 
t_1409, 212.45 
t_1410, 313.44 
t_1411, 288.59 
t_1412, 198.00 
t_1413, 117.65 
t_1414, 74.54 
t_1415, 69.45 
t_1416, 46.75 
t_1417, 3.73 
t_1418, 4.17 
t_1419, 4.08 
t_1420, 5.94 
t_1421, 13.30 
t_1422, 43.07 
t_1423, 154.16 
t_1424, 241.73 
t_1425, 209.63 
t_1426, 167.73 
t_1427, 159.09 
t_1428, 158.34 
t_1429, 203.37 
t_1430, 188.97 
t_1431, 162.91 
t_1432, 163.51 
t_1433, 212.45 
t_1434, 313.44 
t_1435, 288.59 
t_1436, 198.00 
t_1437, 117.65 
t_1438, 74.54 
t_1439, 69.45 
t_1440, 46.75 
t_1441, 3.73 
t_1442, 4.17 
t_1443, 4.08 
t_1444, 5.94 
t_1445, 13.30 
t_1446, 43.07 
t_1447, 154.16 
t_1448, 241.73 
t_1449, 209.63 
t_1450, 167.73 
t_1451, 159.09 
t_1452, 158.34 
t_1453, 203.37 
t_1454, 188.97 
t_1455, 162.91 
t_1456, 163.51 
t_1457, 212.45 
t_1458, 313.44 
t_1459, 288.59 
t_1460, 198.00 
t_1461, 117.65 
t_1462, 74.54 
t_1463, 69.45 
t_1464, 46.75 
t_1465, 29.90 
t_1466, 24.50 
t_1467, 12.28 
t_1468, 10.54 
t_1469, 9.67 
t_1470, 19.38 
t_1471, 38.61 
t_1472, 87.83 
t_1473, 147.65 
t_1474, 241.56 
t_1475, 265.31 
t_1476, 226.06 
t_1477, 209.16 
t_1478, 226.83 
t_1479, 262.64 
t_1480, 241.10 
t_1481, 232.69 
t_1482, 209.06 
t_1483, 180.52 
t_1484, 125.91 
t_1485, 99.24 
t_1486, 84.49 
t_1487, 88.11 
t_1488, 75.15 
t_1489, 35.38 
t_1490, 38.60 
t_1491, 22.50 
t_1492, 16.02 
t_1493, 12.45 
t_1494, 17.02 
t_1495, 23.69 
t_1496, 51.50 
t_1497, 88.17 
t_1498, 147.54 
t_1499, 180.72 
t_1500, 199.05 
t_1501, 167.15 
t_1502, 195.85 
t_1503, 227.77 
t_1504, 226.49 
t_1505, 209.78 
t_1506, 196.88 
t_1507, 158.07 
t_1508, 111.84 
t_1509, 82.27 
t_1510, 63.59 
t_1511, 44.20 
t_1512, 28.87 
t_1513, 3.73 
t_1514, 4.17 
t_1515, 4.08 
t_1516, 5.94 
t_1517, 13.30 
t_1518, 43.07 
t_1519, 154.16 
t_1520, 241.73 
t_1521, 209.63 
t_1522, 167.73 
t_1523, 159.09 
t_1524, 158.34 
t_1525, 203.37 
t_1526, 188.97 
t_1527, 162.91 
t_1528, 163.51 
t_1529, 212.45 
t_1530, 313.44 
t_1531, 288.59 
t_1532, 198.00 
t_1533, 117.65 
t_1534, 74.54 
t_1535, 69.45 
t_1536, 46.75 
t_1537, 3.73 
t_1538, 4.17 
t_1539, 4.08 
t_1540, 5.94 
t_1541, 13.30 
t_1542, 43.07 
t_1543, 154.16 
t_1544, 241.73 
t_1545, 209.63 
t_1546, 167.73 
t_1547, 159.09 
t_1548, 158.34 
t_1549, 203.37 
t_1550, 188.97 
t_1551, 162.91 
t_1552, 163.51 
t_1553, 212.45 
t_1554, 313.44 
t_1555, 288.59 
t_1556, 198.00 
t_1557, 117.65 
t_1558, 74.54 
t_1559, 69.45 
t_1560, 46.75 
t_1561, 3.73 
t_1562, 4.17 
t_1563, 4.08 
t_1564, 5.94 
t_1565, 13.30 
t_1566, 43.07 
t_1567, 154.16 
t_1568, 241.73 
t_1569, 209.63 
t_1570, 167.73 
t_1571, 159.09 
t_1572, 158.34 
t_1573, 203.37 
t_1574, 188.97 
t_1575, 162.91 
t_1576, 163.51 
t_1577, 212.45 
t_1578, 313.44 
t_1579, 288.59 
t_1580, 198.00 
t_1581, 117.65 
t_1582, 74.54 
t_1583, 69.45 
t_1584, 46.75 
t_1585, 3.73 
t_1586, 4.17 
t_1587, 4.08 
t_1588, 5.94 
t_1589, 13.30 
t_1590, 43.07 
t_1591, 154.16 
t_1592, 241.73 
t_1593, 209.63 
t_1594, 167.73 
t_1595, 159.09 
t_1596, 158.34 
t_1597, 203.37 
t_1598, 188.97 
t_1599, 162.91 
t_1600, 163.51 
t_1601, 212.45 
t_1602, 313.44 
t_1603, 288.59 
t_1604, 198.00 
t_1605, 117.65 
t_1606, 74.54 
t_1607, 69.45 
t_1608, 46.75 
t_1609, 3.73 
t_1610, 4.17 
t_1611, 4.08 
t_1612, 5.94 
t_1613, 13.30 
t_1614, 43.07 
t_1615, 154.16 
t_1616, 241.73 
t_1617, 209.63 
t_1618, 167.73 
t_1619, 159.09 
t_1620, 158.34 
t_1621, 203.37 
t_1622, 188.97 
t_1623, 162.91 
t_1624, 163.51 
t_1625, 212.45 
t_1626, 313.44 
t_1627, 288.59 
t_1628, 198.00 
t_1629, 117.65 
t_1630, 74.54 
t_1631, 69.45 
t_1632, 46.75 
t_1633, 29.90 
t_1634, 24.50 
t_1635, 12.28 
t_1636, 10.54 
t_1637, 9.67 
t_1638, 19.38 
t_1639, 38.61 
t_1640, 87.83 
t_1641, 147.65 
t_1642, 241.56 
t_1643, 265.31 
t_1644, 226.06 
t_1645, 209.16 
t_1646, 226.83 
t_1647, 262.64 
t_1648, 241.10 
t_1649, 232.69 
t_1650, 209.06 
t_1651, 180.52 
t_1652, 125.91 
t_1653, 99.24 
t_1654, 84.49 
t_1655, 88.11 
t_1656, 75.15 
t_1657, 35.38 
t_1658, 38.60 
t_1659, 22.50 
t_1660, 16.02 
t_1661, 12.45 
t_1662, 17.02 
t_1663, 23.69 
t_1664, 51.50 
t_1665, 88.17 
t_1666, 147.54 
t_1667, 180.72 
t_1668, 199.05 
t_1669, 167.15 
t_1670, 195.85 
t_1671, 227.77 
t_1672, 226.49 
t_1673, 209.78 
t_1674, 196.88 
t_1675, 158.07 
t_1676, 111.84 
t_1677, 82.27 
t_1678, 63.59 
t_1679, 44.20 
t_1680, 28.87 
t_1681, 3.73 
t_1682, 4.17 
t_1683, 4.08 
t_1684, 5.94 
t_1685, 13.30 
t_1686, 43.07 
t_1687, 154.16 
t_1688, 241.73 
t_1689, 209.63 
t_1690, 167.73 
t_1691, 159.09 
t_1692, 158.34 
t_1693, 203.37 
t_1694, 188.97 
t_1695, 162.91 
t_1696, 163.51 
t_1697, 212.45 
t_1698, 313.44 
t_1699, 288.59 
t_1700, 198.00 
t_1701, 117.65 
t_1702, 74.54 
t_1703, 69.45 
t_1704, 46.75 
t_1705, 3.73 
t_1706, 4.17 
t_1707, 4.08 
t_1708, 5.94 
t_1709, 13.30 
t_1710, 43.07 
t_1711, 154.16 
t_1712, 241.73 
t_1713, 209.63 
t_1714, 167.73 
t_1715, 159.09 
t_1716, 158.34 
t_1717, 203.37 
t_1718, 188.97 
t_1719, 162.91 
t_1720, 163.51 
t_1721, 212.45 
t_1722, 313.44 
t_1723, 288.59 
t_1724, 198.00 
t_1725, 117.65 
t_1726, 74.54 
t_1727, 69.45 
t_1728, 46.75 
t_1729, 3.73 
t_1730, 4.17 
t_1731, 4.08 
t_1732, 5.94 
t_1733, 13.30 
t_1734, 43.07 
t_1735, 154.16 
t_1736, 241.73 
t_1737, 209.63 
t_1738, 167.73 
t_1739, 159.09 
t_1740, 158.34 
t_1741, 203.37 
t_1742, 188.97 
t_1743, 162.91 
t_1744, 163.51 
t_1745, 212.45 
t_1746, 313.44 
t_1747, 288.59 
t_1748, 198.00 
t_1749, 117.65 
t_1750, 74.54 
t_1751, 69.45 
t_1752, 46.75 
t_1753, 3.73 
t_1754, 4.17 
t_1755, 4.08 
t_1756, 5.94 
t_1757, 13.30 
t_1758, 43.07 
t_1759, 154.16 
t_1760, 241.73 
t_1761, 209.63 
t_1762, 167.73 
t_1763, 159.09 
t_1764, 158.34 
t_1765, 203.37 
t_1766, 188.97 
t_1767, 162.91 
t_1768, 163.51 
t_1769, 212.45 
t_1770, 313.44 
t_1771, 288.59 
t_1772, 198.00 
t_1773, 117.65 
t_1774, 74.54 
t_1775, 69.45 
t_1776, 46.75 
t_1777, 3.73 
t_1778, 4.17 
t_1779, 4.08 
t_1780, 5.94 
t_1781, 13.30 
t_1782, 43.07 
t_1783, 154.16 
t_1784, 241.73 
t_1785, 209.63 
t_1786, 167.73 
t_1787, 159.09 
t_1788, 158.34 
t_1789, 203.37 
t_1790, 188.97 
t_1791, 162.91 
t_1792, 163.51 
t_1793, 212.45 
t_1794, 313.44 
t_1795, 288.59 
t_1796, 198.00 
t_1797, 117.65 
t_1798, 74.54 
t_1799, 69.45 
t_1800, 46.75 
t_1801, 29.90 
t_1802, 24.50 
t_1803, 12.28 
t_1804, 10.54 
t_1805, 9.67 
t_1806, 19.38 
t_1807, 38.61 
t_1808, 87.83 
t_1809, 147.65 
t_1810, 241.56 
t_1811, 265.31 
t_1812, 226.06 
t_1813, 209.16 
t_1814, 226.83 
t_1815, 262.64 
t_1816, 241.10 
t_1817, 232.69 
t_1818, 209.06 
t_1819, 180.52 
t_1820, 125.91 
t_1821, 99.24 
t_1822, 84.49 
t_1823, 88.11 
t_1824, 75.15 
t_1825, 35.38 
t_1826, 38.60 
t_1827, 22.50 
t_1828, 16.02 
t_1829, 12.45 
t_1830, 17.02 
t_1831, 23.69 
t_1832, 51.50 
t_1833, 88.17 
t_1834, 147.54 
t_1835, 180.72 
t_1836, 199.05 
t_1837, 167.15 
t_1838, 195.85 
t_1839, 227.77 
t_1840, 226.49 
t_1841, 209.78 
t_1842, 196.88 
t_1843, 158.07 
t_1844, 111.84 
t_1845, 82.27 
t_1846, 63.59 
t_1847, 44.20 
t_1848, 28.87 
t_1849, 3.73 
t_1850, 4.17 
t_1851, 4.08 
t_1852, 5.94 
t_1853, 13.30 
t_1854, 43.07 
t_1855, 154.16 
t_1856, 241.73 
t_1857, 209.63 
t_1858, 167.73 
t_1859, 159.09 
t_1860, 158.34 
t_1861, 203.37 
t_1862, 188.97 
t_1863, 162.91 
t_1864, 163.51 
t_1865, 212.45 
t_1866, 313.44 
t_1867, 288.59 
t_1868, 198.00 
t_1869, 117.65 
t_1870, 74.54 
t_1871, 69.45 
t_1872, 46.75 
t_1873, 3.73 
t_1874, 4.17 
t_1875, 4.08 
t_1876, 5.94 
t_1877, 13.30 
t_1878, 43.07 
t_1879, 154.16 
t_1880, 241.73 
t_1881, 209.63 
t_1882, 167.73 
t_1883, 159.09 
t_1884, 158.34 
t_1885, 203.37 
t_1886, 188.97 
t_1887, 162.91 
t_1888, 163.51 
t_1889, 212.45 
t_1890, 313.44 
t_1891, 288.59 
t_1892, 198.00 
t_1893, 117.65 
t_1894, 74.54 
t_1895, 69.45 
t_1896, 46.75 
t_1897, 3.73 
t_1898, 4.17 
t_1899, 4.08 
t_1900, 5.94 
t_1901, 13.30 
t_1902, 43.07 
t_1903, 154.16 
t_1904, 241.73 
t_1905, 209.63 
t_1906, 167.73 
t_1907, 159.09 
t_1908, 158.34 
t_1909, 203.37 
t_1910, 188.97 
t_1911, 162.91 
t_1912, 163.51 
t_1913, 212.45 
t_1914, 313.44 
t_1915, 288.59 
t_1916, 198.00 
t_1917, 117.65 
t_1918, 74.54 
t_1919, 69.45 
t_1920, 46.75 
t_1921, 3.73 
t_1922, 4.17 
t_1923, 4.08 
t_1924, 5.94 
t_1925, 13.30 
t_1926, 43.07 
t_1927, 154.16 
t_1928, 241.73 
t_1929, 209.63 
t_1930, 167.73 
t_1931, 159.09 
t_1932, 158.34 
t_1933, 203.37 
t_1934, 188.97 
t_1935, 162.91 
t_1936, 163.51 
t_1937, 212.45 
t_1938, 313.44 
t_1939, 288.59 
t_1940, 198.00 
t_1941, 117.65 
t_1942, 74.54 
t_1943, 69.45 
t_1944, 46.75 
t_1945, 3.73 
t_1946, 4.17 
t_1947, 4.08 
t_1948, 5.94 
t_1949, 13.30 
t_1950, 43.07 
t_1951, 154.16 
t_1952, 241.73 
t_1953, 209.63 
t_1954, 167.73 
t_1955, 159.09 
t_1956, 158.34 
t_1957, 203.37 
t_1958, 188.97 
t_1959, 162.91 
t_1960, 163.51 
t_1961, 212.45 
t_1962, 313.44 
t_1963, 288.59 
t_1964, 198.00 
t_1965, 117.65 
t_1966, 74.54 
t_1967, 69.45 
t_1968, 46.75 
t_1969, 29.90 
t_1970, 24.50 
t_1971, 12.28 
t_1972, 10.54 
t_1973, 9.67 
t_1974, 19.38 
t_1975, 38.61 
t_1976, 87.83 
t_1977, 147.65 
t_1978, 241.56 
t_1979, 265.31 
t_1980, 226.06 
t_1981, 209.16 
t_1982, 226.83 
t_1983, 262.64 
t_1984, 241.10 
t_1985, 232.69 
t_1986, 209.06 
t_1987, 180.52 
t_1988, 125.91 
t_1989, 99.24 
t_1990, 84.49 
t_1991, 88.11 
t_1992, 75.15 
t_1993, 35.38 
t_1994, 38.60 
t_1995, 22.50 
t_1996, 16.02 
t_1997, 12.45 
t_1998, 17.02 
t_1999, 23.69 
t_2000, 51.50 
t_2001, 88.17 
t_2002, 147.54 
t_2003, 180.72 
t_2004, 199.05 
t_2005, 167.15 
t_2006, 195.85 
t_2007, 227.77 
t_2008, 226.49 
t_2009, 209.78 
t_2010, 196.88 
t_2011, 158.07 
t_2012, 111.84 
t_2013, 82.27 
t_2014, 63.59 
t_2015, 44.20 
t_2016, 28.87 
t_2017, 3.73 
t_2018, 4.17 
t_2019, 4.08 
t_2020, 5.94 
t_2021, 13.30 
t_2022, 43.07 
t_2023, 154.16 
t_2024, 241.73 
t_2025, 209.63 
t_2026, 167.73 
t_2027, 159.09 
t_2028, 158.34 
t_2029, 203.37 
t_2030, 188.97 
t_2031, 162.91 
t_2032, 163.51 
t_2033, 212.45 
t_2034, 313.44 
t_2035, 288.59 
t_2036, 198.00 
t_2037, 117.65 
t_2038, 74.54 
t_2039, 69.45 
t_2040, 46.75 
t_2041, 3.73 
t_2042, 4.17 
t_2043, 4.08 
t_2044, 5.94 
t_2045, 13.30 
t_2046, 43.07 
t_2047, 154.16 
t_2048, 241.73 
t_2049, 209.63 
t_2050, 167.73 
t_2051, 159.09 
t_2052, 158.34 
t_2053, 203.37 
t_2054, 188.97 
t_2055, 162.91 
t_2056, 163.51 
t_2057, 212.45 
t_2058, 313.44 
t_2059, 288.59 
t_2060, 198.00 
t_2061, 117.65 
t_2062, 74.54 
t_2063, 69.45 
t_2064, 46.75 
t_2065, 3.73 
t_2066, 4.17 
t_2067, 4.08 
t_2068, 5.94 
t_2069, 13.30 
t_2070, 43.07 
t_2071, 154.16 
t_2072, 241.73 
t_2073, 209.63 
t_2074, 167.73 
t_2075, 159.09 
t_2076, 158.34 
t_2077, 203.37 
t_2078, 188.97 
t_2079, 162.91 
t_2080, 163.51 
t_2081, 212.45 
t_2082, 313.44 
t_2083, 288.59 
t_2084, 198.00 
t_2085, 117.65 
t_2086, 74.54 
t_2087, 69.45 
t_2088, 46.75 
t_2089, 3.73 
t_2090, 4.17 
t_2091, 4.08 
t_2092, 5.94 
t_2093, 13.30 
t_2094, 43.07 
t_2095, 154.16 
t_2096, 241.73 
t_2097, 209.63 
t_2098, 167.73 
t_2099, 159.09 
t_2100, 158.34 
t_2101, 203.37 
t_2102, 188.97 
t_2103, 162.91 
t_2104, 163.51 
t_2105, 212.45 
t_2106, 313.44 
t_2107, 288.59 
t_2108, 198.00 
t_2109, 117.65 
t_2110, 74.54 
t_2111, 69.45 
t_2112, 46.75 
t_2113, 3.73 
t_2114, 4.17 
t_2115, 4.08 
t_2116, 5.94 
t_2117, 13.30 
t_2118, 43.07 
t_2119, 154.16 
t_2120, 241.73 
t_2121, 209.63 
t_2122, 167.73 
t_2123, 159.09 
t_2124, 158.34 
t_2125, 203.37 
t_2126, 188.97 
t_2127, 162.91 
t_2128, 163.51 
t_2129, 212.45 
t_2130, 313.44 
t_2131, 288.59 
t_2132, 198.00 
t_2133, 117.65 
t_2134, 74.54 
t_2135, 69.45 
t_2136, 46.75 
t_2137, 29.90 
t_2138, 24.50 
t_2139, 12.28 
t_2140, 10.54 
t_2141, 9.67 
t_2142, 19.38 
t_2143, 38.61 
t_2144, 87.83 
t_2145, 147.65 
t_2146, 241.56 
t_2147, 265.31 
t_2148, 226.06 
t_2149, 209.16 
t_2150, 226.83 
t_2151, 262.64 
t_2152, 241.10 
t_2153, 232.69 
t_2154, 209.06 
t_2155, 180.52 
t_2156, 125.91 
t_2157, 99.24 
t_2158, 84.49 
t_2159, 88.11 
t_2160, 75.15 
t_2161, 35.38 
t_2162, 38.60 
t_2163, 22.50 
t_2164, 16.02 
t_2165, 12.45 
t_2166, 17.02 
t_2167, 23.69 
t_2168, 51.50 
t_2169, 88.17 
t_2170, 147.54 
t_2171, 180.72 
t_2172, 199.05 
t_2173, 167.15 
t_2174, 195.85 
t_2175, 227.77 
t_2176, 226.49 
t_2177, 209.78 
t_2178, 196.88 
t_2179, 158.07 
t_2180, 111.84 
t_2181, 82.27 
t_2182, 63.59 
t_2183, 44.20 
t_2184, 28.87 
t_2185, 3.73 
t_2186, 4.17 
t_2187, 4.08 
t_2188, 5.94 
t_2189, 13.30 
t_2190, 43.07 
t_2191, 154.16 
t_2192, 241.73 
t_2193, 209.63 
t_2194, 167.73 
t_2195, 159.09 
t_2196, 158.34 
t_2197, 203.37 
t_2198, 188.97 
t_2199, 162.91 
t_2200, 163.51 
t_2201, 212.45 
t_2202, 313.44 
t_2203, 288.59 
t_2204, 198.00 
t_2205, 117.65 
t_2206, 74.54 
t_2207, 69.45 
t_2208, 46.75 
t_2209, 3.73 
t_2210, 4.17 
t_2211, 4.08 
t_2212, 5.94 
t_2213, 13.30 
t_2214, 43.07 
t_2215, 154.16 
t_2216, 241.73 
t_2217, 209.63 
t_2218, 167.73 
t_2219, 159.09 
t_2220, 158.34 
t_2221, 203.37 
t_2222, 188.97 
t_2223, 162.91 
t_2224, 163.51 
t_2225, 212.45 
t_2226, 313.44 
t_2227, 288.59 
t_2228, 198.00 
t_2229, 117.65 
t_2230, 74.54 
t_2231, 69.45 
t_2232, 46.75 
t_2233, 3.73 
t_2234, 4.17 
t_2235, 4.08 
t_2236, 5.94 
t_2237, 13.30 
t_2238, 43.07 
t_2239, 154.16 
t_2240, 241.73 
t_2241, 209.63 
t_2242, 167.73 
t_2243, 159.09 
t_2244, 158.34 
t_2245, 203.37 
t_2246, 188.97 
t_2247, 162.91 
t_2248, 163.51 
t_2249, 212.45 
t_2250, 313.44 
t_2251, 288.59 
t_2252, 198.00 
t_2253, 117.65 
t_2254, 74.54 
t_2255, 69.45 
t_2256, 46.75 
t_2257, 3.73 
t_2258, 4.17 
t_2259, 4.08 
t_2260, 5.94 
t_2261, 13.30 
t_2262, 43.07 
t_2263, 154.16 
t_2264, 241.73 
t_2265, 209.63 
t_2266, 167.73 
t_2267, 159.09 
t_2268, 158.34 
t_2269, 203.37 
t_2270, 188.97 
t_2271, 162.91 
t_2272, 163.51 
t_2273, 212.45 
t_2274, 313.44 
t_2275, 288.59 
t_2276, 198.00 
t_2277, 117.65 
t_2278, 74.54 
t_2279, 69.45 
t_2280, 46.75 
t_2281, 3.73 
t_2282, 4.17 
t_2283, 4.08 
t_2284, 5.94 
t_2285, 13.30 
t_2286, 43.07 
t_2287, 154.16 
t_2288, 241.73 
t_2289, 209.63 
t_2290, 167.73 
t_2291, 159.09 
t_2292, 158.34 
t_2293, 203.37 
t_2294, 188.97 
t_2295, 162.91 
t_2296, 163.51 
t_2297, 212.45 
t_2298, 313.44 
t_2299, 288.59 
t_2300, 198.00 
t_2301, 117.65 
t_2302, 74.54 
t_2303, 69.45 
t_2304, 46.75 
t_2305, 29.90 
t_2306, 24.50 
t_2307, 12.28 
t_2308, 10.54 
t_2309, 9.67 
t_2310, 19.38 
t_2311, 38.61 
t_2312, 87.83 
t_2313, 147.65 
t_2314, 241.56 
t_2315, 265.31 
t_2316, 226.06 
t_2317, 209.16 
t_2318, 226.83 
t_2319, 262.64 
t_2320, 241.10 
t_2321, 232.69 
t_2322, 209.06 
t_2323, 180.52 
t_2324, 125.91 
t_2325, 99.24 
t_2326, 84.49 
t_2327, 88.11 
t_2328, 75.15 
t_2329, 35.38 
t_2330, 38.60 
t_2331, 22.50 
t_2332, 16.02 
t_2333, 12.45 
t_2334, 17.02 
t_2335, 23.69 
t_2336, 51.50 
t_2337, 88.17 
t_2338, 147.54 
t_2339, 180.72 
t_2340, 199.05 
t_2341, 167.15 
t_2342, 195.85 
t_2343, 227.77 
t_2344, 226.49 
t_2345, 209.78 
t_2346, 196.88 
t_2347, 158.07 
t_2348, 111.84 
t_2349, 82.27 
t_2350, 63.59 
t_2351, 44.20 
t_2352, 28.87 
t_2353, 3.73 
t_2354, 4.17 
t_2355, 4.08 
t_2356, 5.94 
t_2357, 13.30 
t_2358, 43.07 
t_2359, 154.16 
t_2360, 241.73 
t_2361, 209.63 
t_2362, 167.73 
t_2363, 159.09 
t_2364, 158.34 
t_2365, 203.37 
t_2366, 188.97 
t_2367, 162.91 
t_2368, 163.51 
t_2369, 212.45 
t_2370, 313.44 
t_2371, 288.59 
t_2372, 198.00 
t_2373, 117.65 
t_2374, 74.54 
t_2375, 69.45 
t_2376, 46.75 
t_2377, 3.73 
t_2378, 4.17 
t_2379, 4.08 
t_2380, 5.94 
t_2381, 13.30 
t_2382, 43.07 
t_2383, 154.16 
t_2384, 241.73 
t_2385, 209.63 
t_2386, 167.73 
t_2387, 159.09 
t_2388, 158.34 
t_2389, 203.37 
t_2390, 188.97 
t_2391, 162.91 
t_2392, 163.51 
t_2393, 212.45 
t_2394, 313.44 
t_2395, 288.59 
t_2396, 198.00 
t_2397, 117.65 
t_2398, 74.54 
t_2399, 69.45 
t_2400, 46.75 
t_2401, 3.73 
t_2402, 4.17 
t_2403, 4.08 
t_2404, 5.94 
t_2405, 13.30 
t_2406, 43.07 
t_2407, 154.16 
t_2408, 241.73 
t_2409, 209.63 
t_2410, 167.73 
t_2411, 159.09 
t_2412, 158.34 
t_2413, 203.37 
t_2414, 188.97 
t_2415, 162.91 
t_2416, 163.51 
t_2417, 212.45 
t_2418, 313.44 
t_2419, 288.59 
t_2420, 198.00 
t_2421, 117.65 
t_2422, 74.54 
t_2423, 69.45 
t_2424, 46.75 
t_2425, 3.73 
t_2426, 4.17 
t_2427, 4.08 
t_2428, 5.94 
t_2429, 13.30 
t_2430, 43.07 
t_2431, 154.16 
t_2432, 241.73 
t_2433, 209.63 
t_2434, 167.73 
t_2435, 159.09 
t_2436, 158.34 
t_2437, 203.37 
t_2438, 188.97 
t_2439, 162.91 
t_2440, 163.51 
t_2441, 212.45 
t_2442, 313.44 
t_2443, 288.59 
t_2444, 198.00 
t_2445, 117.65 
t_2446, 74.54 
t_2447, 69.45 
t_2448, 46.75 
t_2449, 3.73 
t_2450, 4.17 
t_2451, 4.08 
t_2452, 5.94 
t_2453, 13.30 
t_2454, 43.07 
t_2455, 154.16 
t_2456, 241.73 
t_2457, 209.63 
t_2458, 167.73 
t_2459, 159.09 
t_2460, 158.34 
t_2461, 203.37 
t_2462, 188.97 
t_2463, 162.91 
t_2464, 163.51 
t_2465, 212.45 
t_2466, 313.44 
t_2467, 288.59 
t_2468, 198.00 
t_2469, 117.65 
t_2470, 74.54 
t_2471, 69.45 
t_2472, 46.75 
t_2473, 29.90 
t_2474, 24.50 
t_2475, 12.28 
t_2476, 10.54 
t_2477, 9.67 
t_2478, 19.38 
t_2479, 38.61 
t_2480, 87.83 
t_2481, 147.65 
t_2482, 241.56 
t_2483, 265.31 
t_2484, 226.06 
t_2485, 209.16 
t_2486, 226.83 
t_2487, 262.64 
t_2488, 241.10 
t_2489, 232.69 
t_2490, 209.06 
t_2491, 180.52 
t_2492, 125.91 
t_2493, 99.24 
t_2494, 84.49 
t_2495, 88.11 
t_2496, 75.15 
t_2497, 35.38 
t_2498, 38.60 
t_2499, 22.50 
t_2500, 16.02 
t_2501, 12.45 
t_2502, 17.02 
t_2503, 23.69 
t_2504, 51.50 
t_2505, 88.17 
t_2506, 147.54 
t_2507, 180.72 
t_2508, 199.05 
t_2509, 167.15 
t_2510, 195.85 
t_2511, 227.77 
t_2512, 226.49 
t_2513, 209.78 
t_2514, 196.88 
t_2515, 158.07 
t_2516, 111.84 
t_2517, 82.27 
t_2518, 63.59 
t_2519, 44.20 
t_2520, 28.87 
t_2521, 3.73 
t_2522, 4.17 
t_2523, 4.08 
t_2524, 5.94 
t_2525, 13.30 
t_2526, 43.07 
t_2527, 154.16 
t_2528, 241.73 
t_2529, 209.63 
t_2530, 167.73 
t_2531, 159.09 
t_2532, 158.34 
t_2533, 203.37 
t_2534, 188.97 
t_2535, 162.91 
t_2536, 163.51 
t_2537, 212.45 
t_2538, 313.44 
t_2539, 288.59 
t_2540, 198.00 
t_2541, 117.65 
t_2542, 74.54 
t_2543, 69.45 
t_2544, 46.75 
t_2545, 3.73 
t_2546, 4.17 
t_2547, 4.08 
t_2548, 5.94 
t_2549, 13.30 
t_2550, 43.07 
t_2551, 154.16 
t_2552, 241.73 
t_2553, 209.63 
t_2554, 167.73 
t_2555, 159.09 
t_2556, 158.34 
t_2557, 203.37 
t_2558, 188.97 
t_2559, 162.91 
t_2560, 163.51 
t_2561, 212.45 
t_2562, 313.44 
t_2563, 288.59 
t_2564, 198.00 
t_2565, 117.65 
t_2566, 74.54 
t_2567, 69.45 
t_2568, 46.75 
t_2569, 3.73 
t_2570, 4.17 
t_2571, 4.08 
t_2572, 5.94 
t_2573, 13.30 
t_2574, 43.07 
t_2575, 154.16 
t_2576, 241.73 
t_2577, 209.63 
t_2578, 167.73 
t_2579, 159.09 
t_2580, 158.34 
t_2581, 203.37 
t_2582, 188.97 
t_2583, 162.91 
t_2584, 163.51 
t_2585, 212.45 
t_2586, 313.44 
t_2587, 288.59 
t_2588, 198.00 
t_2589, 117.65 
t_2590, 74.54 
t_2591, 69.45 
t_2592, 46.75 
t_2593, 3.73 
t_2594, 4.17 
t_2595, 4.08 
t_2596, 5.94 
t_2597, 13.30 
t_2598, 43.07 
t_2599, 154.16 
t_2600, 241.73 
t_2601, 209.63 
t_2602, 167.73 
t_2603, 159.09 
t_2604, 158.34 
t_2605, 203.37 
t_2606, 188.97 
t_2607, 162.91 
t_2608, 163.51 
t_2609, 212.45 
t_2610, 313.44 
t_2611, 288.59 
t_2612, 198.00 
t_2613, 117.65 
t_2614, 74.54 
t_2615, 69.45 
t_2616, 46.75 
t_2617, 3.73 
t_2618, 4.17 
t_2619, 4.08 
t_2620, 5.94 
t_2621, 13.30 
t_2622, 43.07 
t_2623, 154.16 
t_2624, 241.73 
t_2625, 209.63 
t_2626, 167.73 
t_2627, 159.09 
t_2628, 158.34 
t_2629, 203.37 
t_2630, 188.97 
