t,demand_[MWh]
t_2631, 162.91 
t_2632, 163.51 
t_2633, 212.45 
t_2634, 313.44 
t_2635, 288.59 
t_2636, 198.00 
t_2637, 117.65 
t_2638, 74.54 
t_2639, 69.45 
t_2640, 46.75 
t_2641, 29.90 
t_2642, 24.50 
t_2643, 12.28 
t_2644, 10.54 
t_2645, 9.67 
t_2646, 19.38 
t_2647, 38.61 
t_2648, 87.83 
t_2649, 147.65 
t_2650, 241.56 
t_2651, 265.31 
t_2652, 226.06 
t_2653, 209.16 
t_2654, 226.83 
t_2655, 262.64 
t_2656, 241.10 
t_2657, 232.69 
t_2658, 209.06 
t_2659, 180.52 
t_2660, 125.91 
t_2661, 99.24 
t_2662, 84.49 
t_2663, 88.11 
t_2664, 75.15 
t_2665, 35.38 
t_2666, 38.60 
t_2667, 22.50 
t_2668, 16.02 
t_2669, 12.45 
t_2670, 17.02 
t_2671, 23.69 
t_2672, 51.50 
t_2673, 88.17 
t_2674, 147.54 
t_2675, 180.72 
t_2676, 199.05 
t_2677, 167.15 
t_2678, 195.85 
t_2679, 227.77 
t_2680, 226.49 
t_2681, 209.78 
t_2682, 196.88 
t_2683, 158.07 
t_2684, 111.84 
t_2685, 82.27 
t_2686, 63.59 
t_2687, 44.20 
t_2688, 28.87 
t_2689, 3.73 
t_2690, 4.17 
t_2691, 4.08 
t_2692, 5.94 
t_2693, 13.30 
t_2694, 43.07 
t_2695, 154.16 
t_2696, 241.73 
t_2697, 209.63 
t_2698, 167.73 
t_2699, 159.09 
t_2700, 158.34 
t_2701, 203.37 
t_2702, 188.97 
t_2703, 162.91 
t_2704, 163.51 
t_2705, 212.45 
t_2706, 313.44 
t_2707, 288.59 
t_2708, 198.00 
t_2709, 117.65 
t_2710, 74.54 
t_2711, 69.45 
t_2712, 46.75 
t_2713, 3.73 
t_2714, 4.17 
t_2715, 4.08 
t_2716, 5.94 
t_2717, 13.30 
t_2718, 43.07 
t_2719, 154.16 
t_2720, 241.73 
t_2721, 209.63 
t_2722, 167.73 
t_2723, 159.09 
t_2724, 158.34 
t_2725, 203.37 
t_2726, 188.97 
t_2727, 162.91 
t_2728, 163.51 
t_2729, 212.45 
t_2730, 313.44 
t_2731, 288.59 
t_2732, 198.00 
t_2733, 117.65 
t_2734, 74.54 
t_2735, 69.45 
t_2736, 46.75 
t_2737, 3.73 
t_2738, 4.17 
t_2739, 4.08 
t_2740, 5.94 
t_2741, 13.30 
t_2742, 43.07 
t_2743, 154.16 
t_2744, 241.73 
t_2745, 209.63 
t_2746, 167.73 
t_2747, 159.09 
t_2748, 158.34 
t_2749, 203.37 
t_2750, 188.97 
t_2751, 162.91 
t_2752, 163.51 
t_2753, 212.45 
t_2754, 313.44 
t_2755, 288.59 
t_2756, 198.00 
t_2757, 117.65 
t_2758, 74.54 
t_2759, 69.45 
t_2760, 46.75 
t_2761, 3.73 
t_2762, 4.17 
t_2763, 4.08 
t_2764, 5.94 
t_2765, 13.30 
t_2766, 43.07 
t_2767, 154.16 
t_2768, 241.73 
t_2769, 209.63 
t_2770, 167.73 
t_2771, 159.09 
t_2772, 158.34 
t_2773, 203.37 
t_2774, 188.97 
t_2775, 162.91 
t_2776, 163.51 
t_2777, 212.45 
t_2778, 313.44 
t_2779, 288.59 
t_2780, 198.00 
t_2781, 117.65 
t_2782, 74.54 
t_2783, 69.45 
t_2784, 46.75 
t_2785, 3.73 
t_2786, 4.17 
t_2787, 4.08 
t_2788, 5.94 
t_2789, 13.30 
t_2790, 43.07 
t_2791, 154.16 
t_2792, 241.73 
t_2793, 209.63 
t_2794, 167.73 
t_2795, 159.09 
t_2796, 158.34 
t_2797, 203.37 
t_2798, 188.97 
t_2799, 162.91 
t_2800, 163.51 
t_2801, 212.45 
t_2802, 313.44 
t_2803, 288.59 
t_2804, 198.00 
t_2805, 117.65 
t_2806, 74.54 
t_2807, 69.45 
t_2808, 46.75 
t_2809, 29.90 
t_2810, 24.50 
t_2811, 12.28 
t_2812, 10.54 
t_2813, 9.67 
t_2814, 19.38 
t_2815, 38.61 
t_2816, 87.83 
t_2817, 147.65 
t_2818, 241.56 
t_2819, 265.31 
t_2820, 226.06 
t_2821, 209.16 
t_2822, 226.83 
t_2823, 262.64 
t_2824, 241.10 
t_2825, 232.69 
t_2826, 209.06 
t_2827, 180.52 
t_2828, 125.91 
t_2829, 99.24 
t_2830, 84.49 
t_2831, 88.11 
t_2832, 75.15 
t_2833, 35.38 
t_2834, 38.60 
t_2835, 22.50 
t_2836, 16.02 
t_2837, 12.45 
t_2838, 17.02 
t_2839, 23.69 
t_2840, 51.50 
t_2841, 88.17 
t_2842, 147.54 
t_2843, 180.72 
t_2844, 199.05 
t_2845, 167.15 
t_2846, 195.85 
t_2847, 227.77 
t_2848, 226.49 
t_2849, 209.78 
t_2850, 196.88 
t_2851, 158.07 
t_2852, 111.84 
t_2853, 82.27 
t_2854, 63.59 
t_2855, 44.20 
t_2856, 28.87 
t_2857, 3.73 
t_2858, 4.17 
t_2859, 4.08 
t_2860, 5.94 
t_2861, 13.30 
t_2862, 43.07 
t_2863, 154.16 
t_2864, 241.73 
t_2865, 209.63 
t_2866, 167.73 
t_2867, 159.09 
t_2868, 158.34 
t_2869, 203.37 
t_2870, 188.97 
t_2871, 162.91 
t_2872, 163.51 
t_2873, 212.45 
t_2874, 313.44 
t_2875, 288.59 
t_2876, 198.00 
t_2877, 117.65 
t_2878, 74.54 
t_2879, 69.45 
t_2880, 46.75 
t_2881, 3.73 
t_2882, 4.17 
t_2883, 4.08 
t_2884, 5.94 
t_2885, 13.30 
t_2886, 43.07 
t_2887, 154.16 
t_2888, 241.73 
t_2889, 209.63 
t_2890, 167.73 
t_2891, 159.09 
t_2892, 158.34 
t_2893, 203.37 
t_2894, 188.97 
t_2895, 162.91 
t_2896, 163.51 
t_2897, 212.45 
t_2898, 313.44 
t_2899, 288.59 
t_2900, 198.00 
t_2901, 117.65 
t_2902, 74.54 
t_2903, 69.45 
t_2904, 46.75 
t_2905, 3.73 
t_2906, 4.17 
t_2907, 4.08 
t_2908, 5.94 
t_2909, 13.30 
t_2910, 43.07 
t_2911, 154.16 
t_2912, 241.73 
t_2913, 209.63 
t_2914, 167.73 
t_2915, 159.09 
t_2916, 158.34 
t_2917, 203.37 
t_2918, 188.97 
t_2919, 162.91 
t_2920, 163.51 
t_2921, 212.45 
t_2922, 313.44 
t_2923, 288.59 
t_2924, 198.00 
t_2925, 117.65 
t_2926, 74.54 
t_2927, 69.45 
t_2928, 46.75 
t_2929, 3.73 
t_2930, 4.17 
t_2931, 4.08 
t_2932, 5.94 
t_2933, 13.30 
t_2934, 43.07 
t_2935, 154.16 
t_2936, 241.73 
t_2937, 209.63 
t_2938, 167.73 
t_2939, 159.09 
t_2940, 158.34 
t_2941, 203.37 
t_2942, 188.97 
t_2943, 162.91 
t_2944, 163.51 
t_2945, 212.45 
t_2946, 313.44 
t_2947, 288.59 
t_2948, 198.00 
t_2949, 117.65 
t_2950, 74.54 
t_2951, 69.45 
t_2952, 46.75 
t_2953, 3.73 
t_2954, 4.17 
t_2955, 4.08 
t_2956, 5.94 
t_2957, 13.30 
t_2958, 43.07 
t_2959, 154.16 
t_2960, 241.73 
t_2961, 209.63 
t_2962, 167.73 
t_2963, 159.09 
t_2964, 158.34 
t_2965, 203.37 
t_2966, 188.97 
t_2967, 162.91 
t_2968, 163.51 
t_2969, 212.45 
t_2970, 313.44 
t_2971, 288.59 
t_2972, 198.00 
t_2973, 117.65 
t_2974, 74.54 
t_2975, 69.45 
t_2976, 46.75 
t_2977, 29.90 
t_2978, 24.50 
t_2979, 12.28 
t_2980, 10.54 
t_2981, 9.67 
t_2982, 19.38 
t_2983, 38.61 
t_2984, 87.83 
t_2985, 147.65 
t_2986, 241.56 
t_2987, 265.31 
t_2988, 226.06 
t_2989, 209.16 
t_2990, 226.83 
t_2991, 262.64 
t_2992, 241.10 
t_2993, 232.69 
t_2994, 209.06 
t_2995, 180.52 
t_2996, 125.91 
t_2997, 99.24 
t_2998, 84.49 
t_2999, 88.11 
t_3000, 75.15 
t_3001, 35.38 
t_3002, 38.60 
t_3003, 22.50 
t_3004, 16.02 
t_3005, 12.45 
t_3006, 17.02 
t_3007, 23.69 
t_3008, 51.50 
t_3009, 88.17 
t_3010, 147.54 
t_3011, 180.72 
t_3012, 199.05 
t_3013, 167.15 
t_3014, 195.85 
t_3015, 227.77 
t_3016, 226.49 
t_3017, 209.78 
t_3018, 196.88 
t_3019, 158.07 
t_3020, 111.84 
t_3021, 82.27 
t_3022, 63.59 
t_3023, 44.20 
t_3024, 28.87 
t_3025, 3.73 
t_3026, 4.17 
t_3027, 4.08 
t_3028, 5.94 
t_3029, 13.30 
t_3030, 43.07 
t_3031, 154.16 
t_3032, 241.73 
t_3033, 209.63 
t_3034, 167.73 
t_3035, 159.09 
t_3036, 158.34 
t_3037, 203.37 
t_3038, 188.97 
t_3039, 162.91 
t_3040, 163.51 
t_3041, 212.45 
t_3042, 313.44 
t_3043, 288.59 
t_3044, 198.00 
t_3045, 117.65 
t_3046, 74.54 
t_3047, 69.45 
t_3048, 46.75 
t_3049, 3.73 
t_3050, 4.17 
t_3051, 4.08 
t_3052, 5.94 
t_3053, 13.30 
t_3054, 43.07 
t_3055, 154.16 
t_3056, 241.73 
t_3057, 209.63 
t_3058, 167.73 
t_3059, 159.09 
t_3060, 158.34 
t_3061, 203.37 
t_3062, 188.97 
t_3063, 162.91 
t_3064, 163.51 
t_3065, 212.45 
t_3066, 313.44 
t_3067, 288.59 
t_3068, 198.00 
t_3069, 117.65 
t_3070, 74.54 
t_3071, 69.45 
t_3072, 46.75 
t_3073, 3.73 
t_3074, 4.17 
t_3075, 4.08 
t_3076, 5.94 
t_3077, 13.30 
t_3078, 43.07 
t_3079, 154.16 
t_3080, 241.73 
t_3081, 209.63 
t_3082, 167.73 
t_3083, 159.09 
t_3084, 158.34 
t_3085, 203.37 
t_3086, 188.97 
t_3087, 162.91 
t_3088, 163.51 
t_3089, 212.45 
t_3090, 313.44 
t_3091, 288.59 
t_3092, 198.00 
t_3093, 117.65 
t_3094, 74.54 
t_3095, 69.45 
t_3096, 46.75 
t_3097, 3.73 
t_3098, 4.17 
t_3099, 4.08 
t_3100, 5.94 
t_3101, 13.30 
t_3102, 43.07 
t_3103, 154.16 
t_3104, 241.73 
t_3105, 209.63 
t_3106, 167.73 
t_3107, 159.09 
t_3108, 158.34 
t_3109, 203.37 
t_3110, 188.97 
t_3111, 162.91 
t_3112, 163.51 
t_3113, 212.45 
t_3114, 313.44 
t_3115, 288.59 
t_3116, 198.00 
t_3117, 117.65 
t_3118, 74.54 
t_3119, 69.45 
t_3120, 46.75 
t_3121, 3.73 
t_3122, 4.17 
t_3123, 4.08 
t_3124, 5.94 
t_3125, 13.30 
t_3126, 43.07 
t_3127, 154.16 
t_3128, 241.73 
t_3129, 209.63 
t_3130, 167.73 
t_3131, 159.09 
t_3132, 158.34 
t_3133, 203.37 
t_3134, 188.97 
t_3135, 162.91 
t_3136, 163.51 
t_3137, 212.45 
t_3138, 313.44 
t_3139, 288.59 
t_3140, 198.00 
t_3141, 117.65 
t_3142, 74.54 
t_3143, 69.45 
t_3144, 46.75 
t_3145, 29.90 
t_3146, 24.50 
t_3147, 12.28 
t_3148, 10.54 
t_3149, 9.67 
t_3150, 19.38 
t_3151, 38.61 
t_3152, 87.83 
t_3153, 147.65 
t_3154, 241.56 
t_3155, 265.31 
t_3156, 226.06 
t_3157, 209.16 
t_3158, 226.83 
t_3159, 262.64 
t_3160, 241.10 
t_3161, 232.69 
t_3162, 209.06 
t_3163, 180.52 
t_3164, 125.91 
t_3165, 99.24 
t_3166, 84.49 
t_3167, 88.11 
t_3168, 75.15 
t_3169, 35.38 
t_3170, 38.60 
t_3171, 22.50 
t_3172, 16.02 
t_3173, 12.45 
t_3174, 17.02 
t_3175, 23.69 
t_3176, 51.50 
t_3177, 88.17 
t_3178, 147.54 
t_3179, 180.72 
t_3180, 199.05 
t_3181, 167.15 
t_3182, 195.85 
t_3183, 227.77 
t_3184, 226.49 
t_3185, 209.78 
t_3186, 196.88 
t_3187, 158.07 
t_3188, 111.84 
t_3189, 82.27 
t_3190, 63.59 
t_3191, 44.20 
t_3192, 28.87 
t_3193, 3.73 
t_3194, 4.17 
t_3195, 4.08 
t_3196, 5.94 
t_3197, 13.30 
t_3198, 43.07 
t_3199, 154.16 
t_3200, 241.73 
t_3201, 209.63 
t_3202, 167.73 
t_3203, 159.09 
t_3204, 158.34 
t_3205, 203.37 
t_3206, 188.97 
t_3207, 162.91 
t_3208, 163.51 
t_3209, 212.45 
t_3210, 313.44 
t_3211, 288.59 
t_3212, 198.00 
t_3213, 117.65 
t_3214, 74.54 
t_3215, 69.45 
t_3216, 46.75 
t_3217, 3.73 
t_3218, 4.17 
t_3219, 4.08 
t_3220, 5.94 
t_3221, 13.30 
t_3222, 43.07 
t_3223, 154.16 
t_3224, 241.73 
t_3225, 209.63 
t_3226, 167.73 
t_3227, 159.09 
t_3228, 158.34 
t_3229, 203.37 
t_3230, 188.97 
t_3231, 162.91 
t_3232, 163.51 
t_3233, 212.45 
t_3234, 313.44 
t_3235, 288.59 
t_3236, 198.00 
t_3237, 117.65 
t_3238, 74.54 
t_3239, 69.45 
t_3240, 46.75 
t_3241, 3.73 
t_3242, 4.17 
t_3243, 4.08 
t_3244, 5.94 
t_3245, 13.30 
t_3246, 43.07 
t_3247, 154.16 
t_3248, 241.73 
t_3249, 209.63 
t_3250, 167.73 
t_3251, 159.09 
t_3252, 158.34 
t_3253, 203.37 
t_3254, 188.97 
t_3255, 162.91 
t_3256, 163.51 
t_3257, 212.45 
t_3258, 313.44 
t_3259, 288.59 
t_3260, 198.00 
t_3261, 117.65 
t_3262, 74.54 
t_3263, 69.45 
t_3264, 46.75 
t_3265, 3.73 
t_3266, 4.17 
t_3267, 4.08 
t_3268, 5.94 
t_3269, 13.30 
t_3270, 43.07 
t_3271, 154.16 
t_3272, 241.73 
t_3273, 209.63 
t_3274, 167.73 
t_3275, 159.09 
t_3276, 158.34 
t_3277, 203.37 
t_3278, 188.97 
t_3279, 162.91 
t_3280, 163.51 
t_3281, 212.45 
t_3282, 313.44 
t_3283, 288.59 
t_3284, 198.00 
t_3285, 117.65 
t_3286, 74.54 
t_3287, 69.45 
t_3288, 46.75 
t_3289, 3.73 
t_3290, 4.17 
t_3291, 4.08 
t_3292, 5.94 
t_3293, 13.30 
t_3294, 43.07 
t_3295, 154.16 
t_3296, 241.73 
t_3297, 209.63 
t_3298, 167.73 
t_3299, 159.09 
t_3300, 158.34 
t_3301, 203.37 
t_3302, 188.97 
t_3303, 162.91 
t_3304, 163.51 
t_3305, 212.45 
t_3306, 313.44 
t_3307, 288.59 
t_3308, 198.00 
t_3309, 117.65 
t_3310, 74.54 
t_3311, 69.45 
t_3312, 46.75 
t_3313, 29.90 
t_3314, 24.50 
t_3315, 12.28 
t_3316, 10.54 
t_3317, 9.67 
t_3318, 19.38 
t_3319, 38.61 
t_3320, 87.83 
t_3321, 147.65 
t_3322, 241.56 
t_3323, 265.31 
t_3324, 226.06 
t_3325, 209.16 
t_3326, 226.83 
t_3327, 262.64 
t_3328, 241.10 
t_3329, 232.69 
t_3330, 209.06 
t_3331, 180.52 
t_3332, 125.91 
t_3333, 99.24 
t_3334, 84.49 
t_3335, 88.11 
t_3336, 75.15 
t_3337, 35.38 
t_3338, 38.60 
t_3339, 22.50 
t_3340, 16.02 
t_3341, 12.45 
t_3342, 17.02 
t_3343, 23.69 
t_3344, 51.50 
t_3345, 88.17 
t_3346, 147.54 
t_3347, 180.72 
t_3348, 199.05 
t_3349, 167.15 
t_3350, 195.85 
t_3351, 227.77 
t_3352, 226.49 
t_3353, 209.78 
t_3354, 196.88 
t_3355, 158.07 
t_3356, 111.84 
t_3357, 82.27 
t_3358, 63.59 
t_3359, 44.20 
t_3360, 28.87 
t_3361, 3.73 
t_3362, 4.17 
t_3363, 4.08 
t_3364, 5.94 
t_3365, 13.30 
t_3366, 43.07 
t_3367, 154.16 
t_3368, 241.73 
t_3369, 209.63 
t_3370, 167.73 
t_3371, 159.09 
t_3372, 158.34 
t_3373, 203.37 
t_3374, 188.97 
t_3375, 162.91 
t_3376, 163.51 
t_3377, 212.45 
t_3378, 313.44 
t_3379, 288.59 
t_3380, 198.00 
t_3381, 117.65 
t_3382, 74.54 
t_3383, 69.45 
t_3384, 46.75 
t_3385, 3.73 
t_3386, 4.17 
t_3387, 4.08 
t_3388, 5.94 
t_3389, 13.30 
t_3390, 43.07 
t_3391, 154.16 
t_3392, 241.73 
t_3393, 209.63 
t_3394, 167.73 
t_3395, 159.09 
t_3396, 158.34 
t_3397, 203.37 
t_3398, 188.97 
t_3399, 162.91 
t_3400, 163.51 
t_3401, 212.45 
t_3402, 313.44 
t_3403, 288.59 
t_3404, 198.00 
t_3405, 117.65 
t_3406, 74.54 
t_3407, 69.45 
t_3408, 46.75 
t_3409, 3.73 
t_3410, 4.17 
t_3411, 4.08 
t_3412, 5.94 
t_3413, 13.30 
t_3414, 43.07 
t_3415, 154.16 
t_3416, 241.73 
t_3417, 209.63 
t_3418, 167.73 
t_3419, 159.09 
t_3420, 158.34 
t_3421, 203.37 
t_3422, 188.97 
t_3423, 162.91 
t_3424, 163.51 
t_3425, 212.45 
t_3426, 313.44 
t_3427, 288.59 
t_3428, 198.00 
t_3429, 117.65 
t_3430, 74.54 
t_3431, 69.45 
t_3432, 46.75 
t_3433, 3.73 
t_3434, 4.17 
t_3435, 4.08 
t_3436, 5.94 
t_3437, 13.30 
t_3438, 43.07 
t_3439, 154.16 
t_3440, 241.73 
t_3441, 209.63 
t_3442, 167.73 
t_3443, 159.09 
t_3444, 158.34 
t_3445, 203.37 
t_3446, 188.97 
t_3447, 162.91 
t_3448, 163.51 
t_3449, 212.45 
t_3450, 313.44 
t_3451, 288.59 
t_3452, 198.00 
t_3453, 117.65 
t_3454, 74.54 
t_3455, 69.45 
t_3456, 46.75 
t_3457, 3.73 
t_3458, 4.17 
t_3459, 4.08 
t_3460, 5.94 
t_3461, 13.30 
t_3462, 43.07 
t_3463, 154.16 
t_3464, 241.73 
t_3465, 209.63 
t_3466, 167.73 
t_3467, 159.09 
t_3468, 158.34 
t_3469, 203.37 
t_3470, 188.97 
t_3471, 162.91 
t_3472, 163.51 
t_3473, 212.45 
t_3474, 313.44 
t_3475, 288.59 
t_3476, 198.00 
t_3477, 117.65 
t_3478, 74.54 
t_3479, 69.45 
t_3480, 46.75 
t_3481, 29.90 
t_3482, 24.50 
t_3483, 12.28 
t_3484, 10.54 
t_3485, 9.67 
t_3486, 19.38 
t_3487, 38.61 
t_3488, 87.83 
t_3489, 147.65 
t_3490, 241.56 
t_3491, 265.31 
t_3492, 226.06 
t_3493, 209.16 
t_3494, 226.83 
t_3495, 262.64 
t_3496, 241.10 
t_3497, 232.69 
t_3498, 209.06 
t_3499, 180.52 
t_3500, 125.91 
t_3501, 99.24 
t_3502, 84.49 
t_3503, 88.11 
t_3504, 75.15 
t_3505, 35.38 
t_3506, 38.60 
t_3507, 22.50 
t_3508, 16.02 
t_3509, 12.45 
t_3510, 17.02 
t_3511, 23.69 
t_3512, 51.50 
t_3513, 88.17 
t_3514, 147.54 
t_3515, 180.72 
t_3516, 199.05 
t_3517, 167.15 
t_3518, 195.85 
t_3519, 227.77 
t_3520, 226.49 
t_3521, 209.78 
t_3522, 196.88 
t_3523, 158.07 
t_3524, 111.84 
t_3525, 82.27 
t_3526, 63.59 
t_3527, 44.20 
t_3528, 28.87 
t_3529, 3.73 
t_3530, 4.17 
t_3531, 4.08 
t_3532, 5.94 
t_3533, 13.30 
t_3534, 43.07 
t_3535, 154.16 
t_3536, 241.73 
t_3537, 209.63 
t_3538, 167.73 
t_3539, 159.09 
t_3540, 158.34 
t_3541, 203.37 
t_3542, 188.97 
t_3543, 162.91 
t_3544, 163.51 
t_3545, 212.45 
t_3546, 313.44 
t_3547, 288.59 
t_3548, 198.00 
t_3549, 117.65 
t_3550, 74.54 
t_3551, 69.45 
t_3552, 46.75 
t_3553, 3.73 
t_3554, 4.17 
t_3555, 4.08 
t_3556, 5.94 
t_3557, 13.30 
t_3558, 43.07 
t_3559, 154.16 
t_3560, 241.73 
t_3561, 209.63 
t_3562, 167.73 
t_3563, 159.09 
t_3564, 158.34 
t_3565, 203.37 
t_3566, 188.97 
t_3567, 162.91 
t_3568, 163.51 
t_3569, 212.45 
t_3570, 313.44 
t_3571, 288.59 
t_3572, 198.00 
t_3573, 117.65 
t_3574, 74.54 
t_3575, 69.45 
t_3576, 46.75 
t_3577, 3.73 
t_3578, 4.17 
t_3579, 4.08 
t_3580, 5.94 
t_3581, 13.30 
t_3582, 43.07 
t_3583, 154.16 
t_3584, 241.73 
t_3585, 209.63 
t_3586, 167.73 
t_3587, 159.09 
t_3588, 158.34 
t_3589, 203.37 
t_3590, 188.97 
t_3591, 162.91 
t_3592, 163.51 
t_3593, 212.45 
t_3594, 313.44 
t_3595, 288.59 
t_3596, 198.00 
t_3597, 117.65 
t_3598, 74.54 
t_3599, 69.45 
t_3600, 46.75 
t_3601, 3.73 
t_3602, 4.17 
t_3603, 4.08 
t_3604, 5.94 
t_3605, 13.30 
t_3606, 43.07 
t_3607, 154.16 
t_3608, 241.73 
t_3609, 209.63 
t_3610, 167.73 
t_3611, 159.09 
t_3612, 158.34 
t_3613, 203.37 
t_3614, 188.97 
t_3615, 162.91 
t_3616, 163.51 
t_3617, 212.45 
t_3618, 313.44 
t_3619, 288.59 
t_3620, 198.00 
t_3621, 117.65 
t_3622, 74.54 
t_3623, 69.45 
t_3624, 46.75 
t_3625, 3.73 
t_3626, 4.17 
t_3627, 4.08 
t_3628, 5.94 
t_3629, 13.30 
t_3630, 43.07 
t_3631, 154.16 
t_3632, 241.73 
t_3633, 209.63 
t_3634, 167.73 
t_3635, 159.09 
t_3636, 158.34 
t_3637, 203.37 
t_3638, 188.97 
t_3639, 162.91 
t_3640, 163.51 
t_3641, 212.45 
t_3642, 313.44 
t_3643, 288.59 
t_3644, 198.00 
t_3645, 117.65 
t_3646, 74.54 
t_3647, 69.45 
t_3648, 46.75 
t_3649, 29.90 
t_3650, 24.50 
t_3651, 12.28 
t_3652, 10.54 
t_3653, 9.67 
t_3654, 19.38 
t_3655, 38.61 
t_3656, 87.83 
t_3657, 147.65 
t_3658, 241.56 
t_3659, 265.31 
t_3660, 226.06 
t_3661, 209.16 
t_3662, 226.83 
t_3663, 262.64 
t_3664, 241.10 
t_3665, 232.69 
t_3666, 209.06 
t_3667, 180.52 
t_3668, 125.91 
t_3669, 99.24 
t_3670, 84.49 
t_3671, 88.11 
t_3672, 75.15 
t_3673, 35.38 
t_3674, 38.60 
t_3675, 22.50 
t_3676, 16.02 
t_3677, 12.45 
t_3678, 17.02 
t_3679, 23.69 
t_3680, 51.50 
t_3681, 88.17 
t_3682, 147.54 
t_3683, 180.72 
t_3684, 199.05 
t_3685, 167.15 
t_3686, 195.85 
t_3687, 227.77 
t_3688, 226.49 
t_3689, 209.78 
t_3690, 196.88 
t_3691, 158.07 
t_3692, 111.84 
t_3693, 82.27 
t_3694, 63.59 
t_3695, 44.20 
t_3696, 28.87 
t_3697, 3.73 
t_3698, 4.17 
t_3699, 4.08 
t_3700, 5.94 
t_3701, 13.30 
t_3702, 43.07 
t_3703, 154.16 
t_3704, 241.73 
t_3705, 209.63 
t_3706, 167.73 
t_3707, 159.09 
t_3708, 158.34 
t_3709, 203.37 
t_3710, 188.97 
t_3711, 162.91 
t_3712, 163.51 
t_3713, 212.45 
t_3714, 313.44 
t_3715, 288.59 
t_3716, 198.00 
t_3717, 117.65 
t_3718, 74.54 
t_3719, 69.45 
t_3720, 46.75 
t_3721, 3.73 
t_3722, 4.17 
t_3723, 4.08 
t_3724, 5.94 
t_3725, 13.30 
t_3726, 43.07 
t_3727, 154.16 
t_3728, 241.73 
t_3729, 209.63 
t_3730, 167.73 
t_3731, 159.09 
t_3732, 158.34 
t_3733, 203.37 
t_3734, 188.97 
t_3735, 162.91 
t_3736, 163.51 
t_3737, 212.45 
t_3738, 313.44 
t_3739, 288.59 
t_3740, 198.00 
t_3741, 117.65 
t_3742, 74.54 
t_3743, 69.45 
t_3744, 46.75 
t_3745, 3.73 
t_3746, 4.17 
t_3747, 4.08 
t_3748, 5.94 
t_3749, 13.30 
t_3750, 43.07 
t_3751, 154.16 
t_3752, 241.73 
t_3753, 209.63 
t_3754, 167.73 
t_3755, 159.09 
t_3756, 158.34 
t_3757, 203.37 
t_3758, 188.97 
t_3759, 162.91 
t_3760, 163.51 
t_3761, 212.45 
t_3762, 313.44 
t_3763, 288.59 
t_3764, 198.00 
t_3765, 117.65 
t_3766, 74.54 
t_3767, 69.45 
t_3768, 46.75 
t_3769, 3.73 
t_3770, 4.17 
t_3771, 4.08 
t_3772, 5.94 
t_3773, 13.30 
t_3774, 43.07 
t_3775, 154.16 
t_3776, 241.73 
t_3777, 209.63 
t_3778, 167.73 
t_3779, 159.09 
t_3780, 158.34 
t_3781, 203.37 
t_3782, 188.97 
t_3783, 162.91 
t_3784, 163.51 
t_3785, 212.45 
t_3786, 313.44 
t_3787, 288.59 
t_3788, 198.00 
t_3789, 117.65 
t_3790, 74.54 
t_3791, 69.45 
t_3792, 46.75 
t_3793, 3.73 
t_3794, 4.17 
t_3795, 4.08 
t_3796, 5.94 
t_3797, 13.30 
t_3798, 43.07 
t_3799, 154.16 
t_3800, 241.73 
t_3801, 209.63 
t_3802, 167.73 
t_3803, 159.09 
t_3804, 158.34 
t_3805, 203.37 
t_3806, 188.97 
t_3807, 162.91 
t_3808, 163.51 
t_3809, 212.45 
t_3810, 313.44 
t_3811, 288.59 
t_3812, 198.00 
t_3813, 117.65 
t_3814, 74.54 
t_3815, 69.45 
t_3816, 46.75 
t_3817, 29.90 
t_3818, 24.50 
t_3819, 12.28 
t_3820, 10.54 
t_3821, 9.67 
t_3822, 19.38 
t_3823, 38.61 
t_3824, 87.83 
t_3825, 147.65 
t_3826, 241.56 
t_3827, 265.31 
t_3828, 226.06 
t_3829, 209.16 
t_3830, 226.83 
t_3831, 262.64 
t_3832, 241.10 
t_3833, 232.69 
t_3834, 209.06 
t_3835, 180.52 
t_3836, 125.91 
t_3837, 99.24 
t_3838, 84.49 
t_3839, 88.11 
t_3840, 75.15 
t_3841, 35.38 
t_3842, 38.60 
t_3843, 22.50 
t_3844, 16.02 
t_3845, 12.45 
t_3846, 17.02 
t_3847, 23.69 
t_3848, 51.50 
t_3849, 88.17 
t_3850, 147.54 
t_3851, 180.72 
t_3852, 199.05 
t_3853, 167.15 
t_3854, 195.85 
t_3855, 227.77 
t_3856, 226.49 
t_3857, 209.78 
t_3858, 196.88 
t_3859, 158.07 
t_3860, 111.84 
t_3861, 82.27 
t_3862, 63.59 
t_3863, 44.20 
t_3864, 28.87 
t_3865, 3.73 
t_3866, 4.17 
t_3867, 4.08 
t_3868, 5.94 
t_3869, 13.30 
t_3870, 43.07 
t_3871, 154.16 
t_3872, 241.73 
t_3873, 209.63 
t_3874, 167.73 
t_3875, 159.09 
t_3876, 158.34 
t_3877, 203.37 
t_3878, 188.97 
t_3879, 162.91 
t_3880, 163.51 
t_3881, 212.45 
t_3882, 313.44 
t_3883, 288.59 
t_3884, 198.00 
t_3885, 117.65 
t_3886, 74.54 
t_3887, 69.45 
t_3888, 46.75 
t_3889, 3.73 
t_3890, 4.17 
t_3891, 4.08 
t_3892, 5.94 
t_3893, 13.30 
t_3894, 43.07 
t_3895, 154.16 
t_3896, 241.73 
t_3897, 209.63 
t_3898, 167.73 
t_3899, 159.09 
t_3900, 158.34 
t_3901, 203.37 
