t,demand_[MWh]
267,1453.8
268,1453.8
269,1271.91
270,1090.19
271,545.12
272,363.4
273,181.72
274,363.4
275,545.12
276,635.98
277,545.12
278,363.4
279,272.58
280,363.4
281,726.84
282,1090.19
283,1635.29
284,1817.17
285,1817.17
286,1817.17
287,1453.8
288,1453.8
289,1484.99
290,1484.99
291,1484.99
292,1484.99
293,1299.59
294,1113.85
295,556.93
296,371.28
297,185.64
298,371.28
299,556.93
300,649.76
301,556.93
302,371.28
303,278.44
304,371.28
305,742.56
306,1113.85
307,1670.89
308,1856.33
309,1856.33
310,1856.33
311,1484.99
312,1484.99
313,1532.35
314,1532.35
315,1532.35
316,1532.35
317,1340.64
318,1149.21
319,574.58
320,383.06
321,191.52
322,383.06
323,574.58
324,670.34
325,574.58
326,383.06
327,287.28
328,383.06
329,766.11
330,1149.21
331,1723.65
332,1915.22
333,1915.22
334,1915.22
335,1532.35
336,1532.35
337,1596.39
338,1596.39
339,1596.39
340,1596.39
341,1396.76
342,1197.31
343,598.65
344,399.11
345,199.52
346,399.11
347,598.65
348,698.45
349,598.65
350,399.11
351,299.3
352,399.11
353,798.21
354,1197.31
355,1795.89
356,1995.24
357,1995.24
358,1995.24
359,1596.39
360,1596.39
361,1610.9
362,1610.9
363,1610.9
364,1610.9
365,1409.43
366,1207.99
367,604
368,402.67
369,201.33
370,402.67
371,604
372,704.68
373,604
374,402.67
375,302.02
376,402.67
377,805.37
378,1207.99
379,1812.13
380,2013.3
381,2013.3
382,2013.3
383,1610.9
384,1610.9
385,1600.13
386,1600.13
387,1600.13
388,1600.13
389,1400.14
390,1200.07
391,600.03
392,400.03
393,199.99
394,400.03
395,600.03
396,700.06
397,600.03
398,400.03
399,300
400,400.03
401,800.07
402,1200.07
403,1800.09
404,1999.87
405,1999.87
406,1999.87
407,1600.13
408,1600.13
409,1566.87
410,1566.87
411,1566.87
412,1566.87
413,1370.91
414,1175.18
415,587.57
416,391.74
417,195.86
418,391.74
419,587.57
420,685.53
421,587.57
422,391.74
423,293.79
424,391.74
425,783.44
426,1175.18
427,1762.56
428,1958.58
429,1958.58
430,1958.58
431,1566.87
432,1566.87
433,1434.27
434,1434.27
435,1434.27
436,1434.27
437,1254.93
438,1075.75
439,537.92
440,358.6
441,179.3
442,358.6
443,537.92
444,627.52
445,537.92
446,358.6
447,268.93
448,358.6
449,717.16
450,1075.75
451,1613.74
452,1792.96
453,1792.96
454,1792.96
455,1434.27
456,1434.27
457,1483.65
458,1483.65
459,1483.65
460,1483.65
461,1298.22
462,1112.8
463,556.39
464,370.93
465,185.45
466,370.93
467,556.39
468,649.12
469,556.39
470,370.93
471,278.18
472,370.93
473,741.86
474,1112.8
475,1669.08
476,1854.5
477,1854.5
478,1854.5
479,1483.65
480,1483.65
481,1454.1
482,1454.1
483,1454.1
484,1454.1
485,1272.4
486,1090.7
487,545.31
488,363.54
489,181.77
490,363.54
491,545.31
492,636.2
493,545.31
494,363.54
495,272.65
496,363.54
497,727.07
498,1090.7
499,1636.06
500,1817.67
501,1817.67
502,1817.67
503,1454.1
504,1454.1
505,1435.24
506,1435.24
507,1435.24
508,1435.24
509,1255.83
510,1076.45
511,538.25
512,358.84
513,179.42
514,358.84
515,538.25
516,627.96
517,538.25
518,358.84
519,269.12
520,358.84
521,717.61
522,1076.45
523,1614.73
524,1794.22
525,1794.22
526,1794.22
527,1435.24
528,1435.24
529,1466.39
530,1466.39
531,1466.39
532,1466.39
533,1283.13
534,1099.77
535,549.91
536,366.62
537,183.3
538,366.62
539,549.91
540,641.56
541,549.91
542,366.62
543,274.97
544,366.62
545,733.19
546,1099.77
547,1649.58
548,1832.98
549,1832.98
550,1832.98
551,1466.39
552,1466.39
553,1506.43
554,1506.43
555,1506.43
556,1506.43
557,1318.18
558,1130.01
559,564.97
560,376.62
561,188.34
562,376.62
563,564.97
564,659.14
565,564.97
566,376.62
567,282.46
568,376.62
569,753.29
570,1130.01
571,1695.08
572,1883.38
573,1883.38
574,1883.38
575,1506.43
576,1506.43
577,1538.99
578,1538.99
579,1538.99
580,1538.99
581,1346.57
582,1154.28
583,577.13
584,384.79
585,192.37
586,384.79
587,577.13
588,673.32
589,577.13
590,384.79
591,288.57
592,384.79
593,769.52
594,1154.28
595,1731.64
596,1923.66
597,1923.66
598,1923.66
599,1538.99
600,1538.99
601,1550.75
602,1550.75
603,1550.75
604,1550.75
605,1357.01
606,1162.99
607,581.51
608,387.69
609,193.85
610,387.69
611,581.51
612,678.43
613,581.51
614,387.69
615,290.76
616,387.69
617,775.36
618,1162.99
619,1744.42
620,1938.51
621,1938.51
622,1938.51
623,1550.75
624,1550.75
625,1526.6
626,1526.6
627,1526.6
628,1526.6
629,1335.81
630,1144.94
631,572.51
632,381.69
633,190.82
634,381.69
635,572.51
636,667.94
637,572.51
638,381.69
639,286.27
640,381.69
641,763.32
642,1144.94
643,1717.56
644,1908.18
645,1908.18
646,1908.18
647,1526.6
648,1526.6
649,1542.33
650,1542.33
651,1542.33
652,1542.33
653,1349.62
654,1156.78
655,578.38
656,385.54
657,192.8
658,385.54
659,578.38
660,674.78
661,578.38
662,385.54
663,289.18
664,385.54
665,771.17
666,1156.78
667,1734.99
668,1928.03
669,1928.03
670,1928.03
671,1542.33
672,1542.33
673,1594.7
674,1594.7
675,1594.7
676,1594.7
677,1395.3
678,1195.99
679,597.98
680,398.63
681,199.34
682,398.63
683,597.98
684,697.61
685,597.98
686,398.63
687,298.97
688,398.63
689,797.3
690,1195.99
691,1793.99
692,1993.41
693,1993.41
694,1993.41
695,1594.7
696,1594.7
697,1614.13
698,1614.13
699,1614.13
700,1614.13
701,1412.5
702,1210.71
703,605.33
704,403.58
705,201.77
706,403.58
707,605.33
708,706.22
709,605.33
710,403.58
711,302.66
712,403.58
713,807.09
714,1210.71
715,1816.08
716,2017.74
717,2017.74
718,2017.74
719,1614.13
720,1614.13
721,1657.01
722,1657.01
723,1657.01
724,1657.01
725,1450.03
726,1242.85
727,621.43
728,414.26
729,207.16
730,414.26
731,621.43
732,724.99
733,621.43
734,414.26
735,310.7
736,414.26
737,828.56
738,1242.85
739,1864.19
740,2071.54
741,2071.54
742,2071.54
743,1657.01
744,1657.01
745,1711.77
746,1711.77
747,1711.77
748,1711.77
749,1498.11
750,1283.76
751,641.95
752,427.96
753,213.99
754,427.96
755,641.95
756,748.94
757,641.95
758,427.96
759,320.95
760,427.96
761,855.93
762,1283.76
763,1925.76
764,2139.88
765,2139.88
766,2139.88
767,1711.77
768,1711.77
769,1770.61
770,1770.61
771,1770.61
772,1770.61
773,1549.22
774,1327.83
775,663.95
776,442.66
777,221.32
778,442.66
779,663.95
780,774.59
781,663.95
782,442.66
783,331.96
784,442.66
785,885.25
786,1327.83
787,1991.7
788,2213.21
789,2213.21
790,2213.21
791,1770.61
792,1770.61
793,1809.14
794,1809.14
795,1809.14
796,1809.14
797,1583.3
798,1357.17
799,678.51
800,452.36
801,226.16
802,452.36
803,678.51
804,791.6
805,678.51
806,452.36
807,339.27
808,452.36
809,904.69
810,1357.17
811,2035.57
812,2261.61
813,2261.61
814,2261.61
815,1809.14
816,1809.14
817,1825.31
818,1825.31
819,1825.31
820,1825.31
821,1597.03
822,1368.78
823,684.44
824,456.31
825,228.14
826,456.31
827,684.44
828,798.51
829,684.44
830,456.31
831,342.22
832,456.31
833,912.59
834,1368.78
835,2053.46
836,2281.37
837,2281.37
838,2281.37
839,1825.31
840,1825.31
841,1815.01
842,1815.01
843,1815.01
844,1815.01
845,1587.99
846,1361.09
847,680.56
848,453.7
849,226.86
850,453.7
851,680.56
852,793.96
853,680.56
854,453.7
855,340.3
856,453.7
857,907.43
858,1361.09
859,2041.85
860,2268.61
861,2268.61
862,2268.61
863,1815.01
864,1815.01
865,1841.1
866,1841.1
867,1841.1
868,1841.1
869,1611
870,1380.87
871,690.42
872,460.29
873,230.13
874,460.29
875,690.42
876,805.48
877,690.42
878,460.29
879,345.24
880,460.29
881,920.56
882,1380.87
883,2071.33
884,2301.34
885,2301.34
886,2301.34
887,1841.1
888,1841.1
889,1833.67
890,1833.67
891,1833.67
892,1833.67
893,1604.38
894,1375.24
895,687.55
896,458.36
897,229.21
898,458.36
899,687.55
900,802.14
901,687.55
902,458.36
903,343.77
904,458.36
905,916.71
906,1375.24
907,2062.44
908,2292.1
909,2292.1
910,2292.1
911,1833.67
912,1833.67
913,1722.04
914,1722.04
915,1722.04
916,1722.04
917,1506.94
918,1291.48
919,645.81
920,430.54
921,215.27
922,430.54
923,645.81
924,753.43
925,645.81
926,430.54
927,322.89
928,430.54
929,861.06
930,1291.48
931,1937.52
932,2152.75
933,2152.75
934,2152.75
935,1722.04
936,1722.04
937,1739.36
938,1739.36
939,1739.36
940,1739.36
941,1522.07
942,1304.58
943,652.29
944,434.86
945,217.43
946,434.86
947,652.29
948,761
949,652.29
950,434.86
951,326.13
952,434.86
953,869.71
954,1304.58
955,1956.95
956,2174.34
957,2174.34
958,2174.34
959,1739.36
960,1739.36
961,1742.55
962,1742.55
963,1742.55
964,1742.55
965,1524.93
966,1307.12
967,653.48
968,435.66
969,217.83
970,435.66
971,653.48
972,762.44
973,653.48
974,435.66
975,326.76
976,435.66
977,871.32
978,1307.12
979,1960.62
980,2178.32
981,2178.32
982,2178.32
983,1742.55
984,1742.55
985,1781.19
986,1781.19
987,1781.19
988,1781.19
989,1558.53
990,1336.05
991,667.98
992,445.28
993,222.64
994,445.28
995,667.98
996,779.26
997,667.98
998,445.28
999,334
1000,445.28
1001,890.6
1002,1336.05
1003,2003.79
1004,2226.42
1005,2226.42
1006,2226.42
1007,1781.19
1008,1781.19
1009,1776.7
1010,1776.7
1011,1776.7
1012,1776.7
1013,1554.54
1014,1332.58
1015,666.27
1016,444.19
1017,222.11
1018,444.19
1019,666.27
1020,777.31
1021,666.27
1022,444.19
1023,333.14
1024,444.19
1025,888.37
1026,1332.58
1027,1998.99
1028,2221.07
1029,2221.07
1030,2221.07
1031,1776.7
1032,1776.7
1033,1652.32
1034,1652.32
1035,1652.32
1036,1652.32
1037,1445.9
1038,1239.42
1039,619.66
1040,413.1
1041,206.56
1042,413.1
1043,619.66
1044,722.95
1045,619.66
1046,413.1
1047,309.83
1048,413.1
1049,826.23
1050,1239.42
1051,1858.97
1052,2065.57
1053,2065.57
1054,2065.57
1055,1652.32
1056,1652.32
1057,1556.74
1058,1556.74
1059,1556.74
1060,1556.74
1061,1362.2
1062,1167.6
1063,583.82
1064,389.22
1065,194.61
1066,389.22
1067,583.82
1068,681.13
1069,583.82
1070,389.22
1071,291.91
1072,389.22
1073,778.41
1074,1167.6
1075,1751.67
1076,1946.13
1077,1946.13
1078,1946.13
1079,1556.74
1080,1556.74
1081,1501.67
1082,1501.67
1083,1501.67
1084,1501.67
1085,1314.1
1086,1126.32
1087,563.13
1088,375.4
1089,187.71
1090,375.4
1091,563.13
1092,657.01
1093,563.13
1094,375.4
1095,281.58
1096,375.4
1097,750.87
1098,1126.32
1099,1689.29
1100,1877.06
1101,1877.06
1102,1877.06
1103,1501.67
1104,1501.67
1105,1507.46
1106,1507.46
1107,1507.46
1108,1507.46
1109,1319
1110,1130.47
1111,565.25
1112,376.83
1113,188.4
1114,376.83
1115,565.25
1116,659.44
1117,565.25
1118,376.83
1119,282.62
1120,376.83
1121,753.68
1122,1130.47
1123,1695.76
1124,1883.98
1125,1883.98
1126,1883.98
1127,1507.46
1128,1507.46
1129,1469.61
1130,1469.61
1131,1469.61
1132,1469.61
1133,1286.14
1134,1102.36
1135,551.16
1136,367.41
1137,183.71
1138,367.41
1139,551.16
1140,643.02
1141,551.16
1142,367.41
1143,275.59
1144,367.41
1145,734.9
1146,1102.36
1147,1653.54
1148,1837.14
1149,1837.14
1150,1837.14
1151,1469.61
1152,1469.61
1153,1441.72
1154,1441.72
1155,1441.72
1156,1441.72
1157,1261.59
1158,1081.35
1159,540.65
1160,360.46
1161,180.2
1162,360.46
1163,540.65
1164,630.76
1165,540.65
1166,360.46
1167,270.32
1168,360.46
1169,720.87
1170,1081.35
1171,1621.89
1172,1801.98
1173,1801.98
1174,1801.98
1175,1441.72
1176,1441.72
1177,1501.32
1178,1501.32
1179,1501.32
1180,1501.32
1181,1313.39
1182,1125.82
1183,562.95
1184,375.28
1185,187.66
1186,375.28
1187,562.95
1188,656.76
1189,562.95
1190,375.28
1191,281.51
1192,375.28
1193,750.59
1194,1125.82
1195,1688.86
1196,1876.58
1197,1876.58
1198,1876.58
1199,1501.32
1200,1501.32
1201,1554.41
1202,1554.41
1203,1554.41
1204,1554.41
1205,1359.99
1206,1165.73
1207,582.84
1208,388.58
1209,194.26
1210,388.58
1211,582.84
1212,680
1213,582.84
1214,388.58
1215,291.42
1216,388.58
1217,777.16
1218,1165.73
1219,1748.75
1220,1942.6
1221,1942.6
1222,1942.6
1223,1554.41
1224,1554.41
1225,1538.99
1226,1538.99
1227,1538.99
1228,1538.99
1229,1346.57
1230,1154.28
1231,577.13
1232,384.79
1233,192.37
1234,384.79
1235,577.13
1236,673.32
1237,577.13
1238,384.79
1239,288.57
1240,384.79
1241,769.52
1242,1154.28
1243,1731.64
1244,1923.66
1245,1923.66
1246,1923.66
1247,1538.99
1248,1538.99
1249,1495.8
1250,1495.8
1251,1495.8
1252,1495.8
1253,1308.67
1254,1121.85
1255,560.92
1256,373.94
1257,186.97
1258,373.94
1259,560.92
1260,654.4
1261,560.92
1262,373.94
1263,280.48
1264,373.94
1265,747.91
1266,1121.85
1267,1682.95
1268,1869.75
1269,1869.75
1270,1869.75
1271,1495.8
1272,1495.8
1273,1434.12
1274,1434.12
1275,1434.12
1276,1434.12
1277,1254.77
1278,1075.57
1279,537.81
1280,358.51
1281,179.29
1282,358.51
1283,537.81
1284,627.42
1285,537.81
1286,358.51
1287,268.91
1288,358.51
1289,717.07
1290,1075.57
1291,1613.27
1292,1792.9
1293,1792.9
1294,1792.9
1295,1434.12
1296,1434.12
1297,1389.96
1298,1389.96
1299,1389.96
1300,1389.96
1301,1216.21
1302,1042.37
1303,521.2
1304,347.48
1305,173.75
1306,347.48
1307,521.2
1308,608.07
1309,521.2
1310,347.48
1311,260.59
1312,347.48
1313,694.93
1314,1042.37
1315,1563.53
1316,1737.5
1317,1737.5
1318,1737.5
1319,1389.96
1320,1389.96
1321,1412.01
1322,1412.01
1323,1412.01
1324,1412.01
1325,1235.44
1326,1059.09
1327,529.5
1328,353.01
1329,176.51
1330,353.01
1331,529.5
1332,617.71
1333,529.5
1334,353.01
1335,264.73
1336,353.01
1337,705.98
1338,1059.09
1339,1588.38
1340,1765.09
1341,1765.09
1342,1765.09
1343,1412.01
1344,1412.01
1345,1454.26
1346,1454.26
1347,1454.26
1348,1454.26
1349,1272.68
1350,1090.81
1351,545.38
1352,363.59
1353,181.78
1354,363.59
1355,545.38
1356,636.31
1357,545.38
1358,363.59
1359,272.7
1360,363.59
1361,727.2
1362,1090.81
1363,1636.14
1364,1817.77
1365,1817.77
1366,1817.77
1367,1454.26
1368,1454.26
1369,1469.61
1370,1469.61
1371,1469.61
1372,1469.61
1373,1286.14
1374,1102.36
1375,551.16
1376,367.41
1377,183.71
1378,367.41
1379,551.16
1380,643.02
1381,551.16
1382,367.41
1383,275.59
1384,367.41
1385,734.9
1386,1102.36
1387,1653.54
1388,1837.14
1389,1837.14
1390,1837.14
1391,1469.61
1392,1469.61
1393,1415.04
1394,1415.04
1395,1415.04
1396,1415.04
1397,1238.35
1398,1061.39
1399,530.68
1400,353.81
1401,176.9
1402,353.81
1403,530.68
1404,619.14
1405,530.68
1406,353.81
1407,265.32
1408,353.81
1409,707.55
1410,1061.39
1411,1592.02
1412,1769.02
1413,1769.02
1414,1769.02
1415,1415.04
1416,1415.04
1417,1382.61
1418,1382.61
1419,1382.61
1420,1382.61
1421,1209.81
1422,1037.05
1423,518.47
1424,345.67
1425,172.82
1426,345.67
1427,518.47
1428,604.87
1429,518.47
1430,345.67
1431,259.25
1432,345.67
1433,691.29
1434,1037.05
1435,1555.61
1436,1728.16
1437,1728.16
1438,1728.16
1439,1382.61
1440,1382.61
1441,1401.88
1442,1401.88
1443,1401.88
1444,1401.88
1445,1226.67
1446,1051.51
1447,525.67
1448,350.49
1449,175.23
1450,350.49
1451,525.67
1452,613.31
1453,525.67
1454,350.49
1455,262.85
1456,350.49
1457,700.94
1458,1051.51
1459,1577.31
1460,1752.29
1461,1752.29
1462,1752.29
1463,1401.88
1464,1401.88
1465,1418.69
1466,1418.69
1467,1418.69
1468,1418.69
1469,1241.33
1470,1064.08
1471,532.04
1472,354.68
1473,177.35
1474,354.68
1475,532.04
1476,620.72
1477,532.04
1478,354.68
1479,266.02
1480,354.68
1481,709.39
1482,1064.08
1483,1596.12
1484,1773.51
1485,1773.51
1486,1773.51
1487,1418.69
1488,1418.69
1489,1404.56
1490,1404.56
1491,1404.56
1492,1404.56
1493,1228.98
1494,1053.45
1495,526.73
1496,351.13
1497,175.59
1498,351.13
1499,526.73
1500,614.48
1501,526.73
1502,351.13
1503,263.34
1504,351.13
1505,702.29
1506,1053.45
1507,1580.19
1508,1755.87
1509,1755.87
1510,1755.87
1511,1404.56
1512,1404.56
1513,1405.35
1514,1405.35
1515,1405.35
1516,1405.35
1517,1229.82
1518,1054.02
1519,527.02
1520,351.38
1521,175.68
1522,351.38
1523,527.02
1524,614.9
1525,527.02
1526,351.38
1527,263.51
1528,351.38
1529,702.74
1530,1054.02
1531,1581.15
1532,1756.77
1533,1756.77
1534,1756.77
1535,1405.35
1536,1405.35
1537,1456.22
1538,1456.22
1539,1456.22
1540,1456.22
1541,1274.14
1542,1092.13
1543,546.11
1544,364.08
1545,182.03
1546,364.08
1547,546.11
1548,637.13
1549,546.11
1550,364.08
1551,273.07
1552,364.08
1553,728.12
1554,1092.13
1555,1638.32
1556,1820.34
1557,1820.34
1558,1820.34
1559,1456.22
1560,1456.22
1561,1466.39
1562,1466.39
1563,1466.39
1564,1466.39
1565,1283.13
1566,1099.77
1567,549.91
1568,366.62
1569,183.3
1570,366.62
1571,549.91
1572,641.56
1573,549.91
1574,366.62
1575,274.97
1576,366.62
1577,733.19
1578,1099.77
1579,1649.58
1580,1832.98
1581,1832.98
1582,1832.98
1583,1466.39
1584,1466.39
1585,1478.2
1586,1478.2
1587,1478.2
1588,1478.2
1589,1293.7
1590,1108.85
1591,554.4
1592,369.61
1593,184.8
1594,369.61
1595,554.4
1596,646.8
1597,554.4
1598,369.61
1599,277.19
1600,369.61
1601,739.18
1602,1108.85
1603,1662.98
1604,1847.95
1605,1847.95
1606,1847.95
1607,1478.2
1608,1478.2
1609,1460.5
1610,1460.5
1611,1460.5
1612,1460.5
1613,1277.9
1614,1095.48
1615,547.71
1616,365.14
1617,182.56
1618,365.14
1619,547.71
1620,638.97
1621,547.71
1622,365.14
1623,273.81
1624,365.14
1625,730.25
1626,1095.48
1627,1643.03
1628,1825.59
1629,1825.59
1630,1825.59
1631,1460.5
1632,1460.5
1633,1468.22
1634,1468.22
1635,1468.22
1636,1468.22
1637,1284.64
1638,1101.15
1639,550.55
1640,367.04
1641,183.52
1642,367.04
1643,550.55
1644,642.3
1645,550.55
1646,367.04
1647,275.28
1648,367.04
1649,734.07
1650,1101.15
1651,1651.45
1652,1835.25
1653,1835.25
1654,1835.25
1655,1468.22
1656,1468.22
1657,1416.81
1658,1416.81
1659,1416.81
1660,1416.81
1661,1239.6
1662,1062.52
1663,531.28
1664,354.2
1665,177.09
1666,354.2
1667,531.28
1668,619.81
1669,531.28
1670,354.2
1671,265.6
1672,354.2
1673,708.37
1674,1062.52
1675,1593.69
1676,1770.92
1677,1770.92
1678,1770.92
1679,1416.81
1680,1416.81
1681,1390.45
1682,1390.45
1683,1390.45
1684,1390.45
1685,1216.52
1686,1042.81
1687,521.35
1688,347.58
1689,173.78
1690,347.58
1691,521.35
1692,608.27
1693,521.35
1694,347.58
1695,260.72
1696,347.58
1697,695.19
1698,1042.81
1699,1564.07
1700,1737.81
1701,1737.81
1702,1737.81
1703,1390.45
1704,1390.45
1705,1396.8
1706,1396.8
1707,1396.8
1708,1396.8
1709,1222.34
1710,1047.78
1711,523.87
1712,349.25
1713,174.64
1714,349.25
1715,523.87
1716,611.2
1717,523.87
1718,349.25
1719,261.93
1720,349.25
1721,698.47
1722,1047.78
1723,1571.58
1724,1746.4
1725,1746.4
1726,1746.4
1727,1396.8
1728,1396.8
1729,1403
1730,1403
1731,1403
1732,1403
1733,1227.72
1734,1052.33
1735,526.13
1736,350.75
1737,175.38
1738,350.75
1739,526.13
1740,613.8
1741,526.13
1742,350.75
1743,263.04
1744,350.75
1745,701.52
1746,1052.33
1747,1578.6
1748,1753.81
1749,1753.81
1750,1753.81
1751,1403
1752,1403
1753,1418.25
1754,1418.25
1755,1418.25
1756,1418.25
1757,1240.78
1758,1063.5
1759,531.79
1760,354.52
1761,177.25
1762,354.52
1763,531.79
1764,620.39
1765,531.79
1766,354.52
1767,265.9
1768,354.52
1769,709.05
1770,1063.5
1771,1595.61
1772,1772.5
1773,1772.5
1774,1772.5
1775,1418.25
1776,1418.25
1777,1401.39
1778,1401.39
1779,1401.39
1780,1401.39
1781,1226.24
1782,1051.01
1783,525.55
1784,350.39
1785,175.18
1786,350.39
1787,525.55
1788,613.15
1789,525.55
1790,350.39
1791,262.77
1792,350.39
1793,700.74
1794,1051.01
1795,1576.54
1796,1751.75
1797,1751.75
1798,1751.75
1799,1401.39
1800,1401.39
1801,1337.49
1802,1337.49
1803,1337.49
1804,1337.49
1805,1170.4
1806,1003.09
1807,501.59
1808,334.39
1809,167.19
1810,334.39
1811,501.59
1812,585.19
1813,501.59
1814,334.39
1815,250.78
1816,334.39
1817,668.79
1818,1003.09
1819,1504.57
1820,1671.9
1821,1671.9
1822,1671.9
1823,1337.49
1824,1337.49
1825,1336.78
1826,1336.78
1827,1336.78
1828,1336.78
1829,1169.67
1830,1002.6
1831,501.28
1832,334.15
1833,167.09
1834,334.15
1835,501.28
1836,584.82
1837,501.28
1838,334.15
1839,250.66
1840,334.15
1841,668.39
1842,1002.6
1843,1504.02
1844,1670.89
1845,1670.89
1846,1670.89
1847,1336.78
1848,1336.78
1849,1383.87
1850,1383.87
1851,1383.87
1852,1383.87
1853,1210.75
1854,1037.68
1855,518.89
1856,345.95
1857,172.96
1858,345.95
1859,518.89
1860,605.36
1861,518.89
1862,345.95
1863,259.46
1864,345.95
1865,691.88
1866,1037.68
1867,1556.7
1868,1729.64
1869,1729.64
1870,1729.64
1871,1383.87
1872,1383.87
1873,1423.36
1874,1423.36
1875,1423.36
1876,1423.36
1877,1245.45
1878,1067.37
1879,533.73
1880,355.83
1881,177.93
1882,355.83
1883,533.73
1884,622.72
1885,533.73
1886,355.83
1887,266.88
1888,355.83
1889,711.67
1890,1067.37
1891,1601.31
1892,1779.28
1893,1779.28
1894,1779.28
1895,1423.36
1896,1423.36
1897,1422.84
1898,1422.84
1899,1422.84
1900,1422.84
1901,1245
1902,1067.13
1903,533.61
1904,355.71
1905,177.85
1906,355.71
1907,533.61
1908,622.5
1909,533.61
1910,355.71
1911,266.78
1912,355.71
1913,711.45
1914,1067.13
1915,1600.73
1916,1778.55
1917,1778.55
1918,1778.55
1919,1422.84
1920,1422.84
1921,1383.38
1922,1383.38
1923,1383.38
1924,1383.38
1925,1210.61
1926,1037.57
1927,518.82
1928,345.86
1929,172.94
1930,345.86
1931,518.82
1932,605.31
1933,518.82
1934,345.86
1935,259.41
1936,345.86
1937,691.76
1938,1037.57
1939,1556.55
1940,1729.4
1941,1729.4
1942,1729.4
1943,1383.38
1944,1383.38
1945,1345.49
1946,1345.49
1947,1345.49
1948,1345.49
1949,1177.31
1950,1009.22
1951,504.58
1952,336.36
1953,168.19
1954,336.36
1955,504.58
1956,588.66
1957,504.58
1958,336.36
1959,252.27
1960,336.36
1961,672.78
1962,1009.22
1963,1513.59
1964,1681.84
1965,1681.84
1966,1681.84
1967,1345.49
1968,1345.49
1969,1332.11
1970,1332.11
1971,1332.11
1972,1332.11
1973,1165.65
1974,999.1
1975,499.57
1976,333.04
1977,166.53
1978,333.04
1979,499.57
1980,582.84
1981,499.57
1982,333.04
1983,249.79
1984,333.04
1985,666.09
1986,999.1
1987,1498.85
1988,1665.29
1989,1665.29
1990,1665.29
1991,1332.11
