t,demand_[MWh]
t_1548,2510.42
t_1549,3224.42
t_1550,2996.08
t_1551,2582.96
t_1552,2592.48
t_1553,3368.34
t_1554,4969.54
t_1555,4575.52
t_1556,3139.3
t_1557,1865.28
t_1558,1181.82
t_1559,1101.06
t_1560,741.18
t_1561,59.08
t_1562,66.04
t_1563,64.64
t_1564,94.16
t_1565,210.84
t_1566,682.82
t_1567,2444.16
t_1568,3832.64
t_1569,3323.66
t_1570,2659.28
t_1571,2522.34
t_1572,2510.42
t_1573,3224.42
t_1574,2996.08
t_1575,2582.96
t_1576,2592.48
t_1577,3368.34
t_1578,4969.54
t_1579,4575.52
t_1580,3139.3
t_1581,1865.28
t_1582,1181.82
t_1583,1101.06
t_1584,741.18
t_1585,59.08
t_1586,66.04
t_1587,64.64
t_1588,94.16
t_1589,210.84
t_1590,682.82
t_1591,2444.16
t_1592,3832.64
t_1593,3323.66
t_1594,2659.28
t_1595,2522.34
t_1596,2510.42
t_1597,3224.42
t_1598,2996.08
t_1599,2582.96
t_1600,2592.48
t_1601,3368.34
t_1602,4969.54
t_1603,4575.52
t_1604,3139.3
t_1605,1865.28
t_1606,1181.82
t_1607,1101.06
t_1608,741.18
t_1609,59.08
t_1610,66.04
t_1611,64.64
t_1612,94.16
t_1613,210.84
t_1614,682.82
t_1615,2444.16
t_1616,3832.64
t_1617,3323.66
t_1618,2659.28
t_1619,2522.34
t_1620,2510.42
t_1621,3224.42
t_1622,2996.08
t_1623,2582.96
t_1624,2592.48
t_1625,3368.34
t_1626,4969.54
t_1627,4575.52
t_1628,3139.3
t_1629,1865.28
t_1630,1181.82
t_1631,1101.06
t_1632,741.18
t_1633,474.04
t_1634,388.4
t_1635,194.7
t_1636,167.06
t_1637,153.26
t_1638,307.32
t_1639,612.18
t_1640,1392.56
t_1641,2341
t_1642,3829.88
t_1643,4206.48
t_1644,3584.18
t_1645,3316.18
t_1646,3596.28
t_1647,4164.16
t_1648,3822.54
t_1649,3689.2
t_1650,3314.58
t_1651,2862.1
t_1652,1996.22
t_1653,1573.46
t_1654,1339.54
t_1655,1396.94
t_1656,1191.56
t_1657,560.96
t_1658,612.06
t_1659,356.76
t_1660,254.02
t_1661,197.38
t_1662,269.9
t_1663,375.54
t_1664,816.46
t_1665,1397.94
t_1666,2339.2
t_1667,2865.3
t_1668,3155.92
t_1669,2650.2
t_1670,3105.12
t_1671,3611.28
t_1672,3590.98
t_1673,3325.96
t_1674,3121.54
t_1675,2506.12
t_1676,1773.16
t_1677,1304.32
t_1678,1008.28
t_1679,700.82
t_1680,457.78
t_1681,59.08
t_1682,66.04
t_1683,64.64
t_1684,94.16
t_1685,210.84
t_1686,682.82
t_1687,2444.16
t_1688,3832.64
t_1689,3323.66
t_1690,2659.28
t_1691,2522.34
t_1692,2510.42
t_1693,3224.42
t_1694,2996.08
t_1695,2582.96
t_1696,2592.48
t_1697,3368.34
t_1698,4969.54
t_1699,4575.52
t_1700,3139.3
t_1701,1865.28
t_1702,1181.82
t_1703,1101.06
t_1704,741.18
t_1705,59.08
t_1706,66.04
t_1707,64.64
t_1708,94.16
t_1709,210.84
t_1710,682.82
t_1711,2444.16
t_1712,3832.64
t_1713,3323.66
t_1714,2659.28
t_1715,2522.34
t_1716,2510.42
t_1717,3224.42
t_1718,2996.08
t_1719,2582.96
t_1720,2592.48
t_1721,3368.34
t_1722,4969.54
t_1723,4575.52
t_1724,3139.3
t_1725,1865.28
t_1726,1181.82
t_1727,1101.06
t_1728,741.18
t_1729,59.08
t_1730,66.04
t_1731,64.64
t_1732,94.16
t_1733,210.84
t_1734,682.82
t_1735,2444.16
t_1736,3832.64
t_1737,3323.66
t_1738,2659.28
t_1739,2522.34
t_1740,2510.42
t_1741,3224.42
t_1742,2996.08
t_1743,2582.96
t_1744,2592.48
t_1745,3368.34
t_1746,4969.54
t_1747,4575.52
t_1748,3139.3
t_1749,1865.28
t_1750,1181.82
t_1751,1101.06
t_1752,741.18
t_1753,59.08
t_1754,66.04
t_1755,64.64
t_1756,94.16
t_1757,210.84
t_1758,682.82
t_1759,2444.16
t_1760,3832.64
t_1761,3323.66
t_1762,2659.28
t_1763,2522.34
t_1764,2510.42
t_1765,3224.42
t_1766,2996.08
t_1767,2582.96
t_1768,2592.48
t_1769,3368.34
t_1770,4969.54
t_1771,4575.52
t_1772,3139.3
t_1773,1865.28
t_1774,1181.82
t_1775,1101.06
t_1776,741.18
t_1777,59.08
t_1778,66.04
t_1779,64.64
t_1780,94.16
t_1781,210.84
t_1782,682.82
t_1783,2444.16
t_1784,3832.64
t_1785,3323.66
t_1786,2659.28
t_1787,2522.34
t_1788,2510.42
t_1789,3224.42
t_1790,2996.08
t_1791,2582.96
t_1792,2592.48
t_1793,3368.34
t_1794,4969.54
t_1795,4575.52
t_1796,3139.3
t_1797,1865.28
t_1798,1181.82
t_1799,1101.06
t_1800,741.18
t_1801,474.04
t_1802,388.4
t_1803,194.7
t_1804,167.06
t_1805,153.26
t_1806,307.32
t_1807,612.18
t_1808,1392.56
t_1809,2341
t_1810,3829.88
t_1811,4206.48
t_1812,3584.18
t_1813,3316.18
t_1814,3596.28
t_1815,4164.16
t_1816,3822.54
t_1817,3689.2
t_1818,3314.58
t_1819,2862.1
t_1820,1996.22
t_1821,1573.46
t_1822,1339.54
t_1823,1396.94
t_1824,1191.56
t_1825,560.96
t_1826,612.06
t_1827,356.76
t_1828,254.02
t_1829,197.38
t_1830,269.9
t_1831,375.54
t_1832,816.46
t_1833,1397.94
t_1834,2339.2
t_1835,2865.3
t_1836,3155.92
t_1837,2650.2
t_1838,3105.12
t_1839,3611.28
t_1840,3590.98
t_1841,3325.96
t_1842,3121.54
t_1843,2506.12
t_1844,1773.16
t_1845,1304.32
t_1846,1008.28
t_1847,700.82
t_1848,457.78
t_1849,59.08
t_1850,66.04
t_1851,64.64
t_1852,94.16
t_1853,210.84
t_1854,682.82
t_1855,2444.16
t_1856,3832.64
t_1857,3323.66
t_1858,2659.28
t_1859,2522.34
t_1860,2510.42
t_1861,3224.42
t_1862,2996.08
t_1863,2582.96
t_1864,2592.48
t_1865,3368.34
t_1866,4969.54
t_1867,4575.52
t_1868,3139.3
t_1869,1865.28
t_1870,1181.82
t_1871,1101.06
t_1872,741.18
t_1873,59.08
t_1874,66.04
t_1875,64.64
t_1876,94.16
t_1877,210.84
t_1878,682.82
t_1879,2444.16
t_1880,3832.64
t_1881,3323.66
t_1882,2659.28
t_1883,2522.34
t_1884,2510.42
t_1885,3224.42
t_1886,2996.08
t_1887,2582.96
t_1888,2592.48
t_1889,3368.34
t_1890,4969.54
t_1891,4575.52
t_1892,3139.3
t_1893,1865.28
t_1894,1181.82
t_1895,1101.06
t_1896,741.18
t_1897,59.08
t_1898,66.04
t_1899,64.64
t_1900,94.16
t_1901,210.84
t_1902,682.82
t_1903,2444.16
t_1904,3832.64
t_1905,3323.66
t_1906,2659.28
t_1907,2522.34
t_1908,2510.42
t_1909,3224.42
t_1910,2996.08
t_1911,2582.96
t_1912,2592.48
t_1913,3368.34
t_1914,4969.54
t_1915,4575.52
t_1916,3139.3
t_1917,1865.28
t_1918,1181.82
t_1919,1101.06
t_1920,741.18
t_1921,59.08
t_1922,66.04
t_1923,64.64
t_1924,94.16
t_1925,210.84
t_1926,682.82
t_1927,2444.16
t_1928,3832.64
t_1929,3323.66
t_1930,2659.28
t_1931,2522.34
t_1932,2510.42
t_1933,3224.42
t_1934,2996.08
t_1935,2582.96
t_1936,2592.48
t_1937,3368.34
t_1938,4969.54
t_1939,4575.52
t_1940,3139.3
t_1941,1865.28
t_1942,1181.82
t_1943,1101.06
t_1944,741.18
t_1945,59.08
t_1946,66.04
t_1947,64.64
t_1948,94.16
t_1949,210.84
t_1950,682.82
t_1951,2444.16
t_1952,3832.64
t_1953,3323.66
t_1954,2659.28
t_1955,2522.34
t_1956,2510.42
t_1957,3224.42
t_1958,2996.08
t_1959,2582.96
t_1960,2592.48
t_1961,3368.34
t_1962,4969.54
t_1963,4575.52
t_1964,3139.3
t_1965,1865.28
t_1966,1181.82
t_1967,1101.06
t_1968,741.18
t_1969,474.04
t_1970,388.4
t_1971,194.7
t_1972,167.06
t_1973,153.26
t_1974,307.32
t_1975,612.18
t_1976,1392.56
t_1977,2341
t_1978,3829.88
t_1979,4206.48
t_1980,3584.18
t_1981,3316.18
t_1982,3596.28
t_1983,4164.16
t_1984,3822.54
t_1985,3689.2
t_1986,3314.58
t_1987,2862.1
t_1988,1996.22
t_1989,1573.46
t_1990,1339.54
t_1991,1396.94
t_1992,1191.56
t_1993,560.96
t_1994,612.06
t_1995,356.76
t_1996,254.02
t_1997,197.38
t_1998,269.9
t_1999,375.54
t_2000,816.46
t_2001,1397.94
t_2002,2339.2
t_2003,2865.3
t_2004,3155.92
t_2005,2650.2
t_2006,3105.12
t_2007,3611.28
t_2008,3590.98
t_2009,3325.96
t_2010,3121.54
t_2011,2506.12
t_2012,1773.16
t_2013,1304.32
t_2014,1008.28
t_2015,700.82
t_2016,457.78
t_2017,59.08
t_2018,66.04
t_2019,64.64
t_2020,94.16
t_2021,210.84
t_2022,682.82
t_2023,2444.16
t_2024,3832.64
t_2025,3323.66
t_2026,2659.28
t_2027,2522.34
t_2028,2510.42
t_2029,3224.42
t_2030,2996.08
t_2031,2582.96
t_2032,2592.48
t_2033,3368.34
t_2034,4969.54
t_2035,4575.52
t_2036,3139.3
t_2037,1865.28
t_2038,1181.82
t_2039,1101.06
t_2040,741.18
t_2041,59.08
t_2042,66.04
t_2043,64.64
t_2044,94.16
t_2045,210.84
t_2046,682.82
t_2047,2444.16
t_2048,3832.64
t_2049,3323.66
t_2050,2659.28
t_2051,2522.34
t_2052,2510.42
t_2053,3224.42
t_2054,2996.08
t_2055,2582.96
t_2056,2592.48
t_2057,3368.34
t_2058,4969.54
t_2059,4575.52
t_2060,3139.3
t_2061,1865.28
t_2062,1181.82
t_2063,1101.06
t_2064,741.18
t_2065,59.08
t_2066,66.04
t_2067,64.64
t_2068,94.16
t_2069,210.84
t_2070,682.82
t_2071,2444.16
t_2072,3832.64
t_2073,3323.66
t_2074,2659.28
t_2075,2522.34
t_2076,2510.42
t_2077,3224.42
t_2078,2996.08
t_2079,2582.96
t_2080,2592.48
t_2081,3368.34
t_2082,4969.54
t_2083,4575.52
t_2084,3139.3
t_2085,1865.28
t_2086,1181.82
t_2087,1101.06
t_2088,741.18
t_2089,59.08
t_2090,66.04
t_2091,64.64
t_2092,94.16
t_2093,210.84
t_2094,682.82
t_2095,2444.16
t_2096,3832.64
t_2097,3323.66
t_2098,2659.28
t_2099,2522.34
t_2100,2510.42
t_2101,3224.42
t_2102,2996.08
t_2103,2582.96
t_2104,2592.48
t_2105,3368.34
t_2106,4969.54
t_2107,4575.52
t_2108,3139.3
t_2109,1865.28
t_2110,1181.82
t_2111,1101.06
t_2112,741.18
t_2113,59.08
t_2114,66.04
t_2115,64.64
t_2116,94.16
t_2117,210.84
t_2118,682.82
t_2119,2444.16
t_2120,3832.64
t_2121,3323.66
t_2122,2659.28
t_2123,2522.34
t_2124,2510.42
t_2125,3224.42
t_2126,2996.08
t_2127,2582.96
t_2128,2592.48
t_2129,3368.34
t_2130,4969.54
t_2131,4575.52
t_2132,3139.3
t_2133,1865.28
t_2134,1181.82
t_2135,1101.06
t_2136,741.18
t_2137,474.04
t_2138,388.4
t_2139,194.7
t_2140,167.06
t_2141,153.26
t_2142,307.32
t_2143,612.18
t_2144,1392.56
t_2145,2341
t_2146,3829.88
t_2147,4206.48
t_2148,3584.18
t_2149,3316.18
t_2150,3596.28
t_2151,4164.16
t_2152,3822.54
t_2153,3689.2
t_2154,3314.58
t_2155,2862.1
t_2156,1996.22
t_2157,1573.46
t_2158,1339.54
t_2159,1396.94
t_2160,1191.56
t_2161,560.96
t_2162,612.06
t_2163,356.76
t_2164,254.02
t_2165,197.38
t_2166,269.9
t_2167,375.54
t_2168,816.46
t_2169,1397.94
t_2170,2339.2
t_2171,2865.3
t_2172,3155.92
t_2173,2650.2
t_2174,3105.12
t_2175,3611.28
t_2176,3590.98
t_2177,3325.96
t_2178,3121.54
t_2179,2506.12
t_2180,1773.16
t_2181,1304.32
t_2182,1008.28
t_2183,700.82
t_2184,457.78
t_2185,59.08
t_2186,66.04
t_2187,64.64
t_2188,94.16
t_2189,210.84
t_2190,682.82
t_2191,2444.16
t_2192,3832.64
t_2193,3323.66
t_2194,2659.28
t_2195,2522.34
t_2196,2510.42
t_2197,3224.42
t_2198,2996.08
t_2199,2582.96
t_2200,2592.48
t_2201,3368.34
t_2202,4969.54
t_2203,4575.52
t_2204,3139.3
t_2205,1865.28
t_2206,1181.82
t_2207,1101.06
t_2208,741.18
t_2209,59.08
t_2210,66.04
t_2211,64.64
t_2212,94.16
t_2213,210.84
t_2214,682.82
t_2215,2444.16
t_2216,3832.64
t_2217,3323.66
t_2218,2659.28
t_2219,2522.34
t_2220,2510.42
t_2221,3224.42
t_2222,2996.08
t_2223,2582.96
t_2224,2592.48
t_2225,3368.34
t_2226,4969.54
t_2227,4575.52
t_2228,3139.3
t_2229,1865.28
t_2230,1181.82
t_2231,1101.06
t_2232,741.18
t_2233,59.08
t_2234,66.04
t_2235,64.64
t_2236,94.16
t_2237,210.84
t_2238,682.82
t_2239,2444.16
t_2240,3832.64
t_2241,3323.66
t_2242,2659.28
t_2243,2522.34
t_2244,2510.42
t_2245,3224.42
t_2246,2996.08
t_2247,2582.96
t_2248,2592.48
t_2249,3368.34
t_2250,4969.54
t_2251,4575.52
t_2252,3139.3
t_2253,1865.28
t_2254,1181.82
t_2255,1101.06
t_2256,741.18
t_2257,59.08
t_2258,66.04
t_2259,64.64
t_2260,94.16
t_2261,210.84
t_2262,682.82
t_2263,2444.16
t_2264,3832.64
t_2265,3323.66
t_2266,2659.28
t_2267,2522.34
t_2268,2510.42
t_2269,3224.42
t_2270,2996.08
t_2271,2582.96
t_2272,2592.48
t_2273,3368.34
t_2274,4969.54
t_2275,4575.52
t_2276,3139.3
t_2277,1865.28
t_2278,1181.82
t_2279,1101.06
t_2280,741.18
t_2281,59.08
t_2282,66.04
t_2283,64.64
t_2284,94.16
t_2285,210.84
t_2286,682.82
t_2287,2444.16
t_2288,3832.64
t_2289,3323.66
t_2290,2659.28
t_2291,2522.34
t_2292,2510.42
t_2293,3224.42
t_2294,2996.08
t_2295,2582.96
t_2296,2592.48
t_2297,3368.34
t_2298,4969.54
t_2299,4575.52
t_2300,3139.3
t_2301,1865.28
t_2302,1181.82
t_2303,1101.06
t_2304,741.18
t_2305,474.04
t_2306,388.4
t_2307,194.7
t_2308,167.06
t_2309,153.26
t_2310,307.32
t_2311,612.18
t_2312,1392.56
t_2313,2341
t_2314,3829.88
t_2315,4206.48
t_2316,3584.18
t_2317,3316.18
t_2318,3596.28
t_2319,4164.16
t_2320,3822.54
t_2321,3689.2
t_2322,3314.58
t_2323,2862.1
t_2324,1996.22
t_2325,1573.46
t_2326,1339.54
t_2327,1396.94
t_2328,1191.56
t_2329,560.96
t_2330,612.06
t_2331,356.76
t_2332,254.02
t_2333,197.38
t_2334,269.9
t_2335,375.54
t_2336,816.46
t_2337,1397.94
t_2338,2339.2
t_2339,2865.3
t_2340,3155.92
t_2341,2650.2
t_2342,3105.12
t_2343,3611.28
t_2344,3590.98
t_2345,3325.96
t_2346,3121.54
t_2347,2506.12
t_2348,1773.16
t_2349,1304.32
t_2350,1008.28
t_2351,700.82
t_2352,457.78
t_2353,59.08
t_2354,66.04
t_2355,64.64
t_2356,94.16
t_2357,210.84
t_2358,682.82
t_2359,2444.16
t_2360,3832.64
t_2361,3323.66
t_2362,2659.28
t_2363,2522.34
t_2364,2510.42
t_2365,3224.42
t_2366,2996.08
t_2367,2582.96
t_2368,2592.48
t_2369,3368.34
t_2370,4969.54
t_2371,4575.52
t_2372,3139.3
t_2373,1865.28
t_2374,1181.82
t_2375,1101.06
t_2376,741.18
t_2377,59.08
t_2378,66.04
t_2379,64.64
t_2380,94.16
t_2381,210.84
t_2382,682.82
t_2383,2444.16
t_2384,3832.64
t_2385,3323.66
t_2386,2659.28
t_2387,2522.34
t_2388,2510.42
t_2389,3224.42
t_2390,2996.08
t_2391,2582.96
t_2392,2592.48
t_2393,3368.34
t_2394,4969.54
t_2395,4575.52
t_2396,3139.3
t_2397,1865.28
t_2398,1181.82
t_2399,1101.06
t_2400,741.18
t_2401,59.08
t_2402,66.04
t_2403,64.64
t_2404,94.16
t_2405,210.84
t_2406,682.82
t_2407,2444.16
t_2408,3832.64
t_2409,3323.66
t_2410,2659.28
t_2411,2522.34
t_2412,2510.42
t_2413,3224.42
t_2414,2996.08
t_2415,2582.96
t_2416,2592.48
t_2417,3368.34
t_2418,4969.54
t_2419,4575.52
t_2420,3139.3
t_2421,1865.28
t_2422,1181.82
t_2423,1101.06
t_2424,741.18
t_2425,59.08
t_2426,66.04
t_2427,64.64
t_2428,94.16
t_2429,210.84
t_2430,682.82
t_2431,2444.16
t_2432,3832.64
t_2433,3323.66
t_2434,2659.28
t_2435,2522.34
t_2436,2510.42
t_2437,3224.42
t_2438,2996.08
t_2439,2582.96
t_2440,2592.48
t_2441,3368.34
t_2442,4969.54
t_2443,4575.52
t_2444,3139.3
t_2445,1865.28
t_2446,1181.82
t_2447,1101.06
t_2448,741.18
t_2449,59.08
t_2450,66.04
t_2451,64.64
t_2452,94.16
t_2453,210.84
t_2454,682.82
t_2455,2444.16
t_2456,3832.64
t_2457,3323.66
t_2458,2659.28
t_2459,2522.34
t_2460,2510.42
t_2461,3224.42
t_2462,2996.08
t_2463,2582.96
t_2464,2592.48
t_2465,3368.34
t_2466,4969.54
t_2467,4575.52
t_2468,3139.3
t_2469,1865.28
t_2470,1181.82
t_2471,1101.06
t_2472,741.18
t_2473,474.04
t_2474,388.4
t_2475,194.7
t_2476,167.06
t_2477,153.26
t_2478,307.32
t_2479,612.18
t_2480,1392.56
t_2481,2341
t_2482,3829.88
t_2483,4206.48
t_2484,3584.18
t_2485,3316.18
t_2486,3596.28
t_2487,4164.16
t_2488,3822.54
t_2489,3689.2
t_2490,3314.58
t_2491,2862.1
t_2492,1996.22
t_2493,1573.46
t_2494,1339.54
t_2495,1396.94
t_2496,1191.56
t_2497,560.96
t_2498,612.06
t_2499,356.76
t_2500,254.02
t_2501,197.38
t_2502,269.9
t_2503,375.54
t_2504,816.46
t_2505,1397.94
t_2506,2339.2
t_2507,2865.3
t_2508,3155.92
t_2509,2650.2
t_2510,3105.12
t_2511,3611.28
t_2512,3590.98
t_2513,3325.96
t_2514,3121.54
t_2515,2506.12
t_2516,1773.16
t_2517,1304.32
t_2518,1008.28
t_2519,700.82
t_2520,457.78
t_2521,59.08
t_2522,66.04
t_2523,64.64
t_2524,94.16
t_2525,210.84
t_2526,682.82
t_2527,2444.16
t_2528,3832.64
t_2529,3323.66
t_2530,2659.28
t_2531,2522.34
t_2532,2510.42
t_2533,3224.42
t_2534,2996.08
t_2535,2582.96
t_2536,2592.48
t_2537,3368.34
t_2538,4969.54
t_2539,4575.52
t_2540,3139.3
t_2541,1865.28
t_2542,1181.82
t_2543,1101.06
t_2544,741.18
t_2545,59.08
t_2546,66.04
t_2547,64.64
t_2548,94.16
t_2549,210.84
t_2550,682.82
t_2551,2444.16
t_2552,3832.64
t_2553,3323.66
t_2554,2659.28
t_2555,2522.34
t_2556,2510.42
t_2557,3224.42
t_2558,2996.08
t_2559,2582.96
t_2560,2592.48
t_2561,3368.34
t_2562,4969.54
t_2563,4575.52
t_2564,3139.3
t_2565,1865.28
t_2566,1181.82
t_2567,1101.06
t_2568,741.18
t_2569,59.08
t_2570,66.04
t_2571,64.64
t_2572,94.16
t_2573,210.84
t_2574,682.82
t_2575,2444.16
t_2576,3832.64
t_2577,3323.66
t_2578,2659.28
t_2579,2522.34
t_2580,2510.42
t_2581,3224.42
t_2582,2996.08
t_2583,2582.96
t_2584,2592.48
t_2585,3368.34
t_2586,4969.54
t_2587,4575.52
t_2588,3139.3
t_2589,1865.28
t_2590,1181.82
t_2591,1101.06
t_2592,741.18
t_2593,59.08
t_2594,66.04
t_2595,64.64
t_2596,94.16
t_2597,210.84
t_2598,682.82
t_2599,2444.16
t_2600,3832.64
t_2601,3323.66
t_2602,2659.28
t_2603,2522.34
t_2604,2510.42
t_2605,3224.42
t_2606,2996.08
t_2607,2582.96
t_2608,2592.48
t_2609,3368.34
t_2610,4969.54
t_2611,4575.52
t_2612,3139.3
t_2613,1865.28
t_2614,1181.82
t_2615,1101.06
t_2616,741.18
t_2617,59.08
t_2618,66.04
t_2619,64.64
t_2620,94.16
t_2621,210.84
t_2622,682.82
t_2623,2444.16
t_2624,3832.64
t_2625,3323.66
t_2626,2659.28
t_2627,2522.34
t_2628,2510.42
t_2629,3224.42
t_2630,2996.08
t_2631,2582.96
t_2632,2592.48
t_2633,3368.34
t_2634,4969.54
t_2635,4575.52
t_2636,3139.3
t_2637,1865.28
t_2638,1181.82
t_2639,1101.06
t_2640,741.18
t_2641,474.04
t_2642,388.4
t_2643,194.7
t_2644,167.06
t_2645,153.26
t_2646,307.32
t_2647,612.18
t_2648,1392.56
t_2649,2341
t_2650,3829.88
t_2651,4206.48
t_2652,3584.18
t_2653,3316.18
t_2654,3596.28
t_2655,4164.16
t_2656,3822.54
t_2657,3689.2
t_2658,3314.58
t_2659,2862.1
t_2660,1996.22
t_2661,1573.46
t_2662,1339.54
t_2663,1396.94
t_2664,1191.56
t_2665,560.96
t_2666,612.06
t_2667,356.76
t_2668,254.02
t_2669,197.38
t_2670,269.9
t_2671,375.54
t_2672,816.46
t_2673,1397.94
t_2674,2339.2
t_2675,2865.3
t_2676,3155.92
t_2677,2650.2
t_2678,3105.12
t_2679,3611.28
t_2680,3590.98
t_2681,3325.96
t_2682,3121.54
t_2683,2506.12
t_2684,1773.16
t_2685,1304.32
t_2686,1008.28
t_2687,700.82
t_2688,457.78
t_2689,59.08
t_2690,66.04
t_2691,64.64
t_2692,94.16
t_2693,210.84
t_2694,682.82
t_2695,2444.16
t_2696,3832.64
t_2697,3323.66
t_2698,2659.28
t_2699,2522.34
t_2700,2510.42
t_2701,3224.42
t_2702,2996.08
t_2703,2582.96
t_2704,2592.48
t_2705,3368.34
t_2706,4969.54
t_2707,4575.52
t_2708,3139.3
t_2709,1865.28
t_2710,1181.82
t_2711,1101.06
t_2712,741.18
t_2713,59.08
t_2714,66.04
t_2715,64.64
t_2716,94.16
t_2717,210.84
t_2718,682.82
t_2719,2444.16
t_2720,3832.64
t_2721,3323.66
t_2722,2659.28
t_2723,2522.34
t_2724,2510.42
t_2725,3224.42
t_2726,2996.08
t_2727,2582.96
t_2728,2592.48
t_2729,3368.34
t_2730,4969.54
t_2731,4575.52
t_2732,3139.3
t_2733,1865.28
t_2734,1181.82
t_2735,1101.06
t_2736,741.18
t_2737,59.08
t_2738,66.04
t_2739,64.64
t_2740,94.16
t_2741,210.84
t_2742,682.82
t_2743,2444.16
t_2744,3832.64
t_2745,3323.66
t_2746,2659.28
t_2747,2522.34
t_2748,2510.42
t_2749,3224.42
t_2750,2996.08
t_2751,2582.96
t_2752,2592.48
t_2753,3368.34
t_2754,4969.54
t_2755,4575.52
t_2756,3139.3
t_2757,1865.28
t_2758,1181.82
t_2759,1101.06
t_2760,741.18
t_2761,59.08
t_2762,66.04
t_2763,64.64
t_2764,94.16
t_2765,210.84
t_2766,682.82
t_2767,2444.16
t_2768,3832.64
t_2769,3323.66
t_2770,2659.28
t_2771,2522.34
t_2772,2510.42
t_2773,3224.42
t_2774,2996.08
t_2775,2582.96
t_2776,2592.48
t_2777,3368.34
t_2778,4969.54
t_2779,4575.52
t_2780,3139.3
t_2781,1865.28
t_2782,1181.82
t_2783,1101.06
t_2784,741.18
t_2785,59.08
t_2786,66.04
t_2787,64.64
t_2788,94.16
t_2789,210.84
t_2790,682.82
t_2791,2444.16
t_2792,3832.64
t_2793,3323.66
t_2794,2659.28
t_2795,2522.34
t_2796,2510.42
t_2797,3224.42
t_2798,2996.08
t_2799,2582.96
t_2800,2592.48
t_2801,3368.34
t_2802,4969.54
t_2803,4575.52
t_2804,3139.3
t_2805,1865.28
t_2806,1181.82
t_2807,1101.06
t_2808,741.18
t_2809,474.04
t_2810,388.4
t_2811,194.7
t_2812,167.06
t_2813,153.26
t_2814,307.32
t_2815,612.18
t_2816,1392.56
t_2817,2341
t_2818,3829.88
t_2819,4206.48
t_2820,3584.18
t_2821,3316.18
t_2822,3596.28
t_2823,4164.16
t_2824,3822.54
t_2825,3689.2
t_2826,3314.58
t_2827,2862.1
t_2828,1996.22
t_2829,1573.46
t_2830,1339.54
t_2831,1396.94
t_2832,1191.56
t_2833,560.96
t_2834,612.06
t_2835,356.76
t_2836,254.02
t_2837,197.38
t_2838,269.9
t_2839,375.54
t_2840,816.46
t_2841,1397.94
t_2842,2339.2
t_2843,2865.3
t_2844,3155.92
t_2845,2650.2
t_2846,3105.12
t_2847,3611.28
t_2848,3590.98
t_2849,3325.96
t_2850,3121.54
t_2851,2506.12
t_2852,1773.16
t_2853,1304.32
t_2854,1008.28
t_2855,700.82
t_2856,457.78
t_2857,59.08
t_2858,66.04
t_2859,64.64
t_2860,94.16
t_2861,210.84
t_2862,682.82
t_2863,2444.16
t_2864,3832.64
t_2865,3323.66
t_2866,2659.28
t_2867,2522.34
t_2868,2510.42
t_2869,3224.42
t_2870,2996.08
t_2871,2582.96
t_2872,2592.48
t_2873,3368.34
t_2874,4969.54
t_2875,4575.52
t_2876,3139.3
t_2877,1865.28
t_2878,1181.82
t_2879,1101.06
t_2880,741.18
t_2881,59.08
t_2882,66.04
t_2883,64.64
t_2884,94.16
t_2885,210.84
t_2886,682.82
t_2887,2444.16
t_2888,3832.64
t_2889,3323.66
t_2890,2659.28
t_2891,2522.34
t_2892,2510.42
t_2893,3224.42
t_2894,2996.08
t_2895,2582.96
t_2896,2592.48
t_2897,3368.34
t_2898,4969.54
t_2899,4575.52
t_2900,3139.3
t_2901,1865.28
t_2902,1181.82
t_2903,1101.06
t_2904,741.18
t_2905,59.08
t_2906,66.04
t_2907,64.64
t_2908,94.16
t_2909,210.84
t_2910,682.82
t_2911,2444.16
t_2912,3832.64
t_2913,3323.66
t_2914,2659.28
t_2915,2522.34
t_2916,2510.42
t_2917,3224.42
t_2918,2996.08
t_2919,2582.96
t_2920,2592.48
t_2921,3368.34
t_2922,4969.54
t_2923,4575.52
t_2924,3139.3
t_2925,1865.28
t_2926,1181.82
t_2927,1101.06
t_2928,741.18
t_2929,59.08
t_2930,66.04
t_2931,64.64
t_2932,94.16
t_2933,210.84
t_2934,682.82
t_2935,2444.16
t_2936,3832.64
t_2937,3323.66
t_2938,2659.28
t_2939,2522.34
t_2940,2510.42
t_2941,3224.42
t_2942,2996.08
t_2943,2582.96
t_2944,2592.48
t_2945,3368.34
t_2946,4969.54
t_2947,4575.52
t_2948,3139.3
t_2949,1865.28
t_2950,1181.82
t_2951,1101.06
t_2952,741.18
t_2953,59.08
t_2954,66.04
t_2955,64.64
t_2956,94.16
t_2957,210.84
t_2958,682.82
t_2959,2444.16
t_2960,3832.64
t_2961,3323.66
t_2962,2659.28
t_2963,2522.34
t_2964,2510.42
t_2965,3224.42
t_2966,2996.08
t_2967,2582.96
t_2968,2592.48
t_2969,3368.34
t_2970,4969.54
t_2971,4575.52
t_2972,3139.3
t_2973,1865.28
t_2974,1181.82
t_2975,1101.06
t_2976,741.18
t_2977,474.04
t_2978,388.4
t_2979,194.7
t_2980,167.06
t_2981,153.26
t_2982,307.32
t_2983,612.18
t_2984,1392.56
t_2985,2341
t_2986,3829.88
t_2987,4206.48
t_2988,3584.18
t_2989,3316.18
t_2990,3596.28
t_2991,4164.16
t_2992,3822.54
